s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.6026562E-012, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.6026562E-012, 0.0000000E+000, 0.0000000E+000
 1.0003392E+000, 1.2232087E+001,-4.4333645E+000, 1.2156880E-001,-6.6102149E-002, 6.8404221E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.7748848E+000, 7.8542573E+000, 4.6887061E-004, 3.1059508E-002
 2.0003669E+000, 3.6750224E+001,-1.3229136E+001,-1.0013446E+001, 1.0526310E-001, 3.4708242E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3313790E+001, 1.3612940E+001, 9.6175082E-004, 6.3994888E-002
 3.0002933E+000, 4.8601662E+001,-1.7449810E+001,-2.6508272E+001, 1.2369835E-001, 2.7385843E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4371288E+000, 4.7673056E+000, 1.0621055E-003, 7.1187108E-002
 4.0000434E+000, 4.8926152E+001,-1.7281990E+001,-3.2210161E+001, 1.4592526E-001, 2.5500904E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.5222977E-001,-4.2004794E-001, 1.0766925E-003, 7.2762769E-002
 5.0001435E+000, 4.9539714E+001,-1.7631824E+001,-3.2179405E+001, 1.3798103E-001, 2.4784806E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.7989008E-001,-1.3350980E-001, 1.0786872E-003, 7.3523437E-002
 6.0002971E+000, 5.0034759E+001,-1.7350029E+001,-3.2020424E+001, 1.3988383E-001, 2.4353954E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7938854E-001, 8.0421391E-001, 1.0789577E-003, 7.4182561E-002
 7.0002308E+000, 4.9175305E+001,-1.6836044E+001,-3.1860004E+001, 1.4043880E-001, 2.4533977E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9923490E-001, 6.1971956E-001, 1.0789943E-003, 7.4838038E-002
 8.0000696E+000, 4.9953963E+001,-1.6996859E+001,-3.1878185E+001, 1.4120438E-001, 2.3665170E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.6269320E-001, 1.2201468E+000, 1.0789992E-003, 7.5503390E-002
 9.0000668E+000, 4.9471247E+001,-1.6697478E+001,-3.4868279E+001, 1.3963287E-001, 2.4004900E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.2255579E+000,-1.9548522E+000, 1.0789999E-003, 7.6180918E-002
