s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
 4.1000431E+001, 4.1649086E+001,-4.9771036E+000,-4.2395013E+001, 3.3864572E-002,-2.6542955E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.9749263E+000,-5.6894313E+000, 1.0065000E-003, 1.0731018E-001
 4.2000443E+001, 3.5312119E+001,-4.2001272E+000,-3.5475318E+001,-4.0171198E-003,-2.6978802E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.4552168E+000,-4.3676132E+000, 1.0065000E-003, 1.0871930E-001
 4.3000759E+001, 2.6115744E+001,-3.3418911E+000,-3.1822573E+001, 3.5818421E-003,-2.6742364E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.2081192E+000,-9.0454064E+000, 1.0065000E-003, 1.1016708E-001
 4.4001808E+001, 2.6131545E+000,-2.3553148E-001,-1.1436772E+001,-7.1158774E-003,-2.6359190E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.0787122E+000,-9.0665287E+000, 1.0065000E-003, 1.1165624E-001
 4.5001476E+001, 0.0000000E+000, 7.4940911E-003,-8.7672665E-001, 4.2035659E-003,-2.6554199E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.7314819E-001,-8.6529453E-001, 1.0065000E-003, 1.1318791E-001
 4.6003162E+001, 0.0000000E+000, 3.6039711E-003,-1.1348373E-001, 2.4497367E-003,-2.6377770E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0984806E-001,-1.0769380E-001, 1.0065000E-003, 1.1476273E-001
 4.7000813E+001, 0.0000000E+000, 1.5573399E-003,-4.1264230E-002, 1.0304459E-003,-2.5692196E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.1243856E-002,-3.8933367E-002, 1.0065000E-003, 1.1638080E-001
 4.8002892E+001, 0.0000000E+000, 5.0148937E-004,-1.0805355E-002, 3.8565803E-004,-2.6092294E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.2752082E-002,-1.0179130E-002, 1.0065000E-003, 1.1804666E-001
 4.9001205E+001, 0.0000000E+000, 2.2878491E-004,-4.9992301E-003, 6.7220252E-005,-2.5692845E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.4946522E-003,-4.9601534E-003, 1.0065000E-003, 1.1976311E-001
 5.0000492E+001, 0.0000000E+000, 1.2656398E-004,-1.2635766E-003,-2.2027971E-005,-2.7134359E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.9055997E-003,-1.4303842E-003, 1.0065000E-003, 1.2152869E-001
 5.1000164E+001, 0.0000000E+000, 8.3508629E-005,-8.0466620E-005,-3.4534675E-005,-2.5222706E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.5834804E-003,-2.8371972E-004, 1.0065000E-003, 1.2334970E-001
 5.2004055E+001, 0.0000000E+000, 5.3443821E-005, 9.3913656E-004,-1.7739118E-005,-2.6340213E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.4396482E-003, 7.1143914E-004, 1.0065000E-003, 1.2523189E-001
 5.3000221E+001, 0.0000000E+000, 3.2991981E-005, 1.9514764E-003,-1.0133594E-005,-2.6445925E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.2197525E-004, 1.7098756E-003, 1.0065000E-003, 1.2717005E-001
 5.4003799E+001, 0.0000000E+000, 1.9813985E-005, 2.1275758E-003,-3.9175226E-006,-2.6704678E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.2919514E-004, 1.8764255E-003, 1.0065000E-003, 1.2917012E-001
 5.5000160E+001, 0.0000000E+000, 1.2336237E-005, 2.3466008E-003,-4.9766362E-007,-2.6096962E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.5601766E-004, 2.0974697E-003, 1.0065000E-003, 1.3123647E-001
 5.6004242E+001, 0.0000000E+000, 6.7767968E-006, 2.4789888E-003, 1.7015010E-006,-2.5772608E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.3771802E-005, 2.2297410E-003, 1.0065000E-003, 1.3337194E-001
 5.7000549E+001, 0.0000000E+000, 4.6051327E-006, 2.5399398E-003, 2.9915905E-006,-2.7076954E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.2483715E-004, 2.2767669E-003, 1.0065000E-003, 1.3557942E-001
 5.8001862E+001, 0.0000000E+000, 3.1571131E-006, 2.8578635E-003, 4.4315825E-006,-2.7597863E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3831452E-004, 2.5894736E-003, 1.0065000E-003, 1.3786019E-001
 5.9003151E+001, 0.0000000E+000, 2.2910265E-006, 2.6979786E-003, 2.7597636E-006,-2.5877803E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.3403401E-006, 2.4442514E-003, 1.0065000E-003, 1.4022511E-001
 6.0000000E+001, 0.0000000E+000, 1.9066023E-006, 3.0226550E-003, 2.1293641E-006,-2.6910368E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1701074E-004, 2.7575873E-003, 1.0065000E-003, 1.4267021E-001
