s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.6026562E-012, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.6026562E-012, 0.0000000E+000, 0.0000000E+000
 1.0003208E+000, 1.3515391E+001,-3.7735919E+000, 1.5543759E-001,-5.6786356E-002,-4.1375135E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.7673718E+000, 9.8400368E+000, 4.3729144E-004, 3.1022693E-002
 2.0001836E+000, 4.1715781E+001,-1.2143952E+001,-1.4090355E+001, 9.9564833E-002,-1.9333551E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5134854E+001, 1.5580846E+001, 8.9710933E-004, 6.3928824E-002
 3.0000730E+000, 4.8959069E+001,-1.3782172E+001,-3.1538430E+001, 1.0652693E-001,-1.7844221E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4007121E+000, 3.7448147E+000, 9.9073391E-004, 7.1115133E-002
 4.0002813E+000, 5.0444949E+001,-1.3849044E+001,-3.7299875E+001, 1.1378416E-001,-1.7668872E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.6341392E-001,-5.9036280E-001, 1.0043472E-003, 7.2690391E-002
 5.0002451E+000, 4.9692267E+001,-1.3582858E+001,-3.6745472E+001, 1.1703694E-001,-1.7169779E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.2595920E-001,-5.1919660E-001, 1.0062084E-003, 7.3451100E-002
 6.0001402E+000, 5.0278282E+001,-1.3875519E+001,-3.6847580E+001, 1.1484566E-001,-1.7572264E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.6503058E-001,-3.3014755E-001, 1.0064605E-003, 7.4110058E-002
 7.0002122E+000, 5.0085424E+001,-1.3405006E+001,-3.7121411E+001, 1.1025427E-001,-1.7442552E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.1251480E-001,-3.3091291E-001, 1.0064947E-003, 7.4765461E-002
 8.0001965E+000, 5.0008318E+001,-1.3333923E+001,-3.5105882E+001, 1.1118158E-001,-1.7480659E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3737046E+000, 1.6795195E+000, 1.0064993E-003, 7.5430928E-002
 9.0002413E+000, 5.0859946E+001,-1.3498792E+001,-3.5603085E+001, 1.0841254E-001,-1.7471211E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4702278E+000, 1.8663072E+000, 1.0064999E-003, 7.6108515E-002
