s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-2.6135844E-004,-2.6100937E-012, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.6135844E-004, 0.0000000E+000, 0.0000000E+000
 1.0008191E+000, 1.0682925E+001,-2.4460587E+000, 1.3077815E-001,-9.2953299E-002,-4.7890153E-004, 0.0000000E+000, 0.0000000E+000, 8.2125105E+000, 8.2742124E+000, 4.6985189E-004, 7.0256571E-002
 2.0005004E+000, 3.7523167E+001,-9.7026173E+000,-1.3233653E+001,-3.5402705E-002,-3.8010149E-004, 0.0000000E+000, 0.0000000E+000, 1.4266023E+001, 1.4551114E+001, 9.6186863E-004, 7.0748587E-002
 3.0004241E+000, 4.7359008E+001,-1.2406360E+001,-3.2250812E+001,-2.0533933E-002,-3.2338684E-004, 0.0000000E+000, 0.0000000E+000, 2.3739641E+000, 2.6809787E+000, 1.0621163E-003, 7.0848835E-002
 4.0005951E+000, 5.0113142E+001,-1.3044902E+001,-3.5708346E+001,-6.4471296E-003,-3.2479602E-004, 0.0000000E+000, 0.0000000E+000, 9.8857530E-001, 1.3531222E+000, 1.0766945E-003, 7.0863413E-002
 5.0004058E+000, 4.9429389E+001,-1.3023181E+001,-3.4787616E+001, 1.4091705E-003,-3.1755595E-004, 0.0000000E+000, 0.0000000E+000, 1.0867705E+000, 1.6196832E+000, 1.0786877E-003, 7.0865406E-002
 6.0002546E+000, 4.9919135E+001,-1.3600339E+001,-3.6069678E+001, 6.3091719E-003,-3.1042862E-004, 0.0000000E+000, 0.0000000E+000, 6.2698311E-002, 2.5511645E-001, 1.0789577E-003, 7.0865676E-002
 7.0000844E+000, 5.0421857E+001,-1.3336791E+001,-3.5471867E+001, 1.5201987E-002,-3.2497096E-004, 0.0000000E+000, 0.0000000E+000, 1.4034108E+000, 1.6280755E+000, 1.0789943E-003, 7.0865713E-002
 8.0003920E+000, 5.0020937E+001,-1.3354591E+001,-3.7641545E+001, 2.4525086E-002,-3.2710148E-004, 0.0000000E+000, 0.0000000E+000,-1.1646128E+000,-9.5100040E-001, 1.0789992E-003, 7.0865718E-002
 9.0004082E+000, 4.9998635E+001,-1.3568436E+001,-3.5628793E+001, 2.2465929E-002,-3.2341140E-004, 0.0000000E+000, 0.0000000E+000, 5.0248977E-001, 8.2354822E-001, 1.0789999E-003, 7.0865719E-002
 1.0000372E+001, 4.9237784E+001,-1.3089352E+001,-3.7686194E+001, 4.0401269E-002,-3.1728534E-004, 0.0000000E+000, 0.0000000E+000,-1.8108505E+000,-1.4976783E+000, 1.0790000E-003, 7.0865719E-002
 1.1000411E+001, 5.0174232E+001,-1.3251387E+001,-3.4087968E+001, 3.2387530E-002,-3.2119992E-004, 0.0000000E+000, 0.0000000E+000, 2.3928221E+000, 2.8669432E+000, 1.0790000E-003, 7.1475310E-002
 1.2000203E+001, 4.9678289E+001,-1.3126887E+001,-3.8110370E+001, 3.7452493E-002,-3.2389923E-004, 0.0000000E+000, 0.0000000E+000,-1.8585264E+000,-1.5218395E+000, 1.0790000E-003, 7.2692680E-002
