s,mol/mol,kW/m2,kW/m2,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m
 9.0001021E+000, 2.0999999E-001, 1.1738864E+000, 1.2207978E+000, 1.6464206E+001, 1.6866017E+001, 1.4892856E+001, 1.4641602E+001, 1.4475531E+001, 1.3951996E+001, 1.3553864E+001, 1.3948966E+001, 1.5395787E+001, 1.7090420E+001, 1.7662623E+001, 1.7078614E+001, 1.6071901E+001, 1.5584243E+001, 1.3342138E+001, 1.1698005E+001, 1.0707235E+001, 9.5489750E+000, 8.1563857E+000, 7.2580099E+000, 6.0209023E+000, 4.6542303E+000, 3.8290442E+000, 3.4219034E+000, 3.1156878E+000, 2.5318317E+000, 2.1462814E+000, 1.8594149E+000, 1.5578593E+000, 1.3554829E+000, 1.1072427E+000, 8.5338397E-001, 5.8597108E-001, 4.2654254E-001, 1.9545231E-001, 9.1604340E-002, 2.9833050E-002, 1.2688438E-002, 7.4704402E-003, 4.0325411E-003, 2.6190740E-003, 1.2841807E-003, 7.2247167E-004, 4.5178079E-004, 3.2297921E-004, 2.1658632E-004, 1.6046587E-004, 1.2292420E-004, 8.9730623E-005, 6.3060423E-005
 1.0000059E+001, 2.0999999E-001, 1.2125008E+000, 1.2556885E+000, 1.7879760E+001, 1.6678911E+001, 1.4496453E+001, 1.5158955E+001, 1.4714210E+001, 1.3991898E+001, 1.3919687E+001, 1.4054666E+001, 1.4368293E+001, 1.4565587E+001, 1.4497179E+001, 1.3607583E+001, 1.2484504E+001, 1.1518300E+001, 1.0717435E+001, 1.0276379E+001, 1.0145247E+001, 9.7978203E+000, 9.1751763E+000, 8.2282142E+000, 7.0090995E+000, 5.8227375E+000, 4.6312299E+000, 3.5462606E+000, 2.9230309E+000, 2.4804094E+000, 2.2664447E+000, 1.9963296E+000, 1.8241098E+000, 1.4839136E+000, 1.1651020E+000, 9.0550157E-001, 6.1546201E-001, 4.0151018E-001, 2.6942395E-001, 2.2816304E-001, 1.8903568E-001, 1.3691139E-001, 8.0315287E-002, 4.8944153E-002, 3.1438515E-002, 1.0661122E-002, 3.1511511E-003, 1.0377526E-003, 6.2408940E-004, 3.8695921E-004, 2.5404439E-004, 1.6223985E-004, 9.6065634E-005, 5.0453915E-005
 1.1000368E+001, 2.0635863E-001, 1.2044052E+000, 1.2458328E+000, 1.6563855E+001, 1.7493670E+001, 1.5113644E+001, 1.4323493E+001, 1.4295917E+001, 1.4273158E+001, 1.4229086E+001, 1.4010242E+001, 1.3850807E+001, 1.3616958E+001, 1.3141335E+001, 1.2857577E+001, 1.1564830E+001, 1.0384951E+001, 9.6782584E+000, 9.4924864E+000, 9.2111280E+000, 8.8129868E+000, 8.6481569E+000, 7.9760412E+000, 7.2539410E+000, 6.8484103E+000, 6.1652081E+000, 5.5444225E+000, 4.9832228E+000, 4.2530211E+000, 3.8281810E+000, 3.4169364E+000, 3.1005875E+000, 2.8220591E+000, 2.4842511E+000, 2.1231638E+000, 1.8147030E+000, 1.5484660E+000, 1.2530475E+000, 1.0084105E+000, 6.9308462E-001, 4.4899198E-001, 2.8166623E-001, 1.7810659E-001, 1.3991552E-001, 1.0056053E-001, 5.6929799E-002, 3.1922126E-002, 2.1735054E-002, 7.5132170E-003, 1.2892016E-003, 4.9146771E-004, 2.5848143E-004, 1.6488189E-004
 1.2000176E+001, 2.0277370E-001, 1.2046685E+000, 1.2557512E+000, 1.7915338E+001, 1.6881386E+001, 1.5198215E+001, 1.5738384E+001, 1.6396823E+001, 1.6110522E+001, 1.5144493E+001, 1.4657409E+001, 1.4020045E+001, 1.3844486E+001, 1.3367888E+001, 1.3199827E+001, 1.2254277E+001, 1.1405636E+001, 9.8607482E+000, 8.6804745E+000, 7.2603397E+000, 6.0425049E+000, 4.9905083E+000, 4.6388606E+000, 4.4619237E+000, 4.3893018E+000, 4.4700736E+000, 4.3414973E+000, 4.0408575E+000, 3.3701475E+000, 3.0996236E+000, 2.7138337E+000, 2.5299772E+000, 2.3299781E+000, 1.9140358E+000, 1.5823393E+000, 1.3700863E+000, 1.2246279E+000, 9.8666822E-001, 7.9407083E-001, 6.1986445E-001, 4.5715432E-001, 3.2844915E-001, 1.9292387E-001, 1.1990627E-001, 8.1804269E-002, 6.2810002E-002, 2.5389807E-002, 5.5489244E-003, 4.9114180E-004, 2.7589910E-004, 1.7253808E-004, 1.1109238E-004, 7.0842455E-005
 1.3000281E+001, 1.9931915E-001, 1.1345594E+000, 1.1837541E+000, 1.8443159E+001, 1.6831440E+001, 1.4141595E+001, 1.3663771E+001, 1.3406946E+001, 1.3535861E+001, 1.4468249E+001, 1.5184973E+001, 1.5298469E+001, 1.4932412E+001, 1.4467031E+001, 1.3923516E+001, 1.3542934E+001, 1.2971540E+001, 1.2170647E+001, 1.1379661E+001, 9.7219780E+000, 8.6043774E+000, 7.6445027E+000, 7.3313693E+000, 6.9558464E+000, 6.1635018E+000, 5.3701081E+000, 4.6693563E+000, 4.2668482E+000, 3.8183022E+000, 3.5897622E+000, 3.3260512E+000, 2.9770416E+000, 2.3520987E+000, 1.5943427E+000, 1.1807431E+000, 8.4785279E-001, 7.3230617E-001, 4.4945284E-001, 2.9064057E-001, 1.9387565E-001, 1.5412845E-001, 1.1574558E-001, 8.9227121E-002, 7.0801460E-002, 5.7080672E-002, 4.1741876E-002, 3.1895308E-002, 1.8609806E-002, 8.0733744E-003, 4.7764792E-003, 1.8109559E-003, 4.9602111E-004, 2.9800639E-004
 1.4000032E+001, 1.9597273E-001, 1.1305430E+000, 1.1597097E+000, 1.5873269E+001, 1.6178826E+001, 1.3738391E+001, 1.3974063E+001, 1.4763267E+001, 1.4354996E+001, 1.3947264E+001, 1.3461381E+001, 1.2825924E+001, 1.1845079E+001, 1.0707775E+001, 1.0202607E+001, 9.9598962E+000, 9.3794602E+000, 9.1533414E+000, 9.0076367E+000, 8.6362527E+000, 8.3932010E+000, 7.8344908E+000, 7.5373577E+000, 7.0664492E+000, 6.3594451E+000, 5.6745480E+000, 5.1826376E+000, 4.6782596E+000, 3.8713176E+000, 2.9345832E+000, 1.9986796E+000, 1.5195012E+000, 1.2766320E+000, 1.0728537E+000, 8.7010063E-001, 6.6370947E-001, 5.9508244E-001, 5.1043748E-001, 4.6136867E-001, 3.8355770E-001, 2.9919068E-001, 2.4423521E-001, 2.0489960E-001, 1.7738912E-001, 1.5273333E-001, 1.2202378E-001, 8.7220107E-002, 6.5228366E-002, 4.1175251E-002, 1.9733679E-002, 5.7086141E-003, 8.3788935E-004, 2.2330003E-004
 1.5000086E+001, 1.9274485E-001, 1.1160425E+000, 1.1600543E+000, 1.9950038E+001, 1.6091087E+001, 1.5562077E+001, 1.5542662E+001, 1.4463508E+001, 1.4189349E+001, 1.4448076E+001, 1.4656002E+001, 1.4024769E+001, 1.3620940E+001, 1.3541204E+001, 1.3451593E+001, 1.2830538E+001, 1.1769792E+001, 1.0409309E+001, 9.1207943E+000, 7.6133526E+000, 6.7882460E+000, 6.1348079E+000, 5.7381874E+000, 5.3242972E+000, 4.4704113E+000, 3.4005351E+000, 2.3543768E+000, 1.7174112E+000, 1.1071007E+000, 8.2562676E-001, 6.9831626E-001, 6.1635703E-001, 5.6245240E-001, 5.0019961E-001, 4.0254086E-001, 3.0509704E-001, 2.1924702E-001, 1.8916446E-001, 1.5577494E-001, 1.3445915E-001, 1.2025434E-001, 1.1554464E-001, 1.2164734E-001, 1.0420790E-001, 5.2724949E-002, 1.7658744E-002, 2.7102269E-003, 1.4544709E-003, 1.0129925E-003, 8.7114763E-004, 7.5516395E-004, 5.9537957E-004, 4.6343943E-004
 1.6000009E+001, 1.8961333E-001, 1.0607907E+000, 1.0981836E+000, 1.7357433E+001, 1.5752831E+001, 1.5180063E+001, 1.5621330E+001, 1.5410505E+001, 1.4863935E+001, 1.4656586E+001, 1.4586944E+001, 1.4233892E+001, 1.4401313E+001, 1.4393052E+001, 1.4552944E+001, 1.4131659E+001, 1.3690093E+001, 1.3098265E+001, 1.2493265E+001, 1.1937608E+001, 1.0679904E+001, 8.9574016E+000, 7.7926995E+000, 6.7800596E+000, 5.7884098E+000, 4.8657990E+000, 3.9190247E+000, 3.3236335E+000, 2.6941479E+000, 2.2423009E+000, 2.0068131E+000, 1.8494177E+000, 1.4263753E+000, 8.4054179E-001, 5.0592857E-001, 2.8091753E-001, 1.8240085E-001, 1.0346020E-001, 6.6709332E-002, 4.7281796E-002, 2.7873278E-002, 6.3005646E-003, 2.0342985E-003, 1.0600938E-003, 6.0708964E-004, 4.0655358E-004, 2.6538620E-004, 1.6980408E-004, 1.1096772E-004, 7.9535302E-005, 5.8425284E-005, 4.9180252E-005, 3.3956497E-005
 1.7000124E+001, 1.8658940E-001, 1.0382479E+000, 1.0940460E+000, 1.7695807E+001, 1.6085466E+001, 1.4343486E+001, 1.4569846E+001, 1.3943463E+001, 1.3688535E+001, 1.3759830E+001, 1.3770874E+001, 1.3906488E+001, 1.4502498E+001, 1.5261743E+001, 1.6414056E+001, 1.6595417E+001, 1.6041012E+001, 1.4874051E+001, 1.3436578E+001, 1.2187292E+001, 1.1008048E+001, 9.5261911E+000, 8.1257468E+000, 6.9849657E+000, 6.3393697E+000, 5.9421936E+000, 5.2947597E+000, 4.8649939E+000, 4.0452571E+000, 3.4239508E+000, 2.9597805E+000, 2.5681494E+000, 2.1969944E+000, 1.5787732E+000, 1.1752036E+000, 8.2884551E-001, 6.5734665E-001, 4.9263630E-001, 3.4534631E-001, 2.2890354E-001, 1.9820503E-001, 1.3517089E-001, 6.4566026E-002, 3.9466241E-002, 1.4582481E-002, 2.9965240E-003, 1.1520043E-003, 7.7229317E-004, 5.9209767E-004, 5.8512624E-004, 6.4928707E-004, 3.7346444E-004, 2.4882765E-004
 1.8000311E+001, 1.8365262E-001, 1.0128772E+000, 1.0512369E+000, 1.7996656E+001, 1.5430531E+001, 1.3807201E+001, 1.3785615E+001, 1.4000275E+001, 1.3741687E+001, 1.3379373E+001, 1.3530353E+001, 1.3598991E+001, 1.3840256E+001, 1.3225921E+001, 1.2821186E+001, 1.2120409E+001, 1.2055246E+001, 1.1919457E+001, 1.1245179E+001, 9.9917293E+000, 9.2227023E+000, 8.3715730E+000, 8.0097130E+000, 7.2433412E+000, 6.1782303E+000, 5.6369522E+000, 5.3332750E+000, 4.8799448E+000, 4.3368536E+000, 3.8435982E+000, 3.4374005E+000, 3.0198019E+000, 2.6811192E+000, 2.0829776E+000, 1.5529675E+000, 1.0371804E+000, 7.0894804E-001, 5.9866040E-001, 4.8929313E-001, 3.3711229E-001, 2.3969058E-001, 1.8563332E-001, 1.3978841E-001, 1.0508021E-001, 6.0648157E-002, 3.5765250E-002, 1.9611600E-002, 9.7637151E-003, 4.1267277E-003, 1.9073236E-003, 7.4249111E-004, 1.0222069E-004, 3.0153867E-005
 1.9000217E+001, 1.8081536E-001, 9.9042334E-001, 1.0457953E+000, 1.8350627E+001, 1.5387682E+001, 1.3116362E+001, 1.3507137E+001, 1.3348671E+001, 1.3549208E+001, 1.3555070E+001, 1.3663741E+001, 1.3961152E+001, 1.4935176E+001, 1.5639352E+001, 1.5645100E+001, 1.4992575E+001, 1.3965938E+001, 1.2807781E+001, 1.1549089E+001, 1.0417729E+001, 9.7661357E+000, 8.9127398E+000, 8.2591357E+000, 7.7307035E+000, 6.4423050E+000, 5.3307084E+000, 4.1597115E+000, 3.3995888E+000, 2.4149389E+000, 1.7371665E+000, 1.2085995E+000, 9.3092992E-001, 8.1406531E-001, 7.0039141E-001, 6.3985288E-001, 4.2075075E-001, 2.9944689E-001, 2.1269137E-001, 1.3775764E-001, 1.1205102E-001, 9.5778518E-002, 7.5076285E-002, 4.9897713E-002, 3.0029526E-002, 1.1968106E-002, 5.1166743E-003, 1.7588544E-003, 8.4246152E-004, 5.5915103E-004, 4.4535347E-004, 3.6110681E-004, 3.0381233E-004, 2.0623727E-004
 2.0000129E+001, 1.8019971E-001, 9.4435667E-001, 9.8704861E-001, 1.8424918E+001, 1.5545281E+001, 1.4139047E+001, 1.3869989E+001, 1.4303111E+001, 1.5278385E+001, 1.5722292E+001, 1.6340333E+001, 1.6178363E+001, 1.4701120E+001, 1.3282260E+001, 1.2526998E+001, 1.2200107E+001, 1.2440954E+001, 1.1898685E+001, 1.1589990E+001, 1.1455867E+001, 1.1128494E+001, 1.1367462E+001, 1.1102536E+001, 9.8661781E+000, 8.2674595E+000, 7.4787577E+000, 6.9368082E+000, 6.2479149E+000, 4.8551920E+000, 3.8745655E+000, 3.3942175E+000, 2.9005549E+000, 2.0421887E+000, 1.3328247E+000, 9.3733755E-001, 6.9646306E-001, 5.3948503E-001, 4.3873163E-001, 3.4324686E-001, 2.8118332E-001, 2.4142350E-001, 2.3063381E-001, 2.0932306E-001, 1.6792997E-001, 1.2674892E-001, 1.1062540E-001, 1.1440207E-001, 1.0698357E-001, 9.5392682E-002, 7.6491536E-002, 6.2449982E-002, 5.2776657E-002, 4.7792472E-002
 2.1000188E+001, 1.8018302E-001, 9.3732730E-001, 9.7288146E-001, 1.8025823E+001, 1.5836725E+001, 1.3249533E+001, 1.2428936E+001, 1.2188354E+001, 1.2126471E+001, 1.1663660E+001, 1.1119705E+001, 1.1154718E+001, 1.1587076E+001, 1.1819651E+001, 1.2742299E+001, 1.3038825E+001, 1.3026398E+001, 1.2900984E+001, 1.2890196E+001, 1.1602576E+001, 1.0142257E+001, 8.5518720E+000, 7.6654928E+000, 6.8275269E+000, 5.9500477E+000, 5.5925424E+000, 5.0571848E+000, 4.4428128E+000, 3.7571957E+000, 3.0628397E+000, 2.5566372E+000, 2.1888204E+000, 1.8270519E+000, 1.5791142E+000, 1.4269315E+000, 1.2130120E+000, 8.5448592E-001, 5.4198849E-001, 3.3277101E-001, 1.6190144E-001, 1.1228550E-001, 1.2022921E-001, 7.3973478E-002, 4.4666148E-002, 3.1897836E-002, 2.8431490E-002, 1.5988058E-002, 1.1059145E-002, 6.4920029E-003, 3.2857879E-003, 1.0823998E-003, 3.7753002E-004, 2.2757184E-004
 2.2000137E+001, 1.8016630E-001, 9.4720115E-001, 9.8650664E-001, 1.9244609E+001, 1.4807657E+001, 1.3614257E+001, 1.3567555E+001, 1.3200651E+001, 1.3442204E+001, 1.4371861E+001, 1.4678350E+001, 1.4376224E+001, 1.4175187E+001, 1.4193131E+001, 1.4263892E+001, 1.4580706E+001, 1.5051048E+001, 1.5040335E+001, 1.4500233E+001, 1.3413904E+001, 1.2667347E+001, 1.1889429E+001, 1.1457867E+001, 1.0781760E+001, 9.5874034E+000, 8.3555702E+000, 6.8661469E+000, 5.6685245E+000, 4.3888319E+000, 3.6099681E+000, 2.7587102E+000, 2.3134036E+000, 1.9598910E+000, 1.4637191E+000, 1.0687773E+000, 7.6514605E-001, 6.2163305E-001, 4.3735546E-001, 2.8561317E-001, 1.9930954E-001, 1.8515910E-001, 1.5432965E-001, 1.0582851E-001, 7.4038302E-002, 4.6456735E-002, 2.3801234E-002, 6.9275212E-003, 1.8151742E-003, 6.0102990E-004, 3.9888555E-004, 2.8998420E-004, 2.2347466E-004, 2.0996222E-004
 2.3000263E+001, 1.8014963E-001, 9.4312273E-001, 9.8956573E-001, 1.8210336E+001, 1.5037411E+001, 1.3419812E+001, 1.3215351E+001, 1.3060746E+001, 1.3598832E+001, 1.4489099E+001, 1.5889360E+001, 1.6775870E+001, 1.7364742E+001, 1.6531776E+001, 1.6162645E+001, 1.5649545E+001, 1.5040045E+001, 1.4381058E+001, 1.3489354E+001, 1.1957305E+001, 1.0477449E+001, 8.4209767E+000, 7.1981594E+000, 6.4166744E+000, 5.8191031E+000, 5.8318486E+000, 5.6710312E+000, 5.4021221E+000, 4.5781596E+000, 4.0395829E+000, 3.0998351E+000, 2.5251560E+000, 2.0153812E+000, 1.5586996E+000, 1.2588992E+000, 9.3664670E-001, 7.5250588E-001, 6.1934631E-001, 5.6914181E-001, 6.4184908E-001, 5.2733471E-001, 4.0453529E-001, 2.3132193E-001, 9.2389993E-002, 2.6976032E-002, 1.0117230E-002, 3.4143142E-003, 2.0286754E-003, 1.1972717E-003, 8.8234326E-004, 6.5498824E-004, 4.5474561E-004, 3.4146504E-004
