s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6179409E-011, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6179409E-011, 0.0000000E+000, 0.0000000E+000
 1.0006464E+000, 1.5712360E+001,-4.1865260E+000, 1.8417741E-001,-7.4552907E-002,-3.7554853E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1536269E+001, 1.1635083E+001, 4.3824878E-004, 3.1090472E-002
 2.0003624E+000, 4.0108765E+001,-1.0394590E+001,-1.5797789E+001, 6.0477783E-002,-2.4461630E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3636679E+001, 1.3976619E+001, 8.9720673E-004, 6.3935908E-002
 3.0002048E+000, 4.8950803E+001,-1.2002439E+001,-3.4359958E+001, 9.5611775E-002,-2.2858803E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.4804870E+000, 2.6837897E+000, 9.9074538E-004, 7.1116177E-002
 4.0002184E+000, 4.9685425E+001,-1.2078293E+001,-3.4417646E+001, 1.0625126E-001,-2.1799269E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9049362E+000, 3.2955187E+000, 1.0043483E-003, 7.2690615E-002
 5.0003252E+000, 4.9930602E+001,-1.1888378E+001,-3.7891153E+001, 8.1198619E-002,-2.2210792E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.9889345E-002, 2.3204705E-001, 1.0062085E-003, 7.3451228E-002
 6.0002618E+000, 4.9719610E+001,-1.1601616E+001,-3.6791452E+001, 9.8299792E-002,-2.1851346E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0697400E+000, 1.4246234E+000, 1.0064605E-003, 7.4110278E-002
 7.0006132E+000, 4.9839741E+001,-1.1778665E+001,-3.9214115E+001, 1.0030750E-001,-2.1980380E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.3035146E+000,-1.0529514E+000, 1.0064947E-003, 7.4765753E-002
 8.0001774E+000, 4.9434482E+001,-1.1153288E+001,-3.6878978E+001, 9.8235266E-002,-2.1599983E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2247158E+000, 1.5002358E+000, 1.0064993E-003, 7.5431197E-002
