s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.5959239E-012, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.5959239E-012, 0.0000000E+000, 0.0000000E+000
 1.0003858E+000, 1.3586841E+001,-4.1032908E+000, 1.5142390E-001,-6.5292252E-002,-4.0332797E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.5049419E+000, 9.5692783E+000, 4.3733921E-004, 3.1026108E-002
 2.0001867E+000, 4.2121770E+001,-1.2611349E+001,-1.3658757E+001, 8.2483423E-002,-1.9975546E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5579407E+001, 1.5933949E+001, 8.9711852E-004, 6.3929488E-002
 3.0001984E+000, 4.8881795E+001,-1.3328209E+001,-3.2651198E+001, 1.1413707E-001,-1.7010344E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7192334E+000, 3.0163547E+000, 9.9073560E-004, 7.1115275E-002
 4.0002265E+000, 5.0136859E+001,-1.3540879E+001,-3.6692476E+001, 1.1053290E-001,-1.6720493E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.1706422E-001, 1.3868987E-002, 1.0043475E-003, 7.2690442E-002
 5.0002890E+000, 4.9496112E+001,-1.3437650E+001,-3.4243131E+001, 1.1643495E-001,-1.6102335E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6728048E+000, 1.9316044E+000, 1.0062084E-003, 7.3451094E-002
 6.0002165E+000, 5.0612261E+001,-1.3346278E+001,-3.5252605E+001, 1.1584815E-001,-1.6710678E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7784030E+000, 2.1290591E+000, 1.0064605E-003, 7.4110091E-002
 7.0000329E+000, 4.9708225E+001,-1.3034837E+001,-3.7972138E+001, 1.1315610E-001,-1.6800408E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.5546762E+000,-1.1857623E+000, 1.0064947E-003, 7.4765441E-002
 8.0001993E+000, 5.0649535E+001,-1.3531678E+001,-3.6202041E+001, 1.1590504E-001,-1.6536314E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.6471679E-001, 1.0315558E+000, 1.0064993E-003, 7.5430880E-002
 9.0000448E+000, 4.9788570E+001,-1.2761374E+001,-3.7257337E+001, 1.1475793E-001,-1.6371516E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.4074939E-001,-1.1554680E-001, 1.0064999E-003, 7.6108451E-002
 1.0000283E+001, 5.0206878E+001,-1.3132132E+001,-3.7245190E+001, 1.1723136E-001,-1.6555424E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.8357215E-001,-5.3378199E-002, 1.0065000E-003, 7.6798772E-002
 1.1000081E+001, 5.0010840E+001,-1.2631289E+001,-3.6253606E+001, 1.1591813E-001,-1.6775669E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.5303934E-001, 1.2416959E+000, 1.0065000E-003, 7.7502214E-002
 1.2000315E+001, 4.9898188E+001,-1.2444561E+001,-3.8881639E+001, 1.2007165E-001,-1.6717111E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.6024432E+000,-1.3081076E+000, 1.0065000E-003, 7.8219148E-002
