s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.5959239E-012, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.5959239E-012, 0.0000000E+000, 0.0000000E+000
 1.0002495E+000, 1.2208031E+001,-4.6347518E+000, 1.1719194E-001,-7.1908700E-002, 6.7482850E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.5478088E+000, 7.6186302E+000, 4.6886605E-004, 3.1059247E-002
 2.0003226E+000, 3.7117309E+001,-1.3779812E+001,-8.9311473E+000, 1.0882157E-001, 3.2744417E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4233001E+001, 1.4515204E+001, 9.6173680E-004, 6.3993948E-002
 3.0001950E+000, 4.7967096E+001,-1.6698966E+001,-2.7857784E+001, 1.2956214E-001, 2.4535511E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2718377E+000, 3.5399334E+000, 1.0621032E-003, 7.1186918E-002
 4.0002060E+000, 4.8980545E+001,-1.6488291E+001,-3.1701672E+001, 1.4134807E-001, 2.4539199E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.0151869E-001, 9.3195431E-001, 1.0766924E-003, 7.2762791E-002
 5.0001631E+000, 4.9839169E+001,-1.6877750E+001,-3.1648206E+001, 1.4055746E-001, 2.3372686E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1426277E+000, 1.4537938E+000, 1.0786873E-003, 7.3523530E-002
 6.0003824E+000, 4.9316097E+001,-1.6364337E+001,-3.1471958E+001, 1.4108961E-001, 2.3614509E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3401364E+000, 1.6209150E+000, 1.0789577E-003, 7.4182605E-002
 7.0000439E+000, 4.9606538E+001,-1.6409767E+001,-3.0067657E+001, 1.3523895E-001, 2.2858953E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8693924E+000, 3.2643759E+000, 1.0789943E-003, 7.4837992E-002
 8.0003023E+000, 4.9790921E+001,-1.6179070E+001,-3.4523359E+001, 1.3992421E-001, 2.2880677E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0994309E+000,-7.7156200E-001, 1.0789992E-003, 7.5503420E-002
 9.0002975E+000, 4.9241297E+001,-1.5864546E+001,-3.3189354E+001, 1.3738240E-001, 2.3218407E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.0876940E-002, 3.2480339E-001, 1.0789999E-003, 7.6181074E-002
 1.0000357E+001, 5.0032899E+001,-1.6045818E+001,-3.4878840E+001, 1.4114656E-001, 2.2116952E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0357785E+000,-7.5059016E-001, 1.0790000E-003, 7.6871396E-002
 1.1000243E+001, 4.9192408E+001,-1.5932079E+001,-3.3133213E+001, 1.3835129E-001, 2.2252338E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.5726256E-003, 2.6548892E-001, 1.0790000E-003, 7.7574795E-002
 1.2000098E+001, 4.9627457E+001,-1.5720676E+001,-3.4981149E+001, 1.4200617E-001, 2.2212214E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1735072E+000,-9.3233940E-001, 1.0790000E-003, 7.8291655E-002
