s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-4.1602908E-004, 4.3368087E-022, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.1602908E-004, 0.0000000E+000, 0.0000000E+000
 1.0013371E+000, 1.3396997E+001,-2.3351943E+000, 1.7896288E-001,-9.3861480E-002,-6.3436535E-004, 0.0000000E+000, 0.0000000E+000, 1.1010250E+001, 1.1146270E+001, 4.7151229E-004, 7.0296512E-002
 2.0012019E+000, 3.5551480E+001,-8.0839993E+000,-1.3921356E+001,-6.4966537E-002,-5.9524942E-004, 0.0000000E+000, 0.0000000E+000, 1.3258268E+001, 1.3480564E+001, 9.6209766E-004, 7.0787098E-002
 3.0009584E+000, 4.6565696E+001,-1.1191485E+001,-3.2480744E+001,-4.1098264E-002,-4.9040034E-004, 0.0000000E+000, 0.0000000E+000, 2.5541673E+000, 2.8518780E+000, 1.0621491E-003, 7.0887149E-002
 4.0002632E+000, 4.9047596E+001,-1.1595015E+001,-3.6719865E+001,-8.4625482E-002,-5.1436249E-004, 0.0000000E+000, 0.0000000E+000, 2.7412131E-001, 6.4757610E-001, 1.0766972E-003, 7.0901697E-002
 5.0011940E+000, 5.0116658E+001,-1.2229306E+001,-3.7585041E+001,-5.2693787E-002,-5.2031709E-004, 0.0000000E+000, 0.0000000E+000,-1.7704874E-001, 2.4909702E-001, 1.0786879E-003, 7.0903688E-002
 6.0012975E+000, 4.8888852E+001,-1.1928274E+001,-3.4580156E+001,-2.4429761E-002,-4.8223957E-004, 0.0000000E+000, 0.0000000E+000, 1.7788396E+000, 2.3555103E+000, 1.0789578E-003, 7.0903958E-002
 7.0011864E+000, 4.9400856E+001,-1.1872175E+001,-3.9129315E+001,-5.0204412E-002,-4.8990344E-004, 0.0000000E+000, 0.0000000E+000,-2.1191250E+000,-1.6513285E+000, 1.0789943E-003, 7.0903994E-002
 8.0008926E+000, 5.0562983E+001,-1.2464764E+001,-3.5354620E+001,-2.7912733E-002,-5.3744117E-004, 0.0000000E+000, 0.0000000E+000, 2.1250165E+000, 2.7151484E+000, 1.0789992E-003, 7.0903999E-002
 9.0014191E+000, 4.9047074E+001,-1.1771578E+001,-3.9157258E+001,-3.4398695E-003,-4.8509802E-004, 0.0000000E+000, 0.0000000E+000,-2.3066630E+000,-1.8856875E+000, 1.0789999E-003, 7.0904000E-002
