s,mol/mol,kW/m2,kW/m2,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m
 2.4000395E+001, 1.7833986E-001, 9.0092474E-001, 9.2612695E-001, 2.8913610E-001, 4.0805748E+001, 3.2592734E+001, 2.8884048E+001, 2.7436968E+001, 2.6425785E+001, 2.5990831E+001, 2.6324609E+001, 2.6127054E+001, 2.6408386E+001, 2.6076514E+001, 2.5401398E+001, 2.4469762E+001, 2.3606856E+001, 2.2872581E+001, 2.1957186E+001, 1.9618545E+001, 1.8255688E+001, 1.7540749E+001, 1.7672507E+001, 1.6515423E+001, 1.5139573E+001, 1.3574814E+001, 1.1788551E+001, 1.0747113E+001, 9.8350998E+000, 8.8690993E+000, 8.0755619E+000, 7.6783831E+000, 7.1557306E+000, 6.8650088E+000, 6.3199375E+000, 5.6734160E+000, 4.9153367E+000, 3.8880801E+000, 3.1991099E+000, 2.5995282E+000, 1.8464602E+000, 9.5646057E-001, 5.7417850E-001, 3.6613737E-001, 2.4295135E-001, 1.5202301E-001, 1.0439570E-001, 7.2862773E-002, 4.2014115E-002, 2.4544602E-002, 1.7566021E-002, 1.0904067E-002, 5.6512051E-003
 2.5000336E+001, 1.7832340E-001, 8.9334631E-001, 9.1676533E-001, 7.0778485E-001, 4.1376760E+001, 2.9483067E+001, 2.6193925E+001, 2.5274631E+001, 2.5275683E+001, 2.6115119E+001, 2.6307642E+001, 2.4992174E+001, 2.3634103E+001, 2.2564752E+001, 2.2155621E+001, 2.0675557E+001, 1.9250002E+001, 1.8695047E+001, 1.8251331E+001, 1.6770383E+001, 1.5558603E+001, 1.3990340E+001, 1.2169024E+001, 1.1659704E+001, 1.1048258E+001, 1.0576020E+001, 1.0153356E+001, 9.7288930E+000, 9.1256313E+000, 8.4116441E+000, 7.2766747E+000, 6.2659877E+000, 5.4023443E+000, 5.0815207E+000, 4.5555965E+000, 3.7151458E+000, 2.8327818E+000, 2.0352519E+000, 1.6105968E+000, 1.3705222E+000, 1.2832213E+000, 1.2019933E+000, 1.1726537E+000, 1.2528372E+000, 1.2260527E+000, 9.8466209E-001, 7.6119026E-001, 5.1548655E-001, 3.4629338E-001, 1.7997804E-001, 1.0332015E-001, 5.8007150E-002, 2.3252607E-002
 2.6000773E+001, 1.7830689E-001, 8.9483424E-001, 9.1093285E-001, 5.2415245E-001, 4.1696115E+001, 3.0662377E+001, 2.5813349E+001, 2.4561138E+001, 2.3989836E+001, 2.3795315E+001, 2.3967315E+001, 2.3770036E+001, 2.3946824E+001, 2.2583138E+001, 2.1506067E+001, 2.0496681E+001, 2.0139224E+001, 1.9998719E+001, 1.9992824E+001, 1.8703133E+001, 1.7084937E+001, 1.5499660E+001, 1.3447687E+001, 1.1735407E+001, 1.0305730E+001, 9.0945121E+000, 8.1057781E+000, 7.3049545E+000, 6.5731170E+000, 5.6969247E+000, 4.8087268E+000, 4.3390344E+000, 4.1743649E+000, 3.9589409E+000, 3.4494724E+000, 3.1459272E+000, 3.0384410E+000, 2.9437024E+000, 3.0215660E+000, 2.7092045E+000, 2.2289378E+000, 1.8519108E+000, 1.4360731E+000, 1.1187288E+000, 8.1410492E-001, 5.8040476E-001, 4.5958359E-001, 3.3857544E-001, 2.3085416E-001, 1.4452746E-001, 9.5234184E-002, 6.7008849E-002, 4.8461277E-002
 2.7000260E+001, 1.7829044E-001, 8.7946495E-001, 9.0594117E-001, 1.1532183E-001, 4.1523227E+001, 3.1945137E+001, 2.8267020E+001, 2.6810729E+001, 2.5831848E+001, 2.4754531E+001, 2.3930449E+001, 2.2197353E+001, 2.2061724E+001, 2.1908743E+001, 2.1732372E+001, 2.0779078E+001, 2.0346644E+001, 1.9769565E+001, 1.8384189E+001, 1.6066553E+001, 1.4382852E+001, 1.2738767E+001, 1.1057389E+001, 1.0160297E+001, 9.5149479E+000, 9.0673645E+000, 8.8071574E+000, 8.4026397E+000, 7.8942677E+000, 7.7649449E+000, 7.5817696E+000, 6.9564913E+000, 6.1904441E+000, 5.5852664E+000, 4.2604675E+000, 3.5263661E+000, 2.8749824E+000, 2.3548162E+000, 2.0616762E+000, 1.7875553E+000, 1.5365772E+000, 1.2192521E+000, 1.2030051E+000, 1.1206340E+000, 1.0786126E+000, 9.9303789E-001, 8.5852470E-001, 7.4484087E-001, 5.9739239E-001, 4.4193909E-001, 3.0797843E-001, 2.3811117E-001, 1.6001313E-001
 2.8000552E+001, 1.7827394E-001, 9.0476104E-001, 9.1570909E-001, 3.2508095E-001, 4.1422676E+001, 3.2058204E+001, 2.7602121E+001, 2.6862979E+001, 2.6995617E+001, 2.7491517E+001, 2.8243835E+001, 2.6411582E+001, 2.5986407E+001, 2.5099350E+001, 2.4146272E+001, 2.4103957E+001, 2.4070347E+001, 2.3365014E+001, 2.1557284E+001, 1.9889014E+001, 1.9141371E+001, 1.7705581E+001, 1.5474004E+001, 1.3795830E+001, 1.2699456E+001, 1.1124528E+001, 9.1196148E+000, 7.8260470E+000, 6.6083149E+000, 5.3954845E+000, 4.0663019E+000, 3.2650636E+000, 2.4487988E+000, 1.8994434E+000, 1.5152030E+000, 1.2997092E+000, 1.2521687E+000, 1.0464254E+000, 7.9838106E-001, 6.1123613E-001, 4.1804159E-001, 2.4889898E-001, 1.6507543E-001, 9.0035483E-002, 4.4828722E-002, 2.2941701E-002, 1.4549748E-002, 9.5946284E-003, 6.7715345E-003, 4.5878102E-003, 3.5354078E-003, 2.7436772E-003, 1.8797457E-003
 2.9000369E+001, 1.7825750E-001, 8.9941677E-001, 9.2015167E-001, 4.5227756E-001, 4.0699952E+001, 3.0764449E+001, 2.5864951E+001, 2.4790045E+001, 2.5037686E+001, 2.4984542E+001, 2.5270764E+001, 2.4803587E+001, 2.4878675E+001, 2.4434532E+001, 2.3839499E+001, 2.2753549E+001, 2.2002451E+001, 2.1084775E+001, 2.0031564E+001, 1.7150674E+001, 1.5267189E+001, 1.3583500E+001, 1.1417555E+001, 9.9509855E+000, 8.7226794E+000, 8.0404463E+000, 7.3470754E+000, 6.8022824E+000, 5.9703362E+000, 5.2952341E+000, 4.4614562E+000, 4.0108507E+000, 3.8073140E+000, 3.7104317E+000, 3.4642841E+000, 3.1857062E+000, 2.5549378E+000, 1.9078522E+000, 1.4756999E+000, 1.0229100E+000, 7.7049910E-001, 6.0438073E-001, 4.3088667E-001, 2.9987130E-001, 1.8842652E-001, 9.8945401E-002, 6.3697185E-002, 3.6764708E-002, 2.2289847E-002, 1.2127243E-002, 8.0326445E-003, 5.5386385E-003, 3.4001606E-003
 3.0000127E+001, 1.7612501E-001, 8.5467431E-001, 8.9160377E-001, 2.6286988E-001, 4.0490708E+001, 3.1173585E+001, 2.8308151E+001, 2.7487819E+001, 2.7585440E+001, 2.8019122E+001, 2.8107146E+001, 2.7647095E+001, 2.8134774E+001, 2.7591795E+001, 2.7701607E+001, 2.5874918E+001, 2.3807808E+001, 2.1726089E+001, 2.0116664E+001, 1.8500108E+001, 1.7518744E+001, 1.5788775E+001, 1.3974203E+001, 1.2950501E+001, 1.1827339E+001, 1.0371043E+001, 9.3772182E+000, 8.9365021E+000, 7.8751594E+000, 6.7889751E+000, 6.4878301E+000, 5.9435128E+000, 5.2396679E+000, 4.3330903E+000, 3.3219967E+000, 2.7141787E+000, 2.2197103E+000, 1.7205141E+000, 1.4693382E+000, 1.3038687E+000, 1.1084092E+000, 8.3074628E-001, 6.6729260E-001, 5.0673699E-001, 3.9664792E-001, 2.7681541E-001, 2.3996092E-001, 2.2231066E-001, 1.7754547E-001, 1.0235370E-001, 5.6358482E-002, 3.0362541E-002, 1.5429684E-002
 3.1000748E+001, 1.7348941E-001, 8.9001424E-001, 9.2010873E-001, 1.7438684E+000, 4.1361393E+001, 3.1592731E+001, 2.7859480E+001, 2.6906841E+001, 2.6873964E+001, 2.7704228E+001, 2.8171203E+001, 2.7616603E+001, 2.7176904E+001, 2.5595451E+001, 2.4147299E+001, 2.2410857E+001, 2.1804760E+001, 2.1168475E+001, 2.0466628E+001, 1.9737498E+001, 1.9406401E+001, 1.8682901E+001, 1.6947060E+001, 1.4970667E+001, 1.3262268E+001, 1.2162648E+001, 1.0604029E+001, 9.3730013E+000, 8.4873131E+000, 7.6578311E+000, 6.7081539E+000, 6.0362026E+000, 5.5684587E+000, 5.0578471E+000, 3.6808340E+000, 2.7184687E+000, 1.9808459E+000, 1.1765718E+000, 8.4481118E-001, 6.4327409E-001, 5.2937209E-001, 4.1889043E-001, 3.2821658E-001, 2.6168127E-001, 1.9698074E-001, 1.1137154E-001, 5.5175668E-002, 2.8840365E-002, 1.7218537E-002, 9.7541570E-003, 7.0372499E-003, 5.0134377E-003, 3.3315423E-003
 3.2000508E+001, 1.7092654E-001, 8.7260458E-001, 8.8843024E-001, 4.0871762E-001, 3.8926224E+001, 2.8612395E+001, 2.5362185E+001, 2.4713374E+001, 2.4519268E+001, 2.4266872E+001, 2.4953763E+001, 2.4423000E+001, 2.4562790E+001, 2.4399081E+001, 2.3966582E+001, 2.2000497E+001, 2.1118804E+001, 1.9981685E+001, 1.9108356E+001, 1.7704998E+001, 1.6283861E+001, 1.4837701E+001, 1.2927686E+001, 1.1590448E+001, 1.0718759E+001, 1.0206821E+001, 9.6678106E+000, 9.2699285E+000, 8.9210849E+000, 8.6448838E+000, 8.2536127E+000, 7.6518295E+000, 6.4750675E+000, 5.7010985E+000, 4.6606271E+000, 4.0528337E+000, 3.4280372E+000, 2.7303110E+000, 2.3225725E+000, 1.7755207E+000, 1.3618405E+000, 8.7743012E-001, 6.4705775E-001, 4.3739404E-001, 2.3664629E-001, 9.4907963E-002, 4.6123474E-002, 2.5290288E-002, 1.5621758E-002, 8.1314639E-003, 5.1169825E-003, 3.2003192E-003, 1.9925520E-003
 3.3000095E+001, 1.6844490E-001, 8.1590153E-001, 8.5558802E-001, 2.3517196E-001, 3.7865250E+001, 3.1458389E+001, 2.8141410E+001, 2.6516002E+001, 2.6319273E+001, 2.6441017E+001, 2.5306375E+001, 2.2951028E+001, 2.1843531E+001, 2.1576691E+001, 2.0845020E+001, 1.9803319E+001, 1.9142531E+001, 1.9114844E+001, 1.8874662E+001, 1.8510498E+001, 1.8038283E+001, 1.7395958E+001, 1.5027683E+001, 1.3602643E+001, 1.3298799E+001, 1.2685746E+001, 1.1774713E+001, 1.1153130E+001, 1.0367179E+001, 9.3005777E+000, 7.8463625E+000, 7.1732296E+000, 6.7679802E+000, 6.3028489E+000, 5.7735958E+000, 5.1841369E+000, 4.5241732E+000, 3.7507031E+000, 3.1635639E+000, 2.7362524E+000, 2.4598152E+000, 2.2132914E+000, 2.0740792E+000, 1.8451109E+000, 1.4803871E+000, 1.1287103E+000, 9.8255299E-001, 8.4248195E-001, 6.9374348E-001, 5.2728805E-001, 3.6944048E-001, 1.8464550E-001, 6.4656542E-002
 3.4000646E+001, 1.6602536E-001, 7.5889213E-001, 8.0230313E-001, 4.8580728E-001, 3.8875232E+001, 2.7850375E+001, 2.3563325E+001, 2.2975644E+001, 2.4473986E+001, 2.6152330E+001, 2.7040025E+001, 2.6121629E+001, 2.5682207E+001, 2.4771288E+001, 2.4461280E+001, 2.4233164E+001, 2.4115821E+001, 2.3427663E+001, 2.1835691E+001, 2.0784245E+001, 2.0407085E+001, 2.0407104E+001, 1.9492581E+001, 1.7675031E+001, 1.5740257E+001, 1.3905278E+001, 1.1740331E+001, 1.0479062E+001, 9.2362705E+000, 7.9841187E+000, 6.6505844E+000, 5.8750286E+000, 5.3518676E+000, 4.7981906E+000, 4.4298412E+000, 4.2579442E+000, 3.9140658E+000, 3.2407591E+000, 2.8029927E+000, 2.5477104E+000, 2.3834393E+000, 2.3072237E+000, 2.2641477E+000, 2.3349691E+000, 2.3559228E+000, 2.3368457E+000, 2.1321108E+000, 1.8725209E+000, 1.5668402E+000, 1.1010093E+000, 8.5927050E-001, 7.0239944E-001, 5.4787040E-001
 3.5000057E+001, 1.6368439E-001, 7.7426648E-001, 7.8552507E-001, 1.3583599E-001, 3.6451754E+001, 2.8379422E+001, 2.4486672E+001, 2.3821621E+001, 2.3274435E+001, 2.3785198E+001, 2.4348146E+001, 2.3703739E+001, 2.4097009E+001, 2.3878227E+001, 2.4199415E+001, 2.4381495E+001, 2.4673173E+001, 2.3748355E+001, 2.2040080E+001, 1.9860859E+001, 1.8485029E+001, 1.6817271E+001, 1.4716088E+001, 1.3293192E+001, 1.1479229E+001, 1.0272665E+001, 8.8097220E+000, 7.6269055E+000, 7.0117445E+000, 6.9701539E+000, 6.5863632E+000, 6.2886832E+000, 6.0135037E+000, 5.5036784E+000, 4.3738036E+000, 3.7363789E+000, 3.1663296E+000, 2.5517516E+000, 2.1712540E+000, 1.8758189E+000, 1.5436547E+000, 1.0489971E+000, 7.7980118E-001, 6.6620824E-001, 5.0677291E-001, 3.0754405E-001, 2.1499828E-001, 1.3944206E-001, 8.7876843E-002, 4.6771612E-002, 2.9771122E-002, 2.0296790E-002, 1.3125176E-002
 3.6000348E+001, 1.6140028E-001, 7.2278282E-001, 7.5993779E-001, 6.2218428E-001, 3.8406757E+001, 2.9912682E+001, 2.7315448E+001, 2.7865469E+001, 2.7094697E+001, 2.6344576E+001, 2.4508204E+001, 2.3274052E+001, 2.3590645E+001, 2.3485529E+001, 2.3168922E+001, 2.2584253E+001, 2.1885108E+001, 2.1274362E+001, 2.1135570E+001, 2.0482475E+001, 2.0192367E+001, 1.9827885E+001, 1.9300314E+001, 1.8906621E+001, 1.8459802E+001, 1.7653412E+001, 1.6157412E+001, 1.4777806E+001, 1.2938801E+001, 1.1257011E+001, 9.2832867E+000, 8.1113118E+000, 6.9879467E+000, 5.7771148E+000, 4.5582652E+000, 3.7560876E+000, 3.1641927E+000, 2.4655000E+000, 1.9726094E+000, 1.5631479E+000, 1.3066279E+000, 9.5340965E-001, 7.7207584E-001, 6.0163368E-001, 4.2526318E-001, 2.4944959E-001, 1.7224593E-001, 1.3443162E-001, 9.3312383E-002, 4.9444124E-002, 3.1155972E-002, 2.1788236E-002, 1.4498981E-002
 3.7000522E+001, 1.5918503E-001, 6.9753288E-001, 7.1898986E-001, 1.1365159E-001, 3.4871963E+001, 2.7107818E+001, 2.3238232E+001, 2.2452665E+001, 2.2324096E+001, 2.3490497E+001, 2.4403871E+001, 2.4703892E+001, 2.5442700E+001, 2.5298245E+001, 2.4726053E+001, 2.4000757E+001, 2.2674560E+001, 2.1060639E+001, 1.9009439E+001, 1.6808276E+001, 1.5768215E+001, 1.4536552E+001, 1.2535733E+001, 1.1303845E+001, 1.0500178E+001, 9.6746505E+000, 8.9422446E+000, 8.5516224E+000, 8.0105512E+000, 7.6726440E+000, 7.1746619E+000, 6.5438987E+000, 5.7086810E+000, 4.7055708E+000, 3.8231361E+000, 3.3105608E+000, 2.8594272E+000, 2.4183997E+000, 2.2842933E+000, 2.0169273E+000, 1.5783774E+000, 9.5193659E-001, 6.1680848E-001, 4.1319474E-001, 2.5439824E-001, 1.3557617E-001, 1.0747746E-001, 1.0061896E-001, 1.0589100E-001, 7.7459477E-002, 4.0472058E-002, 2.1225792E-002, 1.1028953E-002
 3.8000098E+001, 1.5702429E-001, 6.8627367E-001, 7.0820961E-001, 4.1009429E-001, 3.6005937E+001, 2.6096589E+001, 2.1791721E+001, 2.0630201E+001, 2.1503304E+001, 2.2215700E+001, 2.2405126E+001, 2.1899926E+001, 2.3371882E+001, 2.4893624E+001, 2.5850833E+001, 2.6737934E+001, 2.6624423E+001, 2.6287183E+001, 2.4557983E+001, 2.1636703E+001, 2.0204651E+001, 1.8550927E+001, 1.6746833E+001, 1.5270357E+001, 1.3879485E+001, 1.2650926E+001, 1.1286813E+001, 1.0430802E+001, 9.7413257E+000, 9.3295893E+000, 8.4409135E+000, 7.3456189E+000, 6.1439351E+000, 4.6171161E+000, 3.0288009E+000, 2.3753005E+000, 1.7865584E+000, 1.2658625E+000, 9.9210365E-001, 7.9788289E-001, 5.5953254E-001, 5.0536384E-001, 5.2874575E-001, 5.5148037E-001, 5.2006621E-001, 4.8008888E-001, 4.2657260E-001, 3.7148887E-001, 2.9989395E-001, 2.1524352E-001, 1.6475740E-001, 1.0406590E-001, 4.5109028E-002
 3.9000056E+001, 1.5492719E-001, 6.5050374E-001, 6.7434868E-001, 2.4040003E-001, 3.4118075E+001, 2.7239439E+001, 2.2759688E+001, 2.0648082E+001, 2.1219058E+001, 2.1510363E+001, 2.1308146E+001, 2.0829637E+001, 2.1136081E+001, 2.0924079E+001, 2.1335332E+001, 2.2278892E+001, 2.3121911E+001, 2.2725634E+001, 2.1981297E+001, 2.0584639E+001, 1.8969467E+001, 1.7404417E+001, 1.5763418E+001, 1.4547834E+001, 1.3593280E+001, 1.2731233E+001, 1.1969865E+001, 1.0920963E+001, 9.9343578E+000, 9.0529032E+000, 7.3620468E+000, 6.3968103E+000, 5.7416004E+000, 5.1787901E+000, 4.5568198E+000, 3.9721692E+000, 3.3466300E+000, 2.6917983E+000, 2.3263855E+000, 2.1449263E+000, 1.8419907E+000, 1.4038380E+000, 1.0241985E+000, 7.1941331E-001, 4.7515829E-001, 2.4161300E-001, 1.6995912E-001, 1.1408668E-001, 6.1142943E-002, 2.6014089E-002, 1.4388256E-002, 8.8011426E-003, 4.9885917E-003
 4.0000090E+001, 1.5287927E-001, 6.0348919E-001, 6.1856639E-001, 3.8110643E-001, 3.2986225E+001, 2.9014776E+001, 2.4988259E+001, 2.2816138E+001, 2.1524089E+001, 2.1558178E+001, 2.1677279E+001, 2.0971360E+001, 2.1371403E+001, 2.1965323E+001, 2.2143788E+001, 2.2647891E+001, 2.2597743E+001, 2.2814092E+001, 2.2150184E+001, 2.0623350E+001, 1.8781812E+001, 1.7186741E+001, 1.5583258E+001, 1.4841526E+001, 1.3670719E+001, 1.2728896E+001, 1.1290393E+001, 1.0010455E+001, 9.0607573E+000, 8.1824115E+000, 7.1107466E+000, 6.4981609E+000, 5.8275546E+000, 5.0526478E+000, 4.0898223E+000, 3.3937707E+000, 2.9269007E+000, 2.5232260E+000, 2.1626153E+000, 1.5314303E+000, 1.1412979E+000, 9.7457525E-001, 9.1754325E-001, 8.7820323E-001, 8.4943837E-001, 7.1975422E-001, 5.9072159E-001, 4.2296798E-001, 2.8913416E-001, 1.6469168E-001, 9.1931096E-002, 4.5562613E-002, 1.7746220E-002
 4.1000453E+001, 1.5089049E-001, 5.8472045E-001, 6.0064942E-001, 2.7398495E-001, 3.2330196E+001, 2.8627627E+001, 2.4820128E+001, 2.1428813E+001, 2.0963160E+001, 2.2549643E+001, 2.3227941E+001, 2.3333467E+001, 2.4051154E+001, 2.4596796E+001, 2.5201668E+001, 2.5293621E+001, 2.4724503E+001, 2.3447389E+001, 2.1872341E+001, 1.9988773E+001, 1.9140578E+001, 1.8462946E+001, 1.7259980E+001, 1.6062744E+001, 1.4645424E+001, 1.3097059E+001, 1.1509600E+001, 1.0601158E+001, 9.4954194E+000, 8.2144946E+000, 6.5619942E+000, 5.6521720E+000, 4.9837250E+000, 4.5673293E+000, 3.5723125E+000, 2.8474793E+000, 2.2508887E+000, 1.6654548E+000, 1.2105410E+000, 8.1726422E-001, 5.6189889E-001, 2.9435211E-001, 1.8084148E-001, 1.2444993E-001, 1.0400259E-001, 8.6313382E-002, 7.3586293E-002, 6.2716853E-002, 4.6597849E-002, 2.4057454E-002, 1.5462756E-002, 1.0726944E-002, 7.1689907E-003
 4.2000669E+001, 1.4894612E-001, 5.5013692E-001, 5.6499254E-001, 1.8829242E-001, 3.0706516E+001, 2.6881202E+001, 2.1454593E+001, 2.0093375E+001, 2.0603954E+001, 2.0615989E+001, 2.0275353E+001, 1.8690998E+001, 1.8910712E+001, 1.9247261E+001, 1.9107093E+001, 1.9352850E+001, 1.9718392E+001, 2.0331127E+001, 1.9696224E+001, 1.8725681E+001, 1.8751888E+001, 1.7981319E+001, 1.6922066E+001, 1.6139375E+001, 1.5466342E+001, 1.4053947E+001, 1.2263280E+001, 1.1376281E+001, 1.0363079E+001, 9.3987998E+000, 8.4616423E+000, 7.8182021E+000, 7.0536689E+000, 6.2162638E+000, 5.3707437E+000, 4.7786364E+000, 4.4042565E+000, 3.9920757E+000, 3.8039422E+000, 3.8731684E+000, 3.9581798E+000, 3.7784955E+000, 3.4423127E+000, 3.1625735E+000, 2.7736757E+000, 2.2442416E+000, 1.8439860E+000, 1.4666067E+000, 1.1873211E+000, 9.3012566E-001, 8.4355084E-001, 6.7805493E-001, 4.6816658E-001
 4.3000505E+001, 1.4705930E-001, 5.1304669E-001, 5.3689169E-001, 3.5605331E-001, 2.8824459E+001, 2.7592962E+001, 2.4159950E+001, 2.2510012E+001, 2.1982907E+001, 2.2028031E+001, 2.2451912E+001, 2.2307379E+001, 2.2784913E+001, 2.3039577E+001, 2.3371673E+001, 2.2802187E+001, 2.2519659E+001, 2.2596920E+001, 2.2433309E+001, 2.1606934E+001, 2.1478456E+001, 2.1098950E+001, 1.8846512E+001, 1.6812590E+001, 1.4380460E+001, 1.2381635E+001, 1.0331147E+001, 9.4554377E+000, 8.9276907E+000, 8.3152659E+000, 7.3307268E+000, 6.7975198E+000, 6.4551629E+000, 6.0394388E+000, 5.3585904E+000, 4.9513891E+000, 4.5053091E+000, 3.8520667E+000, 3.3378395E+000, 2.9474090E+000, 2.5941787E+000, 2.0457552E+000, 1.7093367E+000, 1.4237827E+000, 1.1773997E+000, 7.8959717E-001, 5.9325621E-001, 3.9755844E-001, 2.9214438E-001, 2.1441197E-001, 1.5817051E-001, 9.7993769E-002, 4.7078502E-002
 4.4000625E+001, 1.4521280E-001, 4.9073024E-001, 5.1008563E-001, 2.7593233E-001, 2.9332546E+001, 2.4132914E+001, 2.0765662E+001, 1.8835824E+001, 1.8800192E+001, 1.9604152E+001, 1.9795538E+001, 1.9809348E+001, 1.9792770E+001, 1.9480077E+001, 1.9264207E+001, 2.0428395E+001, 2.1128882E+001, 2.1388776E+001, 2.1109319E+001, 2.1026437E+001, 2.1235503E+001, 2.0813009E+001, 1.9672684E+001, 1.8773344E+001, 1.7836870E+001, 1.6363863E+001, 1.4309159E+001, 1.2873854E+001, 1.1657994E+001, 1.0689157E+001, 9.7130364E+000, 9.5260987E+000, 8.7729267E+000, 8.0587286E+000, 7.3190583E+000, 6.7258058E+000, 6.1736544E+000, 5.5006993E+000, 4.7439240E+000, 4.0800471E+000, 3.7355759E+000, 3.1026976E+000, 2.5387741E+000, 1.9978313E+000, 1.6227580E+000, 1.2397690E+000, 1.0250326E+000, 8.3333834E-001, 5.9179456E-001, 3.3391740E-001, 2.1803851E-001, 1.3046535E-001, 6.4901715E-002
 4.5000201E+001, 1.4341795E-001, 4.6415560E-001, 4.6669666E-001, 7.0328212E-001, 2.7636738E+001, 2.4793790E+001, 2.1378253E+001, 1.9396367E+001, 1.9326941E+001, 1.9476588E+001, 1.9960546E+001, 1.9091608E+001, 1.9792339E+001, 2.0414486E+001, 2.0154337E+001, 1.8725065E+001, 1.7802800E+001, 1.7152183E+001, 1.5616701E+001, 1.4297632E+001, 1.3358907E+001, 1.2459708E+001, 1.1524533E+001, 1.1319211E+001, 1.1187842E+001, 1.1025268E+001, 1.0495199E+001, 1.0095810E+001, 9.4823106E+000, 9.0753352E+000, 8.6121560E+000, 8.2868390E+000, 7.9630143E+000, 7.6122424E+000, 7.0344391E+000, 6.4889685E+000, 5.8489301E+000, 5.3006288E+000, 4.8532098E+000, 4.2504198E+000, 3.6995490E+000, 2.7565076E+000, 2.2940300E+000, 1.9769050E+000, 1.6931427E+000, 1.3802691E+000, 1.1846977E+000, 1.0134729E+000, 9.0557578E-001, 7.5822683E-001, 6.9977110E-001, 6.5435240E-001, 5.8194698E-001
 4.6000309E+001, 1.4166109E-001, 4.4430387E-001, 4.6439876E-001, 2.1570045E-001, 2.7339875E+001, 2.5180009E+001, 2.2685428E+001, 2.1089908E+001, 2.1658241E+001, 2.1825043E+001, 2.2543722E+001, 2.1155162E+001, 2.1287703E+001, 2.1829267E+001, 2.2736740E+001, 2.3429359E+001, 2.4423764E+001, 2.4357361E+001, 2.3176830E+001, 2.1381158E+001, 2.0598984E+001, 1.9347439E+001, 1.8205083E+001, 1.6682722E+001, 1.4999539E+001, 1.3815945E+001, 1.2149097E+001, 1.0664210E+001, 9.5369730E+000, 8.6895389E+000, 7.7385686E+000, 6.8011764E+000, 5.8271138E+000, 5.2063362E+000, 4.2729298E+000, 3.4422951E+000, 2.8290098E+000, 2.3417689E+000, 2.0129344E+000, 1.6881315E+000, 1.4157313E+000, 1.1272521E+000, 9.6690670E-001, 7.8115324E-001, 5.8764053E-001, 3.7881400E-001, 2.4129057E-001, 1.5461610E-001, 1.1326868E-001, 9.3012937E-002, 8.2806721E-002, 7.2352245E-002, 6.3937461E-002
 4.7000373E+001, 1.3995252E-001, 4.1529837E-001, 4.2374602E-001, 2.1271967E-001, 2.7254125E+001, 2.4746040E+001, 2.0666256E+001, 1.8301150E+001, 1.8701010E+001, 1.8993896E+001, 1.9108833E+001, 1.7903914E+001, 1.8393671E+001, 1.8849831E+001, 1.9247680E+001, 1.9271878E+001, 1.9115141E+001, 1.9258816E+001, 1.9270248E+001, 1.8789118E+001, 1.8003743E+001, 1.6895730E+001, 1.6003719E+001, 1.4855393E+001, 1.3661959E+001, 1.3199561E+001, 1.3086770E+001, 1.2908629E+001, 1.2511816E+001, 1.1530146E+001, 1.1015377E+001, 1.1065918E+001, 1.1108222E+001, 1.0791192E+001, 9.7979763E+000, 8.7327226E+000, 7.9457195E+000, 7.0466854E+000, 6.4748989E+000, 5.7943043E+000, 5.0601064E+000, 4.1799368E+000, 3.5803610E+000, 2.9844396E+000, 2.4750473E+000, 1.9863087E+000, 1.7748094E+000, 1.6346395E+000, 1.5132458E+000, 1.3842557E+000, 1.0148591E+000, 7.3814471E-001, 5.8370489E-001
 4.8000201E+001, 1.3827942E-001, 3.6734341E-001, 3.8436241E-001, 1.8460007E-001, 2.5958438E+001, 2.2096692E+001, 1.9397258E+001, 1.7573690E+001, 1.7334916E+001, 1.7228768E+001, 1.7284068E+001, 1.6107105E+001, 1.5829399E+001, 1.5498266E+001, 1.5575401E+001, 1.4944545E+001, 1.4254695E+001, 1.3471908E+001, 1.3005945E+001, 1.2354119E+001, 1.1816327E+001, 1.1789463E+001, 1.2212451E+001, 1.2977079E+001, 1.3247801E+001, 1.3201058E+001, 1.2639239E+001, 1.1715158E+001, 1.1139050E+001, 1.1358468E+001, 1.1101752E+001, 9.9269951E+000, 8.7954207E+000, 8.1486705E+000, 7.3386345E+000, 6.6029841E+000, 5.8584397E+000, 4.6730328E+000, 4.0182798E+000, 3.7084119E+000, 3.4425285E+000, 3.0609904E+000, 2.6976091E+000, 2.4037854E+000, 2.2108894E+000, 1.9913289E+000, 1.9086284E+000, 1.7214972E+000, 1.5461559E+000, 1.3799417E+000, 1.2889715E+000, 1.2983274E+000, 1.3800060E+000
