s,mol/mol,kW/m2,kW/m2,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m
 9.0010813E+000, 2.0782285E-001, 8.6164924E-001, 9.1388966E-001, 2.2779013E+001, 4.3600035E+001, 4.2571664E+001, 4.2101876E+001, 4.1461533E+001, 4.0088761E+001, 4.0217961E+001, 3.8955601E+001, 3.4044031E+001, 3.3211488E+001, 3.1461395E+001, 3.0426563E+001, 2.8227941E+001, 2.6619546E+001, 2.5639025E+001, 2.2836365E+001, 2.0161334E+001, 1.9047383E+001, 1.7350498E+001, 1.5447056E+001, 1.4240228E+001, 1.1109280E+001, 9.5022959E+000, 6.7459565E+000, 5.2849354E+000, 4.7726014E+000, 3.8810341E+000, 3.0917907E+000, 2.6859858E+000, 2.2244807E+000, 1.9787460E+000, 1.7232264E+000, 1.5561850E+000, 1.3544628E+000, 1.0019101E+000, 6.7705784E-001, 5.5316682E-001, 3.7637090E-001, 2.4163106E-001, 1.9458906E-001, 1.3041317E-001, 1.0753807E-001, 7.3864696E-002, 5.0979120E-002, 4.5489079E-002, 3.2493289E-002, 2.2483069E-002, 1.7681123E-002, 1.2053380E-002, 7.6529288E-003
 1.0001282E+001, 2.0782285E-001, 8.5661634E-001, 8.9848214E-001, 2.2155626E+001, 4.1820920E+001, 4.2516944E+001, 4.1438728E+001, 4.2058224E+001, 4.1535070E+001, 4.0713527E+001, 3.8716336E+001, 3.2244403E+001, 3.0954531E+001, 2.8984696E+001, 2.7652864E+001, 2.5588607E+001, 2.2800150E+001, 2.1537393E+001, 1.9618466E+001, 1.7771934E+001, 1.7033028E+001, 1.4938589E+001, 1.3258609E+001, 1.2455571E+001, 1.0852119E+001, 1.0327655E+001, 8.5254850E+000, 6.5438454E+000, 5.5079813E+000, 3.9548482E+000, 2.7292400E+000, 2.1440796E+000, 1.2955939E+000, 9.9485979E-001, 6.0159861E-001, 3.7725944E-001, 3.0331108E-001, 2.0040430E-001, 1.2935975E-001, 1.0408780E-001, 6.5309171E-002, 3.9810422E-002, 2.9090136E-002, 1.6671290E-002, 1.3220826E-002, 7.2030861E-003, 3.1112944E-003, 1.7306054E-003, 1.0667173E-003, 7.2701798E-004, 5.9013965E-004, 3.8595456E-004, 3.0927625E-004
 1.1000922E+001, 2.0427746E-001, 8.4366902E-001, 8.7338646E-001, 2.1623513E+001, 4.2688821E+001, 4.1125599E+001, 3.8871074E+001, 3.8970158E+001, 3.8887967E+001, 3.8422481E+001, 3.6718494E+001, 3.3102857E+001, 3.3476629E+001, 3.3892750E+001, 3.3623544E+001, 3.3015087E+001, 3.0927580E+001, 2.9758686E+001, 2.6242609E+001, 2.1608517E+001, 1.9135151E+001, 1.5204654E+001, 1.1747886E+001, 1.0241533E+001, 7.9460895E+000, 6.9487990E+000, 5.3384041E+000, 3.8755124E+000, 3.3765151E+000, 2.4815972E+000, 1.8579953E+000, 1.5948495E+000, 1.0867679E+000, 8.9381462E-001, 6.5692439E-001, 4.9528425E-001, 4.3667890E-001, 3.0869532E-001, 1.9687099E-001, 1.4812697E-001, 8.5219870E-002, 4.8569109E-002, 3.6960835E-002, 1.9868991E-002, 1.4485834E-002, 8.4601121E-003, 4.4016582E-003, 3.1664943E-003, 2.1008738E-003, 1.4499395E-003, 1.1753822E-003, 7.3568760E-004, 4.0524536E-004
 1.2000786E+001, 2.0074251E-001, 8.5372739E-001, 8.7229843E-001, 1.9380475E+001, 4.4281303E+001, 4.1638968E+001, 4.1582785E+001, 3.9584966E+001, 3.7508546E+001, 3.6823700E+001, 3.4977070E+001, 2.9596564E+001, 2.8891849E+001, 2.6650235E+001, 2.5926058E+001, 2.3290217E+001, 2.0898068E+001, 1.9610184E+001, 1.7628762E+001, 1.6025622E+001, 1.5446135E+001, 1.3175922E+001, 1.0608994E+001, 9.1643393E+000, 6.5543614E+000, 5.5138569E+000, 3.9980603E+000, 2.7293450E+000, 2.2780733E+000, 1.5755794E+000, 1.1155333E+000, 9.2454524E-001, 6.0498189E-001, 4.8221865E-001, 2.7745914E-001, 1.5318558E-001, 1.1619606E-001, 7.1972091E-002, 4.3652479E-002, 3.3380830E-002, 1.8879144E-002, 1.1120709E-002, 8.2887988E-003, 4.8329134E-003, 3.6431264E-003, 1.7843838E-003, 7.8807072E-004, 3.9343248E-004, 9.9693024E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.3001358E+001, 1.9732741E-001, 7.9714105E-001, 8.4115783E-001, 2.1068709E+001, 4.0438668E+001, 3.8197150E+001, 3.8784021E+001, 3.9402310E+001, 3.7545018E+001, 3.7054199E+001, 3.4270774E+001, 2.9848257E+001, 2.9726816E+001, 2.8700107E+001, 2.7593754E+001, 2.5991569E+001, 2.3101520E+001, 2.1509961E+001, 1.8682984E+001, 1.6343714E+001, 1.5522585E+001, 1.3831948E+001, 1.2217537E+001, 1.1269284E+001, 9.2964835E+000, 8.5340464E+000, 6.9548552E+000, 5.3346683E+000, 4.6465321E+000, 3.4698865E+000, 2.5907520E+000, 2.2611399E+000, 1.6822422E+000, 1.4820544E+000, 1.1764028E+000, 8.4639547E-001, 7.2173055E-001, 4.5476289E-001, 2.8143651E-001, 2.2388160E-001, 1.4068277E-001, 8.5927330E-002, 6.5786472E-002, 3.8591617E-002, 2.9938437E-002, 1.6357330E-002, 8.3045927E-003, 5.8202044E-003, 2.6038681E-003, 8.5040017E-004, 4.6535725E-004, 5.9233909E-004, 6.6915818E-004
 1.4000405E+001, 1.9402713E-001, 7.9217091E-001, 7.9114997E-001, 2.1336772E+001, 4.1508674E+001, 3.7540660E+001, 3.7074001E+001, 3.4604484E+001, 3.1635948E+001, 2.9967101E+001, 2.7835440E+001, 2.3464018E+001, 2.3264942E+001, 2.3794684E+001, 2.3790504E+001, 2.3197402E+001, 2.1904632E+001, 2.0583405E+001, 1.6992659E+001, 1.3880889E+001, 1.2864677E+001, 1.1032826E+001, 9.8376430E+000, 9.2858381E+000, 8.4963317E+000, 7.9321524E+000, 6.7808881E+000, 5.7190799E+000, 5.2525349E+000, 4.1558339E+000, 3.2452146E+000, 2.9360564E+000, 2.3389330E+000, 2.0509142E+000, 1.5926757E+000, 1.2455761E+000, 1.0352610E+000, 7.5358353E-001, 5.0940246E-001, 4.1156044E-001, 2.6780598E-001, 1.5888731E-001, 1.2827487E-001, 8.2319819E-002, 6.6805725E-002, 4.5314732E-002, 3.2024978E-002, 2.5883999E-002, 1.7450058E-002, 1.3656848E-002, 1.2250734E-002, 9.0820877E-003, 6.9406361E-003
 1.5000892E+001, 1.9083250E-001, 7.5051678E-001, 7.8447853E-001, 2.1070475E+001, 4.0171627E+001, 3.9037788E+001, 3.8118799E+001, 3.7380807E+001, 3.5487448E+001, 3.4841692E+001, 3.2791720E+001, 2.9173130E+001, 2.9446707E+001, 2.8987135E+001, 2.8752074E+001, 2.8498002E+001, 2.7011103E+001, 2.5785902E+001, 2.3772425E+001, 2.2048329E+001, 2.1080539E+001, 1.8916238E+001, 1.6580988E+001, 1.5324021E+001, 1.2936882E+001, 1.1569482E+001, 8.9548087E+000, 6.8920636E+000, 6.2025180E+000, 5.1550656E+000, 4.3071802E+000, 3.7569764E+000, 3.2053868E+000, 3.0032126E+000, 2.5713174E+000, 2.1948993E+000, 2.0871012E+000, 1.8682165E+000, 1.6878426E+000, 1.6270700E+000, 1.1466093E+000, 7.3040595E-001, 5.6374794E-001, 2.7802950E-001, 1.9484519E-001, 8.4454972E-002, 4.7853906E-002, 3.7627775E-002, 2.6403160E-002, 1.8712633E-002, 1.6339531E-002, 1.2393845E-002, 8.5582592E-003
 1.6001506E+001, 1.8773913E-001, 7.0680610E-001, 7.3677199E-001, 2.1838112E+001, 3.9770126E+001, 3.6830771E+001, 3.6076519E+001, 3.7875266E+001, 3.7686116E+001, 3.7241244E+001, 3.6651813E+001, 3.1080835E+001, 3.0187621E+001, 2.8839675E+001, 2.8042962E+001, 2.5468041E+001, 2.3235961E+001, 2.2077770E+001, 1.9902215E+001, 1.8657975E+001, 1.7855696E+001, 1.5093583E+001, 1.3598675E+001, 1.2809866E+001, 1.1978497E+001, 1.1760898E+001, 1.0812803E+001, 9.3994269E+000, 8.6165798E+000, 6.9539501E+000, 5.4034023E+000, 4.6810481E+000, 3.5353339E+000, 3.0130442E+000, 2.0623585E+000, 1.4327243E+000, 1.1962021E+000, 8.5779767E-001, 6.9966354E-001, 6.2939150E-001, 4.4322320E-001, 2.6910608E-001, 2.2274800E-001, 1.0782034E-001, 6.6340438E-002, 2.9582500E-002, 1.1823018E-002, 5.9017661E-003, 2.9477643E-003, 1.5000395E-003, 1.3577934E-003, 4.7853511E-004, 2.1535683E-004
 1.7001466E+001, 1.8475019E-001, 7.0538131E-001, 7.3379960E-001, 2.0996302E+001, 3.9009332E+001, 3.6325999E+001, 3.7413736E+001, 3.6002208E+001, 3.5712300E+001, 3.4725985E+001, 3.3192018E+001, 2.7788140E+001, 2.6808705E+001, 2.6168954E+001, 2.6145450E+001, 2.6160497E+001, 2.5930182E+001, 2.5300932E+001, 2.3277773E+001, 2.0671624E+001, 1.9234846E+001, 1.7106477E+001, 1.5803154E+001, 1.5312640E+001, 1.2829631E+001, 1.1421693E+001, 9.0013132E+000, 6.7664956E+000, 5.7528036E+000, 4.1967812E+000, 3.2208091E+000, 2.7733872E+000, 2.2082148E+000, 1.9861448E+000, 1.6527466E+000, 1.2941350E+000, 1.1121298E+000, 9.0496263E-001, 7.2994432E-001, 6.2962068E-001, 4.8848160E-001, 3.5750620E-001, 3.0314218E-001, 2.1780168E-001, 1.8537982E-001, 1.2582419E-001, 8.6263130E-002, 7.1107185E-002, 4.6522809E-002, 3.2866497E-002, 2.7273059E-002, 1.8371859E-002, 1.3083528E-002
 1.8001175E+001, 1.8185293E-001, 6.4592528E-001, 6.7552083E-001, 1.8996605E+001, 3.3557356E+001, 3.3244399E+001, 3.2028270E+001, 3.5240348E+001, 3.7087695E+001, 3.6627835E+001, 3.4795498E+001, 2.9056288E+001, 2.8033798E+001, 2.7074762E+001, 2.6331792E+001, 2.5475861E+001, 2.4415252E+001, 2.4012278E+001, 2.2727111E+001, 2.1205604E+001, 1.9983381E+001, 1.7947709E+001, 1.5328676E+001, 1.4031592E+001, 1.1732659E+001, 1.0722267E+001, 9.0846775E+000, 7.8842039E+000, 7.2253193E+000, 6.0941265E+000, 4.9688203E+000, 4.2636607E+000, 3.1624334E+000, 2.7714047E+000, 2.1131876E+000, 1.6935402E+000, 1.5239283E+000, 1.2492540E+000, 9.8866465E-001, 8.5805080E-001, 6.2585057E-001, 4.3226160E-001, 3.5288093E-001, 2.2368818E-001, 1.8335064E-001, 1.2564986E-001, 8.6820846E-002, 6.7204926E-002, 4.2859119E-002, 2.7858126E-002, 2.2955712E-002, 1.5254388E-002, 1.0040440E-002
 1.9000729E+001, 1.7904825E-001, 6.3408630E-001, 6.4202652E-001, 1.9528741E+001, 3.4183293E+001, 3.5440215E+001, 3.5009086E+001, 3.3821970E+001, 3.2548482E+001, 3.1916151E+001, 3.2087390E+001, 2.9094617E+001, 2.9170662E+001, 2.8299355E+001, 2.7768449E+001, 2.6440842E+001, 2.4997491E+001, 2.3818578E+001, 2.1415860E+001, 1.8810613E+001, 1.7791911E+001, 1.5218085E+001, 1.3558555E+001, 1.2721130E+001, 1.1253159E+001, 1.0424638E+001, 8.8485290E+000, 7.3540258E+000, 6.8110015E+000, 6.1798088E+000, 5.4019906E+000, 4.9886313E+000, 3.9219950E+000, 3.3785109E+000, 2.5113874E+000, 1.8264941E+000, 1.5442825E+000, 1.0154443E+000, 6.3317094E-001, 4.9004126E-001, 2.9872508E-001, 1.8578519E-001, 1.4150963E-001, 8.5557998E-002, 6.7183273E-002, 3.8492499E-002, 2.2690160E-002, 1.7969341E-002, 1.2664633E-002, 5.1951313E-003, 4.1339322E-003, 2.3399800E-003, 1.7939566E-003
 2.0000228E+001, 1.7840604E-001, 5.9826462E-001, 6.1077285E-001, 1.7295562E+001, 3.2275397E+001, 3.1660024E+001, 3.1193026E+001, 3.0888272E+001, 3.0492904E+001, 3.0724570E+001, 3.0091436E+001, 2.4847451E+001, 2.4357129E+001, 2.4189555E+001, 2.4531347E+001, 2.3979803E+001, 2.3064945E+001, 2.2460029E+001, 2.0683281E+001, 1.9096848E+001, 1.8417293E+001, 1.6469268E+001, 1.3731447E+001, 1.2286762E+001, 9.8582772E+000, 9.0314023E+000, 7.9692447E+000, 6.9354276E+000, 6.3887426E+000, 5.3562970E+000, 4.3214711E+000, 3.8439378E+000, 3.0350201E+000, 2.6634147E+000, 2.0847667E+000, 1.6049951E+000, 1.4316357E+000, 1.1383532E+000, 8.8557078E-001, 7.8068673E-001, 6.5883072E-001, 5.5657405E-001, 5.1656486E-001, 4.3288835E-001, 3.7680144E-001, 2.5622915E-001, 1.6314574E-001, 1.2973001E-001, 8.0671558E-002, 4.9979852E-002, 4.1715596E-002, 2.6459569E-002, 1.9337483E-002
 2.1001505E+001, 1.7838953E-001, 5.7182436E-001, 5.8589511E-001, 1.9185556E+001, 3.2160636E+001, 3.1513664E+001, 3.1273969E+001, 3.0497862E+001, 2.8724778E+001, 2.8518341E+001, 2.8228287E+001, 2.4191913E+001, 2.4375229E+001, 2.5586478E+001, 2.6023199E+001, 2.5175479E+001, 2.2485771E+001, 2.1146635E+001, 1.8547383E+001, 1.6705087E+001, 1.6047409E+001, 1.5338069E+001, 1.4724509E+001, 1.4009351E+001, 1.2474202E+001, 1.1686426E+001, 1.0520583E+001, 9.1473193E+000, 8.3710475E+000, 7.0817899E+000, 4.8975785E+000, 4.2394294E+000, 3.2857179E+000, 2.9411791E+000, 2.3958074E+000, 1.9681725E+000, 1.7666479E+000, 1.3586519E+000, 1.0620974E+000, 9.6469099E-001, 7.0468672E-001, 5.4617825E-001, 4.5946461E-001, 3.0897335E-001, 2.5007442E-001, 1.8037117E-001, 1.2961471E-001, 1.0985763E-001, 6.9009113E-002, 3.9118416E-002, 2.9960955E-002, 1.9831157E-002, 1.3184583E-002
 2.2000677E+001, 1.7837306E-001, 5.9097993E-001, 6.1402542E-001, 1.8173190E+001, 3.6565179E+001, 3.0016458E+001, 3.1314396E+001, 3.0540444E+001, 3.0285419E+001, 3.0217164E+001, 3.0682490E+001, 2.5552426E+001, 2.5393296E+001, 2.4776753E+001, 2.5393019E+001, 2.5263231E+001, 2.5274322E+001, 2.4992125E+001, 2.4011461E+001, 2.2011466E+001, 2.0853648E+001, 1.8468918E+001, 1.6180800E+001, 1.5466642E+001, 1.3812106E+001, 1.2738279E+001, 1.0665557E+001, 9.0287937E+000, 8.2838772E+000, 6.9785199E+000, 5.5755335E+000, 4.8726485E+000, 3.6339451E+000, 2.9908833E+000, 2.0675559E+000, 1.4757046E+000, 1.2566827E+000, 9.1637197E-001, 6.2214127E-001, 4.9418931E-001, 2.7867489E-001, 1.7233493E-001, 1.4257376E-001, 9.3152590E-002, 7.5295574E-002, 5.4356345E-002, 3.6976122E-002, 2.8657089E-002, 1.7732281E-002, 1.0342749E-002, 8.3318659E-003, 5.8265162E-003, 4.3562551E-003
 2.3000921E+001, 1.7835656E-001, 5.7776183E-001, 5.7913137E-001, 1.9000010E+001, 3.3304533E+001, 3.3850339E+001, 3.3140627E+001, 3.3009821E+001, 3.2740169E+001, 3.3006835E+001, 3.1567143E+001, 2.4610410E+001, 2.4160541E+001, 2.3317140E+001, 2.2600131E+001, 2.1280980E+001, 1.9439366E+001, 1.8549059E+001, 1.6614515E+001, 1.4622145E+001, 1.3466538E+001, 1.2216101E+001, 1.0629527E+001, 9.8046906E+000, 8.3776947E+000, 7.8355585E+000, 6.7445533E+000, 5.9768538E+000, 5.7960432E+000, 5.2766595E+000, 4.7123067E+000, 4.3737875E+000, 3.6191430E+000, 3.2564763E+000, 2.7004843E+000, 2.3655518E+000, 2.1867067E+000, 1.9925417E+000, 1.8155839E+000, 1.6870705E+000, 1.3004906E+000, 9.2311800E-001, 7.6522750E-001, 4.8750508E-001, 3.8901890E-001, 2.5494561E-001, 1.6278752E-001, 1.2839415E-001, 8.3332122E-002, 5.1693973E-002, 3.6884317E-002, 1.6243908E-002, 8.3153736E-003
