s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6179409E-011, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6179409E-011, 0.0000000E+000, 0.0000000E+000
 1.0005296E+000, 1.4288738E+001,-4.5757058E+000, 1.5909476E-001,-1.2452083E-001, 5.9878566E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.6573226E+000, 9.7476663E+000, 4.6968631E-004, 3.1113423E-002
 2.0005767E+000, 3.7726361E+001,-1.2031162E+001,-1.2671521E+001, 8.6113625E-002, 4.4028140E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2864072E+001, 1.3109835E+001, 9.6183371E-004, 6.4000538E-002
 3.0003636E+000, 4.7858536E+001,-1.5112648E+001,-3.1316379E+001, 1.2562668E-001, 3.8086045E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3021463E+000, 1.5551740E+000, 1.0621171E-003, 7.1188064E-002
 4.0004539E+000, 4.9330414E+001,-1.5393077E+001,-3.2946735E+001, 1.3432521E-001, 3.7654158E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.7622153E-001, 1.1249649E+000, 1.0766942E-003, 7.2763145E-002
 5.0002155E+000, 4.9492583E+001,-1.5256654E+001,-3.1944055E+001, 1.3367266E-001, 3.7352562E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0417095E+000, 2.4255844E+000, 1.0786875E-003, 7.3523775E-002
 6.0001421E+000, 4.9277344E+001,-1.5001755E+001,-3.6603469E+001, 1.0572810E-001, 3.6906000E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.4906147E+000,-2.2221145E+000, 1.0789577E-003, 7.4182681E-002
 7.0005822E+000, 4.9163458E+001,-1.4783931E+001,-3.4322360E+001, 1.1795327E-001, 3.6857366E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.0938791E-002, 1.7515621E-001, 1.0789943E-003, 7.4838215E-002
 8.0003767E+000, 5.0468955E+001,-1.4981247E+001,-3.4262642E+001, 1.1317638E-001, 3.7026003E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0615737E+000, 1.3382802E+000, 1.0789992E-003, 7.5503768E-002
