s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.4844387E-011, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.4844387E-011, 0.0000000E+000, 0.0000000E+000
 1.0000061E+000, 1.7238524E+001,-4.3216230E+000, 2.0598938E-001,-6.2201153E-002,-2.7319582E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2846687E+001, 1.3060416E+001, 4.3961346E-004, 3.1187267E-002
 2.0003643E+000, 3.9156022E+001,-9.0752741E+000,-1.6823736E+001, 9.6684475E-003,-2.2292856E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3149964E+001, 1.3266458E+001, 8.9720025E-004, 6.3935576E-002
 3.0000763E+000, 4.7478444E+001,-1.0599802E+001,-3.4064735E+001, 7.2482463E-002,-1.9884489E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7023223E+000, 2.8861912E+000, 9.9075645E-004, 7.1117154E-002
 4.0012641E+000, 4.9124321E+001,-1.0939342E+001,-3.6176185E+001, 6.6430717E-002,-1.9904811E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0425148E+000, 2.0750247E+000, 1.0043512E-003, 7.2691304E-002
 5.0007286E+000, 4.9048391E+001,-1.0786135E+001,-3.9602815E+001, 7.6319413E-002,-1.9794840E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.2958531E+000,-1.2644374E+000, 1.0062092E-003, 7.3451972E-002
 6.0001268E+000, 4.9794225E+001,-1.0777962E+001,-3.5948900E+001, 5.4776533E-002,-1.9565712E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9019800E+000, 3.1219444E+000, 1.0064606E-003, 7.4110585E-002
 7.0000477E+000, 4.9569882E+001,-1.0537455E+001,-4.2106170E+001, 6.7829768E-002,-1.9741392E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.9952909E+000,-3.0061107E+000, 1.0064947E-003, 7.4765784E-002
 8.0001373E+000, 4.8471832E+001,-1.0243918E+001,-3.6661946E+001, 4.2106102E-002,-1.9831911E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4899054E+000, 1.6078753E+000, 1.0064993E-003, 7.5431191E-002
 9.0004559E+000, 4.9738519E+001,-1.0325339E+001,-3.9886063E+001, 8.3946153E-002,-1.9771396E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.0327276E-001,-3.8913514E-001, 1.0064999E-003, 7.6109017E-002
 1.0000130E+001, 4.8625643E+001,-9.9305444E+000,-3.8759612E+001, 8.5988038E-002,-1.9836736E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.9960818E-001, 2.1276285E-002, 1.0065000E-003, 7.6799308E-002
 1.1001307E+001, 4.9110736E+001,-9.9403330E+000,-3.9919306E+001, 7.7239667E-002,-1.9627509E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.3302130E-001,-6.7185937E-001, 1.0065000E-003, 7.7503049E-002
 1.2000370E+001, 4.9391019E+001,-9.9703375E+000,-4.0376191E+001, 8.6496379E-002,-1.9557966E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.1011378E-001,-8.6920808E-001, 1.0065000E-003, 7.8220064E-002
 1.3000571E+001, 4.9861247E+001,-9.8321946E+000,-3.7713524E+001, 8.6545842E-002,-1.9531648E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2995297E+000, 2.4018789E+000, 1.0065000E-003, 7.8950671E-002
 1.4000521E+001, 4.8427580E+001,-9.3729444E+000,-4.0001633E+001, 9.2267663E-002,-1.9668244E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0440450E+000,-8.5492623E-001, 1.0065000E-003, 7.9695792E-002
 1.5000386E+001, 4.8448526E+001,-9.2645210E+000,-3.9899707E+001, 7.6826897E-002,-1.9639042E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.1962477E-001,-6.3907141E-001, 1.0065000E-003, 8.0455687E-002
 1.6000458E+001, 4.9945482E+001,-9.5256618E+000,-4.0087295E+001, 7.6476185E-002,-1.9551803E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6699674E-001, 4.0880637E-001, 1.0065000E-003, 8.1230658E-002
 1.7000532E+001, 4.8538664E+001,-9.0374940E+000,-4.0161295E+001, 7.9157284E-002,-1.9527957E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.6714175E-001,-5.8116256E-001, 1.0065000E-003, 8.2021439E-002
 1.8001440E+001, 4.9237706E+001,-9.1076504E+000,-3.9813808E+001, 7.0458461E-002,-1.9777193E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2149952E-001, 3.8650905E-001, 1.0065000E-003, 8.2828608E-002
 1.9001123E+001, 4.9339638E+001,-8.9917594E+000,-4.0377688E+001, 6.1590417E-002,-1.9754370E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2044553E-002, 3.1583491E-002, 1.0065000E-003, 8.3652320E-002
 2.0000576E+001, 4.7808133E+001,-8.6703455E+000,-3.9108476E+001, 5.9371775E-002,-1.9512636E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.5951501E-001, 8.8488348E-002, 1.0065000E-003, 8.4492499E-002
 2.1000250E+001, 4.9542271E+001,-8.7860506E+000,-4.0876003E+001, 5.3281632E-002,-1.9534399E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1520464E-001,-6.6697014E-002, 1.0065000E-003, 8.5350300E-002
 2.2000320E+001, 4.8627587E+001,-8.5999976E+000,-3.9645856E+001, 5.8670342E-002,-1.9620318E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9313273E-001, 4.4020804E-001, 1.0065000E-003, 8.6226582E-002
 2.3000618E+001, 4.8711303E+001,-8.4147861E+000,-4.1415558E+001, 6.0621964E-002,-1.9923346E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1841462E+000,-1.0586182E+000, 1.0065000E-003, 8.7122136E-002
 2.4000378E+001, 4.8275079E+001,-8.1053934E+000,-3.7978253E+001, 4.4189492E-002,-1.9780048E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0178732E+000, 2.2354236E+000, 1.0065000E-003, 8.8036748E-002
 2.5000570E+001, 4.8731242E+001,-8.0517828E+000,-3.9804982E+001, 3.2601363E-002,-1.9749958E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.4160375E-001, 9.0688080E-001, 1.0065000E-003, 8.8971432E-002
