s,mol/mol,kW/kW,s,kW/m2,kW/m2,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m
Time,"XO2","CHI_R","tcpu","qrad1","qrad2","Lf-01","Lf-02","Lf-03","Lf-04","Lf-05","Lf-06","Lf-07","Lf-08","Lf-09","Lf-10","Lf-11","Lf-12","Lf-13","Lf-14","Lf-15","Lf-16","Lf-17","Lf-18","Lf-19","Lf-20","Lf-21","Lf-22","Lf-23","Lf-24","Lf-25","Lf-26","Lf-27","Lf-28","Lf-29","Lf-30","Lf-31","Lf-32","Lf-33","Lf-34","Lf-35","Lf-36","Lf-37","Lf-38","Lf-39","Lf-40","Lf-41","Lf-42","Lf-43","Lf-44","Lf-45","Lf-46","Lf-47","Lf-48","Lf-49","Lf-50"
 0.0000000E+000, 2.0782285E-001, 0.0000000E+000, 1.3814000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0003858E+000, 2.0548417E-001, 2.3699529E-001, 2.2578660E+003, 6.2213412E-003, 7.5441588E-004, 0.0000000E+000, 2.2638601E+001, 1.5566794E+001, 1.3216379E+001, 1.2275898E+001, 1.0252531E+001, 8.2220988E+000, 7.4005884E+000, 6.6205052E+000, 5.8527599E+000, 4.6406526E+000, 3.8566566E+000, 3.2773905E+000, 2.8594041E+000, 2.1411379E+000, 1.9475380E+000, 1.6100140E+000, 1.0185647E+000, 7.1802706E-001, 4.0101313E-001, 1.7690001E-001, 7.1276866E-002, 4.0957012E-002, 2.3257717E-002, 1.7124253E-002, 1.0407895E-002, 7.8223503E-004, 2.7191917E-004, 1.5974124E-004, 1.1369610E-004, 8.7169577E-005, 3.8796304E-005, 1.7202017E-005, 5.2190865E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.0001866E+000, 2.0411293E-001, 2.3462353E-001, 6.8286800E+003, 6.0501548E-001, 6.2090360E-001, 0.0000000E+000, 3.5773258E+001, 2.6273669E+001, 2.5915379E+001, 2.6915198E+001, 2.7651395E+001, 2.8011527E+001, 2.6888925E+001, 2.4757449E+001, 2.3496653E+001, 2.1584372E+001, 1.9289551E+001, 1.7259912E+001, 1.5982514E+001, 1.4856690E+001, 1.3833154E+001, 1.2529072E+001, 1.1416739E+001, 1.0055299E+001, 8.6058288E+000, 7.2651497E+000, 5.8508081E+000, 4.9657352E+000, 3.9833090E+000, 3.1904532E+000, 2.4363916E+000, 2.0477857E+000, 1.4658554E+000, 1.0287119E+000, 6.2055812E-001, 4.2431993E-001, 2.7841566E-001, 1.9316412E-001, 1.0862814E-001, 5.8096950E-002, 3.4745772E-002, 1.1438576E-002, 5.7901435E-003, 4.3565751E-003, 2.8169311E-003, 3.3143644E-003, 1.4124521E-003, 7.8433669E-004, 5.9350139E-004, 4.6306310E-004, 3.6846936E-004, 2.5611449E-004, 1.9162503E-004, 1.3361732E-004, 8.5445301E-005
 3.0001983E+000, 2.0242157E-001, 2.3165882E-001, 1.1701293E+004, 1.0626655E+000, 1.1025942E+000, 0.0000000E+000, 3.5673998E+001, 2.7926423E+001, 2.8856435E+001, 2.9477629E+001, 3.1219090E+001, 3.3114184E+001, 3.3786633E+001, 3.2801156E+001, 3.1847366E+001, 3.0051770E+001, 2.8274990E+001, 2.6614042E+001, 2.4885199E+001, 2.3332480E+001, 2.1504818E+001, 1.8948175E+001, 1.5290791E+001, 1.2583898E+001, 1.0193780E+001, 8.4420422E+000, 6.8620293E+000, 5.7598176E+000, 4.5117988E+000, 3.7678391E+000, 3.0035859E+000, 2.6208585E+000, 2.0813676E+000, 1.5725098E+000, 9.4500757E-001, 5.2284173E-001, 1.6998334E-001, 4.7154122E-002, 1.3273922E-002, 4.9969333E-003, 2.7566872E-003, 1.6896771E-003, 1.2035704E-003, 8.1350894E-004, 5.5406296E-004, 3.2996040E-004, 2.0323976E-004, 1.0825489E-004, 6.2273046E-005, 3.3648586E-005, 1.9364586E-005, 8.7589775E-006, 4.9893973E-006, 1.6785398E-006, 6.6605982E-008
 4.0002263E+000, 2.0064775E-001, 2.2847176E-001, 1.6848092E+004, 1.1754397E+000, 1.1555860E+000, 0.0000000E+000, 3.5374281E+001, 2.7770852E+001, 2.9238926E+001, 3.0221449E+001, 3.1268773E+001, 3.1236546E+001, 3.1488584E+001, 3.1288365E+001, 3.0436438E+001, 2.8889578E+001, 2.6228804E+001, 2.2658517E+001, 2.0312046E+001, 1.8405608E+001, 1.6898060E+001, 1.5295440E+001, 1.3564187E+001, 1.2136231E+001, 1.0786262E+001, 9.7615698E+000, 8.2870443E+000, 7.1661330E+000, 5.5173633E+000, 4.2849454E+000, 3.4078156E+000, 2.8226731E+000, 2.1117778E+000, 1.6300271E+000, 1.1454694E+000, 8.0842180E-001, 5.5473824E-001, 4.2486571E-001, 3.2214564E-001, 2.3644777E-001, 2.2335982E-001, 2.2514014E-001, 2.0980288E-001, 1.7102079E-001, 1.5508877E-001, 1.6674881E-001, 1.6801585E-001, 9.7333880E-002, 5.1293524E-002, 4.1063225E-002, 4.4441609E-002, 5.0572111E-002, 4.7612219E-002, 3.0623208E-002, 1.7934370E-002
 5.0002891E+000, 1.9885393E-001, 2.2535882E-001, 2.2015981E+004, 1.2336410E+000, 1.1528705E+000, 0.0000000E+000, 3.5230897E+001, 2.7245967E+001, 2.7682123E+001, 2.8190239E+001, 2.9148188E+001, 2.9164098E+001, 2.9967891E+001, 3.1216095E+001, 3.0734559E+001, 2.8969628E+001, 2.6553340E+001, 2.2857560E+001, 2.0779173E+001, 1.9121704E+001, 1.7610395E+001, 1.5994846E+001, 1.4906672E+001, 1.3650474E+001, 1.2130070E+001, 1.0967584E+001, 9.9179360E+000, 8.5870487E+000, 7.0876705E+000, 5.9078560E+000, 4.9191795E+000, 3.9970665E+000, 3.2341710E+000, 2.7099201E+000, 2.0759194E+000, 1.5404641E+000, 9.0250441E-001, 5.0733851E-001, 2.7590683E-001, 1.5792805E-001, 1.1706170E-001, 1.0401038E-001, 7.2983559E-002, 3.8383300E-002, 3.3965408E-002, 1.8794204E-002, 4.4590161E-003, 1.1187654E-003, 5.6970090E-004, 3.3223878E-004, 2.1651014E-004, 1.0323069E-004, 4.5273128E-005, 1.8930978E-005, 4.4688936E-006
 6.0002163E+000, 1.9705712E-001, 2.2217176E-001, 2.7130404E+004, 1.1916341E+000, 1.1705442E+000, 0.0000000E+000, 3.5245265E+001, 2.6614306E+001, 2.7464877E+001, 2.9408696E+001, 3.0367654E+001, 3.0127046E+001, 3.0752659E+001, 2.9878091E+001, 2.7473871E+001, 2.5757418E+001, 2.4760573E+001, 2.3458653E+001, 2.3553392E+001, 2.2375896E+001, 2.0572668E+001, 1.9108701E+001, 1.6653499E+001, 1.4714833E+001, 1.2831596E+001, 1.1046839E+001, 9.1660772E+000, 7.8588180E+000, 5.9596160E+000, 4.9069738E+000, 4.1378669E+000, 3.4010377E+000, 2.6516301E+000, 2.1398455E+000, 1.7767193E+000, 1.4434298E+000, 1.1014936E+000, 8.5583791E-001, 5.6121985E-001, 3.7100993E-001, 2.1500956E-001, 1.0088531E-001, 5.0022895E-002, 8.6653521E-003, 3.0083497E-003, 1.5561262E-003, 9.1698772E-004, 4.9336942E-004, 2.4368302E-004, 9.1159865E-005, 4.7671318E-005, 3.1587124E-005, 2.8380191E-005, 1.5125156E-005, 7.5571726E-006
 7.0000329E+000, 1.9526192E-001, 2.1898471E-001, 3.2066875E+004, 1.1859747E+000, 1.0636971E+000, 0.0000000E+000, 3.4810246E+001, 2.7122550E+001, 2.8295623E+001, 2.8970648E+001, 2.9684681E+001, 3.0716676E+001, 3.0877930E+001, 3.0885748E+001, 3.0846271E+001, 3.0033617E+001, 2.8551409E+001, 2.4998256E+001, 2.2432737E+001, 1.9768468E+001, 1.6801819E+001, 1.3669678E+001, 1.1234110E+001, 9.7779449E+000, 7.8541594E+000, 6.8014685E+000, 5.5254062E+000, 4.7180367E+000, 3.9474952E+000, 3.4256231E+000, 2.6052187E+000, 2.0097572E+000, 1.4851683E+000, 1.0455043E+000, 7.1361310E-001, 5.0482193E-001, 2.1646014E-001, 9.1637890E-002, 3.4016543E-002, 1.1477597E-002, 3.9485200E-003, 1.7523953E-003, 9.6759449E-004, 4.9903974E-004, 2.5869402E-004, 9.7693793E-005, 4.9761208E-005, 2.4622904E-005, 1.5908024E-005, 5.5854525E-006, 1.6013734E-006, 8.8052855E-008, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 8.0001996E+000, 1.9346437E-001, 2.1579765E-001, 3.7213433E+004, 1.1479578E+000, 1.1264450E+000, 0.0000000E+000, 3.4550916E+001, 2.6796347E+001, 2.7752081E+001, 2.9034868E+001, 2.9979522E+001, 2.9905036E+001, 2.8625112E+001, 2.6197666E+001, 2.5514754E+001, 2.6249758E+001, 2.7421584E+001, 2.7412301E+001, 2.6798687E+001, 2.4938095E+001, 2.2415803E+001, 2.0025449E+001, 1.7612014E+001, 1.5807715E+001, 1.3747672E+001, 1.2395666E+001, 1.1145829E+001, 1.0150266E+001, 9.6985276E+000, 9.0299402E+000, 7.9927076E+000, 7.0318492E+000, 5.8120063E+000, 4.6884253E+000, 3.3774864E+000, 2.8061171E+000, 2.2911795E+000, 1.8402209E+000, 1.2818024E+000, 8.7859625E-001, 7.5493854E-001, 6.2550181E-001, 4.8588714E-001, 3.2448495E-001, 2.5046861E-001, 1.7658791E-001, 1.3359152E-001, 9.9289998E-002, 7.8776023E-002, 7.5070818E-002, 7.5472108E-002, 6.4706595E-002, 4.9760003E-002, 3.0092020E-002, 1.3752251E-002
