s,mol/mol,kW/m2,kW/m2,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m
 9.0001612E+000, 2.0782285E-001, 1.2250007E+000, 1.2934257E+000, 3.2759682E+001, 2.1797135E+001, 1.7611299E+001, 1.6132598E+001, 1.6190247E+001, 1.6596385E+001, 1.6956410E+001, 1.6870815E+001, 1.7206516E+001, 1.6447766E+001, 1.5958321E+001, 1.5127759E+001, 1.3682332E+001, 1.3160171E+001, 1.2464344E+001, 1.1436964E+001, 1.0511226E+001, 1.0312720E+001, 9.7866006E+000, 8.8035858E+000, 7.4322023E+000, 6.3700909E+000, 5.8111110E+000, 5.3908395E+000, 5.1656390E+000, 4.6476237E+000, 3.8769208E+000, 3.0884605E+000, 2.5561979E+000, 2.0156583E+000, 1.3787589E+000, 9.9312088E-001, 6.9059393E-001, 5.1181374E-001, 3.6204018E-001, 2.2443926E-001, 1.3036258E-001, 1.0587503E-001, 1.0412186E-001, 7.5981361E-002, 6.9398115E-002, 5.8962390E-002, 4.1288714E-002, 2.6295846E-002, 2.3642692E-002, 3.2524719E-003, 8.0307730E-004, 4.4548527E-004, 2.9178971E-004, 1.8312034E-004
 1.0000122E+001, 2.0782285E-001, 1.2600967E+000, 1.3093589E+000, 3.2879999E+001, 2.2114926E+001, 1.7159630E+001, 1.5717091E+001, 1.5594114E+001, 1.5617636E+001, 1.5335596E+001, 1.5430229E+001, 1.5633115E+001, 1.5057780E+001, 1.4458810E+001, 1.3972211E+001, 1.2889229E+001, 1.2486052E+001, 1.2296791E+001, 1.2273641E+001, 1.2136760E+001, 1.1084467E+001, 9.9671607E+000, 9.1954277E+000, 7.8794326E+000, 6.1749411E+000, 4.9268977E+000, 3.9427151E+000, 3.4635588E+000, 3.1559001E+000, 2.5050977E+000, 1.7116497E+000, 1.2084853E+000, 8.7714535E-001, 7.2628055E-001, 5.5677342E-001, 4.0443304E-001, 2.6375832E-001, 2.0713124E-001, 1.8979959E-001, 1.2862518E-001, 6.1911220E-002, 3.0593247E-002, 4.8836043E-003, 1.5720839E-003, 8.7360931E-004, 6.6089352E-004, 5.0213721E-004, 3.9806956E-004, 3.1000120E-004, 2.5431986E-004, 2.0885245E-004, 1.7374868E-004, 1.3810403E-004
 1.1000075E+001, 2.0423043E-001, 1.2124960E+000, 1.2636416E+000, 3.3804766E+001, 2.2013338E+001, 1.7746264E+001, 1.6899583E+001, 1.5995468E+001, 1.4960077E+001, 1.5092014E+001, 1.4582140E+001, 1.3481870E+001, 1.2605918E+001, 1.1907964E+001, 1.1415593E+001, 1.0885178E+001, 1.0459747E+001, 1.0065306E+001, 9.9936655E+000, 1.0092787E+001, 9.7298465E+000, 8.6350196E+000, 7.1998597E+000, 6.1779798E+000, 5.6721849E+000, 5.0220440E+000, 3.9667727E+000, 3.3208411E+000, 2.9115225E+000, 2.5286497E+000, 2.1389944E+000, 1.8008297E+000, 1.4397053E+000, 1.2051340E+000, 1.0568500E+000, 7.1574463E-001, 5.8648627E-001, 6.2408274E-001, 6.6033762E-001, 6.2190627E-001, 5.5455976E-001, 5.5900829E-001, 4.8266802E-001, 3.9056791E-001, 2.8243463E-001, 1.8754615E-001, 1.0728889E-001, 4.5822357E-002, 1.0096132E-002, 4.7981692E-003, 3.7231671E-003, 5.3819569E-003, 2.2734048E-002
 1.2000277E+001, 2.0069090E-001, 1.2043873E+000, 1.2873205E+000, 3.1269938E+001, 2.0907596E+001, 1.7290604E+001, 1.6593502E+001, 1.6356771E+001, 1.5825724E+001, 1.5676821E+001, 1.5794590E+001, 1.6194918E+001, 1.6665043E+001, 1.6501875E+001, 1.6275394E+001, 1.5141742E+001, 1.4499704E+001, 1.4047811E+001, 1.3194433E+001, 1.2347990E+001, 1.1669822E+001, 1.0696396E+001, 9.6679872E+000, 9.0086760E+000, 7.7956728E+000, 6.7236845E+000, 6.0043597E+000, 5.1958543E+000, 4.4518433E+000, 3.7555384E+000, 3.2642233E+000, 2.9661620E+000, 2.4403948E+000, 1.9982218E+000, 1.6393238E+000, 1.1705227E+000, 9.2163125E-001, 6.2012431E-001, 3.7119494E-001, 2.1503358E-001, 1.5881939E-001, 1.2733450E-001, 1.1465578E-001, 7.2253876E-002, 3.2454878E-002, 1.4362167E-002, 5.5634905E-003, 2.4016135E-003, 8.1621488E-004, 4.9349274E-004, 3.8790082E-004, 2.9878781E-004, 2.5249666E-004
 1.3000047E+001, 1.9728281E-001, 1.1603319E+000, 1.2450111E+000, 3.1873841E+001, 2.1709604E+001, 1.6384817E+001, 1.5466620E+001, 1.5911404E+001, 1.7456515E+001, 1.8728392E+001, 1.7962172E+001, 1.6610611E+001, 1.6135588E+001, 1.6065788E+001, 1.6578073E+001, 1.6808778E+001, 1.6500780E+001, 1.5043456E+001, 1.4181554E+001, 1.2927739E+001, 1.2280201E+001, 1.1024398E+001, 1.0294190E+001, 9.4601171E+000, 8.0018757E+000, 6.7606775E+000, 5.6440283E+000, 4.7526021E+000, 3.8636071E+000, 3.1248709E+000, 2.5208798E+000, 2.1031504E+000, 1.8022386E+000, 1.5758194E+000, 1.5668572E+000, 1.4881591E+000, 1.4059483E+000, 1.1705883E+000, 1.0106962E+000, 7.6647759E-001, 4.3647925E-001, 2.4779545E-001, 1.2995612E-001, 5.9025647E-002, 2.4393569E-002, 6.4567414E-003, 1.5894222E-003, 1.0435088E-003, 7.3254335E-004, 5.4878547E-004, 4.2302687E-004, 3.2570575E-004, 2.1668190E-004
 1.4000093E+001, 1.9397864E-001, 1.1510374E+000, 1.2141240E+000, 3.1128283E+001, 2.0161762E+001, 1.8398703E+001, 1.7954023E+001, 1.8025616E+001, 1.8581167E+001, 1.8662308E+001, 1.8441395E+001, 1.7186920E+001, 1.6072878E+001, 1.5261358E+001, 1.5342426E+001, 1.4724916E+001, 1.3986574E+001, 1.3535785E+001, 1.3013249E+001, 1.1804954E+001, 1.0133792E+001, 8.9349356E+000, 8.6801044E+000, 8.2795135E+000, 7.3028417E+000, 6.3182441E+000, 5.2766268E+000, 4.4241050E+000, 3.6390829E+000, 3.1250629E+000, 2.4887714E+000, 1.7907956E+000, 1.2362316E+000, 8.5798751E-001, 7.0921288E-001, 4.6200519E-001, 2.7552073E-001, 1.6101869E-001, 1.0444595E-001, 6.4982603E-002, 4.6445778E-002, 3.7965450E-002, 4.0019711E-002, 4.5994401E-002, 5.6944431E-002, 5.4502996E-002, 3.2387736E-002, 2.5751427E-002, 2.1760480E-002, 1.8642253E-002, 1.2270084E-002, 7.5420674E-003, 4.7721363E-003
 1.5000217E+001, 1.9079192E-001, 1.1267709E+000, 1.1768594E+000, 3.0948108E+001, 2.1741764E+001, 1.6351218E+001, 1.4612302E+001, 1.3841682E+001, 1.3398944E+001, 1.3448980E+001, 1.3712724E+001, 1.3622382E+001, 1.3146857E+001, 1.2766024E+001, 1.2735428E+001, 1.1942534E+001, 1.1088927E+001, 1.0811265E+001, 1.0173306E+001, 9.7161922E+000, 9.3290720E+000, 8.6258117E+000, 7.8901859E+000, 7.5765972E+000, 7.1104821E+000, 7.0649098E+000, 6.5069754E+000, 5.7920285E+000, 4.7806388E+000, 4.0763809E+000, 3.2293971E+000, 2.7102073E+000, 2.4982095E+000, 2.4114001E+000, 2.4864679E+000, 2.3357510E+000, 2.2980048E+000, 2.2704748E+000, 2.3729622E+000, 2.2135044E+000, 2.0691845E+000, 1.8815964E+000, 1.6343174E+000, 1.3938529E+000, 1.1803419E+000, 1.0006637E+000, 8.3653479E-001, 7.0353226E-001, 5.3134635E-001, 3.8684379E-001, 2.8478801E-001, 1.8093984E-001, 1.0202248E-001
 1.6000032E+001, 1.8770060E-001, 1.1133066E+000, 1.1735035E+000, 3.1161922E+001, 2.0090839E+001, 1.6434606E+001, 1.5571594E+001, 1.5471193E+001, 1.5441943E+001, 1.5132141E+001, 1.4407920E+001, 1.3425054E+001, 1.3307213E+001, 1.3855641E+001, 1.3393305E+001, 1.2908656E+001, 1.2510199E+001, 1.2037244E+001, 1.1943766E+001, 1.1920193E+001, 1.1475612E+001, 1.1062231E+001, 1.0622646E+001, 9.5884525E+000, 8.7918028E+000, 8.3508117E+000, 7.6231874E+000, 7.3706811E+000, 6.7405368E+000, 5.9586150E+000, 5.0815044E+000, 4.4714900E+000, 3.9259502E+000, 3.1871747E+000, 2.5656233E+000, 2.1070514E+000, 1.7266247E+000, 1.2977402E+000, 1.0646706E+000, 8.8507485E-001, 7.9664727E-001, 6.8416646E-001, 5.4864422E-001, 4.3135994E-001, 3.2186809E-001, 2.5429256E-001, 1.7734821E-001, 1.2977954E-001, 1.1908068E-001, 9.5763027E-002, 9.3972584E-002, 6.9706252E-002, 5.0148568E-002
 1.7000093E+001, 1.8471524E-001, 1.0930974E+000, 1.1520498E+000, 3.0842750E+001, 1.9645356E+001, 1.5853207E+001, 1.5835668E+001, 1.6149110E+001, 1.6719017E+001, 1.6193246E+001, 1.6137899E+001, 1.6265478E+001, 1.6097185E+001, 1.5279801E+001, 1.4324514E+001, 1.3815901E+001, 1.2739138E+001, 1.1910185E+001, 1.1534677E+001, 1.1994961E+001, 1.2088495E+001, 1.1197087E+001, 1.0014465E+001, 9.4827891E+000, 8.6461341E+000, 7.5394629E+000, 6.2811870E+000, 5.6276162E+000, 4.6428869E+000, 3.9632737E+000, 3.4019757E+000, 2.9630695E+000, 2.6500405E+000, 2.3773571E+000, 2.2221369E+000, 1.9224146E+000, 1.5828600E+000, 1.3182913E+000, 1.0919882E+000, 8.6439522E-001, 6.5960979E-001, 4.5506383E-001, 2.8174130E-001, 1.9474620E-001, 1.1538590E-001, 6.7254265E-002, 4.2460545E-002, 3.0225446E-002, 2.4414022E-002, 2.3074480E-002, 2.4799644E-002, 2.9336606E-002, 4.4247794E-002
 1.8000134E+001, 1.8181610E-001, 1.0590639E+000, 1.1219396E+000, 2.9956055E+001, 2.0217822E+001, 1.6380346E+001, 1.4779180E+001, 1.4154890E+001, 1.4431478E+001, 1.4649125E+001, 1.4373047E+001, 1.3671247E+001, 1.3060954E+001, 1.2892908E+001, 1.2521045E+001, 1.2507953E+001, 1.2569820E+001, 1.2679149E+001, 1.2047088E+001, 1.1673347E+001, 1.1334562E+001, 1.1045458E+001, 1.0281334E+001, 9.0365148E+000, 8.1067639E+000, 7.6608541E+000, 7.0436641E+000, 6.1261566E+000, 5.5883937E+000, 5.2337994E+000, 4.9890362E+000, 4.6285541E+000, 4.0509102E+000, 3.0168866E+000, 2.1752573E+000, 1.4683363E+000, 9.8510064E-001, 6.3131579E-001, 4.6132189E-001, 3.6204323E-001, 2.9638937E-001, 2.5825833E-001, 2.5172391E-001, 2.6743517E-001, 2.1252475E-001, 1.3765852E-001, 1.2168755E-001, 9.6498876E-002, 5.4009211E-002, 2.5155112E-002, 1.0317654E-002, 9.2071054E-003, 5.1398481E-003
 1.9000045E+001, 1.7901382E-001, 1.0467723E+000, 1.0911722E+000, 2.9841830E+001, 1.9035944E+001, 1.6064741E+001, 1.5921357E+001, 1.5638560E+001, 1.4609868E+001, 1.4679368E+001, 1.5564858E+001, 1.6181453E+001, 1.5589707E+001, 1.5048457E+001, 1.4545592E+001, 1.3696199E+001, 1.2620998E+001, 1.1286965E+001, 1.0532455E+001, 9.6426835E+000, 8.8538434E+000, 8.1305403E+000, 7.3973254E+000, 7.0698361E+000, 6.1375955E+000, 5.2618724E+000, 4.5813640E+000, 4.2007424E+000, 3.9052999E+000, 3.6503517E+000, 3.2337701E+000, 3.0551910E+000, 2.7518933E+000, 2.3769088E+000, 2.0208715E+000, 1.7229355E+000, 1.5466419E+000, 1.2470065E+000, 8.0814274E-001, 4.9641907E-001, 3.2188466E-001, 1.9700180E-001, 1.0283776E-001, 5.4448544E-002, 2.6407768E-002, 5.8599179E-003, 1.0109918E-003, 6.8218683E-004, 4.7115669E-004, 3.3981353E-004, 2.2833283E-004, 1.5052188E-004, 1.0147362E-004
 2.0000279E+001, 1.7840582E-001, 9.8882861E-001, 1.0379471E+000, 2.7165074E+001, 1.9808858E+001, 1.5345857E+001, 1.4322175E+001, 1.4193432E+001, 1.4129796E+001, 1.3999771E+001, 1.3787904E+001, 1.3535577E+001, 1.2768215E+001, 1.2318976E+001, 1.2093430E+001, 1.1855543E+001, 1.1703761E+001, 1.0879502E+001, 1.0215977E+001, 9.8692453E+000, 9.0311378E+000, 8.1717630E+000, 7.7133528E+000, 7.4991189E+000, 7.0190364E+000, 6.7005152E+000, 6.2750148E+000, 5.7612188E+000, 5.3544096E+000, 4.6972589E+000, 3.9815072E+000, 3.6640931E+000, 3.6226711E+000, 3.3717232E+000, 3.3214513E+000, 3.0678990E+000, 2.6808533E+000, 2.3853314E+000, 2.1070283E+000, 1.7104144E+000, 1.3610391E+000, 1.0909727E+000, 8.3879843E-001, 6.5430527E-001, 5.0329741E-001, 4.1800141E-001, 3.4101314E-001, 2.9336868E-001, 2.8525031E-001, 2.5413348E-001, 1.9602265E-001, 9.7556770E-002, 4.8051179E-002
 2.1000311E+001, 1.7838935E-001, 1.0059107E+000, 1.0735147E+000, 2.8242690E+001, 1.9685174E+001, 1.5748245E+001, 1.4120657E+001, 1.4262853E+001, 1.4421797E+001, 1.4366961E+001, 1.4649643E+001, 1.4433840E+001, 1.4030280E+001, 1.3808421E+001, 1.3344894E+001, 1.2246049E+001, 1.1639888E+001, 1.0754152E+001, 1.0230843E+001, 9.9365943E+000, 1.0045448E+001, 9.7935807E+000, 9.3102218E+000, 8.4912067E+000, 7.7866320E+000, 7.1622103E+000, 6.4712150E+000, 5.5882973E+000, 4.9552771E+000, 4.5420925E+000, 3.9505996E+000, 3.3646958E+000, 2.6672359E+000, 2.0709444E+000, 1.7553241E+000, 1.5968895E+000, 1.4125682E+000, 1.2251779E+000, 9.0007385E-001, 6.7813306E-001, 5.7851309E-001, 4.6117303E-001, 3.9205098E-001, 3.5956802E-001, 2.4263188E-001, 1.2794541E-001, 3.7964340E-002, 1.1844596E-002, 1.2411981E-002, 8.1606186E-003, 4.6429548E-003, 3.5820374E-003, 2.6075427E-003
 2.2000308E+001, 1.7837284E-001, 9.9478401E-001, 1.0478775E+000, 2.8029981E+001, 2.0340536E+001, 1.5540273E+001, 1.5296223E+001, 1.5624949E+001, 1.5539033E+001, 1.5585792E+001, 1.5550894E+001, 1.6200132E+001, 1.6878057E+001, 1.6379540E+001, 1.5931716E+001, 1.5375938E+001, 1.5368833E+001, 1.4906157E+001, 1.4096693E+001, 1.3166336E+001, 1.2166774E+001, 1.0882556E+001, 9.7515431E+000, 8.3840073E+000, 6.7297363E+000, 5.5475934E+000, 4.5939581E+000, 3.8831886E+000, 3.1353301E+000, 2.7971422E+000, 2.4721227E+000, 2.3638618E+000, 2.3428869E+000, 2.3121411E+000, 2.2874276E+000, 2.2090380E+000, 2.0389106E+000, 2.0004377E+000, 1.8294536E+000, 1.6899911E+000, 1.5859143E+000, 1.2968592E+000, 9.9050718E-001, 8.1984387E-001, 6.2321415E-001, 4.7061607E-001, 3.6073966E-001, 2.7132892E-001, 1.9162557E-001, 1.5427388E-001, 1.0012145E-001, 7.1917725E-002, 5.4002852E-002
 2.3000191E+001, 1.7835637E-001, 1.0002620E+000, 1.0692833E+000, 2.9014255E+001, 1.8950258E+001, 1.6048398E+001, 1.5424668E+001, 1.5428103E+001, 1.5488108E+001, 1.5783222E+001, 1.6126522E+001, 1.5227149E+001, 1.5256503E+001, 1.6175715E+001, 1.6518398E+001, 1.6961876E+001, 1.7126293E+001, 1.6725863E+001, 1.5981480E+001, 1.4760553E+001, 1.3712804E+001, 1.2639807E+001, 1.1755700E+001, 1.1121299E+001, 1.0790661E+001, 1.0482209E+001, 9.8414366E+000, 9.2725783E+000, 8.6659148E+000, 7.7271489E+000, 6.6684384E+000, 6.0985571E+000, 5.6876949E+000, 5.0212384E+000, 4.5613485E+000, 4.2506269E+000, 4.0736913E+000, 3.7660365E+000, 3.2459124E+000, 2.5663002E+000, 2.1143551E+000, 1.7701294E+000, 1.3415001E+000, 1.0515183E+000, 8.3518227E-001, 7.1522206E-001, 6.3065001E-001, 5.3544741E-001, 3.7139240E-001, 2.6242258E-001, 2.2514350E-001, 2.3191140E-001, 2.7993316E-001
