s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.4946460E-011, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.4946460E-011, 0.0000000E+000, 0.0000000E+000
 1.0003043E+000, 1.6304403E+001,-5.4257248E+000, 1.7126296E-001,-4.4384621E-002, 4.4469292E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0804565E+001, 1.1005601E+001, 4.7152100E-004, 3.1234727E-002
 2.0013692E+000, 3.7164709E+001,-1.1987227E+001,-1.2317755E+001, 6.0348404E-002, 4.3021418E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2855379E+001, 1.2920118E+001, 9.6195515E-004, 6.4008934E-002
 3.0010748E+000, 4.6443877E+001,-1.4680515E+001,-3.0079039E+001, 1.1866949E-001, 3.3165435E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8206611E+000, 1.8030256E+000, 1.0621553E-003, 7.1191263E-002
 4.0012774E+000, 5.0148186E+001,-1.5676101E+001,-3.3946831E+001, 1.0732890E-001, 3.3928490E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.4315992E-001, 6.3261641E-001, 1.0766994E-003, 7.2764180E-002
 5.0003219E+000, 4.8619266E+001,-1.5023129E+001,-3.4414956E+001, 9.6091488E-002, 3.3829105E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.4592612E-001,-7.2269428E-001, 1.0786882E-003, 7.3524391E-002
 6.0003157E+000, 4.9258702E+001,-1.5058698E+001,-3.3019104E+001, 9.3776854E-002, 3.1875680E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1139084E+000, 1.2747095E+000, 1.0789577E-003, 7.4183033E-002
 7.0000672E+000, 4.9705205E+001,-1.5008221E+001,-3.3133320E+001, 9.1215445E-002, 3.3440086E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5938599E+000, 1.6549126E+000, 1.0789943E-003, 7.4838385E-002
 8.0001917E+000, 4.9041663E+001,-1.4631180E+001,-3.5761078E+001, 7.3487699E-002, 3.2716112E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.3549518E+000,-1.2770745E+000, 1.0789992E-003, 7.5503721E-002
 9.0008850E+000, 4.9062493E+001,-1.4467368E+001,-3.5423388E+001, 9.1451486E-002, 3.2945462E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.3015571E-001,-7.3677835E-001, 1.0789999E-003, 7.6181639E-002
 1.0000957E+001, 4.9043554E+001,-1.4314956E+001,-3.4779341E+001, 7.3936393E-002, 3.2860258E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0996312E-003, 2.3226422E-002, 1.0790000E-003, 7.6872152E-002
 1.1000229E+001, 4.9812382E+001,-1.4371917E+001,-3.5210479E+001, 6.9714931E-002, 3.2547978E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7063226E-001, 2.9973348E-001, 1.0790000E-003, 7.7575470E-002
 1.2000618E+001, 4.8829404E+001,-1.3927330E+001,-3.3327022E+001, 6.8458832E-002, 3.3344185E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5301583E+000, 1.6435449E+000, 1.0790000E-003, 7.8292302E-002
 1.3000378E+001, 4.9556641E+001,-1.3890443E+001,-3.8194239E+001, 3.7916026E-002, 3.2832201E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.4068630E+000,-2.4900921E+000, 1.0790000E-003, 7.9023096E-002
 1.4000722E+001, 4.9440204E+001,-1.3666819E+001,-3.4084651E+001, 7.7156103E-002, 3.3183534E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5908848E+000, 1.7659238E+000, 1.0790000E-003, 7.9768356E-002
 1.5000175E+001, 4.9045395E+001,-1.3423459E+001,-3.5477660E+001, 9.4883883E-002, 3.2739445E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5345111E-001, 2.3919211E-001, 1.0790000E-003, 8.0528122E-002
 1.6000071E+001, 4.9168319E+001,-1.3219239E+001,-3.6011059E+001, 1.1170166E-001, 3.2489561E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7454498E-002, 4.9755509E-002, 1.0790000E-003, 8.1302919E-002
 1.7000822E+001, 4.9081552E+001,-1.3041767E+001,-3.7166352E+001, 9.4350930E-002, 3.2821870E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1444595E+000,-1.0321829E+000, 1.0790000E-003, 8.2093905E-002
 1.8000994E+001, 4.9377810E+001,-1.2959011E+001,-3.7078144E+001, 6.9806258E-002, 3.2265214E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.7087012E-001,-5.8950631E-001, 1.0790000E-003, 8.2901061E-002
 1.9000786E+001, 4.9508309E+001,-1.2820764E+001,-3.5400861E+001, 7.6206064E-002, 3.2038803E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4712319E+000, 1.3629223E+000, 1.0790000E-003, 8.3724497E-002
 2.0000103E+001, 4.8702014E+001,-1.2396937E+001,-3.7394717E+001, 7.5934925E-002, 3.2059659E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0795726E+000,-1.0136737E+000, 1.0790000E-003, 8.4564624E-002
