m,m/s,C
z,u,T
 2.0000000E-001, 4.1272179E+000, 3.7414625E+001
 7.2203390E-001, 5.0265951E+000, 3.6178123E+001
 1.2440678E+000, 5.2033960E+000, 3.5758072E+001
 1.7661017E+000, 5.3687102E+000, 3.5460465E+001
 2.2881356E+000, 5.4534983E+000, 3.5261556E+001
 2.8101695E+000, 5.5179476E+000, 3.5132984E+001
 3.3322034E+000, 5.6035966E+000, 3.5031190E+001
 3.8542373E+000, 5.6791817E+000, 3.4947577E+001
 4.3762712E+000, 5.7285813E+000, 3.4866001E+001
 4.8983051E+000, 5.7795766E+000, 3.4783566E+001
 5.4203390E+000, 5.7795766E+000, 3.4783566E+001
 5.9423729E+000, 5.8407874E+000, 3.4692610E+001
 6.4644068E+000, 5.8846834E+000, 3.4613001E+001
 6.9864407E+000, 5.8846834E+000, 3.4613001E+001
 7.5084746E+000, 5.9181168E+000, 3.4556951E+001
 8.0305085E+000, 5.9181168E+000, 3.4556951E+001
 8.5525424E+000, 5.9592899E+000, 3.4514769E+001
 9.0745763E+000, 5.9871769E+000, 3.4472507E+001
 9.5966102E+000, 5.9871769E+000, 3.4472507E+001
 1.0118644E+001, 5.9940052E+000, 3.4424134E+001
 1.0640678E+001, 5.9940052E+000, 3.4424134E+001
 1.1162712E+001, 5.9960619E+000, 3.4382480E+001
 1.1684746E+001, 5.9960619E+000, 3.4382480E+001
 1.2206780E+001, 6.0292682E+000, 3.4339446E+001
 1.2728814E+001, 6.0292682E+000, 3.4339446E+001
 1.3250847E+001, 6.0726054E+000, 3.4311188E+001
 1.3772881E+001, 6.0726054E+000, 3.4311188E+001
 1.4294915E+001, 6.0726054E+000, 3.4311188E+001
 1.4816949E+001, 6.1036200E+000, 3.4287140E+001
 1.5338983E+001, 6.1036200E+000, 3.4287140E+001
 1.5861017E+001, 6.1010504E+000, 3.4251092E+001
 1.6383051E+001, 6.1010504E+000, 3.4251092E+001
 1.6905085E+001, 6.1409952E+000, 3.4200402E+001
 1.7427119E+001, 6.1409952E+000, 3.4200402E+001
 1.7949153E+001, 6.1409952E+000, 3.4200402E+001
 1.8471186E+001, 6.1947447E+000, 3.4157593E+001
 1.8993220E+001, 6.1947447E+000, 3.4157593E+001
 1.9515254E+001, 6.2344401E+000, 3.4128073E+001
 2.0037288E+001, 6.2344401E+000, 3.4128073E+001
 2.0559322E+001, 6.2344401E+000, 3.4128073E+001
 2.1081356E+001, 6.2369558E+000, 3.4091427E+001
 2.1603390E+001, 6.2369558E+000, 3.4091427E+001
 2.2125424E+001, 6.2369558E+000, 3.4091427E+001
 2.2647458E+001, 6.2518458E+000, 3.4043299E+001
 2.3169492E+001, 6.2518458E+000, 3.4043299E+001
 2.3691525E+001, 6.2518458E+000, 3.4043299E+001
 2.4213559E+001, 6.2679456E+000, 3.3988253E+001
 2.4735593E+001, 6.2679456E+000, 3.3988253E+001
 2.5257627E+001, 6.2679456E+000, 3.3988253E+001
 2.5779661E+001, 6.2823535E+000, 3.3929498E+001
 2.6301695E+001, 6.2823535E+000, 3.3929498E+001
 2.6823729E+001, 6.2823535E+000, 3.3929498E+001
 2.7345763E+001, 6.3021331E+000, 3.3873324E+001
 2.7867797E+001, 6.3021331E+000, 3.3873324E+001
 2.8389831E+001, 6.3021331E+000, 3.3873324E+001
 2.8911864E+001, 6.3402226E+000, 3.3825649E+001
 2.9433898E+001, 6.3402226E+000, 3.3825649E+001
 2.9955932E+001, 6.3402226E+000, 3.3825649E+001
 3.0477966E+001, 6.4258086E+000, 3.3779244E+001
 3.1000000E+001, 6.4258086E+000, 3.3779244E+001
