m,m/s,C
z,u,T
 2.0000000E-001, 6.2243300E-001, 3.2572289E+001
 7.2203390E-001, 1.1522277E+000, 3.2953123E+001
 1.2440678E+000, 1.2987374E+000, 3.3058204E+001
 1.7661017E+000, 1.4261192E+000, 3.3146312E+001
 2.2881356E+000, 1.5316533E+000, 3.3211707E+001
 2.8101695E+000, 1.6076100E+000, 3.3277775E+001
 3.3322034E+000, 1.6570713E+000, 3.3338529E+001
 3.8542373E+000, 1.7532994E+000, 3.3405637E+001
 4.3762712E+000, 1.8528513E+000, 3.3473268E+001
 4.8983051E+000, 1.9413286E+000, 3.3534075E+001
 5.4203390E+000, 1.9413286E+000, 3.3534075E+001
 5.9423729E+000, 2.0478014E+000, 3.3604820E+001
 6.4644068E+000, 2.1673060E+000, 3.3695142E+001
 6.9864407E+000, 2.1673060E+000, 3.3695142E+001
 7.5084746E+000, 2.2773751E+000, 3.3787904E+001
 8.0305085E+000, 2.2773751E+000, 3.3787904E+001
 8.5525424E+000, 2.4317789E+000, 3.3890570E+001
 9.0745763E+000, 2.5999129E+000, 3.4000182E+001
 9.5966102E+000, 2.5999129E+000, 3.4000182E+001
 1.0118644E+001, 2.7502941E+000, 3.4129847E+001
 1.0640678E+001, 2.7502941E+000, 3.4129847E+001
 1.1162712E+001, 2.9117277E+000, 3.4269486E+001
 1.1684746E+001, 2.9117277E+000, 3.4269486E+001
 1.2206780E+001, 3.0921377E+000, 3.4413237E+001
 1.2728814E+001, 3.0921377E+000, 3.4413237E+001
 1.3250847E+001, 3.2754191E+000, 3.4564893E+001
 1.3772881E+001, 3.2754191E+000, 3.4564893E+001
 1.4294915E+001, 3.2754191E+000, 3.4564893E+001
 1.4816949E+001, 3.4524239E+000, 3.4737157E+001
 1.5338983E+001, 3.4524239E+000, 3.4737157E+001
 1.5861017E+001, 3.5950927E+000, 3.4903027E+001
 1.6383051E+001, 3.5950927E+000, 3.4903027E+001
 1.6905085E+001, 3.7968792E+000, 3.5093143E+001
 1.7427119E+001, 3.7968792E+000, 3.5093143E+001
 1.7949153E+001, 3.7968792E+000, 3.5093143E+001
 1.8471186E+001, 4.0216536E+000, 3.5308099E+001
 1.8993220E+001, 4.0216536E+000, 3.5308099E+001
 1.9515254E+001, 4.2518631E+000, 3.5546483E+001
 2.0037288E+001, 4.2518631E+000, 3.5546483E+001
 2.0559322E+001, 4.2518631E+000, 3.5546483E+001
 2.1081356E+001, 4.4518720E+000, 3.5783909E+001
 2.1603390E+001, 4.4518720E+000, 3.5783909E+001
 2.2125424E+001, 4.4518720E+000, 3.5783909E+001
 2.2647458E+001, 4.6840432E+000, 3.6041776E+001
 2.3169492E+001, 4.6840432E+000, 3.6041776E+001
 2.3691525E+001, 4.6840432E+000, 3.6041776E+001
 2.4213559E+001, 4.8988418E+000, 3.6305432E+001
 2.4735593E+001, 4.8988418E+000, 3.6305432E+001
 2.5257627E+001, 4.8988418E+000, 3.6305432E+001
 2.5779661E+001, 5.1277725E+000, 3.6557668E+001
 2.6301695E+001, 5.1277725E+000, 3.6557668E+001
 2.6823729E+001, 5.1277725E+000, 3.6557668E+001
 2.7345763E+001, 5.4232537E+000, 3.6776081E+001
 2.7867797E+001, 5.4232537E+000, 3.6776081E+001
 2.8389831E+001, 5.4232537E+000, 3.6776081E+001
 2.8911864E+001, 5.6926557E+000, 3.6948122E+001
 2.9433898E+001, 5.6926557E+000, 3.6948122E+001
 2.9955932E+001, 5.6926557E+000, 3.6948122E+001
 3.0477966E+001, 6.0605112E+000, 3.7112081E+001
 3.1000000E+001, 6.0605112E+000, 3.7112081E+001
