m,m/s,C
z,u,T
 2.0000000E-001, 2.4605239E+000, 2.9943461E+001
 7.2203390E-001, 4.1340217E+000, 3.0705046E+001
 1.2440678E+000, 4.5050031E+000, 3.0890732E+001
 1.7661017E+000, 4.7766863E+000, 3.1029612E+001
 2.2881356E+000, 4.9963286E+000, 3.1148136E+001
 2.8101695E+000, 5.1871906E+000, 3.1249975E+001
 3.3322034E+000, 5.3780109E+000, 3.1343070E+001
 3.8542373E+000, 5.5858544E+000, 3.1429678E+001
 4.3762712E+000, 5.7582984E+000, 3.1513610E+001
 4.8983051E+000, 5.9130489E+000, 3.1593164E+001
 5.4203390E+000, 5.9130489E+000, 3.1593164E+001
 5.9423729E+000, 6.0565949E+000, 3.1668535E+001
 6.4644068E+000, 6.2200056E+000, 3.1741594E+001
 6.9864407E+000, 6.2200056E+000, 3.1741594E+001
 7.5084746E+000, 6.3641827E+000, 3.1808285E+001
 8.0305085E+000, 6.3641827E+000, 3.1808285E+001
 8.5525424E+000, 6.5230982E+000, 3.1871825E+001
 9.0745763E+000, 6.6692862E+000, 3.1930327E+001
 9.5966102E+000, 6.6692862E+000, 3.1930327E+001
 1.0118644E+001, 6.8277510E+000, 3.1996531E+001
 1.0640678E+001, 6.8277510E+000, 3.1996531E+001
 1.1162712E+001, 7.0400967E+000, 3.2060112E+001
 1.1684746E+001, 7.0400967E+000, 3.2060112E+001
 1.2206780E+001, 7.2300316E+000, 3.2125050E+001
 1.2728814E+001, 7.2300316E+000, 3.2125050E+001
 1.3250847E+001, 7.4211555E+000, 3.2195231E+001
 1.3772881E+001, 7.4211555E+000, 3.2195231E+001
 1.4294915E+001, 7.4211555E+000, 3.2195231E+001
 1.4816949E+001, 7.5925405E+000, 3.2265691E+001
 1.5338983E+001, 7.5925405E+000, 3.2265691E+001
 1.5861017E+001, 7.7887333E+000, 3.2334061E+001
 1.6383051E+001, 7.7887333E+000, 3.2334061E+001
 1.6905085E+001, 7.9817740E+000, 3.2405817E+001
 1.7427119E+001, 7.9817740E+000, 3.2405817E+001
 1.7949153E+001, 7.9817740E+000, 3.2405817E+001
 1.8471186E+001, 8.1559792E+000, 3.2473839E+001
 1.8993220E+001, 8.1559792E+000, 3.2473839E+001
 1.9515254E+001, 8.3156164E+000, 3.2538286E+001
 2.0037288E+001, 8.3156164E+000, 3.2538286E+001
 2.0559322E+001, 8.3156164E+000, 3.2538286E+001
 2.1081356E+001, 8.5085004E+000, 3.2607987E+001
 2.1603390E+001, 8.5085004E+000, 3.2607987E+001
 2.2125424E+001, 8.5085004E+000, 3.2607987E+001
 2.2647458E+001, 8.7296582E+000, 3.2676829E+001
 2.3169492E+001, 8.7296582E+000, 3.2676829E+001
 2.3691525E+001, 8.7296582E+000, 3.2676829E+001
 2.4213559E+001, 8.8788355E+000, 3.2741070E+001
 2.4735593E+001, 8.8788355E+000, 3.2741070E+001
 2.5257627E+001, 8.8788355E+000, 3.2741070E+001
 2.5779661E+001, 9.0404053E+000, 3.2793148E+001
 2.6301695E+001, 9.0404053E+000, 3.2793148E+001
 2.6823729E+001, 9.0404053E+000, 3.2793148E+001
 2.7345763E+001, 9.1862038E+000, 3.2835507E+001
 2.7867797E+001, 9.1862038E+000, 3.2835507E+001
 2.8389831E+001, 9.1862038E+000, 3.2835507E+001
 2.8911864E+001, 9.3779386E+000, 3.2871314E+001
 2.9433898E+001, 9.3779386E+000, 3.2871314E+001
 2.9955932E+001, 9.3779386E+000, 3.2871314E+001
 3.0477966E+001, 9.6065453E+000, 3.2898941E+001
 3.1000000E+001, 9.6065453E+000, 3.2898941E+001
