m,m/s,C
z,u,T
 2.0000000E-001, 4.0993522E+000, 3.5660939E+001
 7.2203390E-001, 5.1382221E+000, 3.5539739E+001
 1.2440678E+000, 5.3715039E+000, 3.5485017E+001
 1.7661017E+000, 5.5301277E+000, 3.5445950E+001
 2.2881356E+000, 5.6644010E+000, 3.5416162E+001
 2.8101695E+000, 5.7902468E+000, 3.5389704E+001
 3.3322034E+000, 5.8894528E+000, 3.5364996E+001
 3.8542373E+000, 5.9793567E+000, 3.5342932E+001
 4.3762712E+000, 6.0569165E+000, 3.5324081E+001
 4.8983051E+000, 6.1341816E+000, 3.5307572E+001
 5.4203390E+000, 6.1341816E+000, 3.5307572E+001
 5.9423729E+000, 6.2173458E+000, 3.5291586E+001
 6.4644068E+000, 6.2739115E+000, 3.5277501E+001
 6.9864407E+000, 6.2739115E+000, 3.5277501E+001
 7.5084746E+000, 6.3128817E+000, 3.5264292E+001
 8.0305085E+000, 6.3128817E+000, 3.5264292E+001
 8.5525424E+000, 6.3608975E+000, 3.5252215E+001
 9.0745763E+000, 6.4142249E+000, 3.5241334E+001
 9.5966102E+000, 6.4142249E+000, 3.5241334E+001
 1.0118644E+001, 6.4765101E+000, 3.5231614E+001
 1.0640678E+001, 6.4765101E+000, 3.5231614E+001
 1.1162712E+001, 6.5320793E+000, 3.5222956E+001
 1.1684746E+001, 6.5320793E+000, 3.5222956E+001
 1.2206780E+001, 6.5658284E+000, 3.5215384E+001
 1.2728814E+001, 6.5658284E+000, 3.5215384E+001
 1.3250847E+001, 6.5902996E+000, 3.5208864E+001
 1.3772881E+001, 6.5902996E+000, 3.5208864E+001
 1.4294915E+001, 6.5902996E+000, 3.5208864E+001
 1.4816949E+001, 6.6231426E+000, 3.5203822E+001
 1.5338983E+001, 6.6231426E+000, 3.5203822E+001
 1.5861017E+001, 6.6775397E+000, 3.5200068E+001
 1.6383051E+001, 6.6775397E+000, 3.5200068E+001
 1.6905085E+001, 6.7441757E+000, 3.5197141E+001
 1.7427119E+001, 6.7441757E+000, 3.5197141E+001
 1.7949153E+001, 6.7441757E+000, 3.5197141E+001
 1.8471186E+001, 6.7887023E+000, 3.5194666E+001
 1.8993220E+001, 6.7887023E+000, 3.5194666E+001
 1.9515254E+001, 6.8338572E+000, 3.5191890E+001
 2.0037288E+001, 6.8338572E+000, 3.5191890E+001
 2.0559322E+001, 6.8338572E+000, 3.5191890E+001
 2.1081356E+001, 6.8850063E+000, 3.5189094E+001
 2.1603390E+001, 6.8850063E+000, 3.5189094E+001
 2.2125424E+001, 6.8850063E+000, 3.5189094E+001
 2.2647458E+001, 6.9341679E+000, 3.5185788E+001
 2.3169492E+001, 6.9341679E+000, 3.5185788E+001
 2.3691525E+001, 6.9341679E+000, 3.5185788E+001
 2.4213559E+001, 6.9697590E+000, 3.5180804E+001
 2.4735593E+001, 6.9697590E+000, 3.5180804E+001
 2.5257627E+001, 6.9697590E+000, 3.5180804E+001
 2.5779661E+001, 6.9901512E+000, 3.5175138E+001
 2.6301695E+001, 6.9901512E+000, 3.5175138E+001
 2.6823729E+001, 6.9901512E+000, 3.5175138E+001
 2.7345763E+001, 6.9756847E+000, 3.5166818E+001
 2.7867797E+001, 6.9756847E+000, 3.5166818E+001
 2.8389831E+001, 6.9756847E+000, 3.5166818E+001
 2.8911864E+001, 7.0469234E+000, 3.5158247E+001
 2.9433898E+001, 7.0469234E+000, 3.5158247E+001
 2.9955932E+001, 7.0469234E+000, 3.5158247E+001
 3.0477966E+001, 7.1828209E+000, 3.5149377E+001
 3.1000000E+001, 7.1828209E+000, 3.5149377E+001
