m,m/s,C
z,u,T
 2.0000000E-001, 4.9185536E+000, 4.2842863E+001
 7.2203390E-001, 6.0697763E+000, 4.0660352E+001
 1.2440678E+000, 6.3059817E+000, 3.9951605E+001
 1.7661017E+000, 6.4782791E+000, 3.9510466E+001
 2.2881356E+000, 6.6134793E+000, 3.9199689E+001
 2.8101695E+000, 6.7115670E+000, 3.8977028E+001
 3.3322034E+000, 6.7911008E+000, 3.8798820E+001
 3.8542373E+000, 6.8546703E+000, 3.8657991E+001
 4.3762712E+000, 6.9146306E+000, 3.8543116E+001
 4.8983051E+000, 6.9731484E+000, 3.8431119E+001
 5.4203390E+000, 6.9731484E+000, 3.8431119E+001
 5.9423729E+000, 7.0104793E+000, 3.8355885E+001
 6.4644068E+000, 7.0460160E+000, 3.8292905E+001
 6.9864407E+000, 7.0460160E+000, 3.8292905E+001
 7.5084746E+000, 7.0873430E+000, 3.8233822E+001
 8.0305085E+000, 7.0873430E+000, 3.8233822E+001
 8.5525424E+000, 7.1157624E+000, 3.8190491E+001
 9.0745763E+000, 7.1243979E+000, 3.8143143E+001
 9.5966102E+000, 7.1243979E+000, 3.8143143E+001
 1.0118644E+001, 7.1626236E+000, 3.8109898E+001
 1.0640678E+001, 7.1626236E+000, 3.8109898E+001
 1.1162712E+001, 7.2018147E+000, 3.8070486E+001
 1.1684746E+001, 7.2018147E+000, 3.8070486E+001
 1.2206780E+001, 7.2319416E+000, 3.8031602E+001
 1.2728814E+001, 7.2319416E+000, 3.8031602E+001
 1.3250847E+001, 7.2583397E+000, 3.7987924E+001
 1.3772881E+001, 7.2583397E+000, 3.7987924E+001
 1.4294915E+001, 7.2583397E+000, 3.7987924E+001
 1.4816949E+001, 7.2852019E+000, 3.7918968E+001
 1.5338983E+001, 7.2852019E+000, 3.7918968E+001
 1.5861017E+001, 7.3302140E+000, 3.7884267E+001
 1.6383051E+001, 7.3302140E+000, 3.7884267E+001
 1.6905085E+001, 7.3775884E+000, 3.7852078E+001
 1.7427119E+001, 7.3775884E+000, 3.7852078E+001
 1.7949153E+001, 7.3775884E+000, 3.7852078E+001
 1.8471186E+001, 7.3826943E+000, 3.7822405E+001
 1.8993220E+001, 7.3826943E+000, 3.7822405E+001
 1.9515254E+001, 7.4253641E+000, 3.7794882E+001
 2.0037288E+001, 7.4253641E+000, 3.7794882E+001
 2.0559322E+001, 7.4253641E+000, 3.7794882E+001
 2.1081356E+001, 7.4245183E+000, 3.7726708E+001
 2.1603390E+001, 7.4245183E+000, 3.7726708E+001
 2.2125424E+001, 7.4245183E+000, 3.7726708E+001
 2.2647458E+001, 7.4419308E+000, 3.7661650E+001
 2.3169492E+001, 7.4419308E+000, 3.7661650E+001
 2.3691525E+001, 7.4419308E+000, 3.7661650E+001
 2.4213559E+001, 7.4668479E+000, 3.7595507E+001
 2.4735593E+001, 7.4668479E+000, 3.7595507E+001
 2.5257627E+001, 7.4668479E+000, 3.7595507E+001
 2.5779661E+001, 7.4962652E+000, 3.7519388E+001
 2.6301695E+001, 7.4962652E+000, 3.7519388E+001
 2.6823729E+001, 7.4962652E+000, 3.7519388E+001
 2.7345763E+001, 7.5096030E+000, 3.7405839E+001
 2.7867797E+001, 7.5096030E+000, 3.7405839E+001
 2.8389831E+001, 7.5096030E+000, 3.7405839E+001
 2.8911864E+001, 7.6010497E+000, 3.7260419E+001
 2.9433898E+001, 7.6010497E+000, 3.7260419E+001
 2.9955932E+001, 7.6010497E+000, 3.7260419E+001
 3.0477966E+001, 7.7265011E+000, 3.7130417E+001
 3.1000000E+001, 7.7265011E+000, 3.7130417E+001
