m,m/s,C
z,u,T
 2.0000000E-001, 5.9119466E+000, 3.4574758E+001
 7.2203390E-001, 7.4473915E+000, 3.4250312E+001
 1.2440678E+000, 7.8409591E+000, 3.4101276E+001
 1.7661017E+000, 8.1361489E+000, 3.3995131E+001
 2.2881356E+000, 8.3489649E+000, 3.3915141E+001
 2.8101695E+000, 8.5169848E+000, 3.3849207E+001
 3.3322034E+000, 8.6887142E+000, 3.3788829E+001
 3.8542373E+000, 8.8449428E+000, 3.3733730E+001
 4.3762712E+000, 8.9885483E+000, 3.3684168E+001
 4.8983051E+000, 9.0969704E+000, 3.3640264E+001
 5.4203390E+000, 9.0969704E+000, 3.3640264E+001
 5.9423729E+000, 9.2229789E+000, 3.3597871E+001
 6.4644068E+000, 9.3031284E+000, 3.3558460E+001
 6.9864407E+000, 9.3031284E+000, 3.3558460E+001
 7.5084746E+000, 9.4153352E+000, 3.3524057E+001
 8.0305085E+000, 9.4153352E+000, 3.3524057E+001
 8.5525424E+000, 9.5098478E+000, 3.3491178E+001
 9.0745763E+000, 9.5782573E+000, 3.3460600E+001
 9.5966102E+000, 9.5782573E+000, 3.3460600E+001
 1.0118644E+001, 9.6868455E+000, 3.3434039E+001
 1.0640678E+001, 9.6868455E+000, 3.3434039E+001
 1.1162712E+001, 9.7526427E+000, 3.3410345E+001
 1.1684746E+001, 9.7526427E+000, 3.3410345E+001
 1.2206780E+001, 9.8023608E+000, 3.3389360E+001
 1.2728814E+001, 9.8023608E+000, 3.3389360E+001
 1.3250847E+001, 9.8279278E+000, 3.3371054E+001
 1.3772881E+001, 9.8279278E+000, 3.3371054E+001
 1.4294915E+001, 9.8279278E+000, 3.3371054E+001
 1.4816949E+001, 9.8888343E+000, 3.3355125E+001
 1.5338983E+001, 9.8888343E+000, 3.3355125E+001
 1.5861017E+001, 9.9088646E+000, 3.3340973E+001
 1.6383051E+001, 9.9088646E+000, 3.3340973E+001
 1.6905085E+001, 9.9617968E+000, 3.3328107E+001
 1.7427119E+001, 9.9617968E+000, 3.3328107E+001
 1.7949153E+001, 9.9617968E+000, 3.3328107E+001
 1.8471186E+001, 1.0027862E+001, 3.3316251E+001
 1.8993220E+001, 1.0027862E+001, 3.3316251E+001
 1.9515254E+001, 1.0101892E+001, 3.3305478E+001
 2.0037288E+001, 1.0101892E+001, 3.3305478E+001
 2.0559322E+001, 1.0101892E+001, 3.3305478E+001
 2.1081356E+001, 1.0201379E+001, 3.3295404E+001
 2.1603390E+001, 1.0201379E+001, 3.3295404E+001
 2.2125424E+001, 1.0201379E+001, 3.3295404E+001
 2.2647458E+001, 1.0248509E+001, 3.3286061E+001
 2.3169492E+001, 1.0248509E+001, 3.3286061E+001
 2.3691525E+001, 1.0248509E+001, 3.3286061E+001
 2.4213559E+001, 1.0250918E+001, 3.3276943E+001
 2.4735593E+001, 1.0250918E+001, 3.3276943E+001
 2.5257627E+001, 1.0250918E+001, 3.3276943E+001
 2.5779661E+001, 1.0298948E+001, 3.3267580E+001
 2.6301695E+001, 1.0298948E+001, 3.3267580E+001
 2.6823729E+001, 1.0298948E+001, 3.3267580E+001
 2.7345763E+001, 1.0315806E+001, 3.3257214E+001
 2.7867797E+001, 1.0315806E+001, 3.3257214E+001
 2.8389831E+001, 1.0315806E+001, 3.3257214E+001
 2.8911864E+001, 1.0358109E+001, 3.3246158E+001
 2.9433898E+001, 1.0358109E+001, 3.3246158E+001
 2.9955932E+001, 1.0358109E+001, 3.3246158E+001
 3.0477966E+001, 1.0581309E+001, 3.3236203E+001
 3.1000000E+001, 1.0581309E+001, 3.3236203E+001
