m,m/s,C
z,u,T
 2.0000000E-001, 6.9488451E+000, 1.6774295E+001
 7.2203390E-001, 8.0556327E+000, 1.6534981E+001
 1.2440678E+000, 8.3715007E+000, 1.6402481E+001
 1.7661017E+000, 8.6110283E+000, 1.6315696E+001
 2.2881356E+000, 8.7985354E+000, 1.6252637E+001
 2.8101695E+000, 8.9599335E+000, 1.6205865E+001
 3.3322034E+000, 9.0918356E+000, 1.6166756E+001
 3.8542373E+000, 9.1809234E+000, 1.6131218E+001
 4.3762712E+000, 9.2846630E+000, 1.6098635E+001
 4.8983051E+000, 9.3766363E+000, 1.6067586E+001
 5.4203390E+000, 9.3766363E+000, 1.6067586E+001
 5.9423729E+000, 9.4676943E+000, 1.6037084E+001
 6.4644068E+000, 9.5320258E+000, 1.6008258E+001
 6.9864407E+000, 9.5320258E+000, 1.6008258E+001
 7.5084746E+000, 9.6027334E+000, 1.5982568E+001
 8.0305085E+000, 9.6027334E+000, 1.5982568E+001
 8.5525424E+000, 9.6820496E+000, 1.5958757E+001
 9.0745763E+000, 9.7487367E+000, 1.5937188E+001
 9.5966102E+000, 9.7487367E+000, 1.5937188E+001
 1.0118644E+001, 9.7965197E+000, 1.5918489E+001
 1.0640678E+001, 9.7965197E+000, 1.5918489E+001
 1.1162712E+001, 9.8453712E+000, 1.5901458E+001
 1.1684746E+001, 9.8453712E+000, 1.5901458E+001
 1.2206780E+001, 9.9141668E+000, 1.5885591E+001
 1.2728814E+001, 9.9141668E+000, 1.5885591E+001
 1.3250847E+001, 9.9613798E+000, 1.5871358E+001
 1.3772881E+001, 9.9613798E+000, 1.5871358E+001
 1.4294915E+001, 9.9613798E+000, 1.5871358E+001
 1.4816949E+001, 1.0006807E+001, 1.5858838E+001
 1.5338983E+001, 1.0006807E+001, 1.5858838E+001
 1.5861017E+001, 1.0061977E+001, 1.5847906E+001
 1.6383051E+001, 1.0061977E+001, 1.5847906E+001
 1.6905085E+001, 1.0109566E+001, 1.5838502E+001
 1.7427119E+001, 1.0109566E+001, 1.5838502E+001
 1.7949153E+001, 1.0109566E+001, 1.5838502E+001
 1.8471186E+001, 1.0152738E+001, 1.5830357E+001
 1.8993220E+001, 1.0152738E+001, 1.5830357E+001
 1.9515254E+001, 1.0200994E+001, 1.5823251E+001
 2.0037288E+001, 1.0200994E+001, 1.5823251E+001
 2.0559322E+001, 1.0200994E+001, 1.5823251E+001
 2.1081356E+001, 1.0235136E+001, 1.5816854E+001
 2.1603390E+001, 1.0235136E+001, 1.5816854E+001
 2.2125424E+001, 1.0235136E+001, 1.5816854E+001
 2.2647458E+001, 1.0275983E+001, 1.5810090E+001
 2.3169492E+001, 1.0275983E+001, 1.5810090E+001
 2.3691525E+001, 1.0275983E+001, 1.5810090E+001
 2.4213559E+001, 1.0318036E+001, 1.5802143E+001
 2.4735593E+001, 1.0318036E+001, 1.5802143E+001
 2.5257627E+001, 1.0318036E+001, 1.5802143E+001
 2.5779661E+001, 1.0359334E+001, 1.5793486E+001
 2.6301695E+001, 1.0359334E+001, 1.5793486E+001
 2.6823729E+001, 1.0359334E+001, 1.5793486E+001
 2.7345763E+001, 1.0393356E+001, 1.5784410E+001
 2.7867797E+001, 1.0393356E+001, 1.5784410E+001
 2.8389831E+001, 1.0393356E+001, 1.5784410E+001
 2.8911864E+001, 1.0431583E+001, 1.5773891E+001
 2.9433898E+001, 1.0431583E+001, 1.5773891E+001
 2.9955932E+001, 1.0431583E+001, 1.5773891E+001
 3.0477966E+001, 1.0568706E+001, 1.5763537E+001
 3.1000000E+001, 1.0568706E+001, 1.5763537E+001
