s,Pa,Pa,Pa,Pa,Pa,Pa,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,m/s,C,m/s,mg/m3,m/s,mg/m3,mg/m3,m/s,mg/m3,m/s,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,m/s,C,m/s,mg/m3,m/s,mg/m3,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,C
1.80E+02,-2.59E+00,-4.15E+00,-4.44E+00,-5.48E+00,-6.95E+00,-8.73E+00,1.20E+00,7.78E-44,3.28E-01,1.64E-38,1.23E+00,8.33E-30,9.38E-01,2.00E+01,5.04E-01,5.62E-18,6.60E-01,1.55E-19,2.85E-01,1.25E-18,5.71E-01,2.00E+01,3.19E-01,7.52E-02,3.16E-01,9.52E+00,3.70E-01,3.36E-01,2.73E+01,1.22E-01,2.01E+01,3.18E-01,1.90E-03,2.66E-01,1.34E-03,2.47E-01,7.62E-04,2.45E-01,5.61E-02,2.00E+01,2.96E-01,5.85E-02,2.73E-01,9.51E-02,6.64E-02,1.31E-01,2.10E-01,-2.12E-01,6.80E-02,2.00E+01,3.29E-01,1.62E+01,2.94E-01,1.74E+01,3.27E-01,2.06E+01,1.32E-01,2.81E-02,2.00E+01,8.99E-01,9.10E-01,8.62E-01,8.72E-01,9.62E-01,8.11E-01,8.90E-01,-7.89E-01,2.00E+01,6.92E-01,1.86E+00,7.28E-01,1.39E+00,6.42E-01,2.61E+00,-7.14E-01,2.00E+01,6.33E-01,1.84E+01,6.12E-01,1.95E+01,6.85E-01,1.97E+01,-3.66E-01,2.00E+01
1.90E+02,-2.58E+00,-4.15E+00,-4.44E+00,-5.48E+00,-6.95E+00,-8.73E+00,1.21E+00,3.94E-42,3.29E-01,5.78E-37,1.24E+00,1.73E-29,9.50E-01,2.00E+01,4.73E-01,4.09E-17,6.62E-01,7.79E-19,2.78E-01,6.89E-18,5.43E-01,2.00E+01,2.97E-01,2.18E-01,2.98E-01,1.87E+01,1.91E+00,3.04E-01,3.51E+01,1.51E-01,2.01E+01,3.23E-01,1.06E-03,2.37E-01,3.74E-04,2.11E-01,4.67E-04,2.15E-01,5.60E-02,2.00E+01,2.97E-01,2.12E-01,2.52E-01,2.44E-01,2.29E-01,1.45E-01,3.69E-01,-2.05E-01,8.04E-02,2.00E+01,3.43E-01,1.70E+01,2.60E-01,1.81E+01,2.99E-01,2.18E+01,1.08E-01,3.82E-02,2.00E+01,9.05E-01,8.58E-01,8.76E-01,8.85E-01,1.16E+00,8.07E-01,7.58E-01,-8.08E-01,2.00E+01,7.12E-01,1.89E+00,7.22E-01,1.93E+00,6.64E-01,3.43E+00,-7.22E-01,2.00E+01,6.57E-01,1.86E+01,6.26E-01,1.91E+01,6.92E-01,1.93E+01,-3.86E-01,2.00E+01
2.00E+02,-2.59E+00,-4.15E+00,-4.46E+00,-5.49E+00,-6.94E+00,-8.74E+00,1.19E+00,2.79E-44,3.24E-01,7.78E-40,1.23E+00,3.92E-32,9.38E-01,2.00E+01,4.52E-01,2.73E-17,6.76E-01,5.75E-19,2.94E-01,5.77E-18,5.64E-01,2.00E+01,3.26E-01,1.84E-01,2.57E-01,4.10E+01,4.06E+01,3.25E-01,4.54E+01,1.04E-01,2.01E+01,3.19E-01,3.16E-04,2.33E-01,2.50E-04,2.78E-01,2.86E-04,2.29E-01,7.10E-02,2.00E+01,2.91E-01,8.76E-02,2.55E-01,2.46E-01,2.43E-01,1.40E-01,2.48E-01,-1.97E-01,7.78E-02,2.00E+01,3.58E-01,1.25E+01,2.87E-01,1.38E+01,3.31E-01,1.51E+01,1.19E-01,2.94E-02,2.00E+01,9.07E-01,1.12E+00,8.68E-01,1.35E+00,1.71E+00,8.32E-01,1.26E+00,-8.39E-01,2.00E+01,7.12E-01,2.78E+00,7.34E-01,1.58E+00,6.56E-01,4.96E+00,-7.34E-01,2.00E+01,6.58E-01,2.01E+01,6.29E-01,2.07E+01,7.01E-01,2.04E+01,-3.95E-01,2.00E+01
2.10E+02,-2.60E+00,-4.16E+00,-4.45E+00,-5.50E+00,-6.95E+00,-8.75E+00,1.20E+00,3.85E-44,3.30E-01,2.50E-39,1.24E+00,1.59E-31,9.43E-01,2.00E+01,4.37E-01,2.22E-17,6.75E-01,2.03E-19,2.58E-01,3.34E-18,4.30E-01,2.00E+01,2.64E-01,1.47E-01,2.85E-01,5.53E+01,2.84E+00,3.23E-01,6.09E+01,1.44E-01,2.01E+01,3.33E-01,2.18E-03,2.40E-01,2.83E-04,2.04E-01,1.73E-04,2.00E-01,5.14E-02,2.00E+01,2.80E-01,4.25E-02,2.58E-01,4.88E-02,3.37E-02,1.50E-01,1.30E-01,-1.97E-01,9.26E-02,2.00E+01,3.06E-01,2.11E+01,2.65E-01,2.44E+01,3.21E-01,2.61E+01,1.08E-01,1.27E-02,2.00E+01,9.38E-01,1.09E+00,8.60E-01,1.08E+00,1.53E+00,8.54E-01,1.13E+00,-8.47E-01,2.00E+01,7.50E-01,1.92E+00,7.43E-01,1.24E+00,6.71E-01,3.06E+00,-7.51E-01,2.00E+01,6.10E-01,2.49E+01,6.21E-01,2.51E+01,6.79E-01,2.36E+01,-3.69E-01,2.01E+01
2.20E+02,-2.59E+00,-4.16E+00,-4.45E+00,-5.49E+00,-6.96E+00,-8.75E+00,1.21E+00,1.09E-42,3.47E-01,4.82E-38,1.26E+00,3.80E-30,9.57E-01,2.00E+01,5.08E-01,1.69E-17,6.95E-01,2.60E-19,2.47E-01,4.56E-18,5.81E-01,2.00E+01,2.91E-01,1.36E+00,2.64E-01,4.68E+01,1.36E+01,3.12E-01,7.08E+01,1.26E-01,2.02E+01,3.26E-01,2.44E-03,2.44E-01,2.38E-03,3.16E-01,2.18E-03,2.65E-01,7.18E-02,2.00E+01,2.85E-01,1.81E-01,2.69E-01,2.59E-01,1.68E-01,1.46E-01,2.43E-01,-1.86E-01,7.93E-02,2.00E+01,3.28E-01,1.40E+01,2.45E-01,1.34E+01,3.38E-01,1.85E+01,1.01E-01,1.75E-02,2.01E+01,9.21E-01,9.92E-01,9.05E-01,1.01E+00,1.26E+00,8.27E-01,9.31E-01,-8.27E-01,2.00E+01,6.90E-01,1.71E+00,7.22E-01,1.52E+00,6.51E-01,2.45E+00,-7.13E-01,2.00E+01,6.05E-01,2.06E+01,5.84E-01,2.13E+01,6.69E-01,2.11E+01,-3.44E-01,2.01E+01
2.30E+02,-2.59E+00,-4.15E+00,-4.45E+00,-5.49E+00,-6.94E+00,-8.73E+00,1.19E+00,1.24E-43,3.24E-01,1.30E-39,1.23E+00,9.18E-32,9.37E-01,2.00E+01,5.23E-01,5.18E-18,6.51E-01,1.01E-19,3.16E-01,1.00E-18,5.44E-01,2.00E+01,2.75E-01,4.23E-02,3.05E-01,3.90E-01,4.55E-03,3.62E-01,9.38E+00,1.00E-01,2.01E+01,3.29E-01,1.01E-03,2.29E-01,3.96E-04,2.67E-01,3.49E-04,2.14E-01,3.72E-02,2.00E+01,2.92E-01,1.78E-01,2.55E-01,1.75E-01,1.36E-01,1.70E-01,2.51E-01,-1.95E-01,4.42E-02,2.00E+01,3.30E-01,1.48E+01,1.97E-01,1.63E+01,2.85E-01,1.81E+01,5.82E-02,1.94E-02,2.00E+01,9.15E-01,7.29E-01,8.64E-01,8.19E-01,1.08E+00,8.17E-01,6.82E-01,-8.29E-01,2.00E+01,7.01E-01,2.36E+00,7.18E-01,1.39E+00,6.72E-01,4.04E+00,-7.17E-01,2.00E+01,6.44E-01,2.26E+01,6.26E-01,2.39E+01,6.82E-01,2.34E+01,-3.40E-01,2.01E+01
2.40E+02,-2.60E+00,-4.15E+00,-4.44E+00,-5.49E+00,-6.95E+00,-8.74E+00,1.21E+00,8.67E-45,3.24E-01,9.60E-41,1.25E+00,6.00E-34,9.53E-01,2.00E+01,5.11E-01,1.74E-17,6.93E-01,2.75E-19,2.76E-01,2.60E-18,5.76E-01,2.00E+01,3.04E-01,1.10E-01,3.33E-01,1.25E+01,1.57E-01,3.49E-01,3.44E+01,1.04E-01,2.01E+01,3.15E-01,1.00E-03,2.67E-01,7.20E-04,2.86E-01,6.89E-04,1.98E-01,5.09E-02,2.00E+01,2.92E-01,1.05E-01,2.72E-01,1.87E-01,1.53E-01,1.46E-01,4.84E-01,-2.07E-01,8.18E-02,2.00E+01,3.53E-01,1.14E+01,2.08E-01,1.52E+01,3.04E-01,1.97E+01,7.72E-02,3.71E-02,2.00E+01,9.34E-01,9.52E-01,8.63E-01,1.11E+00,1.50E+00,8.29E-01,1.04E+00,-8.51E-01,2.00E+01,7.00E-01,1.82E+00,7.23E-01,2.09E+00,6.58E-01,2.43E+00,-7.21E-01,2.00E+01,6.20E-01,2.01E+01,6.10E-01,2.15E+01,7.05E-01,2.29E+01,-3.43E-01,2.01E+01
2.50E+02,-2.58E+00,-4.16E+00,-4.45E+00,-5.49E+00,-6.96E+00,-8.75E+00,1.21E+00,1.53E-44,3.29E-01,7.25E-41,1.25E+00,5.86E-33,9.57E-01,2.00E+01,5.34E-01,2.06E-17,6.56E-01,4.30E-19,3.01E-01,5.33E-18,6.37E-01,2.00E+01,2.98E-01,6.16E-02,3.08E-01,2.75E+00,3.91E+00,3.32E-01,1.89E+01,8.76E-02,2.01E+01,3.17E-01,5.91E-04,2.75E-01,3.88E-04,2.31E-01,3.68E-04,2.02E-01,5.61E-02,2.00E+01,2.95E-01,1.82E-01,2.68E-01,1.80E-01,1.16E-01,1.40E-01,3.17E-01,-1.90E-01,1.03E-01,2.00E+01,3.31E-01,1.63E+01,2.35E-01,1.78E+01,3.21E-01,1.90E+01,1.09E-01,1.95E-02,2.00E+01,9.11E-01,1.07E+00,8.75E-01,1.24E+00,1.67E+00,8.41E-01,1.17E+00,-8.46E-01,2.00E+01,7.20E-01,2.12E+00,7.27E-01,2.60E+00,6.71E-01,3.30E+00,-7.32E-01,2.00E+01,6.63E-01,1.98E+01,6.18E-01,2.06E+01,7.11E-01,2.20E+01,-3.53E-01,2.01E+01
2.60E+02,-2.60E+00,-4.16E+00,-4.46E+00,-5.49E+00,-6.96E+00,-8.74E+00,1.20E+00,5.23E-43,3.31E-01,7.04E-39,1.25E+00,4.10E-31,9.46E-01,2.00E+01,4.98E-01,2.80E-17,7.20E-01,5.66E-19,2.50E-01,6.60E-17,5.49E-01,2.00E+01,2.97E-01,3.76E-03,3.61E-01,1.05E+00,2.24E-02,3.65E-01,2.58E+00,1.14E-01,2.00E+01,3.26E-01,1.11E-03,2.54E-01,7.46E-04,2.11E-01,3.95E-04,2.43E-01,4.23E-02,2.00E+01,2.90E-01,6.10E-02,2.61E-01,6.86E-02,7.15E-02,1.36E-01,1.23E-01,-1.79E-01,8.14E-02,2.00E+01,3.52E-01,1.77E+01,2.87E-01,1.99E+01,3.33E-01,1.90E+01,1.50E-01,2.23E-02,2.00E+01,9.00E-01,1.12E+00,8.62E-01,1.36E+00,1.62E+00,7.95E-01,1.21E+00,-8.13E-01,2.00E+01,7.13E-01,2.36E+00,7.29E-01,2.04E+00,6.58E-01,3.76E+00,-7.28E-01,2.00E+01,6.84E-01,1.75E+01,6.43E-01,1.84E+01,7.17E-01,2.04E+01,-3.54E-01,2.00E+01
2.70E+02,-2.60E+00,-4.17E+00,-4.46E+00,-5.50E+00,-6.96E+00,-8.75E+00,1.21E+00,6.27E-43,3.54E-01,2.36E-38,1.24E+00,1.81E-30,9.48E-01,2.00E+01,4.58E-01,2.81E-17,6.62E-01,5.50E-19,2.47E-01,4.90E-18,4.94E-01,2.00E+01,3.03E-01,4.36E-04,2.89E-01,1.13E+00,1.29E-02,3.53E-01,3.60E+00,1.08E-01,2.00E+01,3.43E-01,1.11E-03,2.80E-01,4.17E-04,2.91E-01,3.19E-04,2.52E-01,6.46E-02,2.00E+01,2.87E-01,7.47E-02,2.56E-01,1.23E-01,7.95E-02,1.58E-01,1.71E-01,-2.01E-01,9.24E-02,2.00E+01,3.36E-01,1.53E+01,2.98E-01,1.52E+01,3.10E-01,1.80E+01,1.28E-01,2.58E-02,2.00E+01,9.06E-01,1.16E+00,8.73E-01,1.44E+00,1.61E+00,8.20E-01,1.22E+00,-8.15E-01,2.00E+01,6.99E-01,2.97E+00,7.60E-01,2.04E+00,6.48E-01,5.10E+00,-7.26E-01,2.00E+01,6.73E-01,2.05E+01,6.31E-01,2.15E+01,6.86E-01,2.24E+01,-3.20E-01,2.01E+01
2.80E+02,-2.59E+00,-4.16E+00,-4.46E+00,-5.50E+00,-6.96E+00,-8.75E+00,1.20E+00,9.55E-45,3.22E-01,2.48E-39,1.25E+00,1.14E-31,9.54E-01,2.00E+01,5.03E-01,2.74E-17,6.66E-01,3.93E-19,2.75E-01,7.18E-18,5.61E-01,2.00E+01,3.24E-01,3.34E-02,3.11E-01,1.51E+00,6.78E-03,3.08E-01,2.22E+01,1.24E-01,2.00E+01,3.26E-01,2.27E-03,2.54E-01,1.73E-03,2.44E-01,1.03E-03,2.36E-01,4.36E-02,2.00E+01,3.09E-01,1.55E-01,2.42E-01,2.16E-01,1.67E-01,1.44E-01,3.34E-01,-2.01E-01,7.32E-02,2.00E+01,3.24E-01,1.73E+01,2.98E-01,1.66E+01,3.15E-01,1.80E+01,1.16E-01,-1.70E-03,2.00E+01,9.07E-01,1.08E+00,8.57E-01,1.22E+00,1.61E+00,8.12E-01,1.07E+00,-8.09E-01,2.00E+01,7.04E-01,2.77E+00,7.42E-01,2.39E+00,6.63E-01,4.19E+00,-7.28E-01,2.00E+01,6.49E-01,1.71E+01,6.13E-01,1.68E+01,6.72E-01,1.98E+01,-3.65E-01,2.00E+01
2.90E+02,-2.60E+00,-4.16E+00,-4.45E+00,-5.49E+00,-6.96E+00,-8.74E+00,1.20E+00,1.38E-44,3.20E-01,9.40E-41,1.24E+00,2.96E-33,9.41E-01,2.00E+01,4.92E-01,3.48E-17,6.69E-01,5.63E-19,2.38E-01,6.28E-18,5.28E-01,2.00E+01,3.01E-01,7.77E-01,2.32E-01,7.67E+01,9.78E+01,3.34E-01,3.46E+01,7.39E-02,2.01E+01,2.98E-01,1.39E-03,2.41E-01,1.12E-03,2.45E-01,9.26E-04,2.35E-01,4.75E-02,2.00E+01,2.84E-01,8.85E-02,2.39E-01,1.44E-01,1.21E-01,1.28E-01,2.83E-01,-1.85E-01,9.72E-02,2.00E+01,3.19E-01,2.51E+01,2.74E-01,2.78E+01,3.26E-01,2.59E+01,1.25E-01,2.67E-02,2.01E+01,9.54E-01,9.55E-01,8.87E-01,1.22E+00,1.26E+00,8.58E-01,1.05E+00,-8.72E-01,2.00E+01,7.14E-01,1.50E+00,7.31E-01,1.29E+00,6.59E-01,2.29E+00,-7.30E-01,2.00E+01,6.11E-01,1.73E+01,6.02E-01,1.85E+01,7.10E-01,1.77E+01,-3.46E-01,2.00E+01
3.00E+02,-2.60E+00,-4.16E+00,-4.45E+00,-5.49E+00,-6.96E+00,-8.75E+00,1.19E+00,1.39E-44,3.16E-01,1.39E-39,1.23E+00,1.08E-31,9.36E-01,2.00E+01,4.99E-01,1.95E-17,6.77E-01,4.29E-19,2.70E-01,5.06E-18,5.78E-01,2.00E+01,3.47E-01,4.81E-02,2.59E-01,2.90E+01,1.05E+01,3.26E-01,3.19E+01,1.03E-01,2.01E+01,3.01E-01,1.10E-03,2.16E-01,3.15E-04,2.13E-01,2.45E-04,1.86E-01,4.63E-02,2.00E+01,3.08E-01,2.16E-01,2.51E-01,2.65E-01,1.62E-01,1.35E-01,3.77E-01,-2.03E-01,7.33E-02,2.00E+01,3.81E-01,1.90E+01,2.55E-01,2.17E+01,3.26E-01,2.02E+01,1.10E-01,7.86E-03,2.01E+01,9.08E-01,7.90E-01,8.83E-01,8.88E-01,1.03E+00,8.15E-01,8.29E-01,-8.33E-01,2.00E+01,6.69E-01,2.26E+00,7.25E-01,2.03E+00,6.42E-01,2.92E+00,-6.91E-01,2.00E+01,6.20E-01,1.81E+01,6.21E-01,1.83E+01,6.75E-01,1.89E+01,-3.56E-01,2.00E+01
3.10E+02,-2.59E+00,-4.16E+00,-4.46E+00,-5.49E+00,-6.94E+00,-8.75E+00,1.21E+00,2.74E-40,3.43E-01,4.05E-37,1.24E+00,2.22E-29,9.49E-01,2.00E+01,4.89E-01,5.65E-17,6.84E-01,6.75E-19,2.66E-01,5.34E-18,5.54E-01,2.00E+01,2.66E-01,1.62E-01,2.85E-01,3.78E+01,3.55E+00,3.14E-01,4.85E+01,1.14E-01,2.01E+01,2.59E-01,9.89E-04,2.29E-01,5.27E-04,2.40E-01,4.83E-04,1.47E-01,6.03E-02,2.00E+01,2.92E-01,2.29E-01,2.68E-01,1.98E-01,1.27E-01,1.21E-01,3.12E-01,-1.98E-01,8.89E-02,2.00E+01,3.21E-01,1.73E+01,2.55E-01,1.65E+01,3.06E-01,1.92E+01,1.06E-01,4.16E-02,2.01E+01,8.95E-01,5.71E-01,8.46E-01,6.76E-01,9.13E-01,7.78E-01,5.57E-01,-8.01E-01,2.00E+01,7.14E-01,1.47E+00,7.29E-01,1.36E+00,6.70E-01,1.81E+00,-7.31E-01,2.00E+01,6.05E-01,1.53E+01,6.06E-01,1.58E+01,6.80E-01,1.83E+01,-3.69E-01,2.00E+01
3.20E+02,-2.59E+00,-4.16E+00,-4.46E+00,-5.49E+00,-6.96E+00,-8.75E+00,1.21E+00,2.38E-40,3.20E-01,8.01E-39,1.24E+00,3.24E-31,9.52E-01,2.00E+01,5.31E-01,1.27E-16,6.87E-01,2.21E-18,2.64E-01,3.27E-17,6.01E-01,2.00E+01,3.11E-01,4.70E-01,3.19E-01,5.23E+01,6.10E+01,3.65E-01,5.46E+01,9.11E-02,2.01E+01,3.37E-01,1.90E-03,2.63E-01,1.24E-03,2.97E-01,9.21E-04,2.65E-01,5.26E-02,2.00E+01,3.08E-01,2.10E-01,2.85E-01,2.45E-01,2.13E-01,1.34E-01,4.13E-01,-2.01E-01,1.01E-01,2.00E+01,3.41E-01,1.30E+01,2.53E-01,1.56E+01,2.85E-01,1.86E+01,8.03E-02,2.90E-02,2.00E+01,9.40E-01,7.53E-01,8.96E-01,1.00E+00,1.29E+00,8.81E-01,8.40E-01,-8.49E-01,2.00E+01,6.71E-01,2.59E+00,7.23E-01,2.02E+00,6.39E-01,3.61E+00,-6.92E-01,2.00E+01,6.50E-01,1.98E+01,6.13E-01,2.09E+01,6.64E-01,1.98E+01,-3.42E-01,2.00E+01
3.30E+02,-2.59E+00,-4.15E+00,-4.44E+00,-5.49E+00,-6.95E+00,-8.73E+00,1.22E+00,4.43E-43,3.26E-01,7.06E-40,1.25E+00,1.47E-31,9.61E-01,2.00E+01,5.54E-01,9.15E-17,6.87E-01,2.21E-18,2.77E-01,2.47E-17,5.78E-01,2.00E+01,3.01E-01,2.45E-01,3.09E-01,2.15E+01,5.17E+00,3.29E-01,3.23E+01,1.01E-01,2.01E+01,3.00E-01,1.42E-03,2.68E-01,7.60E-04,2.48E-01,5.50E-04,2.45E-01,4.88E-02,2.00E+01,3.04E-01,7.01E-02,2.76E-01,2.03E-01,1.26E-01,1.33E-01,2.29E-01,-2.05E-01,8.11E-02,2.00E+01,3.18E-01,1.58E+01,2.71E-01,1.72E+01,3.31E-01,1.85E+01,1.13E-01,4.36E-03,2.00E+01,9.30E-01,8.90E-01,8.83E-01,1.05E+00,1.27E+00,8.30E-01,9.79E-01,-8.53E-01,2.00E+01,7.08E-01,3.62E+00,7.10E-01,2.88E+00,6.97E-01,5.79E+00,-7.47E-01,2.00E+01,6.75E-01,2.14E+01,6.37E-01,2.22E+01,6.90E-01,2.18E+01,-4.00E-01,2.01E+01
3.40E+02,-2.59E+00,-4.15E+00,-4.45E+00,-5.49E+00,-6.95E+00,-8.74E+00,1.20E+00,5.31E-42,3.26E-01,1.38E-38,1.23E+00,6.59E-31,9.41E-01,2.00E+01,4.41E-01,6.95E-17,6.56E-01,9.57E-19,2.98E-01,9.78E-18,4.10E-01,2.00E+01,3.01E-01,1.47E-01,3.17E-01,9.24E+00,2.87E+00,3.31E-01,3.20E+01,1.13E-01,2.01E+01,3.21E-01,5.58E-03,2.61E-01,2.86E-03,2.77E-01,2.88E-03,2.48E-01,6.55E-02,2.00E+01,2.88E-01,8.40E-02,2.69E-01,1.06E-01,1.23E-01,1.55E-01,2.06E-01,-1.82E-01,8.79E-02,2.00E+01,3.90E-01,1.41E+01,2.81E-01,1.40E+01,3.22E-01,1.78E+01,1.21E-01,3.12E-02,2.00E+01,8.92E-01,1.15E+00,8.66E-01,1.28E+00,1.39E+00,8.14E-01,1.16E+00,-8.15E-01,2.00E+01,7.07E-01,1.33E+00,7.33E-01,1.51E+00,6.54E-01,1.57E+00,-7.32E-01,2.00E+01,6.50E-01,1.79E+01,6.09E-01,1.87E+01,6.71E-01,1.99E+01,-3.40E-01,2.01E+01
3.50E+02,-2.59E+00,-4.17E+00,-4.46E+00,-5.50E+00,-6.96E+00,-8.75E+00,1.19E+00,2.44E-43,3.12E-01,1.33E-39,1.23E+00,3.31E-32,9.32E-01,2.00E+01,4.61E-01,5.78E-17,6.65E-01,7.68E-19,2.44E-01,8.45E-18,5.04E-01,2.00E+01,2.56E-01,1.19E+00,2.85E-01,5.56E+01,1.01E+01,3.05E-01,4.09E+01,1.30E-01,2.01E+01,3.14E-01,2.89E-03,2.52E-01,1.78E-03,2.68E-01,1.44E-03,2.33E-01,5.30E-02,2.00E+01,3.16E-01,3.38E-01,2.86E-01,5.88E-01,5.24E-01,1.32E-01,5.54E-01,-2.06E-01,8.53E-02,2.00E+01,3.64E-01,1.32E+01,2.71E-01,1.43E+01,3.06E-01,1.77E+01,1.10E-01,4.41E-02,2.00E+01,9.14E-01,8.13E-01,8.67E-01,1.00E+00,1.24E+00,8.45E-01,8.74E-01,-8.41E-01,2.00E+01,6.50E-01,3.12E+00,7.12E-01,1.92E+00,6.78E-01,4.41E+00,-7.05E-01,2.00E+01,6.25E-01,1.90E+01,5.95E-01,1.96E+01,6.92E-01,1.97E+01,-3.81E-01,2.01E+01
3.60E+02,-2.60E+00,-4.16E+00,-4.46E+00,-5.51E+00,-6.96E+00,-8.75E+00,1.19E+00,8.89E-43,3.15E-01,2.67E-38,1.23E+00,2.44E-31,9.34E-01,2.00E+01,3.73E-01,1.05E-17,6.67E-01,2.06E-19,2.55E-01,3.12E-18,4.72E-01,2.00E+01,2.20E-01,2.11E-01,2.67E-01,2.92E+01,3.29E+01,3.42E-01,4.70E+01,1.27E-01,2.02E+01,3.00E-01,1.18E-03,2.57E-01,6.65E-04,2.59E-01,5.74E-04,2.16E-01,6.62E-02,2.00E+01,3.16E-01,2.29E-01,2.80E-01,1.40E-01,1.17E-01,1.28E-01,3.72E-01,-1.96E-01,1.07E-01,2.00E+01,3.71E-01,1.46E+01,2.52E-01,1.49E+01,3.13E-01,1.63E+01,1.13E-01,8.63E-03,2.00E+01,9.03E-01,1.11E+00,8.79E-01,1.08E+00,1.39E+00,8.58E-01,1.22E+00,-8.30E-01,2.00E+01,7.24E-01,4.39E+00,7.49E-01,3.96E+00,6.74E-01,7.04E+00,-7.36E-01,2.00E+01,6.36E-01,1.77E+01,5.87E-01,1.79E+01,6.22E-01,1.87E+01,-3.30E-01,2.01E+01
3.70E+02,-2.60E+00,-4.16E+00,-4.46E+00,-5.50E+00,-6.95E+00,-8.75E+00,1.20E+00,6.27E-44,3.12E-01,1.25E-38,1.23E+00,3.65E-31,9.42E-01,2.00E+01,4.50E-01,1.33E-17,6.63E-01,1.99E-19,2.62E-01,1.92E-18,4.47E-01,2.00E+01,3.00E-01,2.44E-02,2.54E-01,4.06E+01,1.06E+01,3.55E-01,3.23E+01,1.05E-01,2.01E+01,3.18E-01,1.18E-03,2.43E-01,8.77E-04,2.22E-01,5.10E-04,1.45E-01,5.62E-02,2.00E+01,3.08E-01,1.55E-01,2.52E-01,2.13E-01,1.90E-01,1.49E-01,2.00E-01,-1.95E-01,9.77E-02,2.00E+01,3.15E-01,1.20E+01,2.76E-01,1.31E+01,3.12E-01,1.67E+01,1.40E-01,3.49E-02,2.00E+01,9.24E-01,1.02E+00,8.89E-01,1.11E+00,1.20E+00,8.41E-01,1.08E+00,-8.24E-01,2.00E+01,6.70E-01,3.00E+00,7.17E-01,3.46E+00,6.63E-01,6.52E+00,-6.98E-01,2.00E+01,6.74E-01,1.61E+01,6.23E-01,1.63E+01,5.93E-01,1.60E+01,-4.01E-01,2.00E+01
3.80E+02,-2.60E+00,-4.16E+00,-4.46E+00,-5.50E+00,-6.96E+00,-8.75E+00,1.20E+00,2.14E-41,3.12E-01,1.15E-36,1.23E+00,5.84E-29,9.38E-01,2.00E+01,4.19E-01,5.00E-17,6.73E-01,3.17E-19,2.34E-01,2.38E-18,4.67E-01,2.00E+01,2.75E-01,3.88E-02,2.53E-01,2.12E+01,4.45E+01,3.01E-01,3.35E+01,1.13E-01,2.01E+01,3.25E-01,1.29E-03,2.62E-01,1.01E-03,2.38E-01,7.52E-04,2.03E-01,6.38E-02,2.00E+01,3.08E-01,9.99E-02,2.64E-01,9.04E-02,1.01E-01,1.63E-01,1.74E-01,-2.10E-01,7.76E-02,2.00E+01,3.29E-01,8.51E+00,2.86E-01,8.24E+00,3.25E-01,1.11E+01,1.26E-01,2.17E-02,2.00E+01,9.12E-01,1.16E+00,8.85E-01,1.14E+00,1.38E+00,8.38E-01,1.08E+00,-8.22E-01,2.00E+01,6.90E-01,2.75E+00,7.25E-01,1.69E+00,6.66E-01,5.08E+00,-7.06E-01,2.00E+01,6.29E-01,1.53E+01,6.33E-01,1.65E+01,5.91E-01,1.61E+01,-3.93E-01,2.00E+01
3.90E+02,-2.59E+00,-4.16E+00,-4.46E+00,-5.50E+00,-6.96E+00,-8.74E+00,1.21E+00,3.97E-44,3.24E-01,1.53E-38,1.24E+00,5.14E-31,9.45E-01,2.00E+01,4.36E-01,4.66E-17,6.66E-01,7.47E-19,2.30E-01,5.81E-18,4.28E-01,2.00E+01,3.05E-01,4.30E-01,2.89E-01,1.32E+01,6.18E-01,3.49E-01,2.78E+01,6.40E-02,2.01E+01,2.89E-01,8.55E-04,2.84E-01,5.11E-04,2.44E-01,4.28E-04,1.97E-01,6.35E-02,2.00E+01,2.97E-01,8.00E-02,2.62E-01,1.15E-01,8.97E-02,1.43E-01,1.24E-01,-1.88E-01,1.14E-01,2.00E+01,3.07E-01,8.89E+00,2.72E-01,1.00E+01,3.30E-01,1.22E+01,1.11E-01,2.56E-02,2.00E+01,9.17E-01,1.01E+00,8.56E-01,1.11E+00,1.21E+00,8.07E-01,9.62E-01,-8.30E-01,2.00E+01,6.78E-01,2.34E+00,7.17E-01,2.12E+00,6.50E-01,3.61E+00,-6.96E-01,2.00E+01,5.96E-01,1.92E+01,6.26E-01,2.12E+01,6.10E-01,1.94E+01,-4.03E-01,2.00E+01
