s,Pa,Pa,Pa,Pa,Pa,Pa,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,m/s,C,m/s,mg/m3,m/s,mg/m3,mg/m3,m/s,mg/m3,m/s,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,m/s,C,m/s,mg/m3,m/s,mg/m3,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,C
 7.0003202E+001,-3.1113407E+001,-4.8387842E+001,-5.1798109E+001,-5.5447860E+001,-6.3860915E+001,-8.4457498E+001, 3.9832596E+000, 4.0414459E-057, 1.0815279E+000, 8.9449740E-053, 4.1467541E+000, 3.7720523E-047, 3.2695431E+000, 2.0000219E+001, 2.1604639E+000, 1.2876814E-031, 2.8683784E+000, 2.2155781E-033, 9.1882577E-001, 3.6568262E-032, 2.0579603E+000, 1.9999715E+001, 9.7170480E-001, 4.0288733E-031, 1.1071977E+000, 1.8000953E-036, 4.0330423E-037, 1.2177181E+000, 9.1465459E-034, 3.0556929E-001, 1.9998763E+001, 1.2085870E+000, 6.0840341E-003, 1.0419145E+000, 3.3186087E-003, 1.0468151E+000, 3.3302043E-003, 9.7783515E-001, 1.4778714E-001, 2.0065995E+001, 1.1076299E+000, 7.8907546E-001, 9.5710796E-001, 1.0994553E+000, 7.4938559E-001, 6.1930854E-001, 2.2522194E+000,-7.7887496E-001, 3.3439129E-001, 2.1458185E+001, 1.3743764E+000, 1.2055851E+001, 1.2310120E+000, 8.5690696E+000, 1.3297594E+000, 5.8472144E+000, 5.6418196E-001, 1.2037722E-001, 2.3566979E+001, 3.0930124E+000, 2.3492679E+000, 3.0164272E+000, 2.6818292E+000, 3.0451548E+000, 2.8013312E+000, 2.4949028E+000,-2.7756990E+000, 2.0643549E+001, 2.4190051E+000, 5.5411129E+000, 2.4526199E+000, 5.9096351E+000, 2.2080915E+000, 6.5075318E+000,-2.4654958E+000, 2.1956777E+001, 2.1211857E+000, 1.2736031E+000, 2.0749590E+000, 1.1649720E+000, 2.0896891E+000, 2.2251019E+000,-1.2884854E+000, 2.0499505E+001
 8.0002446E+001,-3.1079778E+001,-4.8406045E+001,-5.1758208E+001,-5.5444315E+001,-6.3872829E+001,-8.4450970E+001, 3.9991278E+000, 1.5065246E-056, 1.0860468E+000, 3.5113944E-052, 4.1556774E+000, 1.2658634E-046, 3.2766306E+000, 2.0000346E+001, 2.1571334E+000, 1.8457478E-031, 2.9466892E+000, 3.2504493E-033, 9.6488001E-001, 5.4852929E-032, 2.0994408E+000, 1.9999854E+001, 9.0489424E-001, 4.6597635E-031, 8.8432757E-001, 4.0714055E-036, 1.0515211E-036, 1.1531440E+000, 1.4773392E-033, 3.2275844E-001, 1.9998907E+001, 1.1669916E+000, 2.0193071E-003, 9.8265557E-001, 1.1115487E-003, 9.4435796E-001, 1.5852619E-003, 9.0301704E-001, 1.2397475E-001, 2.0079961E+001, 1.0613591E+000, 5.9331553E-001, 9.6850715E-001, 8.1145359E-001, 7.4054897E-001, 5.4569721E-001, 1.1009302E+000,-7.2112563E-001, 3.3619551E-001, 2.1213912E+001, 1.3070231E+000, 2.7173419E+000, 1.1751355E+000, 1.1022971E+000, 1.2602490E+000, 1.1614210E+000, 5.2567290E-001, 4.8472814E-002, 2.1033483E+001, 3.1185629E+000, 2.5848474E+000, 3.0174402E+000, 2.6588241E+000, 3.0348931E+000, 2.7817391E+000, 2.6371419E+000,-2.7841979E+000, 2.0763311E+001, 2.3744888E+000, 8.0424253E+000, 2.4932587E+000, 8.6104635E+000, 2.2774175E+000, 9.7757414E+000,-2.4569407E+000, 2.3274416E+001, 2.1252361E+000, 7.2423955E-001, 2.1308760E+000, 7.2154953E-001, 2.1327491E+000, 1.3040186E+000,-1.3733092E+000, 2.0423351E+001
 9.0003007E+001,-3.1088703E+001,-4.8392315E+001,-5.1774523E+001,-5.5431059E+001,-6.3844621E+001,-8.4400158E+001, 3.9938360E+000, 1.1076096E-056, 1.0863860E+000, 2.7990379E-052, 4.1614269E+000, 9.0310801E-047, 3.2804196E+000, 2.0000322E+001, 2.2159542E+000, 1.3835950E-031, 2.8617784E+000, 2.2274052E-033, 9.4261271E-001, 4.1424957E-032, 2.1620341E+000, 1.9999848E+001, 9.2901661E-001, 4.1750457E-031, 1.0145177E+000, 3.0645217E-036, 6.3823679E-037, 1.2002171E+000, 7.8224016E-034, 2.9231652E-001, 1.9999835E+001, 1.2397797E+000, 6.3724707E-003, 1.0283463E+000, 3.0529813E-003, 1.0598485E+000, 3.7038309E-003, 9.8237716E-001, 1.3434876E-001, 2.0086249E+001, 1.0406437E+000, 3.6762657E-001, 8.5493350E-001, 3.1965360E-001, 1.5700728E-001, 5.1352137E-001, 6.2197686E-001,-6.8105520E-001, 3.0415949E-001, 2.1093675E+001, 1.4139688E+000, 7.1992986E+000, 1.2286121E+000, 3.5462128E+000, 1.2638678E+000, 2.0000081E+000, 5.5889906E-001, 8.3923168E-002, 2.0913528E+001, 3.1683314E+000, 2.7649816E+000, 2.9892901E+000, 3.3785969E+000, 3.7119374E+000, 2.8222954E+000, 3.1728214E+000,-2.8319299E+000, 2.0945336E+001, 2.3919218E+000, 6.8862125E+000, 2.5014647E+000, 7.3058859E+000, 2.2251404E+000, 8.9469823E+000,-2.4574697E+000, 2.3281756E+001, 2.1653020E+000, 4.9875091E-001, 2.1236948E+000, 4.1882783E-001, 2.0854793E+000, 7.8294380E-001,-1.3297560E+000, 2.0322774E+001
 1.0000357E+002,-3.1097958E+001,-4.8398091E+001,-5.1743328E+001,-5.5408475E+001,-6.3853681E+001,-8.4405441E+001, 4.0002930E+000, 2.1517202E-056, 1.0833274E+000, 4.6238723E-052, 4.1686323E+000, 1.6678371E-046, 3.2848390E+000, 2.0000532E+001, 2.2117886E+000, 1.9730044E-031, 2.9752498E+000, 3.1136451E-033, 9.6936417E-001, 4.2409850E-032, 2.1213159E+000, 2.0000050E+001, 9.7290261E-001, 2.3998102E-031, 9.3731515E-001, 1.8553797E-036, 4.5585440E-037, 1.1843446E+000, 4.0934394E-034, 2.2798098E-001, 2.0000879E+001, 1.2165422E+000, 3.1147759E-003, 1.0120449E+000, 1.7164936E-003, 1.0660896E+000, 1.7018606E-003, 9.3912754E-001, 1.2828078E-001, 2.0095330E+001, 1.0925523E+000, 5.1458253E-001, 9.1852171E-001, 6.9769277E-001, 5.7291733E-001, 6.3072822E-001, 1.3031794E+000,-7.7214571E-001, 2.6013099E-001, 2.1095704E+001, 1.3764797E+000, 1.1452205E+001, 1.2194910E+000, 6.8632933E+000, 1.2816132E+000, 3.8505787E+000, 5.6280023E-001, 9.6973947E-002, 2.1825832E+001, 3.1882931E+000, 1.9990007E+000, 3.0324085E+000, 2.1392738E+000, 2.3165865E+000, 2.8450098E+000, 2.1030939E+000,-2.8520296E+000, 2.0765736E+001, 2.3295250E+000, 4.6434675E+000, 2.4010670E+000, 4.8465317E+000, 2.2074478E+000, 5.8752802E+000,-2.3892199E+000, 2.2708071E+001, 2.1443637E+000, 9.7967510E-001, 2.1028202E+000, 8.5271299E-001, 2.1251406E+000, 1.3366773E+000,-1.3064968E+000, 2.0394564E+001
 1.1000054E+002,-3.1098193E+001,-4.8346392E+001,-5.1854188E+001,-5.5473181E+001,-6.3851267E+001,-8.4458501E+001, 3.9996833E+000, 3.5552869E-056, 1.0707836E+000, 8.2413823E-052, 4.1686586E+000, 2.3995747E-046, 3.2870837E+000, 2.0000405E+001, 2.2033687E+000, 5.7877345E-031, 3.0408183E+000, 1.0003469E-032, 9.5123989E-001, 1.1750617E-031, 2.1658924E+000, 2.0000051E+001, 9.2326067E-001, 1.9679276E-031, 9.0281833E-001, 6.6588238E-036, 1.4557801E-036, 1.2024516E+000, 2.3790625E-034, 2.6903017E-001, 2.0002157E+001, 1.1868197E+000, 1.4120237E-003, 9.8662223E-001, 8.5720625E-004, 9.8254392E-001, 1.4003732E-003, 9.5502204E-001, 1.4461306E-001, 2.0103158E+001, 1.1062832E+000, 3.2835207E-001, 9.9348702E-001, 3.6493195E-001, 2.7028340E-001, 5.5892986E-001, 7.1993985E-001,-7.5333504E-001, 3.5613208E-001, 2.1197352E+001, 1.3433855E+000, 1.3574629E+001, 1.2995484E+000, 1.0975436E+001, 1.3015659E+000, 6.1472706E+000, 5.7517068E-001, 7.0721329E-002, 2.2933810E+001, 3.1256760E+000, 2.0254037E+000, 3.0161808E+000, 2.2067906E+000, 2.4490058E+000, 2.7513577E+000, 2.0716367E+000,-2.7466378E+000, 2.0626249E+001, 2.4599651E+000, 5.0276349E+000, 2.4658715E+000, 4.6239223E+000, 2.2594228E+000, 7.1262181E+000,-2.5057405E+000, 2.2289646E+001, 2.1771276E+000, 9.8209281E-001, 2.1838475E+000, 6.9734670E-001, 2.0950934E+000, 1.4583707E+000,-1.3520309E+000, 2.0422140E+001
 1.2000110E+002,-3.1021524E+001,-4.8290579E+001,-5.1713924E+001,-5.5370128E+001,-6.3813167E+001,-8.4367908E+001, 3.9980942E+000, 4.3399721E-057, 1.0787353E+000, 8.8054304E-053, 4.1529310E+000, 4.4403151E-047, 3.2758245E+000, 2.0000574E+001, 2.1855327E+000, 1.3786167E-031, 2.9890202E+000, 1.8957436E-033, 9.2336887E-001, 3.4071472E-032, 2.0332328E+000, 2.0000104E+001, 8.8172621E-001, 9.1725084E-032, 9.9384051E-001, 1.1088017E-036, 2.2937803E-037, 1.1597499E+000, 1.3829361E-034, 2.5733194E-001, 2.0003770E+001, 1.1276659E+000, 8.5527089E-004, 9.2484557E-001, 5.3910003E-004, 1.0197830E+000, 9.6162516E-004, 9.8050858E-001, 1.2448538E-001, 2.0104430E+001, 1.1274762E+000, 2.5201513E-001, 9.6919099E-001, 3.0615655E-001, 2.0424965E-001, 5.5938951E-001, 5.6068310E-001,-7.6697375E-001, 3.3459663E-001, 2.1358528E+001, 1.3741121E+000, 1.6671965E+001, 1.2529177E+000, 1.2218234E+001, 1.2336301E+000, 7.3677135E+000, 5.6424132E-001, 4.1664955E-002, 2.3189175E+001, 3.1427175E+000, 2.1360673E+000, 3.0111047E+000, 2.5278869E+000, 2.8910849E+000, 2.7991048E+000, 2.4198760E+000,-2.8154834E+000, 2.0714699E+001, 2.4244999E+000, 3.6849710E+000, 2.4500421E+000, 3.8377134E+000, 2.2409755E+000, 4.9837197E+000,-2.4906472E+000, 2.2422095E+001, 2.1796641E+000, 9.5984181E-001, 2.1544596E+000, 6.0756126E-001, 2.1721112E+000, 1.4072757E+000,-1.2864912E+000, 2.0427245E+001
 1.3000166E+002,-3.1073652E+001,-4.8328556E+001,-5.1737353E+001,-5.5412866E+001,-6.3785468E+001,-8.4358512E+001, 3.9984300E+000, 2.0588992E-057, 1.0677628E+000, 4.6449740E-053, 4.1616831E+000, 1.6467384E-047, 3.2791940E+000, 2.0000459E+001, 2.1804633E+000, 1.0886116E-031, 2.8686576E+000, 1.7480221E-033, 8.8531823E-001, 3.3525346E-032, 2.1535921E+000, 2.0000022E+001, 8.9937549E-001, 3.4375596E-031, 9.9597811E-001, 2.1304279E-036, 3.0203086E-037, 1.1908574E+000, 3.2828821E-034, 2.2529643E-001, 2.0005718E+001, 1.1371441E+000, 5.6281800E-003, 9.5678848E-001, 3.0952593E-003, 8.9486968E-001, 4.4351194E-003, 8.5316876E-001, 1.5646342E-001, 2.0108179E+001, 1.0919067E+000, 3.6702741E-001, 9.0536190E-001, 3.4799279E-001, 2.6151717E-001, 5.3828880E-001, 8.9456370E-001,-7.2620287E-001, 2.7855424E-001, 2.1430448E+001, 1.4662958E+000, 1.4806833E+001, 1.2838901E+000, 9.3521559E+000, 1.2722229E+000, 5.7411677E+000, 5.8661676E-001, 7.4037826E-002, 2.3308461E+001, 3.1605376E+000, 2.2263998E+000, 3.0008030E+000, 2.4892164E+000, 2.9859907E+000, 2.8301245E+000, 2.2583232E+000,-2.8338891E+000, 2.0728635E+001, 2.3919884E+000, 5.2263616E+000, 2.4624927E+000, 5.2810892E+000, 2.2622335E+000, 6.7322026E+000,-2.4398411E+000, 2.2461412E+001, 2.1144290E+000, 1.2611964E+000, 2.1301447E+000, 1.0557116E+000, 2.1601866E+000, 1.9567744E+000,-1.3787639E+000, 2.0484280E+001
 1.4000222E+002,-3.1105130E+001,-4.8354597E+001,-5.1741353E+001,-5.5413990E+001,-6.3830453E+001,-8.4409004E+001, 3.9756750E+000, 2.1866539E-056, 1.0658112E+000, 4.8060546E-052, 4.1292536E+000, 1.6766869E-046, 3.2554953E+000, 2.0000560E+001, 2.1222774E+000, 4.6974413E-031, 3.0855365E+000, 4.3117607E-033, 8.6076332E-001, 9.0931257E-032, 1.9300406E+000, 2.0000013E+001, 9.1448690E-001, 7.9211877E-031, 1.0052844E+000, 1.2574179E-036, 2.2894784E-037, 1.1869737E+000, 2.0175107E-033, 2.3410715E-001, 2.0006874E+001, 1.1642092E+000, 9.2460315E-003, 9.4947333E-001, 4.6650843E-003, 9.5267841E-001, 4.7591705E-003, 9.2345849E-001, 1.4826601E-001, 2.0105278E+001, 1.1009215E+000, 6.0432231E-001, 8.8369384E-001, 8.7648187E-001, 7.1304545E-001, 5.7305868E-001, 1.4714944E+000,-6.8153719E-001, 3.1112840E-001, 2.1542133E+001, 1.3429436E+000, 1.2690914E+001, 1.2541911E+000, 1.0978209E+001, 1.3108978E+000, 6.1748890E+000, 6.0988988E-001, 2.3632163E-002, 2.3430393E+001, 3.1119953E+000, 2.2409838E+000, 2.9796445E+000, 2.3310784E+000, 2.3794332E+000, 2.7249668E+000, 2.3823348E+000,-2.7701537E+000, 2.0748278E+001, 2.3042623E+000, 5.0998716E+000, 2.4296800E+000, 4.8966586E+000, 2.2734937E+000, 5.9777358E+000,-2.4262260E+000, 2.2636182E+001, 2.1850141E+000, 1.0756624E+000, 2.1723014E+000, 9.2052140E-001, 2.1814203E+000, 1.5564845E+000,-1.3047677E+000, 2.0506690E+001
 1.5000278E+002,-3.1025778E+001,-4.8293162E+001,-5.1695282E+001,-5.5337841E+001,-6.3763186E+001,-8.4312896E+001, 3.9979079E+000, 1.8370236E-056, 1.0746030E+000, 4.0297865E-052, 4.1503744E+000, 1.5447808E-046, 3.2722608E+000, 2.0000485E+001, 2.1642092E+000, 3.0522877E-031, 2.9450601E+000, 6.2303441E-033, 9.1491783E-001, 6.9281756E-032, 2.0990413E+000, 2.0000020E+001, 9.6804152E-001, 5.7563950E-032, 9.3565810E-001, 3.8134861E-036, 7.1989364E-037, 1.2199680E+000, 8.6084620E-035, 2.4239655E-001, 2.0008130E+001, 1.0677609E+000, 4.8834642E-003, 8.9520209E-001, 2.1275667E-003, 9.5078674E-001, 2.5377012E-003, 8.5881100E-001, 1.8329353E-001, 2.0114464E+001, 1.1270010E+000, 1.1506191E+000, 1.0175044E+000, 1.8528869E+000, 1.6036530E+000, 6.4649238E-001, 2.3392373E+000,-7.7926614E-001, 3.4044989E-001, 2.1718316E+001, 1.3623327E+000, 5.1628298E+000, 1.1015645E+000, 3.1964857E+000, 1.1965596E+000, 1.8915282E+000, 5.0440710E-001, 5.8854532E-002, 2.1969311E+001, 3.0957109E+000, 2.7641830E+000, 2.9422066E+000, 2.8545873E+000, 3.3000173E+000, 2.7579498E+000, 2.9400499E+000,-2.7848928E+000, 2.0929773E+001, 2.4073337E+000, 9.5028724E+000, 2.5021435E+000, 9.6973379E+000, 2.2726106E+000, 1.1393233E+001,-2.4669007E+000, 2.3576530E+001, 2.1599317E+000, 7.0822409E-001, 2.1480581E+000, 6.3242936E-001, 2.0710037E+000, 1.3092348E+000,-1.2874211E+000, 2.0470308E+001
 1.6000335E+002,-3.1074888E+001,-4.8365838E+001,-5.1773066E+001,-5.5420940E+001,-6.3814598E+001,-8.4423857E+001, 4.0071515E+000, 2.5461656E-057, 1.0700069E+000, 4.8895078E-053, 4.1737449E+000, 1.6699571E-047, 3.2870274E+000, 2.0000458E+001, 2.1721635E+000, 1.5544895E-031, 2.8923528E+000, 2.6090857E-033, 9.4101055E-001, 4.0352828E-032, 2.1497972E+000, 2.0000143E+001, 9.3211608E-001, 6.6238002E-032, 1.0364053E+000, 1.4409349E-036, 3.8220311E-037, 1.1834237E+000, 1.6395024E-034, 2.9499505E-001, 2.0008947E+001, 1.1798402E+000, 1.6377591E-003, 1.0142109E+000, 1.1033584E-003, 1.0170393E+000, 1.0834458E-003, 9.1594285E-001, 1.7619862E-001, 2.0132024E+001, 1.0858793E+000, 3.5862969E-001, 9.1109127E-001, 5.9577050E-001, 5.2043781E-001, 6.3396012E-001, 1.2008214E+000,-7.6380837E-001, 2.7257673E-001, 2.1781291E+001, 1.3251554E+000, 1.0972766E+001, 1.2007137E+000, 9.6888256E+000, 1.2413767E+000, 6.4791993E+000, 5.5600398E-001, 7.3851546E-002, 2.2086798E+001, 3.2238862E+000, 2.8392632E+000, 3.0749429E+000, 3.2616842E+000, 3.6320105E+000, 2.9230594E+000, 3.1751897E+000,-2.9151760E+000, 2.1098609E+001, 2.3641429E+000, 4.6382825E+000, 2.4791977E+000, 4.5102547E+000, 2.2193156E+000, 5.6985666E+000,-2.4241478E+000, 2.3637913E+001, 2.1804817E+000, 1.4869987E+000, 2.1453181E+000, 7.3040989E-001, 2.2131701E+000, 1.0871947E+000,-1.2658015E+000, 2.0426095E+001
 1.7000032E+002,-3.1111926E+001,-4.8347447E+001,-5.1780085E+001,-5.5449507E+001,-6.3839559E+001,-8.4456867E+001, 3.9908773E+000, 1.2484428E-056, 1.0975218E+000, 2.7148850E-052, 4.1536883E+000, 1.0152819E-046, 3.2725341E+000, 2.0000595E+001, 2.2182287E+000, 2.6357686E-031, 2.8690332E+000, 4.3296928E-033, 8.9075164E-001, 5.9468512E-032, 2.1971583E+000, 2.0000211E+001, 9.7881983E-001, 7.4629193E-032, 9.4704049E-001, 1.2912206E-036, 3.4589903E-037, 1.2096603E+000, 2.7605425E-035, 1.9921835E-001, 2.0011496E+001, 1.1572413E+000, 1.7799985E-003, 9.4553188E-001, 7.5766087E-004, 9.3991687E-001, 8.1662028E-004, 9.3924388E-001, 1.5294902E-001, 2.0136297E+001, 1.1050543E+000, 1.1645729E-001, 8.7898502E-001, 1.2227071E-001, 1.1363418E-001, 5.7981890E-001, 3.5707606E-001,-7.2994373E-001, 2.7754422E-001, 2.1624789E+001, 1.4068705E+000, 2.1122441E+001, 1.2455271E+000, 1.4935300E+001, 1.3104220E+000, 9.2535445E+000, 5.8405327E-001, 4.0013465E-002, 2.4631213E+001, 3.1812973E+000, 1.8896933E+000, 3.0410431E+000, 2.2577924E+000, 2.7901229E+000, 2.8374313E+000, 1.9752505E+000,-2.8179516E+000, 2.0799063E+001, 2.3059431E+000, 3.2459241E+000, 2.4547240E+000, 3.5251710E+000, 2.1923854E+000, 4.5362652E+000,-2.3987881E+000, 2.1798137E+001, 2.1495031E+000, 1.3082306E+000, 2.1565352E+000, 1.1799641E+000, 2.1172877E+000, 1.9864542E+000,-1.3110274E+000, 2.0563153E+001
 1.8000088E+002,-3.1095115E+001,-4.8405310E+001,-5.1730293E+001,-5.5410174E+001,-6.3793996E+001,-8.4385537E+001, 3.9860491E+000, 2.8447373E-056, 1.0532050E+000, 6.2485300E-052, 4.1445762E+000, 3.4051568E-046, 3.2650497E+000, 2.0000667E+001, 2.1699354E+000, 8.8952590E-032, 2.9606660E+000, 1.4208773E-033, 8.6279203E-001, 2.0174163E-032, 2.1138859E+000, 2.0000360E+001, 9.1913332E-001, 2.3394445E-031, 9.1563339E-001, 1.5236323E-036, 2.9945261E-037, 1.1868747E+000, 1.0289211E-034, 2.5214213E-001, 2.0015233E+001, 1.0911622E+000, 3.1442572E-003, 9.5752238E-001, 1.3752613E-003, 9.5542318E-001, 1.3992677E-003, 8.9864709E-001, 1.5802109E-001, 2.0121606E+001, 1.1459107E+000, 9.7357484E-001, 1.0718572E+000, 1.6881298E+000, 1.4672860E+000, 6.7510240E-001, 2.4306428E+000,-8.5358372E-001, 2.9053711E-001, 2.1963047E+001, 1.3109484E+000, 3.7619538E+000, 1.1421325E+000, 2.0867181E+000, 1.2529642E+000, 1.6368788E+000, 5.9580192E-001, 1.4795359E-001, 2.2037363E+001, 3.0945398E+000, 3.0031991E+000, 2.9671284E+000, 2.9847803E+000, 3.1434927E+000, 2.7440795E+000, 3.1173179E+000,-2.7803539E+000, 2.0965203E+001, 2.4285922E+000, 1.0118489E+001, 2.5016596E+000, 1.0426990E+001, 2.2802635E+000, 1.1960818E+001,-2.5108250E+000, 2.4665786E+001, 2.1981628E+000, 6.3573205E-001, 2.2292892E+000, 7.0122976E-001, 2.1873998E+000, 1.3730745E+000,-1.3420891E+000, 2.0520822E+001
 1.9000144E+002,-3.1117480E+001,-4.8348664E+001,-5.1754146E+001,-5.5403879E+001,-6.3798057E+001,-8.4426146E+001, 4.0087921E+000, 6.4346289E-056, 1.0748817E+000, 1.5031842E-051, 4.1637760E+000, 3.9872544E-046, 3.2841808E+000, 2.0000711E+001, 2.1793472E+000, 2.1336994E-031, 2.9965554E+000, 3.0089795E-033, 8.6132329E-001, 4.6680614E-032, 2.1157829E+000, 2.0000395E+001, 9.2528860E-001, 2.9476847E-031, 1.0006328E+000, 9.6440665E-037, 1.3813058E-037, 1.1491783E+000, 3.3563594E-034, 2.3735109E-001, 2.0013663E+001, 1.2021369E+000, 5.6627089E-003, 9.8727847E-001, 2.7249244E-003, 1.0371558E+000, 2.6465881E-003, 9.6869923E-001, 1.7782476E-001, 2.0125039E+001, 1.1356304E+000, 4.7308293E-001, 9.7482705E-001, 4.2993561E-001, 3.8507871E-001, 6.1721381E-001, 8.5159414E-001,-7.8317514E-001, 2.9073643E-001, 2.1981452E+001, 1.4438852E+000, 1.5049841E+001, 1.3007289E+000, 1.2167506E+001, 1.2852166E+000, 5.8187746E+000, 6.0947536E-001, 8.7549106E-002, 2.3036251E+001, 3.1338258E+000, 2.5409778E+000, 3.0086451E+000, 3.0276764E+000, 2.8941504E+000, 2.8491538E+000, 2.9150313E+000,-2.8050547E+000, 2.1143791E+001, 2.3847115E+000, 4.8566040E+000, 2.4997840E+000, 4.6235345E+000, 2.2215701E+000, 6.4385893E+000,-2.4463545E+000, 2.3289936E+001, 2.1978302E+000, 8.4433819E-001, 2.1646806E+000, 7.4344718E-001, 2.1731148E+000, 1.2138020E+000,-1.4900956E+000, 2.0475170E+001
 2.0000000E+002,-3.1040370E+001,-4.8286110E+001,-5.1725945E+001,-5.5354498E+001,-6.3758800E+001,-8.4399251E+001, 4.0143353E+000, 4.8411453E-057, 1.0808359E+000, 1.0513300E-052, 4.1789245E+000, 4.1490404E-047, 3.2931050E+000, 2.0000581E+001, 2.1905504E+000, 1.7775898E-031, 2.8818935E+000, 3.3800222E-033, 1.0249866E+000, 5.3671471E-032, 2.2233242E+000, 2.0000308E+001, 9.6504226E-001, 1.2642809E-031, 9.6004033E-001, 2.5804074E-036, 5.1763658E-037, 1.1787158E+000, 1.9880109E-034, 2.8684961E-001, 2.0021164E+001, 1.1584261E+000, 6.7359740E-003, 8.7403709E-001, 4.7958265E-003, 9.8108363E-001, 4.1971118E-003, 8.3769698E-001, 1.3119486E-001, 2.0139309E+001, 1.1188335E+000, 7.0134674E-001, 1.0078487E+000, 1.2226630E+000, 9.7282022E-001, 5.8081597E-001, 1.6658490E+000,-7.6063839E-001, 3.2156242E-001, 2.1834855E+001, 1.4311674E+000, 6.3626179E+000, 1.1842164E+000, 2.7388506E+000, 1.3209258E+000, 1.9316514E+000, 5.5681592E-001, 1.0860140E-001, 2.2258437E+001, 3.1082496E+000, 2.4210442E+000, 3.0201351E+000, 2.6705646E+000, 2.9753874E+000, 2.8437732E+000, 2.6411303E+000,-2.8117827E+000, 2.0918172E+001, 2.4214427E+000, 7.2402634E+000, 2.4772609E+000, 7.1494777E+000, 2.2353589E+000, 9.1893112E+000,-2.4510175E+000, 2.3889130E+001, 2.1383634E+000, 6.6997985E-001, 2.1090422E+000, 6.5227164E-001, 2.0845490E+000, 1.2433857E+000,-1.3854464E+000, 2.0496878E+001
