s,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2
 3.5024847E+001, 4.5501991E+002, 1.5381449E+001, 6.8669380E+001, 6.8611324E+000, 6.1528571E+001, 4.1708365E+000, 6.1919869E+001, 2.6166610E+000, 5.1287312E+001, 1.4721081E+000, 5.1883558E+001, 7.6545247E-001, 7.6553681E+001, 4.8587384E-001, 5.8472161E+001, 2.9657692E-001, 4.3518222E+001, 1.8631961E-001
 3.6006313E+001, 4.6715018E+002, 1.8777489E+001, 1.8205189E+002, 6.7161005E+000, 6.9767264E+001, 3.1576096E+000, 6.0875233E+001, 1.8370481E+000, 5.4246562E+001, 1.0915159E+000, 4.7810360E+001, 7.9131480E-001, 4.6487597E+001, 5.2129290E-001, 7.1385784E+001, 4.8083755E-001, 4.5291337E+001, 2.7432214E-001
 3.7008441E+001, 1.6232157E+002, 1.7492310E+001, 2.5874011E+002, 8.7009493E+000, 6.3201060E+001, 3.7495543E+000, 6.8309828E+001, 1.7866387E+000, 5.2050777E+001, 8.4267401E-001, 4.7242969E+001, 5.0705351E-001, 4.5845017E+001, 2.8794574E-001, 4.9970527E+001, 2.5407183E-001, 5.7411121E+001, 2.6863026E-001
 3.8031232E+001, 3.2789027E+002, 1.7015235E+001, 1.3206349E+002, 9.7892598E+000, 8.3828530E+001, 5.7373607E+000, 6.7368508E+001, 3.0598396E+000, 5.0581629E+001, 1.4906163E+000, 4.8386623E+001, 5.5350309E-001, 4.5292415E+001, 2.3329221E-001, 4.0470168E+001, 1.5932227E-001, 5.1273496E+001, 1.9140997E-001
 3.9004937E+001, 7.7662936E+002, 1.8796631E+001, 1.6504264E+002, 6.2701840E+000, 9.0376978E+001, 3.8874672E+000, 7.3799619E+001, 2.6160870E+000, 5.2028154E+001, 1.5405108E+000, 4.2727852E+001, 8.6655537E-001, 4.3682623E+001, 4.3668402E-001, 4.1987426E+001, 3.0998188E-001, 3.9868400E+001, 1.9138236E-001
 4.0025162E+001, 3.7552861E+002, 1.5410090E+001, 1.4800780E+002, 6.5557205E+000, 9.0902158E+001, 2.9388801E+000, 5.9369704E+001, 1.5404145E+000, 5.6164693E+001, 9.0850562E-001, 3.7023852E+001, 8.1405925E-001, 4.0913727E+001, 6.1128091E-001, 4.4111834E+001, 3.8861427E-001, 3.5111575E+001, 2.4961384E-001
 4.1007264E+001, 2.7923807E+002, 1.6589261E+001, 6.0329837E+001, 9.8796873E+000, 6.6552681E+001, 5.5135756E+000, 6.5385395E+001, 2.7295242E+000, 6.7419843E+001, 1.3588761E+000, 3.6018665E+001, 5.1418317E-001, 3.5130784E+001, 1.6890283E-001, 4.3854553E+001, 1.8606719E-001, 3.4982800E+001, 1.2172744E-001
 4.2002970E+001, 4.3342525E+002, 1.5210182E+001, 1.1232533E+002, 8.2458754E+000, 5.2293387E+001, 5.9210552E+000, 7.7499064E+001, 4.1112568E+000, 4.9519231E+001, 2.3806871E+000, 4.0534602E+001, 1.0401371E+000, 2.9871776E+001, 2.7878248E-001, 4.0095357E+001, 2.5156620E-001, 3.6574706E+001, 1.6352512E-001
 4.3018764E+001, 2.7454201E+002, 1.5101173E+001, 1.2760480E+002, 5.6107585E+000, 5.8902236E+001, 2.4092713E+000, 5.8108371E+001, 1.4067534E+000, 6.4743817E+001, 8.8646919E-001, 5.5587799E+001, 8.9077284E-001, 3.0013843E+001, 6.5848773E-001, 3.8065206E+001, 4.7074443E-001, 3.5458426E+001, 3.1049613E-001
 4.4013120E+001, 1.6587723E+002, 1.7276312E+001, 1.0364075E+002, 9.5366144E+000, 7.1960875E+001, 3.9448172E+000, 4.8647882E+001, 1.5193836E+000, 7.0849648E+001, 7.5388666E-001, 4.9034500E+001, 4.6674684E-001, 4.6051316E+001, 2.6709167E-001, 3.7461120E+001, 1.6625840E-001, 3.3835299E+001, 1.2661356E-001
 4.5003127E+001, 3.7368048E+002, 1.6298253E+001, 1.7603969E+002, 1.0867422E+001, 8.2241420E+001, 7.6000849E+000, 5.7443936E+001, 4.1815850E+000, 4.6088115E+001, 1.8491216E+000, 6.3739812E+001, 6.0064956E-001, 5.2255769E+001, 2.3189990E-001, 3.5207300E+001, 1.1198945E-001, 3.5754729E+001, 1.0771663E-001
 4.6005306E+001, 2.6540364E+002, 1.4539629E+001, 1.4653855E+002, 5.8424924E+000, 8.5210879E+001, 3.5000084E+000, 5.4595452E+001, 2.5486108E+000, 4.4556361E+001, 1.5849223E+000, 6.4011756E+001, 1.1919630E+000, 5.7394868E+001, 5.8796977E-001, 4.7868182E+001, 3.5300203E-001, 3.4363490E+001, 2.0412895E-001
 4.7022518E+001, 1.6215627E+002, 1.8738208E+001, 1.3063931E+002, 7.1766861E+000, 1.0813788E+002, 2.4912074E+000, 6.9137712E+001, 1.1618646E+000, 5.4505363E+001, 6.4545741E-001, 4.4905026E+001, 5.5389387E-001, 5.8606101E+001, 6.1055770E-001, 4.7386350E+001, 3.4117604E-001, 3.4848350E+001, 1.9080812E-001
 4.8000896E+001, 3.6059872E+002, 1.9272050E+001, 1.8342637E+002, 1.2570160E+001, 6.4093618E+001, 6.2159424E+000, 9.6060420E+001, 2.6302711E+000, 5.3115023E+001, 1.0173245E+000, 4.0744726E+001, 3.7930592E-001, 4.7887141E+001, 1.9793190E-001, 4.6279144E+001, 1.5528227E-001, 4.4529693E+001, 1.4308479E-001
 4.9001321E+001, 1.7255468E+002, 1.7534050E+001, 2.4135540E+002, 1.0181108E+001, 5.6907943E+001, 7.5145229E+000, 6.8860236E+001, 4.7959707E+000, 7.6201228E+001, 2.4288726E+000, 5.0283163E+001, 9.0731603E-001, 3.3445250E+001, 2.9137502E-001, 4.5524077E+001, 2.0653309E-001, 4.6815271E+001, 1.8309261E-001
 5.0007686E+001, 1.5566262E+002, 1.6061601E+001, 9.3023491E+001, 6.8925349E+000, 1.2383125E+002, 3.3653230E+000, 5.7101523E+001, 1.9577903E+000, 6.3987001E+001, 1.1750644E+000, 6.4594855E+001, 1.0093108E+000, 3.5849914E+001, 6.1383852E-001, 4.1430588E+001, 3.5968180E-001, 4.3041302E+001, 2.5409460E-001
 5.1022742E+001, 3.9102749E+002, 1.8009650E+001, 6.2638457E+001, 9.6521081E+000, 1.0857144E+002, 4.9616076E+000, 7.9158350E+001, 2.2324532E+000, 5.2172937E+001, 9.7356688E-001, 5.8703905E+001, 5.9072282E-001, 4.8432831E+001, 3.4595752E-001, 3.5823750E+001, 1.9974148E-001, 4.4030016E+001, 1.7750783E-001
 5.2011087E+001, 3.3359922E+002, 2.0473050E+001, 1.4454778E+002, 1.0368936E+001, 5.8758986E+001, 6.7792435E+000, 1.0284426E+002, 4.4557426E+000, 5.9512781E+001, 2.2347696E+000, 4.9808919E+001, 7.6961839E-001, 6.7155835E+001, 3.8970292E-001, 4.3949171E+001, 1.7841770E-001, 3.5562265E+001, 1.2092284E-001
 5.3026144E+001, 1.4189473E+002, 1.7886655E+001, 2.4382051E+002, 8.5221050E+000, 5.2598084E+001, 3.5785794E+000, 7.2460233E+001, 2.0936247E+000, 8.2284860E+001, 1.2486894E+000, 4.2730589E+001, 8.9990546E-001, 5.1260633E+001, 6.0788339E-001, 5.9646756E+001, 3.9555703E-001, 3.6311286E+001, 1.8897585E-001
 5.4014489E+001, 5.0510514E+002, 2.2457580E+001, 1.1443018E+002, 1.1641149E+001, 1.2964021E+002, 4.7685428E+000, 5.6317720E+001, 1.8613789E+000, 7.7157745E+001, 9.2502385E-001, 5.8905857E+001, 5.8325212E-001, 4.5238878E+001, 3.1535767E-001, 5.3145440E+001, 2.6024639E-001, 4.6522132E+001, 1.8982865E-001
 5.5021363E+001, 6.1396870E+002, 2.4286791E+001, 2.1035657E+002, 1.1762893E+001, 8.9267878E+001, 6.8799801E+000, 9.0889388E+001, 3.4766988E+000, 5.3751883E+001, 1.5586507E+000, 6.7713509E+001, 6.3263763E-001, 4.4582451E+001, 2.1399178E-001, 3.8305000E+001, 1.2969508E-001, 5.3619889E+001, 2.0411266E-001
 5.6013358E+001, 2.3169922E+002, 1.8285910E+001, 2.0728428E+002, 1.0620666E+001, 1.1241049E+002, 5.7900867E+000, 1.0543020E+002, 3.5853883E+000, 5.6560205E+001, 2.0523038E+000, 6.0849122E+001, 1.1643193E+000, 5.6017485E+001, 5.7283860E-001, 3.6219114E+001, 3.0577016E-001, 4.3106581E+001, 2.5851124E-001
 5.7018134E+001, 1.7062017E+002, 1.4528573E+001, 9.9152649E+001, 6.7184679E+000, 1.5059021E+002, 3.1418396E+000, 8.4054055E+001, 1.5623184E+000, 8.7636345E+001, 9.4620733E-001, 4.9076451E+001, 7.6252171E-001, 4.1091098E+001, 5.7710133E-001, 3.8834747E+001, 3.4311246E-001, 3.7664311E+001, 2.4194972E-001
 5.8014701E+001, 2.8729628E+002, 1.6954330E+001, 9.8774054E+001, 8.9937576E+000, 9.8886305E+001, 4.5032572E+000, 8.4159902E+001, 2.1819719E+000, 8.4359862E+001, 1.0428648E+000, 4.8412099E+001, 4.3052308E-001, 3.9117451E+001, 1.9140314E-001, 5.3350367E+001, 2.1761342E-001, 3.4177413E+001, 1.1942077E-001
 5.9017915E+001, 6.3346924E+002, 2.1337052E+001, 1.4708646E+002, 9.5967284E+000, 6.1390023E+001, 6.0042710E+000, 8.1459721E+001, 3.7480717E+000, 8.4102205E+001, 1.9996379E+000, 6.0367790E+001, 7.1449765E-001, 3.5407308E+001, 2.2627804E-001, 4.4052108E+001, 1.7545306E-001, 3.9412871E+001, 1.3047622E-001
 6.0005773E+001, 1.9236717E+002, 1.4855479E+001, 2.1863898E+002, 7.9559462E+000, 6.0896103E+001, 3.8857148E+000, 5.5723170E+001, 2.2032691E+000, 5.5612780E+001, 1.3519824E+000, 4.9733414E+001, 9.0315790E-001, 3.1688990E+001, 6.2673237E-001, 3.7997460E+001, 3.5267273E-001, 4.5384312E+001, 2.5781060E-001
 6.1002220E+001, 1.2681178E+002, 1.6401510E+001, 1.0486248E+002, 6.8622541E+000, 7.5990069E+001, 3.0005698E+000, 5.6464216E+001, 1.4719018E+000, 4.2170783E+001, 7.2982508E-001, 5.0955885E+001, 6.5161255E-001, 3.1293137E+001, 2.8136705E-001, 3.4533520E+001, 1.9556325E-001, 3.8193863E+001, 1.7913496E-001
 6.2022029E+001, 1.4095339E+002, 1.7796050E+001, 5.8664301E+001, 9.6530029E+000, 4.7804709E+001, 4.8399271E+000, 8.0593139E+001, 2.3252385E+000, 4.6482313E+001, 1.0545689E+000, 5.5146045E+001, 4.2160830E-001, 3.0274903E+001, 1.4978872E-001, 3.2954795E+001, 1.0651401E-001, 3.4090985E+001, 1.0092106E-001
 6.3018906E+001, 1.2922873E+002, 1.6906188E+001, 1.3405821E+002, 8.8446342E+000, 6.3295100E+001, 5.3790110E+000, 8.3047186E+001, 3.4661968E+000, 5.6564782E+001, 1.9146971E+000, 4.7076761E+001, 9.1170961E-001, 3.8942663E+001, 3.4783747E-001, 3.0233183E+001, 1.5302000E-001, 3.0317628E+001, 9.7341493E-002
 6.4012033E+001, 8.1335691E+001, 1.5912793E+001, 1.9990028E+002, 7.1569455E+000, 6.0003739E+001, 3.1784776E+000, 5.4142570E+001, 1.7418135E+000, 7.1951488E+001, 1.0639556E+000, 3.9200116E+001, 7.8386135E-001, 4.8089204E+001, 7.1572209E-001, 2.7314256E+001, 3.2943684E-001, 2.6940042E+001, 1.8103690E-001
 6.5013435E+001, 8.4717003E+001, 1.6965558E+001, 1.0167582E+002, 9.7234089E+000, 1.1996718E+002, 4.7069657E+000, 6.1072965E+001, 2.0734886E+000, 6.2387591E+001, 9.1198113E-001, 3.5710619E+001, 4.3544292E-001, 4.4349129E+001, 2.5855740E-001, 3.0273429E+001, 1.3190172E-001, 2.5362016E+001, 7.8898680E-002
 6.6019399E+001, 9.9727517E+001, 1.6329423E+001, 6.6619832E+001, 8.9711271E+000, 1.1740068E+002, 5.9861448E+000, 6.8648074E+001, 3.8543620E+000, 5.1171238E+001, 2.1201599E+000, 3.8419538E+001, 7.5458470E-001, 3.9550099E+001, 2.0080661E-001, 3.9702506E+001, 1.4738430E-001, 2.4843627E+001, 5.5557194E-002
 6.7008829E+001, 7.3133481E+001, 1.6263132E+001, 8.7716361E+001, 7.2381528E+000, 7.7294154E+001, 3.8417578E+000, 7.8162746E+001, 2.4586365E+000, 6.5105631E+001, 1.5473150E+000, 3.9085346E+001, 1.0586711E+000, 3.6791090E+001, 6.4968930E-001, 4.0661239E+001, 3.8659613E-001, 2.4594223E+001, 1.6170666E-001
 6.8002857E+001, 5.6403136E+001, 1.6095929E+001, 1.9088227E+002, 1.0609256E+001, 6.6641907E+001, 4.9625398E+000, 6.7844856E+001, 2.1256217E+000, 7.3489372E+001, 1.0234065E+000, 4.7759303E+001, 7.3765841E-001, 3.3282348E+001, 3.8809249E-001, 3.8971319E+001, 2.8979504E-001, 2.4700655E+001, 1.4465221E-001
 6.9015231E+001, 8.7776503E+001, 1.4814260E+001, 1.3589028E+002, 9.6555850E+000, 7.6414522E+001, 6.3820517E+000, 7.4129829E+001, 3.7529962E+000, 5.6848312E+001, 1.6718999E+000, 6.8079538E+001, 6.6709457E-001, 3.3045663E+001, 1.7328455E-001, 3.5784280E+001, 1.3135798E-001, 2.6768572E+001, 6.5541296E-002
 7.0005335E+001, 3.9714773E+002, 1.5213470E+001, 6.7754989E+001, 7.0803281E+000, 9.6477990E+001, 4.7149615E+000, 7.9162551E+001, 3.3385513E+000, 5.8444764E+001, 2.1964640E+000, 6.0656621E+001, 1.2088582E+000, 5.2486129E+001, 5.1208772E-001, 3.3117106E+001, 2.6114446E-001, 3.2057003E+001, 1.3087903E-001
 7.1014147E+001, 2.5208752E+002, 1.6539709E+001, 9.4996978E+001, 7.5795838E+000, 7.7144875E+001, 3.6238169E+000, 5.3089273E+001, 1.8214957E+000, 6.2376055E+001, 1.0339300E+000, 5.5469586E+001, 9.1800921E-001, 5.5939246E+001, 6.8468694E-001, 3.1208593E+001, 2.8282978E-001, 3.5270839E+001, 1.8605498E-001
