s,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2
 1.5001773E+001, 1.0253373E+003, 4.2228050E+001, 8.2867603E+002, 3.4079046E+001, 1.0959840E+003, 3.9850034E+001, 1.1471547E+003, 4.0186885E+001, 1.1598424E+003, 3.4890761E+001, 1.0803820E+003, 2.8063484E+001, 5.5355291E+002, 1.2030000E+001, 6.7322987E+002, 1.2589095E+001, 6.2858824E+002, 9.4762788E+000
 1.6013270E+001, 1.0116337E+003, 4.8201746E+001, 7.4706718E+002, 2.3110339E+001, 3.3121090E+002, 1.3378591E+001, 4.7748238E+002, 9.0908424E+000, 4.7887533E+002, 9.8473340E+000, 5.9520149E+002, 1.2340223E+001, 6.2691707E+002, 1.4562908E+001, 7.2072429E+002, 1.5350935E+001, 5.0728865E+002, 9.8268114E+000
 1.7004536E+001, 1.0365632E+003, 5.7172256E+001, 9.4401999E+002, 4.5282499E+001, 5.6058640E+002, 2.9118773E+001, 2.0504397E+002, 1.2327279E+001, 1.9677198E+002, 4.7247481E+000, 2.0719955E+002, 2.4092640E+000, 2.7626743E+002, 3.0637039E+000, 2.9006454E+002, 3.7146331E+000, 3.0869731E+002, 4.3610615E+000
 1.8007202E+001, 1.1399721E+003, 4.7849420E+001, 1.1226711E+003, 6.2201258E+001, 1.0758782E+003, 5.5273934E+001, 9.4704803E+002, 4.0592201E+001, 6.3382156E+002, 2.2220715E+001, 1.9805171E+002, 5.9807121E+000, 1.4201884E+002, 2.5208761E+000, 1.7582227E+002, 1.9851886E+000, 2.0127172E+002, 2.0746572E+000
 1.9009781E+001, 7.0192631E+002, 3.0512544E+001, 4.8032566E+002, 1.7211928E+001, 6.5247008E+002, 2.4472206E+001, 8.8011120E+002, 3.2469517E+001, 9.9387604E+002, 3.6209708E+001, 9.1344670E+002, 3.1584675E+001, 5.0003878E+002, 1.3164139E+001, 3.3079610E+002, 7.9199001E+000, 1.5963770E+002, 2.8555920E+000
 2.0011117E+001, 4.1254938E+002, 3.9224649E+001, 6.5323714E+002, 2.1564177E+001, 2.4567182E+002, 8.3265561E+000, 2.5473700E+002, 4.4414446E+000, 3.9682042E+002, 5.8536724E+000, 4.3553825E+002, 6.7662356E+000, 5.2026103E+002, 9.2888612E+000, 5.9075127E+002, 1.1577050E+001, 5.6107838E+002, 9.3400762E+000
 2.1018632E+001, 1.0192289E+003, 5.5120305E+001, 9.1060240E+002, 4.7517141E+001, 8.2404234E+002, 2.6602675E+001, 4.6745581E+002, 1.0575014E+001, 3.9196204E+002, 5.9178659E+000, 2.6330248E+002, 3.1963583E+000, 1.9973485E+002, 2.1476748E+000, 2.8510322E+002, 3.1471541E+000, 2.7182258E+002, 3.3153527E+000
 2.2020604E+001, 3.5230780E+002, 3.2861504E+001, 9.4237990E+002, 5.3313379E+001, 1.1327400E+003, 5.6743037E+001, 3.3565506E+002, 2.2476930E+001, 1.3646590E+002, 6.3143915E+000, 2.1702538E+002, 3.0977818E+000, 1.8353099E+002, 2.1347549E+000, 1.4808773E+002, 1.4595358E+000, 1.3854378E+002, 1.2617626E+000
 2.3001883E+001, 4.2804943E+002, 3.6604482E+001, 1.6028308E+002, 1.1448429E+001, 3.6160496E+002, 1.2487158E+001, 7.2888198E+002, 2.3202763E+001, 5.7933388E+002, 1.3582855E+001, 9.8008366E+001, 3.1134477E+000, 2.1768335E+002, 2.7102569E+000, 1.5675356E+002, 1.5388816E+000, 8.4322619E+001, 7.4355708E-001
 2.4023977E+001, 1.0704759E+003, 5.2050840E+001, 5.5518622E+002, 3.2912484E+001, 2.4474137E+002, 1.4932898E+001, 1.5550542E+002, 4.6050111E+000, 2.9339205E+002, 4.8497135E+000, 3.8731542E+002, 5.3850956E+000, 2.5259340E+002, 3.3327760E+000, 1.2052111E+002, 1.2983673E+000, 2.3391943E+002, 2.1467094E+000
 2.5022869E+001, 9.0010317E+002, 4.3538052E+001, 1.0149485E+003, 5.7303911E+001, 9.8801796E+002, 4.7054521E+001, 6.8242602E+002, 2.3892179E+001, 3.4887950E+002, 8.0655947E+000, 2.3783690E+002, 3.3579884E+000, 1.5793995E+002, 2.0794829E+000, 1.9837576E+002, 2.2675653E+000, 1.4328824E+002, 1.7054198E+000
 2.6008751E+001, 9.9075364E+002, 3.6549844E+001, 4.0445208E+002, 2.4267162E+001, 7.3175875E+002, 3.4324405E+001, 1.0881491E+003, 4.0251421E+001, 8.9897096E+002, 2.8516958E+001, 6.9923546E+002, 1.6581542E+001, 5.4923364E+002, 8.1212719E+000, 2.8007849E+002, 3.3973792E+000, 1.4971277E+002, 1.4453037E+000
 2.7002542E+001, 1.1017268E+003, 5.0618778E+001, 7.0307082E+002, 2.3560996E+001, 1.6386948E+002, 9.9612435E+000, 3.0768410E+002, 6.7751865E+000, 4.6396279E+002, 8.5366185E+000, 4.5897141E+002, 1.1550103E+001, 7.1046110E+002, 1.9223329E+001, 7.9798115E+002, 1.6651323E+001, 4.0162417E+002, 5.3781999E+000
 2.8004864E+001, 1.0720579E+003, 5.1935111E+001, 1.0201429E+003, 4.3166413E+001, 8.0677424E+002, 2.9222574E+001, 2.5560419E+002, 1.3279449E+001, 2.2625116E+002, 6.5660812E+000, 3.1510819E+002, 4.3908372E+000, 2.8654724E+002, 3.3413245E+000, 1.9561726E+002, 2.4015968E+000, 2.5556572E+002, 2.8360832E+000
 2.9018492E+001, 5.9793788E+002, 3.4744308E+001, 1.1337978E+003, 5.3830834E+001, 1.0528168E+003, 4.9459692E+001, 8.8289081E+002, 3.6163619E+001, 5.8805574E+002, 2.2499423E+001, 2.9124109E+002, 9.7512948E+000, 2.4639213E+002, 5.2944429E+000, 3.0964638E+002, 4.4182343E+000, 2.5403098E+002, 3.3010201E+000
 3.0015114E+001, 2.1737162E+002, 2.5496267E+001, 3.5038327E+002, 1.8645099E+001, 5.9923507E+002, 2.3168835E+001, 8.6692902E+002, 2.5766363E+001, 9.2416496E+002, 2.9557664E+001, 9.1415380E+002, 2.7378536E+001, 7.3410171E+002, 1.9454681E+001, 5.2525127E+002, 9.5604863E+000, 2.6617713E+002, 4.3150913E+000
 3.1011904E+001, 8.4849311E+002, 4.3999471E+001, 2.6190573E+002, 2.1834605E+001, 2.0027442E+002, 8.8871672E+000, 3.1981680E+002, 5.6287230E+000, 4.2261415E+002, 5.8914026E+000, 4.1874162E+002, 5.8691350E+000, 5.6368350E+002, 8.8595593E+000, 4.9406355E+002, 9.5901393E+000, 5.0894122E+002, 9.1711054E+000
 3.2028806E+001, 5.0205574E+002, 3.8249048E+001, 9.4228435E+002, 5.1448219E+001, 5.5326938E+002, 3.4670364E+001, 2.9228300E+002, 1.5339268E+001, 2.7847477E+002, 5.9533157E+000, 2.7131147E+002, 3.1792473E+000, 2.9627310E+002, 3.2969544E+000, 2.6593601E+002, 2.5577084E+000, 2.7645742E+002, 2.8994918E+000
 3.3002419E+001, 6.4111916E+002, 3.0493083E+001, 4.6991704E+002, 2.6078576E+001, 6.7364613E+002, 3.7656189E+001, 8.8130415E+002, 4.0926689E+001, 7.5039932E+002, 3.1445594E+001, 4.2285270E+002, 1.4505340E+001, 2.8713140E+002, 5.8904680E+000, 1.4391725E+002, 2.1175354E+000, 2.3000871E+002, 2.5682347E+000
 3.4006235E+001, 1.1738832E+003, 4.0742179E+001, 1.1774026E+003, 2.9763154E+001, 9.3618200E+002, 1.7636308E+001, 3.9507045E+002, 7.7630836E+000, 5.2806324E+002, 1.0858104E+001, 3.8413060E+002, 1.1735832E+001, 4.3250755E+002, 1.0373051E+001, 2.4881801E+002, 6.4118365E+000, 1.3639937E+002, 2.8670026E+000
 3.5000181E+001, 5.7869437E+002, 4.0428512E+001, 1.1880227E+003, 4.3090676E+001, 1.0629818E+003, 3.0488925E+001, 8.6323288E+002, 1.7275866E+001, 3.7164967E+002, 5.7057126E+000, 2.6655451E+002, 3.3315650E+000, 1.4380797E+002, 1.6707033E+000, 1.2170588E+002, 1.7151536E+000, 2.1408863E+002, 2.7903729E+000
 3.6015216E+001, 1.0156611E+003, 4.7775535E+001, 9.3178736E+002, 5.4090542E+001, 1.1704235E+003, 5.0748182E+001, 5.3656920E+002, 2.0281371E+001, 2.4535531E+002, 7.1476975E+000, 3.1248531E+002, 4.5535581E+000, 4.2952598E+002, 5.6209509E+000, 3.3016421E+002, 3.6693174E+000, 1.6145004E+002, 1.7431930E+000
 3.7013100E+001, 8.9894769E+002, 4.0492651E+001, 9.8058908E+002, 4.1233091E+001, 9.0341352E+002, 4.7788783E+001, 1.2172213E+003, 5.4920326E+001, 8.6870025E+002, 3.4366608E+001, 2.8624576E+002, 8.7378390E+000, 2.2693629E+002, 4.2399315E+000, 2.3169267E+002, 3.0063179E+000, 2.8406299E+002, 3.1638553E+000
 3.8003297E+001, 1.8401963E+002, 2.6622772E+001, 7.1151479E+002, 2.6738673E+001, 8.7026282E+002, 2.0766082E+001, 8.8464796E+002, 1.7574937E+001, 9.2816670E+002, 2.1320599E+001, 8.9817262E+002, 2.2577481E+001, 5.8067990E+002, 1.5055531E+001, 3.0723752E+002, 5.2673197E+000, 1.4630649E+002, 2.7574338E+000
 3.9011947E+001, 6.8498511E+002, 4.1367448E+001, 2.9654296E+002, 2.3954336E+001, 1.5498781E+002, 1.1761327E+001, 2.6632045E+002, 6.6106435E+000, 4.0762411E+002, 5.9189672E+000, 4.1342444E+002, 5.5745816E+000, 3.1894475E+002, 4.4801054E+000, 3.8358834E+002, 5.7540073E+000, 3.1813415E+002, 4.3769901E+000
 4.0011662E+001, 1.0332380E+003, 5.4363284E+001, 6.6643566E+002, 4.3682790E+001, 3.5404360E+002, 2.8213375E+001, 3.0020449E+002, 1.2840330E+001, 1.9957283E+002, 5.1764005E+000, 2.2981263E+002, 2.8394042E+000, 1.4140019E+002, 1.7377836E+000, 2.3868218E+002, 2.8586323E+000, 2.2418678E+002, 2.7930238E+000
 4.1008080E+001, 1.0299322E+003, 3.9262680E+001, 9.0241830E+002, 4.2444938E+001, 8.9453249E+002, 4.0624992E+001, 8.2017572E+002, 3.2404694E+001, 7.8093816E+002, 1.8531690E+001, 3.9470485E+002, 5.6831650E+000, 1.9765106E+002, 2.3987496E+000, 1.2919980E+002, 1.5976833E+000, 8.9813492E+001, 9.6948476E-001
 4.2016039E+001, 9.8419678E+002, 4.3690788E+001, 5.2876156E+002, 1.2129770E+001, 4.3866031E+002, 7.8949642E+000, 3.7701936E+002, 7.4862506E+000, 4.7244834E+002, 1.1036287E+001, 4.6264743E+002, 9.5394622E+000, 2.9655834E+002, 4.3113892E+000, 2.4803870E+002, 2.7440942E+000, 9.7439145E+001, 9.8398196E-001
 4.3009674E+001, 8.7995229E+002, 5.2436026E+001, 9.2063145E+002, 3.3767506E+001, 1.6717381E+002, 9.0404566E+000, 3.2077178E+002, 5.0400167E+000, 3.3255358E+002, 4.0472911E+000, 2.1208477E+002, 2.7713641E+000, 2.6855224E+002, 3.3547745E+000, 2.5392188E+002, 3.4209399E+000, 1.7270389E+002, 1.8312802E+000
 4.4016071E+001, 9.8356016E+002, 4.2951518E+001, 1.0082048E+003, 6.0357709E+001, 8.8325665E+002, 4.4383812E+001, 1.6257000E+002, 1.2062023E+001, 1.4690551E+002, 4.1326330E+000, 1.9477070E+002, 2.2023428E+000, 1.6554601E+002, 1.9412676E+000, 1.5758797E+002, 1.6938340E+000, 1.7338477E+002, 2.1263197E+000
 4.5002106E+001, 1.0556006E+003, 4.3712923E+001, 7.9289161E+002, 2.3046436E+001, 7.8960796E+002, 2.9914404E+001, 8.3420047E+002, 3.3309232E+001, 5.6074997E+002, 2.1856275E+001, 2.5369295E+002, 6.4170627E+000, 1.5584075E+002, 2.5587740E+000, 9.8833576E+001, 1.3295662E+000, 1.1763662E+002, 1.2832834E+000
 4.6003851E+001, 9.3627592E+002, 4.8270737E+001, 1.0010561E+003, 3.3776561E+001, 9.4601542E+002, 1.9874161E+001, 6.3517893E+002, 9.9090392E+000, 4.6241344E+002, 9.5475192E+000, 4.2572247E+002, 9.5175161E+000, 4.0410578E+002, 7.0569741E+000, 1.8120329E+002, 2.7250785E+000, 9.5770856E+001, 1.3128662E+000
 4.7021495E+001, 8.5148234E+002, 4.5452084E+001, 1.1039977E+003, 5.3555820E+001, 1.0929433E+003, 4.4124877E+001, 1.0196221E+003, 2.9569706E+001, 8.3115250E+002, 1.5984457E+001, 4.8648455E+002, 6.2541857E+000, 3.5734765E+002, 4.8733276E+000, 3.1693068E+002, 4.0563872E+000, 2.7069337E+002, 3.0681347E+000
 4.8012059E+001, 6.8449574E+002, 3.8049812E+001, 6.4080840E+002, 4.2842570E+001, 6.8711708E+002, 4.6825565E+001, 1.0513024E+003, 4.6210794E+001, 1.1187853E+003, 3.7707860E+001, 1.0712012E+003, 2.7702812E+001, 4.0347874E+002, 8.6011869E+000, 2.3688846E+002, 4.2037629E+000, 1.9817281E+002, 2.6472665E+000
 4.9000384E+001, 1.0856982E+003, 4.7239094E+001, 4.4156033E+002, 2.4833572E+001, 3.8858324E+002, 1.6717187E+001, 4.5977854E+002, 1.6837762E+001, 4.8890176E+002, 1.8661528E+001, 7.5289501E+002, 1.7245261E+001, 4.4876423E+002, 8.2741400E+000, 3.4712057E+002, 6.4845345E+000, 9.6734528E+001, 1.8542751E+000
 5.0001660E+001, 1.0622838E+003, 5.4128040E+001, 1.1494931E+003, 4.5949321E+001, 3.3297647E+002, 1.7257621E+001, 2.2640194E+002, 7.5543503E+000, 3.4578208E+002, 6.4332880E+000, 2.8796968E+002, 3.9272915E+000, 3.8816275E+002, 5.4930725E+000, 3.6942291E+002, 4.7165948E+000, 3.3396564E+002, 3.7308653E+000
 5.1020547E+001, 7.2242402E+002, 4.6953321E+001, 1.0764922E+003, 5.3310583E+001, 9.6315515E+002, 4.3519244E+001, 6.5365404E+001, 1.0574660E+001, 8.4637451E+001, 4.4279310E+000, 2.7909411E+002, 4.4115075E+000, 2.0804940E+002, 2.6262652E+000, 2.0926102E+002, 2.4821336E+000, 2.1755914E+002, 2.6031204E+000
 5.2018891E+001, 7.6682145E+002, 4.0257690E+001, 8.5889907E+002, 4.6251902E+001, 7.9809479E+002, 4.4852504E+001, 6.8596854E+002, 3.5830024E+001, 1.8557714E+002, 1.3463391E+001, 7.9117469E+001, 2.9508038E+000, 1.7928550E+002, 2.8826963E+000, 1.8369501E+002, 2.2408934E+000, 1.7462937E+002, 1.4748932E+000
 5.3011397E+001, 4.8940767E+002, 3.5387337E+001, 5.6378750E+002, 2.0998931E+001, 5.6505510E+002, 1.9410229E+001, 8.1794204E+002, 1.9890329E+001, 6.4236535E+002, 1.5136710E+001, 2.2297053E+002, 5.4571730E+000, 7.8717655E+001, 2.0007057E+000, 1.3305367E+002, 1.7601583E+000, 2.3288780E+002, 2.7414225E+000
 5.4022708E+001, 1.0117215E+003, 5.4985516E+001, 4.2349674E+002, 2.4037785E+001, 2.6597231E+002, 1.0044289E+001, 2.9218186E+002, 5.8991820E+000, 2.8788472E+002, 4.9627449E+000, 1.8919030E+002, 3.4494952E+000, 2.3909680E+002, 3.0513562E+000, 2.1024137E+002, 2.6631720E+000, 1.5475525E+002, 1.6436828E+000
 5.5010116E+001, 3.5987678E+002, 3.9049743E+001, 1.0545197E+003, 6.0876050E+001, 6.1618875E+002, 3.6754232E+001, 9.6401073E+001, 1.1173846E+001, 1.3577467E+002, 3.9259811E+000, 1.4507015E+002, 1.8766186E+000, 7.0007860E+001, 8.7228655E-001, 1.3789099E+002, 1.4725688E+000, 2.0623748E+002, 2.2572016E+000
 5.6011314E+001, 1.0602272E+003, 4.5788086E+001, 5.7209155E+002, 2.7244748E+001, 6.2344803E+002, 3.5345676E+001, 6.0500504E+002, 2.7573648E+001, 1.9161589E+002, 1.1100538E+001, 1.2290745E+002, 3.2266906E+000, 9.3156561E+001, 1.5222799E+000, 6.9686905E+001, 8.1837320E-001, 1.1171783E+002, 1.1164937E+000
 5.7012517E+001, 8.6516006E+002, 4.5635310E+001, 1.1688961E+003, 3.9267523E+001, 1.1198643E+003, 2.6928887E+001, 6.8411259E+002, 1.4862186E+001, 5.9800532E+002, 1.2149844E+001, 3.2516836E+002, 6.2346414E+000, 1.3411351E+002, 2.1100046E+000, 1.0944460E+002, 1.2272295E+000, 7.3865316E+001, 6.7275453E-001
 5.8008267E+001, 6.9289908E+002, 4.3018954E+001, 8.4715466E+002, 4.2936800E+001, 1.0939575E+003, 3.3317328E+001, 8.9146200E+002, 1.8237621E+001, 6.0881339E+002, 1.0213390E+001, 3.6811994E+002, 6.2364420E+000, 4.2346116E+002, 6.5855635E+000, 2.8638781E+002, 3.9825928E+000, 1.3129543E+002, 1.0867874E+000
 5.9010074E+001, 9.4342977E+002, 5.0391181E+001, 5.6388075E+002, 3.6086011E+001, 6.2804187E+002, 3.4327939E+001, 7.9850664E+002, 2.4318303E+001, 5.8219045E+002, 1.1388518E+001, 3.6903438E+002, 5.1176983E+000, 4.1749224E+002, 5.4132284E+000, 2.6057025E+002, 3.4838536E+000, 2.3586094E+002, 3.1243771E+000
 6.0002495E+001, 9.7634548E+002, 4.6531145E+001, 1.0938713E+003, 5.2545469E+001, 7.7227716E+002, 3.5823317E+001, 4.4515851E+002, 2.4202108E+001, 5.4194273E+002, 1.8667876E+001, 3.3327085E+002, 8.7092102E+000, 3.6294345E+002, 5.7552322E+000, 2.0501614E+002, 2.7208910E+000, 2.3480903E+002, 2.7005767E+000
 6.1017951E+001, 1.1227439E+003, 4.5337019E+001, 5.4584521E+002, 3.0497372E+001, 9.1119164E+002, 3.7388147E+001, 1.0183967E+003, 3.4552335E+001, 9.2959239E+002, 2.4798936E+001, 5.7756668E+002, 1.1521282E+001, 4.3732281E+002, 7.9670595E+000, 3.6444188E+002, 5.1843867E+000, 4.0975986E+002, 4.7606481E+000
 6.2016519E+001, 8.1726204E+002, 4.8285820E+001, 4.6279760E+002, 2.3141048E+001, 2.0510836E+002, 1.1239670E+001, 3.9381498E+002, 8.5535219E+000, 3.8508655E+002, 8.6096148E+000, 5.9423607E+002, 1.2260681E+001, 6.5055377E+002, 1.1071001E+001, 3.7684875E+002, 5.3573474E+000, 3.5992981E+002, 4.0766373E+000
 6.3007753E+001, 1.0425745E+003, 5.4625965E+001, 5.2923608E+002, 4.2354013E+001, 4.9252898E+002, 3.2187347E+001, 1.8148500E+002, 1.2309013E+001, 2.8351348E+002, 5.5150090E+000, 2.3911592E+002, 2.7822304E+000, 2.8985212E+002, 2.7791176E+000, 2.7470231E+002, 2.7736848E+000, 2.9593203E+002, 3.5894975E+000
 6.4013684E+001, 9.8703399E+002, 3.7319505E+001, 1.0153512E+003, 4.6058514E+001, 7.7946274E+002, 4.2188215E+001, 8.2518342E+002, 4.1194668E+001, 5.7465481E+002, 2.7460743E+001, 2.0584018E+002, 7.3016357E+000, 2.3342734E+002, 3.3275876E+000, 2.1911927E+002, 2.5320563E+000, 2.3829347E+002, 2.3770760E+000
 6.5008157E+001, 9.3168786E+002, 4.1053774E+001, 2.4397598E+002, 1.0830219E+001, 2.5330823E+002, 8.9774802E+000, 4.7659408E+002, 1.1139545E+001, 5.4146458E+002, 1.2047025E+001, 4.0866397E+002, 9.1610588E+000, 2.2126688E+002, 4.5089695E+000, 1.8353574E+002, 3.1984440E+000, 2.2912597E+002, 2.5661964E+000
 6.6009250E+001, 9.2481961E+002, 5.1272502E+001, 3.5337391E+002, 2.8724858E+001, 2.0575779E+002, 1.0989891E+001, 1.4599559E+002, 3.6481816E+000, 2.1759772E+002, 3.3449684E+000, 3.2880889E+002, 4.2605145E+000, 3.7597429E+002, 4.3648379E+000, 3.3828068E+002, 3.9429730E+000, 2.1286478E+002, 2.3130139E+000
 6.7005840E+001, 9.6601140E+002, 4.2973190E+001, 1.0828908E+003, 5.7036707E+001, 8.0103992E+002, 4.5235249E+001, 1.5993599E+002, 1.8611908E+001, 1.4117309E+002, 6.6494048E+000, 1.5952683E+002, 2.0816695E+000, 1.7209685E+002, 2.0799503E+000, 2.2656416E+002, 2.5437708E+000, 2.7755389E+002, 2.9010556E+000
 6.8012975E+001, 7.6476682E+002, 3.5665316E+001, 3.9980526E+002, 2.4166532E+001, 6.8578947E+002, 3.4490056E+001, 7.4367219E+002, 3.4674432E+001, 4.0954534E+002, 2.0079275E+001, 1.3521380E+002, 8.6593040E+000, 2.0390879E+002, 4.9490150E+000, 1.5006503E+002, 2.4095610E+000, 1.4049978E+002, 1.8541114E+000
 6.9007414E+001, 5.8859538E+002, 4.0477757E+001, 3.2380865E+002, 2.0167701E+001, 2.0616634E+002, 9.3152092E+000, 2.3527847E+002, 5.6627954E+000, 3.4752019E+002, 7.3892559E+000, 4.4894528E+002, 7.4672713E+000, 3.3922894E+002, 5.8909154E+000, 2.0146893E+002, 2.9608783E+000, 3.1626184E+002, 3.6930283E+000
 7.0012178E+001, 8.6200728E+002, 4.8075087E+001, 1.0399042E+003, 4.9785388E+001, 8.2859898E+002, 3.3229189E+001, 5.0125109E+002, 1.1120259E+001, 3.0692906E+002, 4.7772125E+000, 2.3401478E+002, 2.6828111E+000, 2.4688046E+002, 2.9560980E+000, 1.0125140E+002, 1.1233021E+000, 1.9788578E+002, 2.3741845E+000
 7.1005230E+001, 4.2464603E+002, 2.9239524E+001, 6.0385108E+002, 3.9800467E+001, 1.0409961E+003, 5.3664100E+001, 1.1211366E+003, 5.0237522E+001, 8.6419448E+002, 2.5982753E+001, 4.2040022E+002, 7.5951723E+000, 2.9784258E+002, 3.5754725E+000, 2.2622425E+002, 2.2161799E+000, 1.2571167E+002, 1.1782926E+000
