s,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2
Time,TC01,GHF01,TC02,GHF02,TC03,GHF03,TC04,GHF04,TC05,GHF05,TC06,GHF06,TC07,GHF07,TC08,GHF08,TC09,GHF09
 0.0000000E+000, 2.0000000E+001,-3.3565909E-003, 2.0000000E+001,-3.3592360E-003, 2.0000000E+001,-3.3802153E-003, 2.0000000E+001,-3.4600520E-003, 2.0000000E+001,-4.0120168E-003, 2.0000000E+001,-4.6196217E-003, 2.0000000E+001,-3.3540476E-003, 2.0000000E+001,-3.3528869E-003, 2.0000000E+001,-3.3826279E-003
 1.0820328E+000, 2.0001015E+001, 1.0989556E-001, 2.0000478E+001, 4.3454194E-002, 2.0000268E+001, 1.9494193E-002, 2.0000165E+001, 7.3274290E-003, 2.0000087E+001, 2.4429491E-003, 2.0000003E+001,-4.5997613E-003, 1.9999994E+001,-3.3512284E-003, 1.9999991E+001,-3.3520687E-003, 1.9999993E+001,-3.3536460E-003
 2.1523172E+000, 2.0013182E+001, 1.3410552E+000, 2.0004082E+001, 1.8850115E-001, 2.0001879E+001, 5.8604839E-002, 2.0001037E+001, 1.2561229E-002, 2.0000429E+001, 3.4429451E-003, 1.9999966E+001,-4.5776168E-003, 1.9999950E+001,-3.3479588E-003, 1.9999914E+001,-3.3513941E-003, 1.9999931E+001,-3.3537287E-003
 3.0248025E+000, 2.0091781E+001, 3.1202767E+000, 2.0019287E+001, 5.4307941E-001, 2.0007093E+001, 2.1155703E-001, 2.0003228E+001, 1.1058610E-001, 2.0001494E+001, 9.1419767E-002, 1.9999920E+001,-3.7462505E-003, 1.9999907E+001,-2.5729086E-003, 1.9999829E+001,-3.0374307E-003, 1.9999863E+001,-3.3537777E-003
 4.1080764E+000, 2.0341510E+001, 5.2010275E+000, 2.0070835E+001, 1.4980515E+000, 2.0028775E+001, 7.3849561E-001, 2.0017736E+001, 4.0518061E-001, 2.0011890E+001, 2.9513539E-001, 1.9999981E+001,-1.0553257E-003, 1.9999952E+001,-8.8459454E-004, 1.9999813E+001,-1.9361596E-003, 1.9999829E+001,-3.3536801E-003
 5.1130340E+000, 2.7330447E+001, 8.1153540E+000, 2.0221492E+001, 2.1401996E+000, 2.0097809E+001, 1.0251878E+000, 2.0063025E+001, 5.0631801E-001, 2.0040624E+001, 3.3307349E-001, 2.0000219E+001,-4.3671494E-004, 2.0000110E+001,-6.1283131E-004, 1.9999901E+001,-1.7559303E-003, 1.9999841E+001,-3.3534542E-003
 6.0492274E+000, 1.3130831E+002, 2.0252153E+001, 2.0470477E+001, 3.5893499E+000, 2.0216795E+001, 1.6553432E+000, 2.0128685E+001, 7.9501703E-001, 2.0079974E+001, 4.8378907E-001, 2.0002872E+001, 1.5125921E-001, 2.0002240E+001, 1.1798574E-001, 2.0001041E+001, 6.1144020E-002, 1.9999904E+001,-2.6202938E-003
 7.0006605E+000, 4.4017548E+002, 4.5542694E+001, 2.0981200E+001, 7.9153700E+000, 2.0441310E+001, 2.6898637E+000, 2.0235296E+001, 1.1329550E+000, 2.0138735E+001, 6.2871455E-001, 2.0013778E+001, 2.2922650E-001, 2.0009923E+001, 1.5947405E-001, 2.0005894E+001, 8.8261446E-002, 2.0000170E+001, 1.6118017E-002
 8.0158216E+000, 6.4663069E+002, 5.5115056E+001, 4.1809431E+001, 2.4846130E+001, 2.0887971E+001, 6.2736534E+000, 2.0407481E+001, 2.0016380E+000, 2.0226204E+001, 1.0045450E+000, 2.0034144E+001, 3.4527599E-001, 2.0022751E+001, 2.1563634E-001, 2.0013711E+001, 1.2083352E-001, 2.0002710E+001, 5.4195616E-002
 9.0001146E+000, 6.0350183E+002, 5.6971121E+001, 4.9362968E+002, 5.1990096E+001, 2.2444510E+001, 2.0061037E+001, 2.0818196E+001, 5.0788696E+000, 2.0383833E+001, 2.1022586E+000, 2.0071125E+001, 6.1056819E-001, 2.0044179E+001, 3.7946631E-001, 2.0026184E+001, 2.1203077E-001, 2.0007694E+001, 8.7378805E-002
 1.0026728E+001, 8.0248164E+002, 3.6998231E+001, 6.2660194E+002, 3.8514928E+001, 1.6605031E+002, 2.7718921E+001, 2.2038659E+001, 9.8974142E+000, 2.0748027E+001, 3.9183021E+000, 2.0169829E+001, 1.1965007E+000, 2.0090604E+001, 7.0642784E-001, 2.0052142E+001, 3.8488293E-001, 2.0018884E+001, 2.0167352E-001
 1.1018002E+001, 7.5420483E+002, 3.3060189E+001, 9.0890555E+002, 2.8648786E+001, 5.6462810E+002, 1.9246677E+001, 6.2160930E+001, 8.8589376E+000, 2.1286585E+001, 3.5237441E+000, 2.0367314E+001, 1.5178208E+000, 2.0162901E+001, 7.6872868E-001, 2.0088870E+001, 3.6861544E-001, 2.0043970E+001, 2.6349845E-001
 1.2016861E+001, 7.8129821E+002, 3.7236454E+001, 8.6837391E+002, 3.2348914E+001, 9.0671310E+002, 2.1825480E+001, 4.0805861E+002, 7.8556692E+000, 2.3460595E+002, 3.6821250E+000, 2.0578385E+001, 1.0536145E+000, 2.0230842E+001, 4.8522958E-001, 2.0119686E+001, 2.3142421E-001, 2.0073639E+001, 1.4805173E-001
