s,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2
 9.0025721E+000, 8.3356601E+002, 6.5557450E+001, 6.3832382E+002, 5.2079289E+001, 5.1708425E+001, 1.4963685E+001, 2.0897033E+001, 4.8618752E+000, 2.0386203E+001, 1.9915265E+000, 2.0105697E+001, 6.2924863E-001, 2.0063559E+001, 3.1316131E-001, 2.0043474E+001, 1.9814219E-001, 2.0024045E+001, 1.0414602E-001
 1.0024285E+001, 6.9284359E+002, 4.5702476E+001, 7.5755346E+002, 5.0961385E+001, 4.1903285E+002, 3.7583688E+001, 2.7356224E+001, 1.2483968E+001, 2.0773187E+001, 3.8923314E+000, 2.0192812E+001, 1.3939498E+000, 2.0102084E+001, 6.0731661E-001, 2.0067132E+001, 3.4651026E-001, 2.0036712E+001, 1.7413567E-001
 1.1016611E+001, 8.0635527E+002, 3.7187031E+001, 8.4169766E+002, 2.9517237E+001, 9.0971081E+002, 3.3886565E+001, 5.5449559E+002, 2.7008097E+001, 3.2739051E+001, 8.8013557E+000, 2.0558466E+001, 3.3020418E+000, 2.0193764E+001, 1.1785699E+000, 2.0114958E+001, 6.6254682E-001, 2.0059750E+001, 3.4706182E-001
 1.2017355E+001, 7.9116675E+002, 3.9299062E+001, 9.8938102E+002, 3.1485165E+001, 1.0070899E+003, 2.4028256E+001, 8.5161623E+002, 1.9305602E+001, 5.3853807E+002, 1.1826397E+001, 7.7649533E+001, 5.0336835E+000, 2.0392886E+001, 1.5575013E+000, 2.0212737E+001, 7.1398657E-001, 2.0096997E+001, 3.0496880E-001
 1.3019532E+001, 8.5325498E+002, 4.0107013E+001, 8.8734176E+002, 3.6269098E+001, 9.4478471E+002, 2.8379479E+001, 9.7404656E+002, 2.0899969E+001, 7.2533299E+002, 1.2987589E+001, 4.1222502E+002, 6.4146416E+000, 5.4224865E+001, 1.4246801E+000, 2.0492012E+001, 7.3939906E-001, 2.0156980E+001, 2.9555854E-001
 1.4003102E+001, 7.9138775E+002, 4.3907550E+001, 8.9512033E+002, 4.5244162E+001, 9.6880740E+002, 4.1466822E+001, 9.6348140E+002, 3.3220794E+001, 9.3943192E+002, 2.4566845E+001, 7.6102865E+002, 1.5440214E+001, 5.0328526E+002, 7.7235001E+000, 2.9860897E+002, 3.6141440E+000, 2.5755958E+001, 3.8498743E-001
 1.5001908E+001, 8.3609689E+002, 3.9443846E+001, 8.7657384E+002, 4.5702542E+001, 8.4627959E+002, 4.0536020E+001, 8.8085220E+002, 3.9725252E+001, 9.1592204E+002, 3.5394858E+001, 9.4316376E+002, 3.1132329E+001, 8.4128901E+002, 2.2611932E+001, 6.6911602E+002, 1.4732267E+001, 3.9165376E+002, 5.9074410E+000
 1.6006898E+001, 6.8871900E+002, 3.5124717E+001, 9.1650103E+002, 2.9806109E+001, 9.4866079E+002, 3.1892026E+001, 9.6069870E+002, 3.3848908E+001, 7.8774303E+002, 3.3273399E+001, 9.2646448E+002, 3.4237185E+001, 6.0092010E+002, 2.0681014E+001, 6.2844201E+002, 1.9380346E+001, 6.5467676E+002, 1.4502957E+001
 1.7023120E+001, 8.0337313E+002, 4.4892074E+001, 2.2775540E+002, 2.4178892E+001, 4.9610135E+002, 1.4508281E+001, 5.4006886E+002, 1.1361129E+001, 2.2884447E+002, 8.6586801E+000, 2.9901211E+002, 1.3238271E+001, 2.9657783E+002, 9.8985152E+000, 3.4427964E+002, 9.8340122E+000, 4.4946716E+002, 1.1818013E+001
 1.8002406E+001, 1.1159490E+003, 5.0310567E+001, 3.3953845E+002, 3.6112676E+001, 1.4469861E+002, 2.4897815E+001, 2.9125381E+002, 1.5035259E+001, 2.7935280E+002, 7.5428775E+000, 8.8866102E+001, 2.5105450E+000, 1.4087719E+002, 1.9421112E+000, 3.1959212E+002, 3.2855024E+000, 2.0914593E+002, 2.4174706E+000
 1.9017339E+001, 8.6172622E+002, 3.7517519E+001, 6.7857335E+002, 2.2260332E+001, 4.4792979E+002, 1.8246773E+001, 1.7059747E+002, 1.6399055E+001, 2.5792548E+002, 1.2674861E+001, 2.5300553E+002, 7.9074145E+000, 4.5438382E+001, 2.4170152E+000, 6.6935193E+001, 1.5707972E+000, 2.0601371E+002, 2.1030096E+000
 2.0014084E+001, 6.6172021E+002, 3.4611952E+001, 8.5011267E+002, 3.5313181E+001, 8.8899170E+002, 2.3430482E+001, 7.9449241E+002, 1.5053361E+001, 4.6110837E+002, 8.1892445E+000, 2.1706907E+002, 4.8947497E+000, 1.6652128E+002, 2.8938583E+000, 3.7101232E+001, 1.3402351E+000, 7.7035443E+001, 9.8222896E-001
 2.1015878E+001, 8.7597764E+002, 3.3209933E+001, 7.4920154E+002, 3.1167036E+001, 9.2407257E+002, 3.8570958E+001, 1.0683725E+003, 3.8890074E+001, 1.0775014E+003, 2.8584554E+001, 8.6490409E+002, 1.6754623E+001, 4.7734043E+002, 7.3133072E+000, 2.7427972E+002, 3.4773810E+000, 4.6150542E+001, 5.7627567E-001
 2.2010273E+001, 3.2694261E+002, 2.5162471E+001, 3.8859249E+002, 1.6319833E+001, 6.8204471E+002, 1.6761289E+001, 7.9182107E+002, 1.6099432E+001, 4.7195574E+002, 1.2183719E+001, 4.9617029E+002, 1.2782425E+001, 5.2075080E+002, 9.8544306E+000, 4.8810221E+002, 8.0368011E+000, 2.9927398E+002, 3.6205279E+000
 2.3009630E+001, 8.3171453E+002, 4.2692814E+001, 9.6571989E+001, 2.0320454E+001, 1.4004101E+002, 6.9352196E+000, 3.5126333E+002, 6.2397783E+000, 4.2960886E+002, 5.6297465E+000, 3.6300971E+002, 4.2387578E+000, 2.1537892E+002, 2.5471016E+000, 1.9162541E+002, 2.3028976E+000, 2.1424194E+002, 2.5642809E+000
 2.4008549E+001, 7.3631869E+002, 4.6909396E+001, 8.2213848E+002, 4.9750279E+001, 3.2155503E+002, 2.6239212E+001, 1.3504187E+002, 9.6645761E+000, 2.3028816E+002, 4.3491878E+000, 2.6821425E+002, 2.7448644E+000, 2.4503703E+002, 2.3143352E+000, 1.2296656E+002, 1.0296810E+000, 9.8167730E+001, 9.4800598E-001
 2.5013909E+001, 5.8485118E+002, 2.9529046E+001, 4.9700874E+002, 2.2004092E+001, 7.6567857E+002, 3.5029835E+001, 4.3843362E+002, 2.8359929E+001, 1.2336308E+002, 1.4479443E+001, 1.9066026E+002, 1.0611083E+001, 3.2307548E+002, 6.2099350E+000, 1.5810748E+002, 2.3679132E+000, 1.8255041E+002, 1.7137009E+000
 2.6015697E+001, 8.9434819E+002, 3.9169125E+001, 4.6337287E+002, 1.9165791E+001, 5.4367308E+002, 1.2194425E+001, 4.8325375E+002, 9.1548666E+000, 2.9464402E+002, 7.9475227E+000, 1.9508228E+002, 7.3452937E+000, 1.8971895E+002, 7.1602850E+000, 4.1452724E+002, 7.7041652E+000, 2.6220155E+002, 3.6638100E+000
 2.7007266E+001, 9.8330426E+002, 4.4209348E+001, 1.0090943E+003, 4.5864477E+001, 7.3228491E+002, 2.5804668E+001, 5.6771119E+002, 1.3527073E+001, 4.9792411E+002, 8.1804447E+000, 3.7802307E+002, 5.6885116E+000, 2.3950752E+002, 3.2103722E+000, 1.6088119E+002, 2.0291035E+000, 2.9702339E+002, 3.1176394E+000
 2.8005119E+001, 1.0359973E+003, 3.9018418E+001, 8.5313199E+002, 4.0507977E+001, 1.0151798E+003, 5.0155861E+001, 8.4366594E+002, 3.7154696E+001, 5.8408002E+002, 1.6301852E+001, 5.4979534E+002, 7.6371093E+000, 3.0389670E+002, 4.2372243E+000, 2.6867742E+002, 3.4479498E+000, 1.1032806E+002, 1.1385535E+000
 2.9000523E+001, 6.2178801E+002, 3.6520791E+001, 6.7815664E+002, 2.1124144E+001, 2.5584180E+002, 1.0486258E+001, 4.6366999E+002, 1.7818085E+001, 7.1167402E+002, 2.5212084E+001, 7.0670311E+002, 2.4186030E+001, 4.7063295E+002, 1.1569497E+001, 2.2604536E+002, 4.7780708E+000, 1.6136752E+002, 2.1089168E+000
 3.0007686E+001, 9.9957071E+002, 4.3960060E+001, 1.0834492E+003, 5.0178197E+001, 4.9181865E+002, 2.3014232E+001, 1.7347034E+002, 7.6354057E+000, 2.5077661E+002, 5.3577767E+000, 3.0677329E+002, 4.7304909E+000, 3.5675296E+002, 5.8317723E+000, 3.8109127E+002, 6.0502174E+000, 1.6589224E+002, 2.8328122E+000
 3.1018114E+001, 6.0159971E+002, 2.4127292E+001, 5.4302419E+002, 2.8159215E+001, 8.1788870E+002, 4.4442530E+001, 7.2416264E+002, 3.4963931E+001, 1.9544192E+002, 1.2609236E+001, 1.9045767E+002, 5.1915476E+000, 1.8352271E+002, 2.8110122E+000, 1.4161957E+002, 1.7474761E+000, 2.3027011E+002, 2.6421099E+000
 3.2005461E+001, 8.7069083E+002, 3.0743922E+001, 1.3747154E+002, 1.0408181E+001, 1.5551311E+002, 6.2159492E+000, 3.0003140E+002, 1.0205581E+001, 4.4967216E+002, 1.6040175E+001, 3.1170866E+002, 1.3862121E+001, 2.7827415E+002, 6.9463904E+000, 1.2688193E+002, 3.1926155E+000, 1.1380510E+002, 1.5171376E+000
 3.3015375E+001, 9.6346433E+002, 4.4194969E+001, 8.3997913E+002, 2.9095543E+001, 1.4033210E+002, 9.8853637E+000, 9.3299472E+001, 4.8720914E+000, 1.8214031E+002, 4.3234057E+000, 2.3119415E+002, 3.8027258E+000, 1.8230210E+002, 3.6630025E+000, 2.4646478E+002, 4.1565169E+000, 1.7311336E+002, 2.5883988E+000
 3.4008807E+001, 2.6251323E+002, 2.8665728E+001, 6.2738517E+002, 4.3130958E+001, 9.9530599E+002, 3.9665878E+001, 4.9515864E+002, 1.5331779E+001, 2.3448794E+002, 5.8876533E+000, 2.4562716E+002, 3.5832177E+000, 1.8001357E+002, 2.3810466E+000, 1.7178707E+002, 2.0712156E+000, 1.6768978E+002, 2.0200531E+000
 3.5011993E+001, 8.8476006E+002, 3.6240648E+001, 6.4785735E+002, 2.5613971E+001, 5.5890259E+002, 2.3264023E+001, 7.2009519E+002, 2.5090130E+001, 6.6551547E+002, 1.5011359E+001, 5.1787544E+002, 8.1914244E+000, 2.0864338E+002, 2.6600546E+000, 1.0454427E+002, 1.5081026E+000, 1.3791468E+002, 1.6340523E+000
 3.6013304E+001, 1.0816829E+003, 3.9300113E+001, 1.0899797E+003, 3.7521274E+001, 1.0992610E+003, 3.1428876E+001, 1.0998211E+003, 2.3241566E+001, 8.7049006E+002, 1.5062694E+001, 6.5254636E+002, 1.0804507E+001, 4.6279345E+002, 6.3671798E+000, 2.9609423E+002, 3.0167772E+000, 5.1448935E+001, 6.4565079E-001
 3.7000205E+001, 5.7003384E+002, 3.0990456E+001, 8.3504134E+002, 3.9639354E+001, 1.0594960E+003, 4.6889554E+001, 1.1062256E+003, 3.7489113E+001, 1.0825419E+003, 2.7273510E+001, 1.0247745E+003, 2.0701647E+001, 7.7240748E+002, 1.1762095E+001, 4.9604943E+002, 7.3064282E+000, 3.0820804E+002, 4.1795629E+000
 3.8023213E+001, 9.3044939E+002, 4.2133482E+001, 2.1574940E+002, 1.8334003E+001, 3.6679560E+002, 1.9008235E+001, 6.4107949E+002, 2.3761018E+001, 8.8328520E+002, 2.3115373E+001, 8.6131802E+002, 1.8013223E+001, 6.2612000E+002, 1.1438372E+001, 5.8340189E+002, 9.4027366E+000, 4.5922909E+002, 6.1027156E+000
 3.9010837E+001, 8.4408666E+002, 4.5868740E+001, 1.0251338E+003, 4.3874508E+001, 2.9827519E+002, 1.4764859E+001, 2.6588343E+002, 7.0673359E+000, 3.2751973E+002, 6.2263006E+000, 4.2509352E+002, 6.8911580E+000, 4.9710808E+002, 6.8257304E+000, 4.2431914E+002, 5.4316400E+000, 3.6137483E+002, 4.5327067E+000
 4.0001108E+001, 4.9771602E+002, 3.2326048E+001, 6.1239780E+002, 4.3506593E+001, 1.0135482E+003, 4.6981290E+001, 6.6804192E+002, 1.8857443E+001, 2.6677018E+002, 5.9919687E+000, 2.3074380E+002, 3.3490003E+000, 2.4142997E+002, 2.8806400E+000, 2.6769856E+002, 2.9766850E+000, 2.8926890E+002, 3.2073757E+000
 4.1010480E+001, 8.3376101E+002, 3.4819404E+001, 5.1569498E+002, 2.6943834E+001, 5.5381977E+002, 2.6582608E+001, 6.4459266E+002, 2.7199163E+001, 6.9581750E+002, 2.1463163E+001, 4.8846452E+002, 1.4026842E+001, 2.7474870E+002, 4.7339318E+000, 2.3935959E+002, 2.6968297E+000, 1.6615049E+002, 1.9598268E+000
 4.2000598E+001, 5.7522551E+002, 3.1706603E+001, 9.3433170E+002, 2.7081116E+001, 9.0305916E+002, 2.1342631E+001, 9.6793744E+002, 1.9609301E+001, 5.0159801E+002, 1.0373448E+001, 3.0836476E+002, 6.4109764E+000, 3.6303666E+002, 6.9491542E+000, 3.7357388E+002, 5.6669221E+000, 2.5301470E+002, 2.9741772E+000
 4.3023674E+001, 5.8360337E+002, 3.7868867E+001, 3.0067894E+002, 2.7489197E+001, 8.0325389E+002, 3.4163877E+001, 1.0272023E+003, 2.4102313E+001, 7.4264680E+002, 1.4226978E+001, 6.2705643E+002, 9.0787294E+000, 3.6130187E+002, 4.8046728E+000, 3.0508276E+002, 3.7779488E+000, 1.8359844E+002, 2.0575012E+000
 4.4006651E+001, 1.0547982E+003, 4.1296716E+001, 6.3329320E+002, 3.8588211E+001, 3.5668160E+002, 3.2877677E+001, 6.5614789E+002, 3.7366063E+001, 5.8878393E+002, 2.1443332E+001, 2.3805807E+002, 7.4442482E+000, 3.9504063E+002, 5.5730316E+000, 3.8361489E+002, 4.8031928E+000, 2.4632813E+002, 3.0263617E+000
 4.5008543E+001, 4.1154417E+002, 2.9374069E+001, 1.0964447E+003, 3.2039405E+001, 8.2159954E+002, 2.2353773E+001, 7.5331482E+002, 2.1509304E+001, 6.6282291E+002, 2.4204437E+001, 5.3508142E+002, 2.2600536E+001, 4.7723626E+002, 1.2044366E+001, 2.5470835E+002, 5.0854695E+000, 2.1378945E+002, 2.7974524E+000
 4.6004412E+001, 7.6697141E+002, 3.6102005E+001, 3.7050136E+002, 2.4258748E+001, 1.0406434E+003, 3.4027692E+001, 9.3640379E+002, 2.2619598E+001, 6.9291197E+002, 1.1153080E+001, 5.0440196E+002, 6.9262293E+000, 4.2193334E+002, 7.8848620E+000, 5.3351058E+002, 8.6400710E+000, 3.8376622E+002, 4.7895709E+000
 4.7024218E+001, 7.7355558E+002, 3.9896664E+001, 8.4155526E+002, 3.9443851E+001, 2.3630059E+002, 2.1220073E+001, 5.2247664E+002, 2.3414256E+001, 6.2744706E+002, 2.0260248E+001, 7.9299225E+002, 1.6103221E+001, 6.8669076E+002, 9.8092789E+000, 4.8274507E+002, 6.2840276E+000, 3.0678455E+002, 3.9696586E+000
 4.8011398E+001, 5.1715774E+002, 3.3688145E+001, 5.4476279E+002, 2.9760839E+001, 6.0934421E+002, 2.7227163E+001, 5.0735694E+002, 1.6535340E+001, 4.4323546E+002, 1.3826240E+001, 3.9479467E+002, 1.1690500E+001, 4.4376891E+002, 8.2657036E+000, 5.1983948E+002, 7.5716976E+000, 3.9502163E+002, 5.2754521E+000
 4.9024689E+001, 3.8829430E+002, 3.1678842E+001, 1.8519256E+002, 2.5196569E+001, 7.3173902E+002, 3.2885016E+001, 8.0958706E+002, 2.5834126E+001, 4.1737759E+002, 9.8717402E+000, 2.8839586E+002, 5.1531887E+000, 2.7997825E+002, 4.3424909E+000, 3.1451155E+002, 3.8513518E+000, 3.7034400E+002, 3.9986185E+000
 5.0002406E+001, 7.2523391E+002, 3.5619811E+001, 3.0459731E+002, 2.1909206E+001, 7.6251119E+001, 1.5379320E+001, 3.5276528E+002, 1.7334735E+001, 4.6729595E+002, 1.4905006E+001, 6.4923217E+002, 1.2955775E+001, 3.9399331E+002, 6.0392667E+000, 3.0376235E+002, 3.9171136E+000, 2.0876795E+002, 2.0276638E+000
 5.1005664E+001, 3.9722879E+002, 3.4169437E+001, 9.1383936E+002, 4.5058000E+001, 5.9316953E+002, 2.7259056E+001, 1.0472193E+002, 7.6187905E+000, 2.5041505E+002, 4.7983746E+000, 2.2912832E+002, 3.9137026E+000, 2.7702944E+002, 4.5878633E+000, 3.0530410E+002, 5.1115432E+000, 3.2506112E+002, 4.4399748E+000
 5.2018449E+001, 8.6107715E+002, 3.8045070E+001, 1.3330774E+002, 2.5329893E+001, 5.1218829E+002, 3.1430230E+001, 8.3991258E+002, 3.2616037E+001, 5.0959794E+002, 1.6253610E+001, 2.3946978E+002, 4.8928021E+000, 1.5247810E+002, 2.1405473E+000, 1.6748188E+002, 1.9955165E+000, 1.6624684E+002, 1.8724462E+000
 5.3024331E+001, 7.8367281E+002, 3.9485655E+001, 9.0863675E+002, 4.3785107E+001, 2.2608796E+002, 2.9248182E+001, 3.7252464E+002, 2.0063404E+001, 4.0450002E+002, 1.2837112E+001, 3.7841949E+002, 9.1537841E+000, 2.5835030E+002, 4.6295341E+000, 2.2988270E+002, 3.0635840E+000, 1.0514210E+002, 1.2126459E+000
 5.4000593E+001, 4.6559102E+002, 2.9284393E+001, 5.4366877E+002, 3.0711140E+001, 8.0883427E+002, 3.4167084E+001, 5.8774474E+002, 2.7683065E+001, 4.1642002E+002, 1.9190642E+001, 4.1172567E+002, 1.4631559E+001, 4.0713833E+002, 7.7182176E+000, 2.9234246E+002, 4.2881149E+000, 2.9050070E+002, 3.3176678E+000
 5.5002272E+001, 5.2609568E+002, 3.6344369E+001, 3.8960631E+002, 2.2795728E+001, 4.5740375E+002, 1.9218955E+001, 5.7214298E+002, 1.6742577E+001, 6.5201343E+002, 1.3763171E+001, 4.9859496E+002, 9.9513766E+000, 4.6125175E+002, 8.2969209E+000, 5.0900248E+002, 7.8708059E+000, 4.2389774E+002, 5.6407765E+000
 5.6016668E+001, 8.2008566E+002, 4.0154519E+001, 2.0935557E+002, 3.1428797E+001, 5.5822589E+002, 2.8935370E+001, 3.5838220E+002, 1.5703889E+001, 1.7245709E+002, 5.5375618E+000, 2.8208458E+002, 3.7324111E+000, 1.6906738E+002, 2.3543248E+000, 2.0564849E+002, 2.8206879E+000, 2.9655474E+002, 4.1099617E+000
 5.7016805E+001, 4.1732751E+002, 2.9199608E+001, 4.6530450E+002, 2.8167022E+001, 3.3340186E+002, 2.5086325E+001, 3.6731585E+002, 2.6884609E+001, 2.8301017E+002, 1.9844404E+001, 2.0645403E+002, 1.0171089E+001, 2.1422162E+002, 3.6176519E+000, 1.5336656E+002, 2.0412799E+000, 1.3901493E+002, 1.4700821E+000
 5.8019095E+001, 2.1801148E+002, 2.7494241E+001, 2.4476808E+002, 2.0748042E+001, 6.8049653E+002, 2.3249189E+001, 7.2687299E+002, 1.8618462E+001, 5.3369956E+002, 1.4030856E+001, 3.3810759E+002, 1.0527354E+001, 1.9244600E+002, 6.4559209E+000, 3.1421345E+002, 5.0973634E+000, 1.9514041E+002, 2.5588965E+000
 5.9021152E+001, 3.6851270E+002, 3.0036274E+001, 3.4389125E+002, 2.6806263E+001, 6.5142348E+002, 3.1337078E+001, 7.8914872E+002, 2.7644070E+001, 6.5828992E+002, 1.7527835E+001, 5.8453333E+002, 1.0717262E+001, 2.1972601E+002, 3.5469704E+000, 2.2328354E+002, 2.6744606E+000, 2.7514364E+002, 2.2809513E+000
 6.0016637E+001, 5.9581858E+002, 3.5866088E+001, 6.5492417E+002, 3.2490630E+001, 4.8034209E+002, 2.7427831E+001, 6.8226182E+002, 2.6292013E+001, 4.3228163E+002, 1.5875367E+001, 3.8693830E+002, 1.4601575E+001, 4.7121612E+002, 8.4450068E+000, 2.4253174E+002, 4.1826778E+000, 2.7116337E+002, 3.4577821E+000
 6.1011196E+001, 5.4016769E+002, 3.8974344E+001, 5.7864735E+002, 3.6766164E+001, 4.6624269E+002, 2.6828948E+001, 6.0251383E+002, 1.8121033E+001, 4.8084365E+002, 1.1260778E+001, 2.7778270E+002, 5.6910091E+000, 1.5101271E+002, 2.7901507E+000, 2.0051757E+002, 2.7857870E+000, 1.4803553E+002, 1.7763545E+000
 6.2015599E+001, 8.1366984E+002, 3.8458459E+001, 3.2671364E+002, 3.1106823E+001, 5.9354773E+002, 3.6581626E+001, 9.4943628E+002, 3.8716254E+001, 8.4606762E+002, 2.5274584E+001, 6.5927868E+002, 1.3182808E+001, 1.6593498E+002, 3.1129826E+000, 1.0076084E+002, 1.5165803E+000, 1.3437290E+002, 1.2999419E+000
 6.3010634E+001, 8.7880066E+002, 3.4493300E+001, 1.0373751E+003, 3.5424885E+001, 4.3667707E+002, 2.1770383E+001, 4.9677695E+002, 2.1119852E+001, 5.6793881E+002, 2.4037477E+001, 7.1993266E+002, 2.7333790E+001, 7.3955944E+002, 2.1610551E+001, 4.7868398E+002, 1.1991255E+001, 1.3572355E+002, 2.6944072E+000
 6.4010755E+001, 1.6434377E+002, 2.8162130E+001, 8.0526806E+002, 3.5892100E+001, 1.0399169E+003, 3.4241709E+001, 8.4330782E+002, 2.3827159E+001, 6.7025924E+002, 1.4370672E+001, 6.6229511E+002, 1.0906970E+001, 4.6195214E+002, 6.9993105E+000, 3.8642690E+002, 6.8878520E+000, 3.3862518E+002, 5.9945947E+000
 6.5006075E+001, 7.7496817E+002, 4.1146976E+001, 3.1135269E+002, 3.2442274E+001, 5.5393388E+002, 2.4747797E+001, 5.6000187E+002, 1.9049966E+001, 8.1168177E+002, 1.7505049E+001, 5.7879402E+002, 1.0905559E+001, 4.2975181E+002, 6.4752154E+000, 4.0653999E+002, 5.5095624E+000, 3.4858290E+002, 4.4528624E+000
 6.6014271E+001, 7.0806962E+002, 3.7599490E+001, 7.8265789E+002, 3.8000129E+001, 7.4796144E+002, 3.8612572E+001, 7.0594241E+002, 3.3335287E+001, 4.3038172E+002, 1.8870562E+001, 4.4657128E+002, 1.2607898E+001, 4.3146335E+002, 7.1676288E+000, 3.4355646E+002, 4.7503247E+000, 2.6321873E+002, 3.2019546E+000
 6.7002366E+001, 5.7793226E+002, 3.2685016E+001, 5.2896961E+002, 1.8241780E+001, 4.2141612E+002, 1.1775128E+001, 4.7190691E+002, 1.2960391E+001, 4.2505575E+002, 1.4776662E+001, 4.5550769E+002, 1.6456960E+001, 3.6814424E+002, 1.2633502E+001, 1.7748359E+002, 6.3458040E+000, 1.6385662E+002, 2.8910445E+000
 6.8012693E+001, 1.1290514E+003, 4.6049308E+001, 5.2110296E+002, 2.8664779E+001, 7.7142386E+002, 1.7024852E+001, 4.9704741E+002, 7.4270286E+000, 1.8288539E+002, 3.3229987E+000, 2.4494466E+002, 3.4615672E+000, 3.1015717E+002, 4.4804391E+000, 3.1810159E+002, 5.0907489E+000, 2.9027741E+002, 4.2723455E+000
 6.9009340E+001, 6.8303143E+002, 4.1195955E+001, 1.1976520E+003, 5.5661913E+001, 7.5537060E+002, 3.7737298E+001, 9.1885182E+002, 2.8723008E+001, 8.7983371E+002, 1.7916976E+001, 5.3590248E+002, 7.7735057E+000, 1.5811241E+002, 1.9770708E+000, 2.0490877E+002, 2.2345620E+000, 2.2221963E+002, 2.8416678E+000
 7.0013607E+001, 1.8209553E+002, 2.6024951E+001, 2.7248916E+002, 2.3690621E+001, 8.7713087E+002, 3.8383814E+001, 1.0945227E+003, 3.6345921E+001, 1.0885388E+003, 3.0170089E+001, 1.0951135E+003, 2.8376708E+001, 7.3088042E+002, 1.4540185E+001, 3.6455723E+002, 6.2743923E+000, 1.4428694E+002, 1.9454958E+000
 7.1002781E+001, 6.7760761E+002, 3.3181138E+001, 1.1625016E+002, 1.8058607E+001, 2.3115474E+002, 1.1352558E+001, 4.8526310E+002, 1.1226363E+001, 6.7948791E+002, 1.3725381E+001, 7.5892060E+002, 1.4398225E+001, 7.9418937E+002, 1.4193681E+001, 6.6021313E+002, 1.1034252E+001, 4.5555154E+002, 7.5424306E+000
