s,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2
 1.3044609E+001, 7.7308211E+002, 4.4991531E+001, 2.0652403E+002, 1.6503134E+001, 8.1718974E+001, 6.1544588E+000, 1.3618182E+002, 3.6707477E+000, 2.4917044E+001, 1.2638359E+000, 2.0009420E+001, 5.4463922E-001, 1.9944229E+001, 5.3358828E-001, 2.0094020E+001, 3.1957346E-001, 2.0048869E+001, 1.5908581E-001
 1.4048458E+001, 3.9474566E+002, 2.7184173E+001, 4.9233198E+002, 1.7407756E+001, 6.7426483E+001, 6.5910673E+000, 7.4677590E+001, 4.0821640E+000, 5.6013636E+001, 1.5787603E+000, 2.0039615E+001, 7.4562261E-001, 1.9979012E+001, 2.2435379E-001, 2.0124440E+001, 1.4086737E-001, 2.0062511E+001, 7.1857856E-002
 1.5035722E+001, 2.8535980E+002, 1.5905662E+001, 2.1051624E+002, 8.5916335E+000, 2.2887251E+002, 4.3743673E+000, 7.8136904E+001, 2.4283642E+000, 8.4791391E+001, 1.3157752E+000, 2.0154722E+001, 8.0289557E-001, 1.9991484E+001, 2.7228348E-001, 2.0150011E+001, 1.6596698E-001, 2.0074280E+001, 8.2920591E-002
 1.6052024E+001, 6.2113631E+002, 2.3905688E+001, 1.0205378E+002, 7.1704676E+000, 2.0943443E+002, 3.7507242E+000, 1.7921499E+002, 2.3881551E+000, 7.4644267E+001, 9.8077924E-001, 2.5685359E+001, 5.4181678E-001, 1.9982379E+001, 4.5206362E-001, 2.0180109E+001, 2.7291983E-001, 2.0087983E+001, 1.3083466E-001
 1.7065828E+001, 9.7779711E+002, 4.5160119E+001, 1.0912912E+002, 1.1565421E+001, 7.4640247E+001, 3.4583285E+000, 1.4044343E+002, 2.4477324E+000, 1.1372654E+002, 1.2244197E+000, 6.1250151E+001, 6.0434711E-001, 2.0246477E+001, 2.7239459E-001, 2.0211049E+001, 1.6343462E-001, 2.0101675E+001, 7.8058806E-002
 1.8070689E+001, 8.3424539E+002, 5.4854317E+001, 5.0770112E+002, 2.0694536E+001, 5.3272126E+001, 5.1486157E+000, 7.3355204E+001, 2.6882389E+000, 8.1063901E+001, 1.2750587E+000, 9.1998825E+001, 8.0256794E-001, 4.7963209E+001, 2.9548117E-001, 2.0574736E+001, 1.1045235E-001, 2.0113212E+001, 5.1628407E-002
 1.9075550E+001, 3.9776738E+002, 3.3648179E+001, 4.1326909E+002, 2.0163138E+001, 1.0965078E+002, 6.2174795E+000, 1.1786615E+002, 3.2937762E+000, 5.6158811E+001, 1.2071083E+000, 6.7215405E+001, 7.4765659E-001, 8.2202079E+001, 5.8917842E-001, 3.9804744E+001, 1.8070338E-001, 2.0128773E+001, 4.8500761E-002
 2.0019418E+001, 3.1025065E+002, 2.1290862E+001, 1.7888435E+002, 1.1609232E+001, 2.4856198E+002, 6.2966747E+000, 2.8534080E+002, 4.4281206E+000, 5.6593497E+001, 1.1597517E+000, 4.7327061E+001, 6.8421976E-001, 5.3864607E+001, 4.9297779E-001, 7.5133569E+001, 4.0576407E-001, 2.1254581E+001, 6.3450335E-002
 2.1069031E+001, 5.6215202E+002, 2.2917674E+001, 1.8656618E+002, 1.1626615E+001, 1.3463181E+002, 3.8910889E+000, 2.1399797E+002, 3.2061290E+000, 1.2065231E+002, 1.3696225E+000, 3.7352856E+001, 6.3866776E-001, 3.8197219E+001, 4.0147353E-001, 5.4556478E+001, 3.1919920E-001, 3.9566133E+001, 1.4281998E-001
 2.2007810E+001, 7.0561091E+002, 3.1570479E+001, 4.7215297E+002, 1.6060259E+001, 9.3794967E+001, 3.7085348E+000, 1.1175343E+002, 2.2569181E+000, 1.2165572E+002, 1.3031422E+000, 3.9148166E+001, 5.7927556E-001, 3.1021635E+001, 3.6080139E-001, 4.3817509E+001, 2.7647617E-001, 5.9066769E+001, 2.5888752E-001
 2.3034380E+001, 3.8107187E+002, 2.5981840E+001, 3.8904527E+002, 1.3907610E+001, 2.0500559E+002, 4.5025425E+000, 9.3842938E+001, 2.2474022E+000, 9.4590365E+001, 1.1263404E+000, 5.1659602E+001, 5.9786965E-001, 3.0196922E+001, 3.0273822E-001, 3.5300554E+001, 2.1446987E-001, 4.6048340E+001, 2.0223887E-001
 2.4004268E+001, 3.3537710E+002, 2.5449159E+001, 1.8237736E+002, 9.2990647E+000, 2.0072336E+002, 4.3662612E+000, 2.2110871E+002, 3.1190300E+000, 8.3923748E+001, 1.0633484E+000, 5.4053666E+001, 5.8263362E-001, 3.9048227E+001, 2.9129115E-001, 3.0491734E+001, 1.7128859E-001, 3.8617444E+001, 1.5516620E-001
 2.5057289E+001, 5.5937963E+002, 2.8881053E+001, 1.6644446E+002, 9.2574014E+000, 1.0186067E+002, 3.2190729E+000, 1.7642769E+002, 2.7429929E+000, 9.0019129E+001, 1.0857465E+000, 5.3382777E+001, 5.5810701E-001, 4.8871813E+001, 3.3743165E-001, 2.7033099E+001, 1.4992671E-001, 3.5953941E+001, 1.2518629E-001
 2.6040238E+001, 5.4241712E+002, 2.6487542E+001, 2.9293093E+002, 1.1341533E+001, 8.1397938E+001, 3.6189477E+000, 7.0411359E+001, 2.0670372E+000, 9.3324291E+001, 1.1343473E+000, 7.2635520E+001, 6.6511972E-001, 5.2420372E+001, 3.8377041E-001, 3.3264937E+001, 1.7728427E-001, 3.2502560E+001, 1.1676863E-001
 2.7015012E+001, 2.7406400E+002, 2.0961623E+001, 2.9000344E+002, 1.2050320E+001, 1.3350745E+002, 4.0713156E+000, 6.0601519E+001, 1.9345226E+000, 5.9325925E+001, 9.7699976E-001, 8.6455355E+001, 7.3552802E-001, 7.0065659E+001, 4.7568037E-001, 5.1632178E+001, 2.6023920E-001, 3.0403041E+001, 1.1217475E-001
 2.8036204E+001, 3.2072736E+002, 2.4329285E+001, 1.6421693E+002, 1.2539893E+001, 2.1785066E+002, 4.8275655E+000, 7.2844126E+001, 1.8838829E+000, 4.8059630E+001, 8.4712256E-001, 7.2969374E+001, 6.9059166E-001, 8.0006941E+001, 5.2415269E-001, 6.8485084E+001, 3.4666017E-001, 2.9664560E+001, 1.1370720E-001
 2.9057396E+001, 6.2682278E+002, 3.4888757E+001, 3.2063949E+002, 1.3986066E+001, 1.1096902E+002, 4.9086552E+000, 8.7840601E+001, 2.3823932E+000, 4.9927159E+001, 9.7559879E-001, 4.8918553E+001, 5.4631006E-001, 6.5307198E+001, 4.5507672E-001, 6.7149367E+001, 3.5388516E-001, 3.4292448E+001, 1.3924027E-001
 3.0044673E+001, 6.0492174E+002, 3.6769331E+001, 4.8325962E+002, 1.5322471E+001, 1.3397102E+002, 4.8741643E+000, 6.3181441E+001, 2.5970751E+000, 8.9527025E+001, 1.2737660E+000, 4.0675674E+001, 5.4367990E-001, 4.3027065E+001, 3.4518725E-001, 5.5455085E+001, 2.9336818E-001, 4.7831558E+001, 1.9049660E-001
 3.1049743E+001, 3.1584442E+002, 2.3194726E+001, 1.9668500E+002, 9.3286145E+000, 2.0677084E+002, 4.4467415E+000, 5.2827657E+001, 2.3007482E+000, 8.5852520E+001, 1.2609839E+000, 4.1294489E+001, 6.2783225E-001, 3.5587505E+001, 3.3266065E-001, 4.7792634E+001, 2.5631473E-001, 4.8159692E+001, 1.8775714E-001
 3.2027068E+001, 3.9368642E+002, 2.1468965E+001, 8.8542841E+001, 7.9884091E+000, 1.9980871E+002, 3.8961279E+000, 4.9677198E+001, 1.7016072E+000, 6.1879813E+001, 9.4936112E-001, 4.4376218E+001, 6.4408529E-001, 3.6404099E+001, 3.5396358E-001, 3.9978782E+001, 2.3808806E-001, 3.7302126E+001, 1.4176818E-001
 3.3004393E+001, 5.1610764E+002, 2.4288581E+001, 9.6638132E+001, 9.5146305E+000, 1.2490896E+002, 3.6849742E+000, 7.4923306E+001, 1.9144315E+000, 4.5322206E+001, 8.3146185E-001, 4.2327702E+001, 5.3954047E-001, 4.1999730E+001, 3.5268925E-001, 3.5214559E+001, 2.1481487E-001, 2.9672745E+001, 1.1189993E-001
 3.4024956E+001, 7.1725365E+002, 3.4252833E+001, 1.4943561E+002, 1.2238444E+001, 8.8178752E+001, 4.9013457E+000, 8.5894047E+001, 2.7108261E+000, 3.9963535E+001, 1.0885432E+000, 3.9360986E+001, 4.9729574E-001, 4.6358362E+001, 3.4782419E-001, 3.7334660E+001, 2.0867646E-001, 2.8575680E+001, 1.0594297E-001
 3.5000188E+001, 5.0696610E+002, 3.2111875E+001, 4.0713183E+002, 1.5139335E+001, 7.6198371E+001, 5.8456858E+000, 7.3804467E+001, 3.7099836E+000, 4.6454667E+001, 1.4623907E+000, 3.7480376E+001, 6.3690782E-001, 4.5170546E+001, 2.8718480E-001, 4.1503407E+001, 1.9450109E-001, 2.8579873E+001, 9.0547849E-002
 3.6036371E+001, 3.1381002E+002, 1.6393495E+001, 2.9444750E+002, 1.0542008E+001, 9.6787525E+001, 3.9731644E+000, 1.2970596E+002, 2.9552871E+000, 6.2279709E+001, 1.2643689E+000, 4.0092934E+001, 7.8839912E-001, 3.9253115E+001, 3.9212021E-001, 4.3055861E+001, 2.7655077E-001, 2.8911199E+001, 1.2364965E-001
 3.7011602E+001, 3.4211912E+002, 1.4841804E+001, 1.1596397E+002, 7.8129849E+000, 1.5189035E+002, 3.4703174E+000, 2.0651138E+002, 2.7463780E+000, 7.6329482E+001, 1.0865213E+000, 5.2664593E+001, 7.2594254E-001, 3.4085499E+001, 4.6088953E-001, 4.2254024E+001, 3.2016993E-001, 2.8561227E+001, 1.4543672E-001
 3.8039862E+001, 5.1734803E+002, 2.1680020E+001, 1.6079622E+002, 1.1107915E+001, 9.1882723E+001, 3.6263228E+000, 1.2637334E+002, 2.0455128E+000, 9.0086178E+001, 1.0402885E+000, 6.7071436E+001, 6.8055466E-001, 3.2424384E+001, 3.7962606E-001, 4.0655647E+001, 2.6306367E-001, 2.7858439E+001, 1.1985963E-001
 3.9072389E+001, 4.9914289E+002, 3.2377662E+001, 7.5857626E+002, 2.4277189E+001, 6.0626856E+001, 5.6343017E+000, 8.8765996E+001, 2.3507479E+000, 6.3722346E+001, 1.1209547E+000, 8.3335369E+001, 7.1690112E-001, 4.8961046E+001, 3.8024906E-001, 3.6114470E+001, 1.9674957E-001, 2.8208174E+001, 1.0907673E-001
 4.0001196E+001, 5.5839810E+002, 3.5543101E+001, 4.8357036E+002, 2.7386415E+001, 3.3895913E+002, 1.1567712E+001, 9.1876668E+001, 3.7332033E+000, 6.8190278E+001, 1.4698189E+000, 6.4850409E+001, 7.0911304E-001, 7.0225165E+001, 4.2626875E-001, 3.2258744E+001, 1.6020171E-001, 3.1307851E+001, 1.1047699E-001
 4.1062691E+001, 4.5061593E+002, 2.4393174E+001, 1.6586712E+002, 1.1762056E+001, 2.7220657E+002, 7.5277901E+000, 2.1765037E+002, 3.7185165E+000, 6.6324769E+001, 1.3802720E+000, 4.6535753E+001, 8.1776001E-001, 5.7505693E+001, 4.1566738E-001, 3.3132276E+001, 1.8382626E-001, 3.6711762E+001, 1.4092478E-001
 4.2018035E+001, 5.8525706E+002, 2.2139400E+001, 5.3675103E+001, 5.9084711E+000, 1.8063441E+002, 3.5605721E+000, 1.6336153E+002, 2.5411524E+000, 1.3095309E+002, 1.4003490E+000, 4.3852958E+001, 8.7151345E-001, 3.8638536E+001, 4.7644157E-001, 4.4194155E+001, 2.9980846E-001, 3.8163461E+001, 1.8147990E-001
 4.3039724E+001, 7.7984907E+002, 3.2488263E+001, 7.7962928E+001, 7.0415521E+000, 9.4466518E+001, 2.9987849E+000, 7.5648850E+001, 1.8558274E+000, 1.1161816E+002, 1.2097177E+000, 4.6626346E+001, 6.8417996E-001, 4.2085288E+001, 5.2052266E-001, 4.4887151E+001, 3.0904918E-001, 3.5272336E+001, 1.6721830E-001
 4.4028309E+001, 5.4538263E+002, 3.5841047E+001, 2.4189339E+002, 9.8316834E+000, 6.3668053E+001, 2.9311266E+000, 6.6091080E+001, 1.7803754E+000, 7.0405062E+001, 9.4448773E-001, 4.4996683E+001, 5.5136648E-001, 5.3128677E+001, 4.4563705E-001, 4.2733607E+001, 2.4184959E-001, 3.1059562E+001, 1.2552698E-001
 4.5028938E+001, 6.7087768E+002, 3.7291551E+001, 4.5495855E+002, 1.7703726E+001, 5.7717570E+001, 3.8187950E+000, 1.3842470E+002, 2.2792445E+000, 5.2085274E+001, 7.5314577E-001, 3.8935206E+001, 4.9979670E-001, 4.9847138E+001, 3.2779311E-001, 5.3836227E+001, 2.6155257E-001, 3.4731585E+001, 1.1532629E-001
 4.6036106E+001, 4.9238041E+002, 4.0980077E+001, 5.5781978E+002, 2.3423916E+001, 1.9222911E+002, 7.3442682E+000, 1.3916650E+002, 3.2820336E+000, 6.9200305E+001, 1.1064680E+000, 3.2665253E+001, 4.0251258E-001, 3.9362419E+001, 2.9451376E-001, 5.6489839E+001, 2.7182064E-001, 4.4002127E+001, 1.5088855E-001
 4.7049702E+001, 3.5030020E+002, 2.9864822E+001, 3.6006426E+002, 1.9379508E+001, 2.6955959E+002, 8.6505969E+000, 1.8600632E+002, 4.0273814E+000, 8.1925911E+001, 1.4837040E+000, 4.2654401E+001, 5.1843555E-001, 3.2252311E+001, 2.6879769E-001, 4.6996051E+001, 2.2765654E-001, 4.8606114E+001, 1.7784232E-001
 4.8030214E+001, 1.9629995E+002, 2.1685683E+001, 1.5168873E+002, 9.1265612E+000, 1.4129258E+002, 4.7637056E+000, 1.2404031E+002, 3.2858108E+000, 1.1471603E+002, 1.5328125E+000, 6.2560701E+001, 7.5765036E-001, 3.4878909E+001, 3.0744197E-001, 3.6661921E+001, 1.9994609E-001, 4.5159961E+001, 1.9205676E-001
 4.9010726E+001, 1.9516327E+002, 2.0546747E+001, 8.0616161E+001, 8.4054851E+000, 9.1445880E+001, 3.2002626E+000, 5.9440265E+001, 1.9517877E+000, 9.0666480E+001, 1.2742982E+000, 7.0832523E+001, 8.6578101E-001, 5.1674847E+001, 4.5289995E-001, 3.5008164E+001, 2.3006076E-001, 4.1239809E+001, 1.8329692E-001
 5.0021790E+001, 3.4005684E+002, 2.1071570E+001, 1.4655744E+002, 1.1507974E+001, 7.8163547E+001, 4.4339002E+000, 3.4755829E+001, 2.1488997E+000, 5.2030379E+001, 1.1470426E+000, 7.1012273E+001, 7.5879615E-001, 6.5302502E+001, 5.6787792E-001, 4.3245101E+001, 3.0630646E-001, 3.6893294E+001, 1.7509225E-001
 5.1041375E+001, 3.4713898E+002, 2.2416539E+001, 4.0450332E+002, 1.6470905E+001, 6.8765459E+001, 5.4770977E+000, 3.1782519E+001, 2.4563054E+000, 3.9877223E+001, 1.1550798E+000, 5.6775847E+001, 6.6973161E-001, 6.4273710E+001, 4.6113297E-001, 5.4952391E+001, 2.8692946E-001, 3.8197034E+001, 1.5469303E-001
 5.2030973E+001, 3.8664968E+002, 2.2567751E+001, 3.7528544E+002, 1.6228295E+001, 1.5294157E+002, 6.2123058E+000, 6.0928357E+001, 2.7004949E+000, 3.4981446E+001, 1.2265526E+000, 4.9658294E+001, 6.9642304E-001, 4.9171727E+001, 3.9384825E-001, 5.7065349E+001, 3.1550367E-001, 4.1382444E+001, 1.8569956E-001
 5.3020571E+001, 4.9599463E+002, 2.3672137E+001, 2.7433050E+002, 9.9899737E+000, 1.5823185E+002, 4.7073919E+000, 1.3042629E+002, 2.8402430E+000, 2.9863291E+001, 1.0322812E+000, 4.0236972E+001, 7.6306378E-001, 4.5086046E+001, 4.1379591E-001, 5.0078279E+001, 3.1217343E-001, 4.1674096E+001, 2.0893150E-001
 5.4029960E+001, 5.8182600E+002, 2.9993779E+001, 1.4150450E+002, 1.1805617E+001, 1.2546970E+002, 4.2172591E+000, 1.3252948E+002, 2.6774934E+000, 3.7250378E+001, 1.1368443E+000, 3.0926623E+001, 6.0340054E-001, 4.3879158E+001, 4.2553833E-001, 3.8950996E+001, 2.5769014E-001, 3.8641834E+001, 1.9333947E-001
 5.5036614E+001, 7.2763923E+002, 3.1209253E+001, 6.5112926E+001, 1.2652813E+001, 1.5906790E+002, 5.7094494E+000, 8.6105236E+001, 2.6845669E+000, 5.0475878E+001, 1.2533162E+000, 3.0523866E+001, 6.4049061E-001, 3.2918600E+001, 3.2576282E-001, 3.8771817E+001, 2.0994332E-001, 3.5394855E+001, 1.3612950E-001
 5.6054731E+001, 3.1218279E+002, 1.9038677E+001, 5.5064259E+001, 9.3396022E+000, 1.0627176E+002, 4.5823658E+000, 6.5179071E+001, 2.4095272E+000, 5.9632849E+001, 1.1521102E+000, 4.2637557E+001, 7.1950681E-001, 2.8701797E+001, 3.4068120E-001, 3.9929754E+001, 2.3876754E-001, 3.3063598E+001, 1.1865732E-001
 5.7028581E+001, 3.6692545E+002, 1.8747718E+001, 1.9805945E+002, 8.1011117E+000, 9.5173871E+001, 3.2749951E+000, 8.5251543E+001, 1.9028484E+000, 5.4809897E+001, 9.3872127E-001, 6.7438810E+001, 7.9010923E-001, 3.5241499E+001, 4.2436052E-001, 3.8033382E+001, 2.6434222E-001, 3.3922446E+001, 1.4931357E-001
 5.8002432E+001, 9.5174861E+002, 4.0516966E+001, 3.8456527E+002, 1.0884724E+001, 5.8475808E+001, 3.1312302E+000, 9.2968681E+001, 1.7983443E+000, 3.3472794E+001, 7.7569299E-001, 5.9126529E+001, 6.9431088E-001, 5.3041604E+001, 4.4922566E-001, 3.5926966E+001, 2.3647940E-001, 3.5125578E+001, 1.5382138E-001
 5.9045843E+001, 6.0623572E+002, 4.6920474E+001, 4.1405458E+002, 1.5822788E+001, 1.9214858E+002, 5.5974328E+000, 8.8893469E+001, 3.0095590E+000, 2.9640461E+001, 8.9528815E-001, 4.5157540E+001, 5.4484204E-001, 4.7496939E+001, 3.8813454E-001, 4.8798347E+001, 2.6278549E-001, 3.5769672E+001, 1.3961194E-001
 6.0019694E+001, 3.3122850E+002, 2.5147499E+001, 1.1369261E+002, 1.3384283E+001, 3.1097199E+002, 7.3288640E+000, 2.0313979E+002, 4.9649637E+000, 5.0458339E+001, 1.4768042E+000, 3.8830223E+001, 5.2392172E-001, 3.5698858E+001, 3.0286542E-001, 4.5099299E+001, 2.2709037E-001, 4.0081842E+001, 1.4691659E-001
 6.1058942E+001, 1.9852485E+002, 1.6289710E+001, 1.1393325E+002, 9.6579524E+000, 8.8508479E+001, 4.4590113E+000, 1.7894031E+002, 3.7351004E+000, 1.2792995E+002, 1.8741088E+000, 2.9181496E+001, 6.2442877E-001, 3.4238614E+001, 2.9388513E-001, 3.1414906E+001, 1.7776253E-001, 4.9691376E+001, 1.9068346E-001
 6.2016676E+001, 2.3423902E+002, 2.0082446E+001, 2.4431486E+002, 7.8628097E+000, 5.5296390E+001, 2.7834709E+000, 9.0896883E+001, 1.9515999E+000, 1.3754753E+002, 1.3846567E+000, 3.4526484E+001, 7.5810472E-001, 2.6206062E+001, 3.2370416E-001, 3.3916423E+001, 2.1935317E-001, 4.4748221E+001, 1.6552200E-001
 6.3033218E+001, 6.5905528E+002, 3.1338304E+001, 2.7507451E+002, 1.0669819E+001, 9.8954297E+001, 4.3477636E+000, 7.4045159E+001, 2.7971877E+000, 6.5051282E+001, 1.2257464E+000, 7.4929405E+001, 6.7121995E-001, 3.0293695E+001, 4.3712245E-001, 2.9750520E+001, 2.6075113E-001, 3.3251308E+001, 1.4017872E-001
 6.4043319E+001, 4.5851302E+002, 3.2109059E+001, 3.8320869E+002, 1.3006120E+001, 1.7445301E+002, 5.2378522E+000, 8.7298346E+001, 3.7841756E+000, 5.0728301E+001, 1.5742461E+000, 6.2072836E+001, 7.4962843E-001, 5.8400399E+001, 4.0051084E-001, 2.8696687E+001, 1.7203373E-001, 2.8657539E+001, 9.1795718E-002
 6.5010171E+001, 4.2166707E+002, 2.3770764E+001, 1.5933688E+002, 1.1696442E+001, 2.3578008E+002, 5.5240598E+000, 1.0993937E+002, 3.6711723E+000, 4.6468197E+001, 1.5371943E+000, 4.5675681E+001, 8.4655344E-001, 4.7403748E+001, 4.0734085E-001, 3.5418723E+001, 2.3929717E-001, 2.7620168E+001, 9.3520139E-002
 6.6055266E+001, 4.0808598E+002, 2.0175807E+001, 1.1278879E+002, 1.0584917E+001, 1.8606596E+002, 4.4884422E+000, 9.8195927E+001, 2.6675584E+000, 5.6961082E+001, 1.3009836E+000, 3.9252832E+001, 7.9204723E-001, 4.2591486E+001, 5.5117871E-001, 3.2049238E+001, 3.3978448E-001, 2.8013859E+001, 1.4908408E-001
 6.7051181E+001, 2.0972818E+002, 1.9050849E+001, 2.1425388E+002, 1.0976928E+001, 9.0621465E+001, 4.4551342E+000, 8.4576895E+001, 2.2679614E+000, 1.0175386E+002, 1.2250972E+000, 2.9538731E+001, 6.6451610E-001, 4.0479055E+001, 4.9141725E-001, 3.8104991E+001, 3.0772400E-001, 2.9652050E+001, 1.5936492E-001
 6.8024963E+001, 2.5474410E+002, 1.7631395E+001, 2.0955118E+002, 1.1147092E+001, 1.1106724E+002, 4.6343899E+000, 5.8916027E+001, 2.4904591E+000, 9.7904606E+001, 1.3869362E+000, 3.0900912E+001, 5.9178075E-001, 3.2071981E+001, 3.8657826E-001, 3.9399590E+001, 2.5404603E-001, 3.3631530E+001, 1.6971295E-001
 6.9037447E+001, 4.6156210E+002, 1.9832082E+001, 1.6651251E+002, 1.0734250E+001, 1.3244257E+002, 4.6744157E+000, 6.6743552E+001, 2.4344689E+000, 5.7984583E+001, 1.1989676E+000, 6.0277026E+001, 7.6411553E-001, 2.8416682E+001, 2.6380407E-001, 3.3854531E+001, 1.8432119E-001, 3.7574424E+001, 1.7194079E-001
 7.0034037E+001, 4.2477174E+002, 2.4422036E+001, 2.5936440E+002, 1.2220997E+001, 9.1157832E+001, 5.1375805E+000, 9.8697950E+001, 2.6054556E+000, 4.6437943E+001, 1.1793759E+000, 7.1760181E+001, 8.3355537E-001, 3.7701862E+001, 3.7180247E-001, 2.5049034E+001, 2.0150542E-001, 3.5336042E+001, 1.8663572E-001
 7.1048941E+001, 3.9963579E+002, 2.5802539E+001, 2.1489106E+002, 1.0352879E+001, 1.3442259E+002, 4.9308791E+000, 9.0607689E+001, 2.9638760E+000, 4.0364316E+001, 1.3622448E+000, 5.5794099E+001, 8.0550503E-001, 5.6861110E+001, 5.6284400E-001, 2.5273276E+001, 2.5890799E-001, 3.2138697E+001, 1.8743017E-001
