s,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2
 1.6030989E+001, 4.3390664E+002, 4.0082989E+001, 2.2817533E+002, 3.2159373E+001, 2.5175805E+002, 2.2814972E+001, 3.4550005E+002, 1.4238810E+001, 3.6424614E+002, 1.0303269E+001, 3.0522429E+002, 6.6651355E+000, 4.0477740E+002, 5.8972615E+000, 3.7445259E+002, 5.1228378E+000, 3.1429063E+002, 4.4737792E+000
 1.7008842E+001, 1.0484700E+003, 4.7035812E+001, 2.4444936E+002, 3.3252932E+001, 2.3837235E+002, 2.3019559E+001, 2.1149645E+002, 1.3230105E+001, 2.6742075E+002, 9.8193421E+000, 3.1680528E+002, 8.6228719E+000, 3.3167065E+002, 4.6465376E+000, 3.1427018E+002, 4.2202849E+000, 2.3540628E+002, 2.8306926E+000
 1.8030175E+001, 1.0989429E+003, 5.4961671E+001, 1.0101520E+003, 3.7224278E+001, 3.8381711E+002, 1.9143203E+001, 1.8832697E+002, 8.9290409E+000, 1.8027213E+002, 6.9576267E+000, 2.4945102E+002, 7.2479582E+000, 2.0522680E+002, 3.2084242E+000, 2.5820713E+002, 3.0428232E+000, 2.0900732E+002, 2.5487118E+000
 1.9032328E+001, 9.1150134E+002, 5.2876615E+001, 1.0220861E+003, 5.7189848E+001, 1.1384272E+003, 3.9458067E+001, 5.2667576E+002, 1.1845911E+001, 3.4776607E+002, 7.2300275E+000, 1.0982831E+002, 3.1060259E+000, 9.2186365E+001, 1.5754683E+000, 1.3124595E+002, 1.6930928E+000, 2.0644722E+002, 1.9359207E+000
 2.0000453E+001, 9.1977640E+002, 4.2610539E+001, 3.8056498E+002, 3.5246113E+001, 6.3032583E+002, 3.8659843E+001, 8.8787714E+002, 2.8986553E+001, 7.2784674E+002, 1.7719091E+001, 5.9311184E+002, 9.6192738E+000, 2.9047681E+002, 3.6178795E+000, 1.5339222E+002, 1.9610826E+000, 1.1201397E+002, 1.0009856E+000
 2.1041379E+001, 1.0370657E+003, 4.6391586E+001, 4.1555366E+002, 2.3834336E+001, 2.5011978E+002, 1.6063616E+001, 3.2813962E+002, 1.3422706E+001, 4.2177792E+002, 1.4572162E+001, 5.6516890E+002, 1.6846154E+001, 5.2903912E+002, 1.0341929E+001, 4.7471694E+002, 7.6696073E+000, 1.8502592E+002, 2.4852995E+000
 2.2022542E+001, 1.0879870E+003, 5.5491355E+001, 9.4209397E+002, 4.1076706E+001, 3.2834093E+002, 2.0569304E+001, 2.7364584E+002, 1.0229058E+001, 2.7149371E+002, 7.5089294E+000, 2.1944510E+002, 4.9569519E+000, 2.8376599E+002, 5.0213472E+000, 3.2625777E+002, 5.7674545E+000, 3.6173898E+002, 5.5778334E+000
 2.3052381E+001, 9.9524781E+002, 5.3432356E+001, 1.0570064E+003, 4.9911631E+001, 1.0413704E+003, 3.7845947E+001, 4.9959977E+002, 1.3061089E+001, 3.1077478E+002, 8.1248215E+000, 1.9519607E+002, 4.2781412E+000, 2.8034251E+002, 3.9504471E+000, 2.3699067E+002, 3.0576606E+000, 2.1007621E+002, 2.5982396E+000
 2.4027582E+001, 4.9368378E+002, 4.2162428E+001, 9.1578813E+002, 4.9910744E+001, 1.0624907E+003, 4.7834619E+001, 1.0106638E+003, 3.0646565E+001, 8.3693726E+002, 2.0975083E+001, 4.9792676E+002, 8.7700985E+000, 3.6711865E+002, 5.4478810E+000, 2.8542127E+002, 3.9495547E+000, 2.4724377E+002, 3.0856654E+000
 2.5029563E+001, 9.4980779E+002, 4.8225829E+001, 6.2193515E+002, 3.8310095E+001, 8.3253802E+002, 3.9606228E+001, 7.5552227E+002, 3.0116823E+001, 7.4452980E+002, 2.1260857E+001, 6.3110632E+002, 1.2848184E+001, 5.7204052E+002, 1.0642853E+001, 5.7467861E+002, 9.3115693E+000, 4.1326835E+002, 5.9570204E+000
 2.6043312E+001, 1.1678743E+003, 5.4886115E+001, 1.0676259E+003, 4.4746042E+001, 1.0110982E+003, 3.5799612E+001, 7.0598794E+002, 1.8792932E+001, 4.6489892E+002, 1.2823335E+001, 2.6822599E+002, 6.1650680E+000, 3.6053570E+002, 6.4083659E+000, 3.9246750E+002, 6.7475296E+000, 4.2202665E+002, 6.2927485E+000
 2.7003143E+001, 1.0928549E+003, 4.9608751E+001, 1.1029597E+003, 4.0243523E+001, 1.0375547E+003, 3.4990677E+001, 9.1943371E+002, 2.5184092E+001, 8.2333479E+002, 1.7303106E+001, 3.7232135E+002, 5.5724505E+000, 3.5081210E+002, 5.1379543E+000, 3.0289782E+002, 4.1019636E+000, 2.2037420E+002, 3.1266079E+000
 2.8022294E+001, 5.2151169E+002, 3.2038883E+001, 7.5637906E+002, 2.5658571E+001, 7.1384525E+002, 1.9920614E+001, 6.0880187E+002, 1.3648475E+001, 5.2275048E+002, 1.1100001E+001, 5.3185842E+002, 8.7653649E+000, 4.6957206E+002, 7.5183363E+000, 4.6100125E+002, 7.0320145E+000, 3.7285832E+002, 5.2511863E+000
 2.9025546E+001, 1.7178027E+002, 3.1101114E+001, 2.1717842E+002, 1.6862552E+001, 1.5340991E+002, 7.6656861E+000, 2.4238899E+002, 4.7303474E+000, 2.7627839E+002, 4.7129754E+000, 3.8638892E+002, 6.4426847E+000, 3.0267909E+002, 4.3877549E+000, 3.2695693E+002, 4.2893312E+000, 3.2208811E+002, 4.2568420E+000
 3.0051829E+001, 2.1535547E+002, 3.8650627E+001, 8.7373457E+001, 2.5021474E+001, 2.6776865E+002, 1.3412894E+001, 1.3119234E+002, 4.5132914E+000, 1.1151597E+002, 2.8441470E+000, 2.4232417E+002, 3.6124677E+000, 2.2757799E+002, 2.5877553E+000, 2.0275430E+002, 2.3205349E+000, 2.2450539E+002, 2.5111841E+000
 3.1045294E+001, 8.5436206E+002, 4.9963016E+001, 2.6080258E+002, 3.0788550E+001, 2.9225098E+002, 1.9196820E+001, 1.4186757E+002, 8.0987299E+000, 1.1602682E+002, 5.2778635E+000, 1.8048400E+002, 2.4515785E+000, 1.6548915E+002, 1.8239165E+000, 1.4714683E+002, 1.7332727E+000, 1.7743277E+002, 1.8940997E+000
 3.2038758E+001, 9.6782422E+002, 6.0219046E+001, 7.5700546E+002, 3.4276176E+001, 2.6504331E+002, 1.6739713E+001, 3.1523847E+002, 8.3817988E+000, 1.9869410E+002, 5.6919864E+000, 2.2890097E+002, 4.3736206E+000, 3.1471315E+002, 3.6146251E+000, 3.0087952E+002, 2.8887062E+000, 1.7157378E+002, 1.8173213E+000
 3.3032223E+001, 3.9110797E+002, 4.4638126E+001, 5.4997812E+002, 4.1373049E+001, 8.5564248E+002, 2.9221680E+001, 4.0702106E+002, 9.1947201E+000, 3.0438249E+002, 6.1823867E+000, 3.2705721E+002, 5.8708905E+000, 2.4762271E+002, 3.7764832E+000, 2.8616391E+002, 3.6106513E+000, 3.2128200E+002, 3.0108009E+000
 3.4027910E+001, 8.9200256E+002, 4.8204307E+001, 2.6550467E+002, 3.3232406E+001, 6.3438394E+002, 3.0921571E+001, 6.2875908E+002, 1.7181939E+001, 5.9398794E+002, 1.1607982E+001, 4.2728131E+002, 7.0996050E+000, 1.5814848E+002, 2.3050597E+000, 1.7512023E+002, 2.4619611E+000, 2.7633040E+002, 3.5793180E+000
 3.5021486E+001, 1.0162743E+003, 5.5278432E+001, 6.9872840E+002, 3.8641099E+001, 3.1127796E+002, 2.4898968E+001, 6.3767846E+002, 1.9167968E+001, 4.5450893E+002, 1.1740794E+001, 1.5735951E+002, 3.6757693E+000, 2.8245709E+002, 4.0499250E+000, 2.5270873E+002, 3.3922973E+000, 1.7786665E+002, 2.4150681E+000
 3.6032865E+001, 1.0640813E+003, 5.1293936E+001, 5.1911156E+002, 3.0206065E+001, 4.6519158E+002, 1.8860022E+001, 3.0075343E+002, 1.0040271E+001, 3.8841283E+002, 9.8653890E+000, 4.9135148E+002, 8.2294900E+000, 2.7295651E+002, 3.8746604E+000, 2.0764471E+002, 2.6624349E+000, 1.2898495E+002, 1.5759066E+000
 3.7042050E+001, 9.3158420E+002, 4.7511245E+001, 6.1148481E+002, 2.9031979E+001, 1.5458907E+002, 1.3748001E+001, 2.6043450E+002, 6.7443870E+000, 2.6012843E+002, 4.9902816E+000, 4.9105933E+002, 8.4224512E+000, 3.2006189E+002, 4.6889360E+000, 3.3148567E+002, 4.6419487E+000, 2.3609650E+002, 3.0577051E+000
 3.8022887E+001, 6.4133957E+002, 4.3545939E+001, 7.5707387E+002, 3.0530108E+001, 5.3418353E+002, 2.0338648E+001, 1.3238392E+002, 7.2597729E+000, 2.1477422E+002, 5.1599745E+000, 3.4040684E+002, 5.0552768E+000, 1.6566986E+002, 2.0084096E+000, 1.7929086E+002, 2.2089552E+000, 2.3337843E+002, 2.8520285E+000
 3.9038910E+001, 9.7789522E+002, 5.1935275E+001, 8.0189197E+002, 3.1899308E+001, 7.2240247E+002, 2.1842558E+001, 4.1261542E+002, 1.0668943E+001, 2.7698388E+002, 6.4648205E+000, 2.8522773E+002, 5.1986722E+000, 1.8027976E+002, 1.8391788E+000, 1.5239109E+002, 1.4750374E+000, 1.1509584E+002, 1.2690021E+000
 4.0040659E+001, 1.0861040E+003, 6.0052403E+001, 7.8482340E+002, 3.7304841E+001, 7.0601284E+002, 2.1935260E+001, 6.5728437E+002, 1.4149639E+001, 5.7088215E+002, 1.1026734E+001, 4.3108930E+002, 8.3375467E+000, 2.9221141E+002, 3.8062347E+000, 2.3956007E+002, 2.4225333E+000, 1.2122113E+002, 1.1766895E+000
 4.1033765E+001, 1.0418547E+003, 5.9410033E+001, 9.6334272E+002, 3.2564558E+001, 6.5457067E+002, 1.7850736E+001, 5.3358661E+002, 1.1565461E+001, 4.6556681E+002, 9.7425291E+000, 1.9121207E+002, 3.5692931E+000, 3.6785823E+002, 5.4844824E+000, 3.4201446E+002, 5.2320020E+000, 2.8344973E+002, 3.4518008E+000
 4.2030305E+001, 1.0588971E+003, 6.2845048E+001, 1.1172280E+003, 5.0031685E+001, 9.7232039E+002, 2.9615323E+001, 5.6957064E+002, 1.1136606E+001, 4.4315274E+002, 7.5359027E+000, 1.1708152E+002, 1.7521160E+000, 2.6113904E+002, 3.7929476E+000, 3.1167316E+002, 3.9767137E+000, 2.8102499E+002, 3.6953574E+000
 4.3008019E+001, 8.6175773E+002, 5.1692660E+001, 1.0636492E+003, 5.2040225E+001, 8.7519783E+002, 3.6160055E+001, 8.5781738E+002, 2.5409861E+001, 7.6418218E+002, 1.7242207E+001, 2.3169597E+002, 3.5752406E+000, 2.0139158E+002, 2.8956599E+000, 1.7345328E+002, 1.8692966E+000, 2.1310045E+002, 2.2753049E+000
 4.4023698E+001, 4.1618339E+002, 3.9860539E+001, 9.2076785E+002, 4.6564408E+001, 9.0255614E+002, 3.1600632E+001, 5.1128865E+002, 1.5294896E+001, 4.8794442E+002, 1.2802263E+001, 5.6515408E+002, 9.2579897E+000, 2.9823412E+002, 4.8346037E+000, 2.0665858E+002, 3.0112280E+000, 1.3825909E+002, 1.3656269E+000
 4.5021835E+001, 6.1216295E+002, 3.7697252E+001, 3.4337828E+002, 3.4182113E+001, 6.3634637E+002, 3.1021691E+001, 5.1377845E+002, 1.2109671E+001, 4.2961407E+002, 8.7281156E+000, 4.3162303E+002, 7.5269840E+000, 3.7617679E+002, 5.5666814E+000, 3.7886600E+002, 5.3052825E+000, 2.6205076E+002, 3.2882907E+000
 4.6014517E+001, 1.0968816E+003, 4.8347322E+001, 4.1078658E+002, 2.8812103E+001, 2.8176889E+002, 2.0880879E+001, 3.1270647E+002, 1.0816744E+001, 3.7472242E+002, 8.8698493E+000, 4.1666308E+002, 5.8987631E+000, 3.1224776E+002, 4.5595119E+000, 2.8735986E+002, 3.8362935E+000, 2.9782558E+002, 4.0484574E+000
 4.7044483E+001, 1.0528751E+003, 5.4319645E+001, 6.4646048E+002, 2.7622716E+001, 5.9383923E+002, 2.1486642E+001, 4.5225993E+002, 1.2239255E+001, 3.0175398E+002, 7.5331896E+000, 3.0591459E+002, 6.0336262E+000, 3.1754525E+002, 4.4251013E+000, 2.9957300E+002, 4.1453113E+000, 2.5714467E+002, 3.2944521E+000
 4.8029240E+001, 1.0237317E+003, 5.4721041E+001, 8.8728140E+002, 3.8534845E+001, 7.1185485E+002, 2.2937723E+001, 5.6060635E+002, 1.4529399E+001, 5.6791031E+002, 1.2363744E+001, 5.2154627E+002, 1.0863415E+001, 2.4451890E+002, 4.0412378E+000, 2.0655160E+002, 2.6930805E+000, 1.6024448E+002, 1.8381714E+000
 4.9010122E+001, 1.0072442E+003, 5.3069186E+001, 1.0113066E+003, 4.8113829E+001, 5.4934938E+002, 2.7531602E+001, 6.6432042E+002, 1.6973258E+001, 7.2723755E+002, 1.4163012E+001, 4.6094306E+002, 8.4293022E+000, 3.5345589E+002, 5.4078641E+000, 2.8846512E+002, 4.5658937E+000, 2.4115727E+002, 3.3507968E+000
 5.0035549E+001, 1.0744761E+003, 5.7099033E+001, 6.4537942E+002, 3.5395906E+001, 6.9149675E+002, 2.9768996E+001, 4.2094080E+002, 1.4027827E+001, 3.0530479E+002, 8.8625714E+000, 4.1597929E+002, 7.3083516E+000, 4.5847773E+002, 6.4451536E+000, 3.9658399E+002, 5.2743669E+000, 2.4474947E+002, 3.3671134E+000
 5.1018043E+001, 7.8907630E+002, 5.3695724E+001, 7.6711382E+002, 3.8728108E+001, 4.6559502E+002, 2.3151950E+001, 3.8617058E+002, 1.4010685E+001, 4.3355851E+002, 1.1604297E+001, 4.9322297E+002, 1.0372499E+001, 2.6810677E+002, 3.5908094E+000, 2.6765197E+002, 3.6040606E+000, 2.7801395E+002, 3.7020742E+000
 5.2009593E+001, 8.2847983E+002, 4.6522188E+001, 8.7350369E+002, 4.6181957E+001, 7.7564051E+002, 3.3348178E+001, 3.9970333E+002, 1.3156239E+001, 2.8713936E+002, 8.1623079E+000, 2.3519768E+002, 5.7641079E+000, 3.4796594E+002, 4.9374747E+000, 2.8305435E+002, 3.4264443E+000, 1.9621360E+002, 1.9657131E+000
 5.3002496E+001, 1.0491686E+003, 5.0850712E+001, 7.6948887E+002, 3.6719106E+001, 7.5328591E+002, 3.2663172E+001, 3.7244686E+002, 1.4487185E+001, 2.7234622E+002, 8.5054215E+000, 1.1086441E+002, 2.6082290E+000, 2.9999974E+002, 4.5400417E+000, 3.4941436E+002, 4.8035418E+000, 2.5891878E+002, 3.0913881E+000
 5.4012368E+001, 1.0336461E+003, 5.5794515E+001, 8.5565001E+002, 3.0563063E+001, 6.1654149E+002, 1.9431816E+001, 4.4242555E+002, 1.1111301E+001, 3.4431140E+002, 7.8054162E+000, 7.4848860E+001, 2.0132178E+000, 1.4130193E+002, 2.3061042E+000, 1.3676929E+002, 1.9849232E+000, 2.5529255E+002, 3.1995701E+000
 5.5035630E+001, 9.4045184E+002, 5.6750944E+001, 1.0460883E+003, 4.5411781E+001, 9.0375204E+002, 2.3797431E+001, 4.6358109E+002, 9.7675537E+000, 3.8404298E+002, 7.1997452E+000, 1.4272101E+002, 2.1623454E+000, 1.0542262E+002, 1.5918315E+000, 1.2253861E+002, 1.5156384E+000, 1.1483252E+002, 1.2138810E+000
 5.6038522E+001, 5.3807745E+002, 4.4977254E+001, 6.1194268E+002, 4.0176277E+001, 8.9724797E+002, 3.2132709E+001, 6.3160656E+002, 1.2450537E+001, 4.0522729E+002, 7.4591169E+000, 4.2536348E+002, 6.8587234E+000, 2.0204849E+002, 2.4346333E+000, 1.1916832E+002, 1.2069320E+000, 7.9165247E+001, 7.8069724E-001
 5.7043048E+001, 3.5827787E+002, 3.9920736E+001, 2.1073257E+002, 3.0356239E+001, 3.3237456E+002, 2.3472920E+001, 5.0311518E+002, 1.3413436E+001, 4.8836337E+002, 9.4233436E+000, 3.9207508E+002, 6.5799022E+000, 1.2867366E+002, 2.2776991E+000, 1.7212399E+002, 2.5947899E+000, 1.4918737E+002, 1.5517020E+000
 5.8050076E+001, 3.9830859E+002, 3.5238449E+001, 2.2366330E+002, 2.4935269E+001, 2.0594817E+002, 1.6317645E+001, 2.2630099E+002, 1.0338448E+001, 2.6746353E+002, 7.7419875E+000, 2.1521135E+002, 4.4051796E+000, 1.7781096E+002, 2.4693513E+000, 1.1696485E+002, 1.5461589E+000, 1.0501757E+002, 1.1029282E+000
 5.9019480E+001, 6.6530733E+002, 3.9457985E+001, 3.5992936E+002, 2.0679898E+001, 2.0073012E+002, 1.0206507E+001, 2.9658376E+002, 7.3355605E+000, 3.6660973E+002, 7.5275529E+000, 4.0309640E+002, 7.5076797E+000, 2.7868660E+002, 3.7440074E+000, 1.8880109E+002, 2.4310506E+000, 1.1564148E+002, 1.4047753E+000
 6.0018408E+001, 1.0242270E+003, 5.3688488E+001, 4.2919797E+002, 2.6919247E+001, 2.6096006E+002, 1.3279156E+001, 1.2241408E+002, 4.5389121E+000, 1.6335437E+002, 4.1296951E+000, 4.0768829E+002, 7.4198714E+000, 3.5851412E+002, 6.1936124E+000, 3.8617151E+002, 5.9458083E+000, 2.8049702E+002, 3.5299265E+000
 6.1024593E+001, 8.7849869E+002, 5.1975027E+001, 8.9434004E+002, 4.3629661E+001, 6.0234552E+002, 2.3383315E+001, 9.0542070E+001, 7.0165054E+000, 7.4521622E+001, 3.8602979E+000, 1.9962145E+002, 3.3086207E+000, 1.6705988E+002, 2.3123338E+000, 1.9381236E+002, 2.7969035E+000, 2.4943251E+002, 3.7594116E+000
 6.2027226E+001, 7.7250439E+002, 4.4536484E+001, 5.9431573E+002, 4.3039521E+001, 4.4713665E+002, 3.1862957E+001, 3.6433409E+002, 1.2335868E+001, 1.6080031E+002, 6.0795375E+000, 1.0314094E+002, 2.8298291E+000, 1.1884880E+002, 1.4546957E+000, 1.5885328E+002, 1.6457761E+000, 1.6306362E+002, 1.9532722E+000
 6.3041462E+001, 1.0270111E+003, 5.1542962E+001, 7.5587415E+002, 3.2474981E+001, 7.8043663E+002, 3.0232093E+001, 4.7901588E+002, 1.5837761E+001, 3.6239393E+002, 1.1265293E+001, 1.9157691E+002, 4.6536545E+000, 8.3892502E+001, 1.5769135E+000, 9.8105423E+001, 1.1671377E+000, 1.8122016E+002, 1.7089958E+000
 6.4002536E+001, 9.2565635E+002, 5.3912015E+001, 8.0573296E+002, 3.4006571E+001, 7.3434742E+002, 2.2285552E+001, 6.8573666E+002, 1.5507302E+001, 5.7836170E+002, 1.1686284E+001, 2.6398148E+002, 6.2402459E+000, 2.5422443E+002, 4.1692655E+000, 2.0943286E+002, 2.8141367E+000, 1.2587404E+002, 1.2772798E+000
 6.5016435E+001, 5.7740020E+002, 4.5092352E+001, 5.4369022E+002, 3.0843985E+001, 5.1630902E+002, 1.9985784E+001, 6.0806568E+002, 1.3708883E+001, 5.9667328E+002, 1.0872984E+001, 1.0776420E+002, 2.2638292E+000, 1.8806225E+002, 3.2984102E+000, 2.0073839E+002, 3.1645274E+000, 1.8556300E+002, 2.2260310E+000
 6.6003386E+001, 3.6777020E+002, 4.0736305E+001, 1.6572562E+002, 2.6708607E+001, 2.2986515E+002, 1.8961272E+001, 3.4839480E+002, 9.5322383E+000, 3.3780492E+002, 8.3571056E+000, 4.4563791E+002, 6.3812313E+000, 2.1357203E+002, 2.8970214E+000, 1.0716254E+002, 1.4421297E+000, 1.5748032E+002, 1.8881446E+000
 6.7033187E+001, 6.9069422E+002, 4.3956319E+001, 1.6769045E+002, 2.5732159E+001, 1.3895569E+002, 1.5206527E+001, 2.8124156E+002, 9.4908957E+000, 3.1939134E+002, 6.6998971E+000, 2.8541399E+002, 5.2613969E+000, 2.7952841E+002, 3.7671785E+000, 2.7342559E+002, 3.3305397E+000, 1.4176787E+002, 1.6151502E+000
 6.8030823E+001, 1.0066885E+003, 5.6819067E+001, 5.5520500E+002, 2.8151439E+001, 2.6582390E+002, 1.2834170E+001, 2.3265020E+002, 6.7266616E+000, 2.4293034E+002, 5.8651785E+000, 2.9170974E+002, 6.4994916E+000, 2.4060229E+002, 3.3309288E+000, 2.4169049E+002, 2.9350337E+000, 2.0788940E+002, 2.3936150E+000
 6.9033524E+001, 9.2616853E+002, 5.6069541E+001, 1.0369413E+003, 4.2891442E+001, 7.8358386E+002, 2.3158616E+001, 4.7549702E+002, 8.1817192E+000, 3.5935835E+002, 5.8780071E+000, 3.1875929E+002, 5.4359812E+000, 2.0810694E+002, 3.5443413E+000, 2.2559451E+002, 3.1021611E+000, 2.9637542E+002, 3.1641131E+000
 7.0016721E+001, 3.7529796E+002, 4.2836992E+001, 7.4373535E+002, 4.4405060E+001, 6.2621490E+002, 2.1702456E+001, 5.3085711E+002, 1.3367519E+001, 5.6054765E+002, 1.0822923E+001, 4.6590468E+002, 6.5332787E+000, 3.5677711E+002, 4.3233926E+000, 2.6629324E+002, 3.2979429E+000, 1.8515268E+002, 2.2783579E+000
 7.1015083E+001, 1.6942244E+002, 4.0590342E+001, 1.9576808E+002, 3.2153865E+001, 4.8514602E+002, 2.7264041E+001, 3.9913729E+002, 1.1164922E+001, 4.0910616E+002, 8.5010203E+000, 3.9714992E+002, 6.4378854E+000, 4.0385113E+002, 5.4569465E+000, 3.4491385E+002, 4.5742604E+000, 2.5478748E+002, 3.3053845E+000
