s,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2
Time,TC01,GHF01,TC02,GHF02,TC03,GHF03,TC04,GHF04,TC05,GHF05,TC06,GHF06,TC07,GHF07,TC08,GHF08,TC09,GHF09
 0.0000000E+000, 2.0000000E+001,-4.7657287E-003, 2.0000000E+001,-4.3504302E-003, 2.0000000E+001,-4.2863877E-003, 2.0000000E+001,-4.2759765E-003, 2.0000000E+001,-4.2713809E-003, 2.0000000E+001,-4.2698243E-003, 2.0000000E+001,-4.6318563E-003, 2.0000000E+001,-4.3294481E-003, 2.0000000E+001,-4.2830428E-003
 1.1290019E+000, 2.0000453E+001, 1.2044881E-002, 2.0000153E+001, 2.2410607E-003, 2.0000072E+001,-2.1469589E-003, 1.9999996E+001,-4.2704872E-003, 1.9999995E+001,-4.2705929E-003, 1.9999992E+001,-4.2698126E-003, 1.9999970E+001,-4.6319048E-003, 1.9999990E+001,-4.3294608E-003, 1.9999989E+001,-4.2830579E-003
 2.2580038E+000, 2.0008068E+001, 4.8749885E-001, 2.0003242E+001, 2.8408117E-001, 2.0001593E+001, 1.1462369E-001, 1.9999971E+001,-3.8664356E-003, 1.9999955E+001,-4.0696589E-003, 1.9999931E+001,-4.2210056E-003, 1.9999767E+001,-4.6126706E-003, 1.9999911E+001,-4.3218283E-003, 1.9999897E+001,-4.2809968E-003
 3.1843222E+000, 2.0054936E+001, 1.2664435E+000, 2.0022275E+001, 7.7209179E-001, 2.0011732E+001, 3.5074930E-001, 1.9999958E+001,-3.3032835E-003, 1.9999919E+001,-3.8033062E-003, 1.9999868E+001,-4.1090640E-003, 1.9999547E+001,-4.5647266E-003, 1.9999823E+001,-4.3015395E-003, 1.9999792E+001,-4.2749220E-003
 4.0161818E+000, 2.0186362E+001, 1.8852070E+000, 2.0068624E+001, 8.9934017E-001, 2.0035675E+001, 3.6903999E-001, 1.9999975E+001,-3.2995174E-003, 1.9999915E+001,-3.8028383E-003, 1.9999841E+001,-4.1089997E-003, 1.9999422E+001,-4.5649303E-003, 1.9999773E+001,-4.3016007E-003, 1.9999728E+001,-4.2750088E-003
 5.0158258E+000, 2.0476339E+001, 3.4297685E+000, 2.0151452E+001, 1.1718550E+000, 2.0076594E+001, 5.0255505E-001, 2.0000431E+001, 6.4004497E-002, 2.0000159E+001, 3.0388031E-002, 1.9999932E+001, 6.1769011E-003, 1.9999411E+001,-1.6452914E-004, 1.9999771E+001,-2.4548091E-003, 1.9999704E+001,-3.7139992E-003
 6.0547976E+000, 2.1002106E+001, 6.4225587E+000, 2.0295262E+001, 1.6313803E+000, 2.0152438E+001, 7.4769694E-001, 2.0006382E+001, 1.8939192E-001, 2.0003119E+001, 9.3448011E-002, 2.0001309E+001, 3.2140976E-002, 2.0000141E+001, 1.1618661E-002, 1.9999991E+001, 2.7402542E-003, 1.9999795E+001,-2.0522876E-003
 7.0145036E+000, 2.1816275E+001, 9.4548669E+000, 2.0505336E+001, 2.9674579E+000, 2.0263039E+001, 9.5169476E-001, 2.0020857E+001, 3.3267051E-001, 2.0010343E+001, 1.7349794E-001, 2.0004755E+001, 6.3773056E-002, 2.0002123E+001, 2.5836033E-002, 2.0000593E+001, 9.0481428E-003, 2.0000081E+001, 5.5815421E-005
 8.0418300E+000, 2.2915576E+001, 9.2098297E+000, 2.0859415E+001, 3.7135670E+000, 2.0421733E+001, 1.3468386E+000, 2.0051218E+001, 5.1768094E-001, 2.0026498E+001, 3.2374237E-001, 2.0013010E+001, 1.6746808E-001, 2.0006863E+001, 8.9959494E-002, 2.0002076E+001, 4.6318286E-002, 2.0000824E+001, 1.6864650E-002
