m,C,C,C,C,C,C,C,C
 5.1105528E+000, 2.0000827E+001, 2.0002000E+001, 2.0003523E+001, 2.0005419E+001, 2.0007055E+001, 2.0009400E+001, 2.0012363E+001, 2.0016278E+001
 5.1206030E+000, 2.0000873E+001, 2.0002114E+001, 2.0003730E+001, 2.0005734E+001, 2.0007465E+001, 2.0009939E+001, 2.0013094E+001, 2.0017210E+001
 5.1306533E+000, 2.0000921E+001, 2.0002233E+001, 2.0003950E+001, 2.0006064E+001, 2.0007896E+001, 2.0010510E+001, 2.0013867E+001, 2.0018188E+001
 5.1407035E+000, 2.0000971E+001, 2.0002359E+001, 2.0004178E+001, 2.0006411E+001, 2.0008349E+001, 2.0011113E+001, 2.0014683E+001, 2.0019213E+001
 5.1507538E+000, 2.0001023E+001, 2.0002488E+001, 2.0004420E+001, 2.0006774E+001, 2.0008824E+001, 2.0011751E+001, 2.0015552E+001, 2.0020301E+001
 5.1608040E+000, 2.0001076E+001, 2.0002625E+001, 2.0004671E+001, 2.0007156E+001, 2.0009318E+001, 2.0012421E+001, 2.0016474E+001, 2.0021452E+001
 5.1708543E+000, 2.0001133E+001, 2.0002766E+001, 2.0004936E+001, 2.0007555E+001, 2.0009832E+001, 2.0013121E+001, 2.0017446E+001, 2.0022674E+001
 5.1809045E+000, 2.0001191E+001, 2.0002913E+001, 2.0005211E+001, 2.0007975E+001, 2.0010362E+001, 2.0013850E+001, 2.0018465E+001, 2.0023952E+001
 5.1909548E+000, 2.0001251E+001, 2.0003066E+001, 2.0005501E+001, 2.0008415E+001, 2.0010909E+001, 2.0014605E+001, 2.0019535E+001, 2.0025302E+001
 5.2010050E+000, 2.0001313E+001, 2.0003225E+001, 2.0005801E+001, 2.0008876E+001, 2.0011480E+001, 2.0015395E+001, 2.0020643E+001, 2.0026707E+001
 5.2110553E+000, 2.0001377E+001, 2.0003390E+001, 2.0006117E+001, 2.0009360E+001, 2.0012079E+001, 2.0016226E+001, 2.0021794E+001, 2.0028174E+001
 5.2211055E+000, 2.0001443E+001, 2.0003561E+001, 2.0006443E+001, 2.0009868E+001, 2.0012707E+001, 2.0017101E+001, 2.0022981E+001, 2.0029703E+001
 5.2311558E+000, 2.0001512E+001, 2.0003738E+001, 2.0006786E+001, 2.0010396E+001, 2.0013365E+001, 2.0018032E+001, 2.0024220E+001, 2.0031316E+001
 5.2412060E+000, 2.0001582E+001, 2.0003922E+001, 2.0007140E+001, 2.0010949E+001, 2.0014054E+001, 2.0019021E+001, 2.0025511E+001, 2.0033017E+001
 5.2512563E+000, 2.0001654E+001, 2.0004110E+001, 2.0007510E+001, 2.0011519E+001, 2.0014779E+001, 2.0020059E+001, 2.0026883E+001, 2.0034810E+001
 5.2613065E+000, 2.0001728E+001, 2.0004306E+001, 2.0007893E+001, 2.0012113E+001, 2.0015533E+001, 2.0021150E+001, 2.0028337E+001, 2.0036681E+001
 5.2713568E+000, 2.0001805E+001, 2.0004507E+001, 2.0008291E+001, 2.0012729E+001, 2.0016321E+001, 2.0022274E+001, 2.0029861E+001, 2.0038647E+001
 5.2814070E+000, 2.0001882E+001, 2.0004715E+001, 2.0008703E+001, 2.0013370E+001, 2.0017144E+001, 2.0023439E+001, 2.0031446E+001, 2.0040684E+001
 5.2914573E+000, 2.0001962E+001, 2.0004927E+001, 2.0009131E+001, 2.0014033E+001, 2.0018005E+001, 2.0024647E+001, 2.0033113E+001, 2.0042830E+001
 5.3015075E+000, 2.0002043E+001, 2.0005147E+001, 2.0009571E+001, 2.0014726E+001, 2.0018899E+001, 2.0025910E+001, 2.0034855E+001, 2.0045080E+001
 5.3115578E+000, 2.0002126E+001, 2.0005372E+001, 2.0010030E+001, 2.0015440E+001, 2.0019827E+001, 2.0027228E+001, 2.0036681E+001, 2.0047431E+001
 5.3216080E+000, 2.0002211E+001, 2.0005603E+001, 2.0010500E+001, 2.0016178E+001, 2.0020780E+001, 2.0028590E+001, 2.0038606E+001, 2.0049895E+001
 5.3316583E+000, 2.0002297E+001, 2.0005839E+001, 2.0010990E+001, 2.0016935E+001, 2.0021769E+001, 2.0029995E+001, 2.0040636E+001, 2.0052446E+001
 5.3417085E+000, 2.0002384E+001, 2.0006081E+001, 2.0011492E+001, 2.0017715E+001, 2.0022785E+001, 2.0031440E+001, 2.0042776E+001, 2.0055095E+001
 5.3517588E+000, 2.0002473E+001, 2.0006329E+001, 2.0012013E+001, 2.0018512E+001, 2.0023837E+001, 2.0032944E+001, 2.0045019E+001, 2.0057866E+001
 5.3618090E+000, 2.0002563E+001, 2.0006581E+001, 2.0012546E+001, 2.0019339E+001, 2.0024923E+001, 2.0034510E+001, 2.0047359E+001, 2.0060708E+001
 5.3718593E+000, 2.0002654E+001, 2.0006839E+001, 2.0013099E+001, 2.0020188E+001, 2.0026048E+001, 2.0036146E+001, 2.0049798E+001, 2.0063658E+001
 5.3819095E+000, 2.0002746E+001, 2.0007102E+001, 2.0013664E+001, 2.0021071E+001, 2.0027207E+001, 2.0037843E+001, 2.0052341E+001, 2.0066694E+001
 5.3919598E+000, 2.0002839E+001, 2.0007369E+001, 2.0014248E+001, 2.0021971E+001, 2.0028404E+001, 2.0039595E+001, 2.0055021E+001, 2.0069767E+001
 5.4020101E+000, 2.0002933E+001, 2.0007642E+001, 2.0014844E+001, 2.0022896E+001, 2.0029640E+001, 2.0041406E+001, 2.0057834E+001, 2.0072988E+001
 5.4120603E+000, 2.0003027E+001, 2.0007918E+001, 2.0015461E+001, 2.0023841E+001, 2.0030924E+001, 2.0043250E+001, 2.0060765E+001, 2.0076305E+001
 5.4221106E+000, 2.0003122E+001, 2.0008199E+001, 2.0016089E+001, 2.0024812E+001, 2.0032242E+001, 2.0045146E+001, 2.0063803E+001, 2.0079728E+001
 5.4321608E+000, 2.0003218E+001, 2.0008483E+001, 2.0016741E+001, 2.0025806E+001, 2.0033590E+001, 2.0047068E+001, 2.0066946E+001, 2.0083284E+001
 5.4422111E+000, 2.0003314E+001, 2.0008773E+001, 2.0017403E+001, 2.0026845E+001, 2.0034948E+001, 2.0049058E+001, 2.0070172E+001, 2.0086954E+001
 5.4522613E+000, 2.0003411E+001, 2.0009065E+001, 2.0018090E+001, 2.0027921E+001, 2.0036338E+001, 2.0051119E+001, 2.0073514E+001, 2.0090801E+001
 5.4623116E+000, 2.0003508E+001, 2.0009363E+001, 2.0018787E+001, 2.0029037E+001, 2.0037777E+001, 2.0053228E+001, 2.0076930E+001, 2.0094761E+001
 5.4723618E+000, 2.0003605E+001, 2.0009662E+001, 2.0019513E+001, 2.0030180E+001, 2.0039287E+001, 2.0055408E+001, 2.0080452E+001, 2.0098929E+001
 5.4824121E+000, 2.0003703E+001, 2.0009968E+001, 2.0020247E+001, 2.0031361E+001, 2.0040887E+001, 2.0057691E+001, 2.0084086E+001, 2.0103268E+001
 5.4924623E+000, 2.0003801E+001, 2.0010275E+001, 2.0021011E+001, 2.0032565E+001, 2.0042589E+001, 2.0060035E+001, 2.0087789E+001, 2.0107754E+001
 5.5025126E+000, 2.0003899E+001, 2.0010588E+001, 2.0021786E+001, 2.0033813E+001, 2.0044355E+001, 2.0062475E+001, 2.0091639E+001, 2.0112398E+001
 5.5125628E+000, 2.0003999E+001, 2.0010905E+001, 2.0022597E+001, 2.0035087E+001, 2.0046190E+001, 2.0065003E+001, 2.0095591E+001, 2.0117275E+001
 5.5226131E+000, 2.0004099E+001, 2.0011229E+001, 2.0023413E+001, 2.0036401E+001, 2.0048064E+001, 2.0067610E+001, 2.0099635E+001, 2.0122230E+001
 5.5326633E+000, 2.0004200E+001, 2.0011556E+001, 2.0024273E+001, 2.0037744E+001, 2.0049973E+001, 2.0070314E+001, 2.0103784E+001, 2.0127528E+001
 5.5427136E+000, 2.0004302E+001, 2.0011891E+001, 2.0025139E+001, 2.0039142E+001, 2.0051934E+001, 2.0073143E+001, 2.0108020E+001, 2.0132948E+001
 5.5527638E+000, 2.0004407E+001, 2.0012230E+001, 2.0026051E+001, 2.0040589E+001, 2.0053914E+001, 2.0076052E+001, 2.0112397E+001, 2.0138700E+001
 5.5628141E+000, 2.0004512E+001, 2.0012581E+001, 2.0026977E+001, 2.0042116E+001, 2.0055961E+001, 2.0079078E+001, 2.0116901E+001, 2.0144589E+001
 5.5728643E+000, 2.0004622E+001, 2.0012937E+001, 2.0027954E+001, 2.0043687E+001, 2.0058065E+001, 2.0082169E+001, 2.0121475E+001, 2.0150825E+001
 5.5829146E+000, 2.0004733E+001, 2.0013309E+001, 2.0028948E+001, 2.0045330E+001, 2.0060248E+001, 2.0085446E+001, 2.0126272E+001, 2.0157301E+001
 5.5929648E+000, 2.0004851E+001, 2.0013691E+001, 2.0030006E+001, 2.0046993E+001, 2.0062516E+001, 2.0088794E+001, 2.0131186E+001, 2.0163971E+001
 5.6030151E+000, 2.0004972E+001, 2.0014094E+001, 2.0031088E+001, 2.0048710E+001, 2.0064897E+001, 2.0092357E+001, 2.0136287E+001, 2.0170693E+001
 5.6130653E+000, 2.0005105E+001, 2.0014512E+001, 2.0032247E+001, 2.0050484E+001, 2.0067378E+001, 2.0096108E+001, 2.0141678E+001, 2.0177617E+001
 5.6231156E+000, 2.0005241E+001, 2.0014962E+001, 2.0033444E+001, 2.0052349E+001, 2.0070020E+001, 2.0100125E+001, 2.0147150E+001, 2.0184886E+001
 5.6331658E+000, 2.0005395E+001, 2.0015433E+001, 2.0034743E+001, 2.0054277E+001, 2.0072776E+001, 2.0104424E+001, 2.0152920E+001, 2.0192255E+001
 5.6432161E+000, 2.0005555E+001, 2.0015952E+001, 2.0036091E+001, 2.0056322E+001, 2.0075655E+001, 2.0108994E+001, 2.0158866E+001, 2.0199793E+001
 5.6532663E+000, 2.0005741E+001, 2.0016501E+001, 2.0037575E+001, 2.0058483E+001, 2.0078699E+001, 2.0113661E+001, 2.0164901E+001, 2.0208222E+001
 5.6633166E+000, 2.0005938E+001, 2.0017119E+001, 2.0039132E+001, 2.0060803E+001, 2.0081850E+001, 2.0118570E+001, 2.0171333E+001, 2.0216872E+001
 5.6733668E+000, 2.0006172E+001, 2.0017784E+001, 2.0040871E+001, 2.0063323E+001, 2.0085272E+001, 2.0123589E+001, 2.0178146E+001, 2.0226524E+001
 5.6834171E+000, 2.0006423E+001, 2.0018544E+001, 2.0042710E+001, 2.0066035E+001, 2.0088988E+001, 2.0128848E+001, 2.0185254E+001, 2.0236549E+001
 5.6934673E+000, 2.0006727E+001, 2.0019374E+001, 2.0044801E+001, 2.0068951E+001, 2.0093037E+001, 2.0134520E+001, 2.0193063E+001, 2.0247467E+001
 5.7035176E+000, 2.0007056E+001, 2.0020337E+001, 2.0047034E+001, 2.0072037E+001, 2.0097439E+001, 2.0140487E+001, 2.0201280E+001, 2.0259197E+001
 5.7135678E+000, 2.0007458E+001, 2.0021399E+001, 2.0049595E+001, 2.0075327E+001, 2.0102147E+001, 2.0146806E+001, 2.0210307E+001, 2.0272498E+001
 5.7236181E+000, 2.0007898E+001, 2.0022644E+001, 2.0052382E+001, 2.0078968E+001, 2.0107239E+001, 2.0153649E+001, 2.0219946E+001, 2.0286360E+001
 5.7336683E+000, 2.0008436E+001, 2.0024026E+001, 2.0055599E+001, 2.0082933E+001, 2.0112727E+001, 2.0160746E+001, 2.0230310E+001, 2.0302045E+001
 5.7437186E+000, 2.0009029E+001, 2.0025656E+001, 2.0059130E+001, 2.0087328E+001, 2.0118646E+001, 2.0168600E+001, 2.0241505E+001, 2.0317893E+001
 5.7537688E+000, 2.0009751E+001, 2.0027471E+001, 2.0063275E+001, 2.0092098E+001, 2.0125019E+001, 2.0176990E+001, 2.0253925E+001, 2.0336401E+001
 5.7638191E+000, 2.0010548E+001, 2.0029610E+001, 2.0067822E+001, 2.0097365E+001, 2.0131961E+001, 2.0185974E+001, 2.0267763E+001, 2.0354859E+001
 5.7738693E+000, 2.0011512E+001, 2.0032001E+001, 2.0073236E+001, 2.0103110E+001, 2.0139433E+001, 2.0195759E+001, 2.0282645E+001, 2.0377296E+001
 5.7839196E+000, 2.0012577E+001, 2.0034802E+001, 2.0079197E+001, 2.0109555E+001, 2.0147621E+001, 2.0206498E+001, 2.0299471E+001, 2.0400185E+001
 5.7939698E+000, 2.0013847E+001, 2.0037933E+001, 2.0086366E+001, 2.0116667E+001, 2.0156541E+001, 2.0218245E+001, 2.0318554E+001, 2.0430662E+001
 5.8040201E+000, 2.0015250E+001, 2.0041573E+001, 2.0094359E+001, 2.0124696E+001, 2.0166414E+001, 2.0231078E+001, 2.0340612E+001, 2.0469954E+001
 5.8140704E+000, 2.0016900E+001, 2.0045635E+001, 2.0104018E+001, 2.0133454E+001, 2.0177508E+001, 2.0245554E+001, 2.0364960E+001, 2.0550632E+001
 5.8241206E+000, 2.0018718E+001, 2.0050318E+001, 2.0114944E+001, 2.0143341E+001, 2.0189750E+001, 2.0261302E+001, 2.0393167E+001, 2.1164373E+001
 5.8341709E+000, 2.0020825E+001, 2.0055519E+001, 2.0128368E+001, 2.0154113E+001, 2.0203049E+001, 2.0278303E+001, 2.0426395E+001, 2.1931147E+001
 5.8442211E+000, 2.0023136E+001, 2.0061474E+001, 2.0144106E+001, 2.0166238E+001, 2.0217724E+001, 2.0297517E+001, 2.0466543E+001, 2.3100341E+001
 5.8542714E+000, 2.0025780E+001, 2.0068053E+001, 2.0164967E+001, 2.0179501E+001, 2.0233566E+001, 2.0317860E+001, 2.0513848E+001, 2.4812800E+001
 5.8643216E+000, 2.0028673E+001, 2.0075540E+001, 2.0202345E+001, 2.0194033E+001, 2.0250983E+001, 2.0340133E+001, 2.0605975E+001, 2.7554732E+001
 5.8743719E+000, 2.0031943E+001, 2.0083786E+001, 2.0433107E+001, 2.0209857E+001, 2.0270140E+001, 2.0364429E+001, 2.1043641E+001, 3.1887099E+001
 5.8844221E+000, 2.0035521E+001, 2.0093137E+001, 2.0933288E+001, 2.0226910E+001, 2.0290759E+001, 2.0391258E+001, 2.2170987E+001, 4.0729360E+001
 5.8944724E+000, 2.0039538E+001, 2.0103437E+001, 2.1493670E+001, 2.0245681E+001, 2.0313352E+001, 2.0420235E+001, 2.4282290E+001, 4.8775575E+001
 5.9045226E+000, 2.0043951E+001, 2.0115169E+001, 2.2279292E+001, 2.0266300E+001, 2.0338207E+001, 2.0452555E+001, 2.7731087E+001, 5.4434729E+001
 5.9145729E+000, 2.0048913E+001, 2.0128215E+001, 2.3068175E+001, 2.0288992E+001, 2.0365340E+001, 2.0486579E+001, 3.3592746E+001, 6.0090090E+001
 5.9246231E+000, 2.0054433E+001, 2.0143320E+001, 2.4372902E+001, 2.0314401E+001, 2.0394350E+001, 2.0525631E+001, 4.2187694E+001, 6.6157446E+001
 5.9346734E+000, 2.0060755E+001, 2.0160617E+001, 2.6501300E+001, 2.0342313E+001, 2.0427340E+001, 2.0566260E+001, 5.0653154E+001, 6.9783105E+001
 5.9447236E+000, 2.0068056E+001, 2.0181467E+001, 2.9053352E+001, 2.0373247E+001, 2.0462588E+001, 2.0612298E+001, 6.1305108E+001, 7.2618891E+001
 5.9547739E+000, 2.0076779E+001, 2.0207914E+001, 3.1246580E+001, 2.0407693E+001, 2.0502252E+001, 2.0661607E+001, 7.3043601E+001, 7.5453976E+001
 5.9648241E+000, 2.0087311E+001, 2.0276241E+001, 3.3725826E+001, 2.0445518E+001, 2.0544430E+001, 2.0716855E+001, 8.8352277E+001, 7.7766343E+001
 5.9748744E+000, 2.0100915E+001, 2.0646213E+001, 3.7205143E+001, 2.0489230E+001, 2.0593201E+001, 2.0774695E+001, 1.0061576E+002, 7.9420393E+001
 5.9849246E+000, 2.0120345E+001, 2.1070532E+001, 4.1114415E+001, 2.0538664E+001, 2.0644215E+001, 2.0841330E+001, 1.0990101E+002, 8.1729689E+001
 5.9949749E+000, 2.0171102E+001, 2.1366377E+001, 4.5030184E+001, 2.0594009E+001, 2.0701288E+001, 2.0917716E+001, 1.1351342E+002, 8.4477362E+001
 6.0050251E+000, 2.0428455E+001, 2.2173725E+001, 4.9812869E+001, 2.0658357E+001, 2.0765700E+001, 2.1002776E+001, 1.1393876E+002, 8.7812118E+001
 6.0150754E+000, 2.1234838E+001, 2.3281402E+001, 5.4283268E+001, 2.0729563E+001, 2.0837587E+001, 2.1099023E+001, 1.1504041E+002, 9.4803295E+001
 6.0251256E+000, 2.2530559E+001, 2.4386439E+001, 5.8286753E+001, 2.0814730E+001, 2.0918259E+001, 2.1211690E+001, 1.1982522E+002, 1.0087396E+002
 6.0351759E+000, 2.4069955E+001, 2.5193174E+001, 6.2007776E+001, 2.0909355E+001, 2.1006668E+001, 2.1332560E+001, 1.2680707E+002, 1.0610119E+002
 6.0452261E+000, 2.5621433E+001, 2.6546755E+001, 6.5447440E+001, 2.1021539E+001, 2.1105326E+001, 2.1476644E+001, 1.3360015E+002, 1.1021757E+002
 6.0552764E+000, 2.7115449E+001, 2.8608010E+001, 6.9154461E+001, 2.1153096E+001, 2.1216385E+001, 2.1628792E+001, 1.3747365E+002, 1.1314044E+002
 6.0653266E+000, 2.8994458E+001, 3.1051986E+001, 7.2653291E+001, 2.1323255E+001, 2.1341256E+001, 2.1797986E+001, 1.4167099E+002, 1.1471362E+002
 6.0753769E+000, 3.1370762E+001, 3.4249879E+001, 7.5976044E+001, 2.1546784E+001, 2.1475246E+001, 2.1990850E+001, 1.4564492E+002, 1.1744938E+002
 6.0854271E+000, 3.3873442E+001, 3.7414472E+001, 7.9071883E+001, 2.2019681E+001, 2.1638812E+001, 2.2216556E+001, 1.4908234E+002, 1.2317466E+002
 6.0954774E+000, 3.6395748E+001, 4.0190051E+001, 8.1570593E+001, 2.3567302E+001, 2.1831157E+001, 2.2515135E+001, 1.5124177E+002, 1.3064955E+002
 6.1055276E+000, 3.9100623E+001, 4.2814589E+001, 8.4323714E+001, 2.5660410E+001, 2.2140216E+001, 2.3062618E+001, 1.5355566E+002, 1.3885505E+002
 6.1155779E+000, 4.1923606E+001, 4.5598466E+001, 8.6869218E+001, 2.9661585E+001, 2.2995934E+001, 2.4263817E+001, 1.5596715E+002, 1.4410297E+002
 6.1256281E+000, 4.4338649E+001, 4.8473068E+001, 8.9327183E+001, 3.4420605E+001, 2.4301017E+001, 2.6349390E+001, 1.5850854E+002, 1.4784371E+002
 6.1356784E+000, 4.6352591E+001, 5.1370585E+001, 9.1853986E+001, 3.9745815E+001, 2.6394185E+001, 2.9262721E+001, 1.6122152E+002, 1.5111224E+002
 6.1457286E+000, 4.7853448E+001, 5.3857243E+001, 9.4685467E+001, 4.5007226E+001, 2.9003999E+001, 3.5422586E+001, 1.6406142E+002, 1.5382204E+002
 6.1557789E+000, 4.9211003E+001, 5.5811616E+001, 9.7436595E+001, 5.1391901E+001, 3.1783423E+001, 4.5437317E+001, 1.6644165E+002, 1.5678032E+002
 6.1658291E+000, 5.0358162E+001, 5.7214694E+001, 9.9846643E+001, 6.0290848E+001, 3.6338535E+001, 5.4996962E+001, 1.6900870E+002, 1.5944770E+002
 6.1758794E+000, 5.1354872E+001, 5.8488459E+001, 1.0215432E+002, 6.9294797E+001, 4.3626825E+001, 6.7884617E+001, 1.7151110E+002, 1.6065879E+002
 6.1859296E+000, 5.2670786E+001, 6.0035624E+001, 1.0433305E+002, 7.9449678E+001, 5.4548549E+001, 8.5384550E+001, 1.7406589E+002, 1.6294410E+002
 6.1959799E+000, 5.3915766E+001, 6.1272677E+001, 1.0605429E+002, 9.3667812E+001, 6.7957296E+001, 1.0077102E+002, 1.7656367E+002, 1.6635623E+002
 6.2060302E+000, 5.4894188E+001, 6.2958978E+001, 1.0767921E+002, 1.0427868E+002, 8.1897083E+001, 1.1422108E+002, 1.7891754E+002, 1.6946472E+002
 6.2160804E+000, 5.5845353E+001, 6.4781508E+001, 1.0949633E+002, 1.1493874E+002, 9.6332093E+001, 1.3082555E+002, 1.8101400E+002, 1.7272136E+002
 6.2261307E+000, 5.6929953E+001, 6.6562215E+001, 1.1116205E+002, 1.2355210E+002, 1.0984969E+002, 1.4107512E+002, 1.8286390E+002, 1.7558220E+002
 6.2361809E+000, 5.8116140E+001, 6.8010518E+001, 1.1255022E+002, 1.2929551E+002, 1.2496143E+002, 1.4877574E+002, 1.8488278E+002, 1.7853146E+002
 6.2462312E+000, 5.9274896E+001, 6.9199217E+001, 1.1411494E+002, 1.3446380E+002, 1.3625092E+002, 1.5495428E+002, 1.8698547E+002, 1.8134814E+002
 6.2562814E+000, 6.0323322E+001, 7.0192524E+001, 1.1555808E+002, 1.3834813E+002, 1.4664152E+002, 1.5879666E+002, 1.8932437E+002, 1.8407660E+002
 6.2663317E+000, 6.1255640E+001, 7.1269542E+001, 1.1698883E+002, 1.4215645E+002, 1.5387116E+002, 1.6115115E+002, 1.9173059E+002, 1.8663974E+002
 6.2763819E+000, 6.2164267E+001, 7.2722040E+001, 1.1809497E+002, 1.4560367E+002, 1.5988864E+002, 1.6428800E+002, 1.9400535E+002, 1.8938566E+002
 6.2864322E+000, 6.3191974E+001, 7.3764042E+001, 1.1925780E+002, 1.4843218E+002, 1.6459799E+002, 1.6723976E+002, 1.9617010E+002, 1.9236230E+002
 6.2964824E+000, 6.4311371E+001, 7.4874616E+001, 1.2064489E+002, 1.5108837E+002, 1.6823284E+002, 1.6990619E+002, 1.9819790E+002, 1.9512822E+002
 6.3065327E+000, 6.5498167E+001, 7.5901635E+001, 1.2212127E+002, 1.5334342E+002, 1.7193512E+002, 1.7211776E+002, 2.0024190E+002, 1.9791186E+002
 6.3165829E+000, 6.6718451E+001, 7.6633843E+001, 1.2409382E+002, 1.5531806E+002, 1.7525172E+002, 1.7469186E+002, 2.0259333E+002, 2.0103769E+002
 6.3266332E+000, 6.8035144E+001, 7.7767627E+001, 1.2618000E+002, 1.5789301E+002, 1.7825277E+002, 1.7694076E+002, 2.0523650E+002, 2.0467656E+002
 6.3366834E+000, 6.9279904E+001, 7.9319511E+001, 1.2825292E+002, 1.6093239E+002, 1.8126768E+002, 1.7889198E+002, 2.0821059E+002, 2.0853774E+002
 6.3467337E+000, 7.0846423E+001, 8.0827735E+001, 1.3045051E+002, 1.6419036E+002, 1.8474046E+002, 1.8105019E+002, 2.1129525E+002, 2.1256298E+002
 6.3567839E+000, 7.2766370E+001, 8.2145448E+001, 1.3265816E+002, 1.6754060E+002, 1.8903724E+002, 1.8354028E+002, 2.1479676E+002, 2.1655933E+002
 6.3668342E+000, 7.4613815E+001, 8.3435803E+001, 1.3466860E+002, 1.7139913E+002, 1.9304963E+002, 1.8609386E+002, 2.1845881E+002, 2.2035409E+002
 6.3768844E+000, 7.6680773E+001, 8.5465963E+001, 1.3654908E+002, 1.7530387E+002, 1.9692582E+002, 1.8907599E+002, 2.2203580E+002, 2.2433748E+002
 6.3869347E+000, 7.8947352E+001, 8.7249915E+001, 1.3854385E+002, 1.7943925E+002, 1.9988624E+002, 1.9210369E+002, 2.2575984E+002, 2.2857192E+002
 6.3969849E+000, 8.1559659E+001, 8.8935668E+001, 1.4081105E+002, 1.8397933E+002, 2.0150092E+002, 1.9531734E+002, 2.2986068E+002, 2.3249705E+002
 6.4070352E+000, 8.4103857E+001, 9.0961757E+001, 1.4294808E+002, 1.8911042E+002, 2.0527328E+002, 1.9888430E+002, 2.3417454E+002, 2.3645170E+002
 6.4170854E+000, 8.6433009E+001, 9.3445193E+001, 1.4497802E+002, 1.9524248E+002, 2.0831143E+002, 2.0309653E+002, 2.3873708E+002, 2.4044831E+002
 6.4271357E+000, 8.8496659E+001, 9.6006975E+001, 1.4721319E+002, 2.0188595E+002, 2.1105917E+002, 2.0746517E+002, 2.4379957E+002, 2.4399231E+002
 6.4371859E+000, 9.0001315E+001, 9.8664033E+001, 1.4979671E+002, 2.0915763E+002, 2.1348501E+002, 2.1158072E+002, 2.4873477E+002, 2.4721330E+002
 6.4472362E+000, 9.1314084E+001, 1.0125818E+002, 1.5274622E+002, 2.1682140E+002, 2.1565267E+002, 2.1543810E+002, 2.5405732E+002, 2.4982202E+002
 6.4572864E+000, 9.3007355E+001, 1.0413961E+002, 1.5549630E+002, 2.2313351E+002, 2.1854619E+002, 2.1879524E+002, 2.5800069E+002, 2.5247191E+002
 6.4673367E+000, 9.4070418E+001, 1.0724442E+002, 1.5810882E+002, 2.2800915E+002, 2.2197739E+002, 2.2238222E+002, 2.5961747E+002, 2.5497853E+002
 6.4773869E+000, 9.5007520E+001, 1.1101206E+002, 1.6067411E+002, 2.3197762E+002, 2.2593966E+002, 2.2502119E+002, 2.6085593E+002, 2.5700901E+002
 6.4874372E+000, 9.5500354E+001, 1.1468651E+002, 1.6276267E+002, 2.3419537E+002, 2.2909242E+002, 2.2663627E+002, 2.6153005E+002, 2.5628448E+002
 6.4974874E+000, 9.5415342E+001, 1.1728648E+002, 1.6561950E+002, 2.3523752E+002, 2.3144314E+002, 2.2789509E+002, 2.5979203E+002, 2.5648717E+002
 6.5075377E+000, 9.4924981E+001, 1.1887756E+002, 1.6936185E+002, 2.3375563E+002, 2.3089070E+002, 2.2743898E+002, 2.5419421E+002, 2.5418235E+002
 6.5175879E+000, 9.4427613E+001, 1.2047377E+002, 1.7375607E+002, 2.3625385E+002, 2.3285899E+002, 2.2844779E+002, 2.5010140E+002, 2.5152976E+002
 6.5276382E+000, 9.3820793E+001, 1.2219368E+002, 1.7878309E+002, 2.4114270E+002, 2.3777089E+002, 2.3193850E+002, 2.4814950E+002, 2.5095943E+002
 6.5376884E+000, 9.3823219E+001, 1.2387452E+002, 1.8296241E+002, 2.4725390E+002, 2.4170486E+002, 2.3637608E+002, 2.4973470E+002, 2.5384674E+002
