s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,
Time,"TC_001","TC_002","TC_003","TC_004","TC_005","TC_006","TC_007","TC_008","TC_009","TC_010","TC_011","TC_012","TC_013","TC_014","TC_015","TC_016","TC_017","TC_018","TC_019","TC_020","TC_021","TC_022","TC_023","TC_024","TC_025","TC_026","TC_027","TC_028","TC_029","TC_030","TC_031","TC_032","TC_033","TC_034","TC_035","TC_036","TC_037","TC_038","TC_039","TC_040","TC_041","TC_042","TC_043","TC_044","TC_045","TC_046","TC_047","TC_048","TC_049","TC_050","TC_051","TC_052","TC_053","TC_054","TC_055","TC_056","TC_057","TC_058","TC_059","TC_060","TC_061","TC_062","TC_063","TC_064","TC_065","TC_066","TC_067","TC_068","TC_069","TC_070","TC_071","TC_072","TC_073","TC_074","TC_075","TC_076","TC_077","TC_078","TC_079","TC_080","TC_081","TC_082","TC_083","TC_084","TC_085","TC_086","TC_087","TC_088","TC_089","TC_090","TC_091","TC_092","TC_093","TC_094","TC_095","TC_096","TC_097","TC_098","TC_099","TC_100","TC_101","TC_102","TC_103","TC_104","O2_FLOOR","CO2_FLOOR","CO_FLOOR","O2_VENT","CO2_VENT","CO_VENT","Acts"
 0.000E+000, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 2.078E-001, 3.868E-004, 0.000E+000, 2.078E-001, 3.868E-004, 0.000E+000, 0.000E+000
 1.004E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.802E+001, 1.802E+001, 1.800E+001, 1.804E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.806E+001, 1.812E+001, 1.832E+001, 1.866E+001, 1.800E+001, 1.811E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.800E+001, 1.803E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.800E+001, 1.801E+001, 1.802E+001, 1.801E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 2.078E-001, 3.868E-004, 8.424E-051, 2.078E-001, 3.868E-004, 1.020E-038, 0.000E+000
 2.000E+001, 2.032E+001, 1.897E+001, 1.817E+001, 1.819E+001, 1.823E+001, 1.828E+001, 1.830E+001, 1.836E+001, 1.842E+001, 1.800E+001, 2.400E+001, 5.334E+001, 5.525E+001, 5.989E+001, 6.484E+001, 6.983E+001, 7.507E+001, 7.795E+001, 8.385E+001, 8.978E+001, 1.800E+001, 2.069E+001, 2.059E+001, 1.898E+001, 1.821E+001, 1.821E+001, 1.821E+001, 1.822E+001, 1.823E+001, 1.826E+001, 1.830E+001, 1.800E+001, 1.839E+001, 1.806E+001, 1.805E+001, 1.805E+001, 1.804E+001, 1.803E+001, 1.802E+001, 1.802E+001, 1.802E+001, 1.802E+001, 2.535E+001, 2.572E+001, 2.537E+001, 2.515E+001, 2.413E+001, 2.333E+001, 2.214E+001, 1.832E+001, 2.038E+001, 2.254E+001, 2.241E+001, 1.812E+001, 2.126E+001, 2.927E+001, 2.792E+001, 1.821E+001, 2.109E+001, 2.872E+001, 2.703E+001, 1.815E+001, 1.975E+001, 2.204E+001, 2.259E+001, 1.891E+001, 1.885E+001, 1.885E+001, 2.091E+001, 2.244E+001, 3.455E+001, 1.800E+001, 1.800E+001, 1.802E+001, 1.800E+001, 1.801E+001, 1.809E+001, 1.800E+001, 1.802E+001, 1.809E+001, 1.800E+001, 1.800E+001, 1.802E+001, 1.800E+001, 1.800E+001, 1.802E+001, 1.803E+001, 1.824E+001, 1.873E+001, 1.859E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.802E+001, 1.802E+001, 1.809E+001, 1.809E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.802E+001, 1.802E+001, 2.078E-001, 3.868E-004, 8.220E-047, 2.065E-001, 1.140E-003, 2.360E-006, 0.000E+000
 3.000E+001, 2.816E+001, 2.138E+001, 1.879E+001, 1.890E+001, 1.907E+001, 1.926E+001, 1.936E+001, 1.960E+001, 1.988E+001, 1.800E+001, 4.270E+001, 1.196E+002, 1.211E+002, 1.286E+002, 1.382E+002, 1.484E+002, 1.596E+002, 1.653E+002, 1.781E+002, 1.925E+002, 1.800E+001, 2.975E+001, 3.003E+001, 2.277E+001, 1.915E+001, 1.896E+001, 1.898E+001, 1.904E+001, 1.908E+001, 1.920E+001, 1.935E+001, 1.800E+001, 2.027E+001, 2.170E+001, 1.998E+001, 1.824E+001, 1.816E+001, 1.813E+001, 1.811E+001, 1.810E+001, 1.811E+001, 1.814E+001, 5.521E+001, 5.478E+001, 5.280E+001, 5.260E+001, 4.960E+001, 4.736E+001, 4.467E+001, 2.898E+001, 3.628E+001, 4.380E+001, 4.253E+001, 2.789E+001, 3.905E+001, 6.288E+001, 5.805E+001, 2.814E+001, 3.976E+001, 6.365E+001, 5.868E+001, 2.782E+001, 3.613E+001, 4.457E+001, 4.208E+001, 3.222E+001, 3.171E+001, 3.158E+001, 3.956E+001, 4.393E+001, 7.625E+001, 1.821E+001, 1.908E+001, 2.240E+001, 1.801E+001, 1.849E+001, 2.216E+001, 1.801E+001, 1.874E+001, 2.365E+001, 1.801E+001, 1.843E+001, 2.160E+001, 1.801E+001, 1.817E+001, 2.054E+001, 2.484E+001, 2.917E+001, 3.001E+001, 2.988E+001, 1.801E+001, 1.801E+001, 1.909E+001, 2.063E+001, 2.322E+001, 2.299E+001, 2.341E+001, 1.801E+001, 1.801E+001, 1.803E+001, 1.849E+001, 1.928E+001, 1.909E+001, 1.947E+001, 2.078E-001, 3.868E-004, 8.743E-039, 2.041E-001, 2.544E-003, 6.756E-006, 0.000E+000
 4.000E+001, 4.208E+001, 2.613E+001, 2.091E+001, 2.116E+001, 2.154E+001, 2.200E+001, 2.223E+001, 2.282E+001, 2.353E+001, 1.800E+001, 7.059E+001, 1.587E+002, 1.533E+002, 1.552E+002, 1.646E+002, 1.780E+002, 1.942E+002, 2.021E+002, 2.221E+002, 2.471E+002, 1.800E+001, 4.668E+001, 5.525E+001, 4.175E+001, 2.836E+001, 2.213E+001, 2.068E+001, 2.086E+001, 2.101E+001, 2.137E+001, 2.173E+001, 1.800E+001, 2.467E+001, 3.074E+001, 2.371E+001, 1.858E+001, 1.843E+001, 1.838E+001, 1.835E+001, 1.835E+001, 1.839E+001, 1.847E+001, 9.181E+001, 8.882E+001, 8.425E+001, 8.358E+001, 7.858E+001, 7.502E+001, 7.122E+001, 5.224E+001, 6.435E+001, 7.173E+001, 6.480E+001, 4.764E+001, 6.007E+001, 1.054E+002, 9.149E+001, 4.464E+001, 6.009E+001, 1.078E+002, 9.268E+001, 4.413E+001, 5.907E+001, 6.435E+001, 6.523E+001, 5.109E+001, 4.824E+001, 4.921E+001, 6.056E+001, 6.127E+001, 1.037E+002, 2.788E+001, 3.428E+001, 4.211E+001, 2.566E+001, 3.442E+001, 4.138E+001, 2.497E+001, 3.130E+001, 3.863E+001, 2.166E+001, 2.742E+001, 3.597E+001, 2.228E+001, 2.636E+001, 3.351E+001, 3.891E+001, 4.408E+001, 4.488E+001, 4.910E+001, 1.993E+001, 2.450E+001, 2.844E+001, 3.336E+001, 3.684E+001, 3.683E+001, 4.208E+001, 1.897E+001, 2.152E+001, 2.555E+001, 2.765E+001, 2.932E+001, 3.026E+001, 3.494E+001, 2.078E-001, 3.868E-004, 4.232E-034, 2.015E-001, 4.072E-003, 1.154E-005, 0.000E+000
 5.000E+001, 6.024E+001, 3.430E+001, 2.572E+001, 2.596E+001, 2.642E+001, 2.708E+001, 2.737E+001, 2.829E+001, 2.939E+001, 1.802E+001, 1.116E+002, 1.984E+002, 1.852E+002, 1.843E+002, 1.948E+002, 2.074E+002, 2.243E+002, 2.351E+002, 2.640E+002, 3.026E+002, 1.801E+001, 6.845E+001, 8.130E+001, 5.934E+001, 3.585E+001, 2.557E+001, 2.416E+001, 2.429E+001, 2.453E+001, 2.482E+001, 2.507E+001, 1.800E+001, 3.059E+001, 4.170E+001, 2.894E+001, 1.948E+001, 1.892E+001, 1.885E+001, 1.884E+001, 1.886E+001, 1.893E+001, 1.908E+001, 1.398E+002, 1.322E+002, 1.245E+002, 1.233E+002, 1.148E+002, 1.084E+002, 1.014E+002, 7.199E+001, 9.181E+001, 9.872E+001, 9.407E+001, 6.581E+001, 8.058E+001, 1.436E+002, 1.238E+002, 5.558E+001, 7.741E+001, 1.537E+002, 1.255E+002, 6.079E+001, 7.846E+001, 8.487E+001, 7.960E+001, 6.842E+001, 6.214E+001, 6.700E+001, 8.427E+001, 8.026E+001, 1.407E+002, 4.474E+001, 5.514E+001, 6.357E+001, 4.515E+001, 5.180E+001, 5.836E+001, 4.717E+001, 5.148E+001, 5.315E+001, 3.812E+001, 4.063E+001, 4.745E+001, 3.499E+001, 3.779E+001, 4.568E+001, 5.389E+001, 5.990E+001, 5.870E+001, 6.296E+001, 3.089E+001, 3.631E+001, 3.990E+001, 4.802E+001, 4.707E+001, 5.032E+001, 5.768E+001, 2.762E+001, 3.165E+001, 3.651E+001, 3.941E+001, 4.189E+001, 4.512E+001, 5.230E+001, 2.078E-001, 3.868E-004, 1.056E-031, 1.985E-001, 5.836E-003, 1.707E-005, 0.000E+000
 6.001E+001, 7.297E+001, 4.118E+001, 3.080E+001, 3.110E+001, 3.174E+001, 3.266E+001, 3.304E+001, 3.432E+001, 3.583E+001, 1.808E+001, 1.677E+002, 2.660E+002, 2.565E+002, 2.604E+002, 2.792E+002, 3.069E+002, 3.411E+002, 3.593E+002, 4.043E+002, 4.587E+002, 1.804E+001, 9.053E+001, 1.101E+002, 8.720E+001, 5.275E+001, 3.155E+001, 2.843E+001, 2.818E+001, 2.836E+001, 2.867E+001, 2.912E+001, 1.801E+001, 3.647E+001, 5.398E+001, 4.271E+001, 2.962E+001, 2.858E+001, 2.588E+001, 2.381E+001, 2.351E+001, 2.314E+001, 2.312E+001, 1.751E+002, 1.637E+002, 1.524E+002, 1.501E+002, 1.393E+002, 1.329E+002, 1.253E+002, 9.691E+001, 1.204E+002, 1.392E+002, 1.215E+002, 8.085E+001, 9.879E+001, 1.809E+002, 1.623E+002, 6.499E+001, 9.421E+001, 1.814E+002, 1.674E+002, 6.987E+001, 8.810E+001, 1.048E+002, 1.134E+002, 8.361E+001, 7.443E+001, 7.626E+001, 1.008E+002, 1.144E+002, 1.877E+002, 6.421E+001, 7.549E+001, 8.503E+001, 5.961E+001, 6.932E+001, 7.472E+001, 6.017E+001, 6.261E+001, 5.918E+001, 4.864E+001, 5.020E+001, 5.767E+001, 4.456E+001, 4.866E+001, 5.587E+001, 6.651E+001, 7.362E+001, 7.803E+001, 9.133E+001, 4.142E+001, 4.624E+001, 5.506E+001, 6.077E+001, 5.943E+001, 6.594E+001, 7.794E+001, 4.027E+001, 4.532E+001, 5.067E+001, 5.235E+001, 5.595E+001, 5.857E+001, 7.060E+001, 2.078E-001, 3.868E-004, 6.653E-026, 1.973E-001, 6.491E-003, 1.912E-005, 2.000E+000
 7.001E+001, 7.733E+001, 4.799E+001, 3.669E+001, 3.436E+001, 3.337E+001, 3.327E+001, 3.326E+001, 3.420E+001, 3.563E+001, 1.823E+001, 1.776E+002, 2.612E+002, 2.504E+002, 2.556E+002, 2.751E+002, 3.030E+002, 3.392E+002, 3.609E+002, 4.144E+002, 4.761E+002, 1.812E+001, 8.689E+001, 1.129E+002, 9.907E+001, 6.754E+001, 5.113E+001, 3.887E+001, 2.975E+001, 3.003E+001, 2.942E+001, 2.882E+001, 1.803E+001, 3.764E+001, 5.807E+001, 5.057E+001, 4.148E+001, 3.981E+001, 3.599E+001, 2.985E+001, 2.796E+001, 2.728E+001, 2.673E+001, 1.655E+002, 1.540E+002, 1.425E+002, 1.392E+002, 1.306E+002, 1.263E+002, 1.204E+002, 1.021E+002, 1.155E+002, 1.378E+002, 1.334E+002, 8.824E+001, 1.085E+002, 1.345E+002, 1.535E+002, 7.392E+001, 9.963E+001, 1.340E+002, 1.512E+002, 7.234E+001, 8.584E+001, 1.131E+002, 1.121E+002, 9.342E+001, 8.166E+001, 7.898E+001, 9.715E+001, 1.120E+002, 1.895E+002, 8.245E+001, 8.939E+001, 9.611E+001, 7.426E+001, 7.796E+001, 8.158E+001, 6.927E+001, 6.721E+001, 6.913E+001, 5.713E+001, 5.597E+001, 6.334E+001, 5.153E+001, 5.478E+001, 6.071E+001, 6.739E+001, 7.880E+001, 7.944E+001, 9.517E+001, 4.905E+001, 5.164E+001, 5.723E+001, 6.657E+001, 6.950E+001, 7.268E+001, 8.609E+001, 4.612E+001, 5.112E+001, 5.913E+001, 6.509E+001, 6.609E+001, 7.046E+001, 8.215E+001, 2.074E-001, 3.861E-004, 6.128E-018, 1.927E-001, 7.302E-003, 2.168E-005, 4.000E+000
 8.001E+001, 7.870E+001, 5.704E+001, 4.708E+001, 4.023E+001, 3.704E+001, 3.343E+001, 3.233E+001, 3.155E+001, 3.200E+001, 1.854E+001, 1.798E+002, 2.566E+002, 2.474E+002, 2.484E+002, 2.648E+002, 2.928E+002, 3.308E+002, 3.509E+002, 3.991E+002, 4.605E+002, 1.828E+001, 8.084E+001, 1.139E+002, 1.030E+002, 7.369E+001, 5.841E+001, 4.674E+001, 3.379E+001, 3.207E+001, 3.017E+001, 2.960E+001, 1.806E+001, 3.946E+001, 6.763E+001, 6.129E+001, 5.255E+001, 4.927E+001, 4.237E+001, 2.959E+001, 2.648E+001, 2.486E+001, 2.385E+001, 1.441E+002, 1.376E+002, 1.301E+002, 1.283E+002, 1.221E+002, 1.192E+002, 1.151E+002, 1.020E+002, 1.136E+002, 1.278E+002, 1.258E+002, 9.175E+001, 1.074E+002, 1.135E+002, 1.154E+002, 8.641E+001, 1.028E+002, 1.071E+002, 1.292E+002, 7.941E+001, 9.302E+001, 1.197E+002, 1.187E+002, 9.688E+001, 9.253E+001, 8.722E+001, 1.000E+002, 1.170E+002, 1.670E+002, 8.494E+001, 9.060E+001, 9.494E+001, 7.965E+001, 8.108E+001, 8.527E+001, 7.476E+001, 7.555E+001, 7.702E+001, 6.702E+001, 6.041E+001, 6.658E+001, 6.100E+001, 5.942E+001, 6.711E+001, 7.278E+001, 8.256E+001, 9.392E+001, 9.851E+001, 5.445E+001, 5.766E+001, 6.397E+001, 7.201E+001, 7.975E+001, 8.645E+001, 8.982E+001, 4.985E+001, 5.905E+001, 6.410E+001, 6.863E+001, 7.328E+001, 7.834E+001, 8.348E+001, 2.062E-001, 3.905E-004, 2.094E-008, 1.858E-001, 8.667E-003, 2.598E-005, 4.000E+000
