s,C,C,C,m/s,m/s,C,C,C,
 3.300E+002, 1.479E+002, 4.779E+002, 4.308E+001, 1.210E+000, 6.161E+000, 8.228E+001, 9.395E+001, 9.486E+001, 3.300E+001
 3.400E+002, 1.443E+002, 4.778E+002, 4.123E+001, 1.600E+000, 6.225E+000, 8.257E+001, 9.368E+001, 9.339E+001, 3.300E+001
 3.500E+002, 1.475E+002, 4.889E+002, 4.291E+001, 1.825E+000, 6.403E+000, 8.281E+001, 9.329E+001, 9.175E+001, 3.300E+001
 3.600E+002, 1.482E+002, 4.910E+002, 4.448E+001, 1.543E+000, 5.721E+000, 8.314E+001, 9.304E+001, 9.116E+001, 3.300E+001
 3.700E+002, 1.536E+002, 4.788E+002, 4.465E+001, 1.349E+000, 6.174E+000, 8.354E+001, 9.305E+001, 9.184E+001, 3.300E+001
 3.800E+002, 1.611E+002, 4.743E+002, 4.233E+001, 2.213E+000, 6.581E+000, 8.422E+001, 9.351E+001, 9.433E+001, 3.300E+001
 3.900E+002, 1.524E+002, 4.928E+002, 4.287E+001, 1.448E+000, 6.220E+000, 8.481E+001, 9.382E+001, 9.529E+001, 3.300E+001
 4.000E+002, 1.555E+002, 4.899E+002, 4.404E+001, 1.644E+000, 6.547E+000, 8.516E+001, 9.379E+001, 9.474E+001, 3.300E+001
 4.100E+002, 1.585E+002, 4.742E+002, 4.721E+001, 2.246E+000, 6.623E+000, 8.590E+001, 9.436E+001, 9.691E+001, 3.300E+001
 4.200E+002, 1.434E+002, 4.698E+002, 4.203E+001, 1.437E+000, 6.190E+000, 8.630E+001, 9.437E+001, 9.595E+001, 3.300E+001
 4.300E+002, 1.425E+002, 4.676E+002, 4.216E+001, 1.267E+000, 5.705E+000, 8.629E+001, 9.385E+001, 9.313E+001, 3.300E+001
 4.400E+002, 1.454E+002, 4.718E+002, 4.287E+001, 1.531E+000, 6.011E+000, 8.635E+001, 9.343E+001, 9.154E+001, 3.300E+001
 4.500E+002, 1.636E+002, 4.879E+002, 4.522E+001, 2.214E+000, 6.276E+000, 8.674E+001, 9.358E+001, 9.296E+001, 3.300E+001
 4.600E+002, 1.543E+002, 4.805E+002, 4.494E+001, 1.700E+000, 5.959E+000, 8.749E+001, 9.433E+001, 9.635E+001, 3.300E+001
 4.700E+002, 1.586E+002, 4.424E+002, 3.991E+001, 1.900E+000, 6.191E+000, 8.792E+001, 9.456E+001, 9.675E+001, 3.300E+001
 4.800E+002, 1.630E+002, 4.768E+002, 4.394E+001, 1.933E+000, 6.245E+000, 8.860E+001, 9.519E+001, 9.868E+001, 3.300E+001
 4.900E+002, 1.498E+002, 4.283E+002, 4.418E+001, 1.687E+000, 6.177E+000, 8.915E+001, 9.562E+001, 9.935E+001, 3.300E+001
 5.000E+002, 1.546E+002, 4.796E+002, 3.970E+001, 1.718E+000, 6.211E+000, 8.956E+001, 9.584E+001, 9.909E+001, 3.300E+001
 5.100E+002, 1.461E+002, 4.490E+002, 3.932E+001, 1.436E+000, 5.655E+000, 8.973E+001, 9.568E+001, 9.726E+001, 3.300E+001
 5.200E+002, 1.568E+002, 4.685E+002, 4.118E+001, 1.958E+000, 6.486E+000, 8.991E+001, 9.554E+001, 9.621E+001, 3.300E+001
 5.300E+002, 1.531E+002, 4.622E+002, 4.380E+001, 1.650E+000, 6.265E+000, 9.011E+001, 9.545E+001, 9.552E+001, 3.300E+001
 5.400E+002, 1.553E+002, 4.404E+002, 4.412E+001, 1.821E+000, 6.220E+000, 9.033E+001, 9.544E+001, 9.556E+001, 3.300E+001
 5.500E+002, 1.625E+002, 4.552E+002, 4.318E+001, 2.148E+000, 6.879E+000, 9.089E+001, 9.597E+001, 9.781E+001, 3.300E+001
 5.600E+002, 1.658E+002, 4.880E+002, 4.500E+001, 2.005E+000, 6.639E+000, 9.138E+001, 9.640E+001, 9.904E+001, 3.300E+001
 5.700E+002, 1.557E+002, 4.682E+002, 4.301E+001, 1.743E+000, 6.344E+000, 9.178E+001, 9.671E+001, 9.945E+001, 3.300E+001
 5.800E+002, 1.544E+002, 4.807E+002, 4.390E+001, 1.609E+000, 6.179E+000, 9.194E+001, 9.663E+001, 9.823E+001, 3.300E+001
 5.900E+002, 1.531E+002, 4.858E+002, 4.329E+001, 1.216E+000, 5.863E+000, 9.209E+001, 9.655E+001, 9.730E+001, 3.300E+001
 6.000E+002, 1.618E+002, 4.883E+002, 4.276E+001, 2.496E+000, 6.456E+000, 9.229E+001, 9.657E+001, 9.726E+001, 3.300E+001
