s,C,C,C,m/s,m/s,C,C,C,
 3.300E+002, 1.629E+002, 4.863E+002, 4.054E+001, 3.306E+000, 7.285E+000, 6.878E+001, 7.644E+001, 7.870E+001, 2.900E+001
 3.400E+002, 1.644E+002, 5.014E+002, 4.236E+001, 3.046E+000, 7.212E+000, 7.003E+001, 7.777E+001, 8.323E+001, 2.900E+001
 3.500E+002, 1.449E+002, 4.629E+002, 4.729E+001, 2.201E+000, 6.701E+000, 7.069E+001, 7.819E+001, 8.272E+001, 2.900E+001
 3.600E+002, 1.512E+002, 4.461E+002, 4.248E+001, 3.187E+000, 7.165E+000, 7.109E+001, 7.819E+001, 8.105E+001, 2.900E+001
 3.700E+002, 1.551E+002, 4.691E+002, 4.367E+001, 3.125E+000, 7.099E+000, 7.178E+001, 7.863E+001, 8.164E+001, 2.900E+001
 3.800E+002, 1.550E+002, 4.606E+002, 4.208E+001, 2.841E+000, 6.942E+000, 7.224E+001, 7.875E+001, 8.089E+001, 2.900E+001
 3.900E+002, 1.537E+002, 4.435E+002, 4.180E+001, 2.638E+000, 6.639E+000, 7.275E+001, 7.899E+001, 8.098E+001, 2.900E+001
 4.000E+002, 1.550E+002, 4.723E+002, 4.287E+001, 2.758E+000, 6.940E+000, 7.307E+001, 7.896E+001, 8.007E+001, 3.000E+001
 4.100E+002, 1.536E+002, 4.641E+002, 4.030E+001, 2.992E+000, 7.211E+000, 7.344E+001, 7.902E+001, 7.989E+001, 3.000E+001
 4.200E+002, 1.507E+002, 4.726E+002, 4.141E+001, 2.723E+000, 6.702E+000, 7.379E+001, 7.907E+001, 7.973E+001, 3.000E+001
 4.300E+002, 1.343E+002, 4.542E+002, 4.170E+001, 2.159E+000, 6.370E+000, 7.381E+001, 7.864E+001, 7.755E+001, 3.000E+001
 4.400E+002, 1.415E+002, 4.756E+002, 3.676E+001, 2.491E+000, 6.727E+000, 7.387E+001, 7.834E+001, 7.670E+001, 3.000E+001
 4.500E+002, 1.448E+002, 4.915E+002, 4.016E+001, 2.074E+000, 6.327E+000, 7.389E+001, 7.799E+001, 7.573E+001, 3.000E+001
 4.600E+002, 1.550E+002, 4.675E+002, 4.147E+001, 2.565E+000, 7.059E+000, 7.405E+001, 7.788E+001, 7.622E+001, 3.000E+001
 4.700E+002, 1.578E+002, 4.651E+002, 4.277E+001, 2.485E+000, 7.246E+000, 7.429E+001, 7.796E+001, 7.719E+001, 3.000E+001
 4.800E+002, 1.617E+002, 4.721E+002, 4.335E+001, 2.828E+000, 7.599E+000, 7.471E+001, 7.834E+001, 7.916E+001, 3.000E+001
 4.900E+002, 1.472E+002, 4.721E+002, 4.118E+001, 2.786E+000, 6.954E+000, 7.488E+001, 7.828E+001, 7.844E+001, 3.100E+001
 5.000E+002, 1.752E+002, 4.823E+002, 4.378E+001, 3.775E+000, 7.660E+000, 7.537E+001, 7.877E+001, 8.059E+001, 3.100E+001
 5.100E+002, 1.562E+002, 5.009E+002, 4.131E+001, 2.113E+000, 6.651E+000, 7.578E+001, 7.914E+001, 8.131E+001, 3.100E+001
 5.200E+002, 1.550E+002, 4.869E+002, 3.972E+001, 2.687E+000, 6.980E+000, 7.586E+001, 7.899E+001, 7.986E+001, 3.100E+001
 5.300E+002, 1.575E+002, 4.710E+002, 3.965E+001, 2.564E+000, 7.299E+000, 7.605E+001, 7.901E+001, 7.962E+001, 3.100E+001
 5.400E+002, 1.604E+002, 4.631E+002, 4.046E+001, 3.102E+000, 7.400E+000, 7.642E+001, 7.936E+001, 8.091E+001, 3.100E+001
 5.500E+002, 1.496E+002, 4.486E+002, 4.087E+001, 2.176E+000, 7.229E+000, 7.670E+001, 7.957E+001, 8.116E+001, 3.100E+001
 5.600E+002, 1.353E+002, 4.518E+002, 3.898E+001, 2.094E+000, 6.708E+000, 7.673E+001, 7.938E+001, 7.963E+001, 3.100E+001
 5.700E+002, 1.400E+002, 4.719E+002, 4.093E+001, 2.216E+000, 6.342E+000, 7.653E+001, 7.881E+001, 7.711E+001, 3.100E+001
 5.800E+002, 1.519E+002, 4.969E+002, 4.070E+001, 2.469E+000, 6.506E+000, 7.628E+001, 7.820E+001, 7.511E+001, 3.100E+001
 5.900E+002, 1.628E+002, 4.833E+002, 4.049E+001, 2.789E+000, 6.872E+000, 7.648E+001, 7.836E+001, 7.709E+001, 3.200E+001
 6.000E+002, 1.424E+002, 4.557E+002, 3.878E+001, 2.265E+000, 6.853E+000, 7.662E+001, 7.843E+001, 7.780E+001, 3.200E+001
