s,C,C,C,m/s,m/s,C,C,C,
 3.300E+002, 1.395E+002, 4.583E+002, 4.589E+001, 1.379E+000, 5.184E+000, 8.802E+001, 1.017E+002, 1.028E+002, 3.200E+001
 3.400E+002, 1.512E+002, 5.093E+002, 4.333E+001, 1.335E+000, 5.835E+000, 8.820E+001, 1.010E+002, 9.975E+001, 3.200E+001
 3.500E+002, 1.579E+002, 5.184E+002, 4.169E+001, 1.578E+000, 6.094E+000, 8.835E+001, 1.004E+002, 9.747E+001, 3.200E+001
 3.600E+002, 1.782E+002, 4.958E+002, 4.248E+001, 2.178E+000, 6.848E+000, 8.912E+001, 1.008E+002, 1.002E+002, 3.300E+001
 3.700E+002, 1.541E+002, 4.907E+002, 4.312E+001, 1.329E+000, 6.056E+000, 8.965E+001, 1.009E+002, 1.005E+002, 3.300E+001
 3.800E+002, 1.744E+002, 5.140E+002, 4.449E+001, 2.002E+000, 6.386E+000, 9.007E+001, 1.008E+002, 1.003E+002, 3.300E+001
 3.900E+002, 1.831E+002, 5.182E+002, 4.691E+001, 2.268E+000, 6.766E+000, 9.115E+001, 1.017E+002, 1.045E+002, 3.300E+001
 4.000E+002, 1.626E+002, 4.999E+002, 4.560E+001, 1.331E+000, 6.147E+000, 9.170E+001, 1.018E+002, 1.042E+002, 3.300E+001
 4.100E+002, 1.638E+002, 5.050E+002, 4.456E+001, 1.552E+000, 6.274E+000, 9.206E+001, 1.018E+002, 1.032E+002, 3.300E+001
 4.200E+002, 1.577E+002, 4.927E+002, 4.365E+001, 1.507E+000, 6.058E+000, 9.230E+001, 1.015E+002, 1.015E+002, 3.300E+001
 4.300E+002, 1.473E+002, 4.839E+002, 4.426E+001, 1.474E+000, 6.000E+000, 9.265E+001, 1.014E+002, 1.011E+002, 3.300E+001
 4.400E+002, 1.526E+002, 4.924E+002, 4.071E+001, 1.546E+000, 6.432E+000, 9.259E+001, 1.007E+002, 9.809E+001, 3.300E+001
 4.500E+002, 1.555E+002, 4.950E+002, 4.126E+001, 1.610E+000, 6.952E+000, 9.259E+001, 1.002E+002, 9.641E+001, 3.300E+001
 4.600E+002, 1.596E+002, 4.989E+002, 4.035E+001, 1.332E+000, 6.449E+000, 9.270E+001, 9.982E+001, 9.610E+001, 3.300E+001
 4.700E+002, 1.579E+002, 5.199E+002, 4.273E+001, 1.602E+000, 6.087E+000, 9.289E+001, 9.965E+001, 9.645E+001, 3.300E+001
 4.800E+002, 1.606E+002, 5.106E+002, 4.210E+001, 1.538E+000, 6.935E+000, 9.301E+001, 9.937E+001, 9.628E+001, 3.300E+001
 4.900E+002, 1.622E+002, 4.939E+002, 4.317E+001, 1.885E+000, 6.916E+000, 9.320E+001, 9.925E+001, 9.674E+001, 3.300E+001
 5.000E+002, 1.705E+002, 5.088E+002, 4.231E+001, 1.883E+000, 6.727E+000, 9.351E+001, 9.930E+001, 9.785E+001, 3.300E+001
 5.100E+002, 1.667E+002, 5.030E+002, 4.695E+001, 1.861E+000, 6.656E+000, 9.402E+001, 9.971E+001, 1.002E+002, 3.300E+001
 5.200E+002, 1.651E+002, 4.822E+002, 4.497E+001, 1.882E+000, 6.441E+000, 9.445E+001, 1.000E+002, 1.013E+002, 3.300E+001
 5.300E+002, 1.752E+002, 4.817E+002, 4.661E+001, 2.317E+000, 6.816E+000, 9.508E+001, 1.006E+002, 1.036E+002, 3.300E+001
 5.400E+002, 1.716E+002, 5.006E+002, 4.715E+001, 2.041E+000, 6.600E+000, 9.570E+001, 1.012E+002, 1.051E+002, 3.300E+001
 5.500E+002, 1.636E+002, 5.024E+002, 4.824E+001, 1.442E+000, 6.024E+000, 9.597E+001, 1.013E+002, 1.041E+002, 3.300E+001
 5.600E+002, 1.572E+002, 4.982E+002, 4.260E+001, 1.480E+000, 6.264E+000, 9.617E+001, 1.013E+002, 1.030E+002, 3.300E+001
 5.700E+002, 1.496E+002, 4.579E+002, 4.357E+001, 1.330E+000, 6.083E+000, 9.615E+001, 1.009E+002, 1.007E+002, 3.300E+001
 5.800E+002, 1.465E+002, 4.466E+002, 4.214E+001, 1.575E+000, 6.075E+000, 9.597E+001, 1.002E+002, 9.792E+001, 3.300E+001
 5.900E+002, 1.623E+002, 5.093E+002, 4.105E+001, 2.060E+000, 6.463E+000, 9.587E+001, 9.974E+001, 9.663E+001, 3.300E+001
 6.000E+002, 1.617E+002, 5.116E+002, 4.507E+001, 1.531E+000, 6.213E+000, 9.608E+001, 9.981E+001, 9.797E+001, 3.300E+001
