s,C,C,C,m/s,m/s,C,C,C,
 3.300E+002, 1.142E+002, 8.693E+001, 5.242E+001, 6.691E+000, 4.250E+000, 1.427E+002, 1.567E+002, 1.613E+002, 1.700E+001
 3.400E+002, 1.376E+002, 1.057E+002, 6.366E+001, 8.076E+000, 5.015E+000, 1.463E+002, 1.607E+002, 1.740E+002, 1.700E+001
 3.500E+002, 1.344E+002, 1.067E+002, 7.019E+001, 5.819E+000, 4.761E+000, 1.489E+002, 1.629E+002, 1.736E+002, 1.700E+001
 3.600E+002, 1.139E+002, 9.487E+001, 6.342E+001, 6.071E+000, 4.242E+000, 1.495E+002, 1.620E+002, 1.643E+002, 1.700E+001
 3.700E+002, 1.250E+002, 1.002E+002, 6.299E+001, 6.331E+000, 4.886E+000, 1.496E+002, 1.605E+002, 1.578E+002, 1.700E+001
 3.800E+002, 1.320E+002, 1.038E+002, 6.061E+001, 7.595E+000, 4.760E+000, 1.516E+002, 1.623E+002, 1.665E+002, 1.800E+001
 3.900E+002, 1.242E+002, 9.503E+001, 6.315E+001, 6.784E+000, 4.980E+000, 1.546E+002, 1.657E+002, 1.771E+002, 1.800E+001
 4.000E+002, 1.189E+002, 8.724E+001, 5.631E+001, 6.818E+000, 5.030E+000, 1.575E+002, 1.690E+002, 1.836E+002, 1.800E+001
 4.100E+002, 1.089E+002, 8.247E+001, 4.398E+001, 6.291E+000, 4.451E+000, 1.598E+002, 1.714E+002, 1.841E+002, 1.800E+001
 4.200E+002, 1.208E+002, 8.839E+001, 4.370E+001, 6.796E+000, 4.516E+000, 1.611E+002, 1.719E+002, 1.793E+002, 1.800E+001
 4.300E+002, 1.150E+002, 8.847E+001, 6.475E+001, 7.565E+000, 4.511E+000, 1.635E+002, 1.744E+002, 1.854E+002, 1.800E+001
 4.400E+002, 1.091E+002, 7.982E+001, 5.509E+001, 6.486E+000, 4.421E+000, 1.660E+002, 1.770E+002, 1.888E+002, 1.800E+001
 4.500E+002, 1.132E+002, 8.818E+001, 5.045E+001, 6.517E+000, 4.576E+000, 1.674E+002, 1.778E+002, 1.847E+002, 1.800E+001
 4.600E+002, 1.271E+002, 9.839E+001, 6.582E+001, 5.916E+000, 5.021E+000, 1.672E+002, 1.759E+002, 1.733E+002, 1.800E+001
 4.700E+002, 1.060E+002, 8.542E+001, 6.725E+001, 5.986E+000, 4.045E+000, 1.663E+002, 1.733E+002, 1.648E+002, 1.800E+001
 4.800E+002, 9.703E+001, 7.996E+001, 6.077E+001, 5.239E+000, 4.067E+000, 1.640E+002, 1.684E+002, 1.488E+002, 1.800E+001
 4.900E+002, 1.185E+002, 8.910E+001, 4.969E+001, 6.039E+000, 5.233E+000, 1.610E+002, 1.627E+002, 1.374E+002, 1.800E+001
 5.000E+002, 1.215E+002, 9.681E+001, 6.783E+001, 6.442E+000, 4.593E+000, 1.607E+002, 1.619E+002, 1.483E+002, 1.800E+001
 5.100E+002, 1.179E+002, 9.010E+001, 6.783E+001, 6.831E+000, 4.607E+000, 1.617E+002, 1.635E+002, 1.625E+002, 1.800E+001
 5.200E+002, 1.217E+002, 9.361E+001, 6.287E+001, 7.366E+000, 4.548E+000, 1.646E+002, 1.682E+002, 1.811E+002, 1.800E+001
 5.300E+002, 1.165E+002, 8.979E+001, 6.614E+001, 5.987E+000, 4.867E+000, 1.658E+002, 1.696E+002, 1.779E+002, 1.800E+001
 5.400E+002, 1.246E+002, 9.241E+001, 5.846E+001, 6.553E+000, 5.232E+000, 1.669E+002, 1.709E+002, 1.795E+002, 1.800E+001
 5.500E+002, 1.507E+002, 1.118E+002, 6.655E+001, 6.669E+000, 5.660E+000, 1.680E+002, 1.722E+002, 1.794E+002, 1.800E+001
 5.600E+002, 1.289E+002, 9.964E+001, 6.468E+001, 6.764E+000, 4.234E+000, 1.689E+002, 1.732E+002, 1.800E+002, 1.800E+001
 5.700E+002, 1.126E+002, 8.613E+001, 5.481E+001, 6.153E+000, 4.479E+000, 1.714E+002, 1.768E+002, 1.897E+002, 1.800E+001
 5.800E+002, 1.174E+002, 8.959E+001, 5.709E+001, 7.173E+000, 4.688E+000, 1.732E+002, 1.791E+002, 1.917E+002, 1.800E+001
 5.900E+002, 1.401E+002, 1.021E+002, 7.109E+001, 7.219E+000, 5.267E+000, 1.749E+002, 1.812E+002, 1.922E+002, 1.800E+001
 6.000E+002, 1.309E+002, 9.904E+001, 7.032E+001, 6.861E+000, 4.933E+000, 1.755E+002, 1.812E+002, 1.858E+002, 1.800E+001
