s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,
Time,TC_001,TC_002,TC_003,TC_004,TC_005,TC_006,TC_007,TC_008,TC_009,TC_010,TC_011,TC_012,TC_013,TC_014,TC_015,TC_016,TC_017,TC_018,TC_019,TC_020,TC_021,TC_022,TC_023,TC_024,TC_025,TC_026,TC_027,TC_028,TC_029,TC_030,TC_031,TC_032,TC_033,TC_034,TC_035,TC_036,TC_037,TC_038,TC_039,TC_040,TC_041,TC_042,TC_043,TC_044,TC_045,TC_046,TC_047,TC_048,TC_049,TC_050,TC_051,TC_052,TC_053,TC_054,TC_055,TC_056,TC_057,TC_058,TC_059,TC_060,TC_061,TC_062,TC_063,TC_064,TC_065,TC_066,TC_067,TC_068,TC_069,TC_070,TC_071,TC_087,TC_088,TC_089,TC_090,TC_094,TC_095,TC_096,TC_097,O2_FLOOR,CO2_FLOOR,CO_FLOOR,O2_VENT,CO2_VENT,CO_VENT,Acts
 0.000E+000, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 2.078E-001, 3.868E-004, 0.000E+000, 2.078E-001, 3.868E-004, 0.000E+000, 0.000E+000
 1.002E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.802E+001, 1.805E+001, 1.809E+001, 1.827E+001, 1.857E+001, 1.800E+001, 1.806E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.802E+001, 1.802E+001, 1.802E+001, 1.802E+001, 1.803E+001, 1.800E+001, 1.806E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.802E+001, 1.802E+001, 1.802E+001, 1.803E+001, 1.800E+001, 1.803E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.802E+001, 1.802E+001, 1.801E+001, 1.801E+001, 1.802E+001, 1.802E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.800E+001, 2.078E-001, 3.868E-004, 3.428E-053, 2.078E-001, 3.868E-004, 3.946E-026, 0.000E+000
 2.000E+001, 5.189E+001, 5.428E+001, 5.859E+001, 6.294E+001, 6.727E+001, 7.192E+001, 7.421E+001, 7.915E+001, 8.428E+001, 1.800E+001, 1.959E+001, 2.170E+001, 2.076E+001, 1.954E+001, 1.878E+001, 1.847E+001, 1.836E+001, 1.839E+001, 1.846E+001, 1.854E+001, 1.800E+001, 1.970E+001, 2.063E+001, 1.931E+001, 1.829E+001, 1.823E+001, 1.828E+001, 1.833E+001, 1.836E+001, 1.842E+001, 1.850E+001, 1.800E+001, 1.849E+001, 1.808E+001, 1.808E+001, 1.808E+001, 1.808E+001, 1.808E+001, 1.807E+001, 1.806E+001, 1.806E+001, 1.806E+001, 3.967E+001, 4.088E+001, 4.483E+001, 4.592E+001, 4.258E+001, 3.952E+001, 3.644E+001, 1.870E+001, 2.014E+001, 1.998E+001, 1.834E+001, 2.012E+001, 2.475E+001, 2.450E+001, 2.057E+001, 2.046E+001, 2.444E+001, 2.475E+001, 1.979E+001, 1.830E+001, 2.009E+001, 2.001E+001, 1.888E+001, 2.203E+001, 2.224E+001, 1.902E+001, 1.938E+001, 1.924E+001, 2.221E+001, 1.811E+001, 1.817E+001, 1.816E+001, 1.811E+001, 1.802E+001, 1.812E+001, 1.811E+001, 1.802E+001, 2.078E-001, 3.868E-004, 1.732E-050, 2.012E-001, 4.247E-003, 1.209E-005, 0.000E+000
 3.000E+001, 1.120E+002, 1.156E+002, 1.243E+002, 1.341E+002, 1.450E+002, 1.572E+002, 1.636E+002, 1.793E+002, 1.985E+002, 1.800E+001, 2.594E+001, 3.836E+001, 3.371E+001, 2.931E+001, 2.469E+001, 2.184E+001, 1.971E+001, 1.967E+001, 1.995E+001, 2.031E+001, 1.800E+001, 2.538E+001, 3.320E+001, 2.524E+001, 1.916E+001, 1.907E+001, 1.926E+001, 1.949E+001, 1.962E+001, 1.989E+001, 2.020E+001, 1.800E+001, 2.076E+001, 2.173E+001, 1.981E+001, 1.843E+001, 1.833E+001, 1.832E+001, 1.830E+001, 1.829E+001, 1.827E+001, 1.828E+001, 9.283E+001, 9.854E+001, 1.085E+002, 1.094E+002, 1.053E+002, 9.357E+001, 8.433E+001, 3.167E+001, 3.650E+001, 3.352E+001, 3.182E+001, 4.228E+001, 5.298E+001, 5.387E+001, 4.299E+001, 4.263E+001, 5.226E+001, 5.469E+001, 4.191E+001, 3.141E+001, 3.702E+001, 3.483E+001, 3.190E+001, 4.866E+001, 4.936E+001, 3.389E+001, 3.319E+001, 3.361E+001, 5.220E+001, 2.490E+001, 2.455E+001, 2.417E+001, 2.466E+001, 1.879E+001, 1.933E+001, 1.944E+001, 1.930E+001, 2.078E-001, 3.868E-004, 1.091E-044, 1.944E-001, 8.212E-003, 2.451E-005, 0.000E+000
 4.001E+001, 1.739E+002, 1.799E+002, 1.971E+002, 2.178E+002, 2.419E+002, 2.688E+002, 2.832E+002, 3.162E+002, 3.531E+002, 1.800E+001, 4.038E+001, 6.994E+001, 5.655E+001, 3.798E+001, 2.875E+001, 2.343E+001, 2.262E+001, 2.282E+001, 2.347E+001, 2.426E+001, 1.800E+001, 3.827E+001, 5.036E+001, 3.601E+001, 2.195E+001, 2.118E+001, 2.172E+001, 2.230E+001, 2.260E+001, 2.318E+001, 2.387E+001, 1.800E+001, 2.604E+001, 3.149E+001, 2.250E+001, 1.882E+001, 1.877E+001, 1.875E+001, 1.870E+001, 1.868E+001, 1.866E+001, 1.870E+001, 1.537E+002, 1.636E+002, 1.723E+002, 1.703E+002, 1.635E+002, 1.466E+002, 1.333E+002, 4.890E+001, 5.417E+001, 5.579E+001, 5.302E+001, 7.235E+001, 8.168E+001, 8.900E+001, 7.171E+001, 6.831E+001, 8.490E+001, 9.046E+001, 6.934E+001, 5.000E+001, 5.563E+001, 5.576E+001, 5.463E+001, 7.345E+001, 7.507E+001, 5.326E+001, 5.376E+001, 5.758E+001, 8.352E+001, 3.997E+001, 4.194E+001, 4.142E+001, 4.503E+001, 3.188E+001, 3.373E+001, 3.189E+001, 3.413E+001, 2.078E-001, 3.868E-004, 1.179E-041, 1.845E-001, 1.402E-002, 4.270E-005, 0.000E+000
 5.000E+001, 2.284E+002, 2.326E+002, 2.489E+002, 2.749E+002, 3.070E+002, 3.445E+002, 3.641E+002, 4.110E+002, 4.660E+002, 1.801E+001, 6.269E+001, 9.507E+001, 7.300E+001, 4.251E+001, 3.090E+001, 2.769E+001, 2.815E+001, 2.858E+001, 2.953E+001, 3.068E+001, 1.801E+001, 5.762E+001, 6.661E+001, 4.405E+001, 2.590E+001, 2.568E+001, 2.628E+001, 2.700E+001, 2.735E+001, 2.821E+001, 2.924E+001, 1.800E+001, 3.372E+001, 4.426E+001, 2.911E+001, 1.960E+001, 1.949E+001, 1.944E+001, 1.938E+001, 1.935E+001, 1.932E+001, 1.938E+001, 2.348E+002, 2.472E+002, 2.523E+002, 2.483E+002, 2.330E+002, 2.114E+002, 1.921E+002, 6.574E+001, 6.701E+001, 7.688E+001, 7.601E+001, 9.306E+001, 1.123E+002, 1.361E+002, 9.815E+001, 1.015E+002, 1.186E+002, 1.376E+002, 9.700E+001, 7.270E+001, 6.841E+001, 7.521E+001, 7.644E+001, 9.969E+001, 1.049E+002, 7.065E+001, 7.282E+001, 7.408E+001, 1.166E+002, 5.472E+001, 5.319E+001, 5.530E+001, 5.841E+001, 4.195E+001, 4.281E+001, 4.541E+001, 4.658E+001, 2.078E-001, 3.868E-004, 2.374E-038, 1.784E-001, 1.754E-002, 5.374E-005, 0.000E+000
 6.000E+001, 2.742E+002, 2.685E+002, 2.794E+002, 3.003E+002, 3.289E+002, 3.652E+002, 3.868E+002, 4.407E+002, 5.066E+002, 1.803E+001, 8.856E+001, 1.070E+002, 7.774E+001, 3.905E+001, 3.376E+001, 3.357E+001, 3.439E+001, 3.497E+001, 3.618E+001, 3.764E+001, 1.803E+001, 8.093E+001, 8.468E+001, 5.259E+001, 3.049E+001, 3.086E+001, 3.134E+001, 3.202E+001, 3.245E+001, 3.345E+001, 3.464E+001, 1.801E+001, 4.082E+001, 5.206E+001, 3.345E+001, 2.080E+001, 2.042E+001, 2.025E+001, 1.992E+001, 1.986E+001, 1.985E+001, 1.997E+001, 2.987E+002, 3.166E+002, 3.152E+002, 3.103E+002, 2.838E+002, 2.590E+002, 2.358E+002, 8.605E+001, 8.645E+001, 9.386E+001, 9.908E+001, 1.238E+002, 1.398E+002, 1.844E+002, 1.093E+002, 1.190E+002, 1.394E+002, 1.884E+002, 1.112E+002, 8.225E+001, 8.437E+001, 9.763E+001, 9.146E+001, 1.292E+002, 1.187E+002, 8.443E+001, 9.624E+001, 9.341E+001, 1.440E+002, 6.226E+001, 6.281E+001, 6.961E+001, 7.369E+001, 4.875E+001, 5.207E+001, 5.674E+001, 5.789E+001, 2.078E-001, 3.868E-004, 6.127E-030, 1.698E-001, 2.256E-002, 6.946E-005, 0.000E+000
 7.001E+001, 2.356E+002, 2.339E+002, 2.418E+002, 2.583E+002, 2.842E+002, 3.201E+002, 3.409E+002, 3.944E+002, 4.596E+002, 1.809E+001, 9.723E+001, 1.038E+002, 7.172E+001, 3.676E+001, 3.492E+001, 3.516E+001, 3.616E+001, 3.646E+001, 3.796E+001, 3.961E+001, 1.808E+001, 9.021E+001, 9.768E+001, 6.238E+001, 3.288E+001, 3.233E+001, 3.288E+001, 3.361E+001, 3.411E+001, 3.521E+001, 3.635E+001, 1.803E+001, 4.447E+001, 5.595E+001, 3.510E+001, 2.175E+001, 2.088E+001, 2.018E+001, 1.978E+001, 1.974E+001, 1.981E+001, 2.000E+001, 2.685E+002, 2.748E+002, 2.664E+002, 2.618E+002, 2.444E+002, 2.277E+002, 2.088E+002, 8.723E+001, 9.542E+001, 9.966E+001, 9.667E+001, 1.146E+002, 1.404E+002, 1.678E+002, 1.031E+002, 1.091E+002, 1.326E+002, 1.688E+002, 1.066E+002, 7.995E+001, 9.607E+001, 9.217E+001, 9.728E+001, 1.234E+002, 1.184E+002, 8.588E+001, 9.396E+001, 9.786E+001, 1.356E+002, 6.977E+001, 6.807E+001, 6.487E+001, 7.530E+001, 5.515E+001, 5.798E+001, 5.324E+001, 5.802E+001, 2.077E-001, 3.867E-004, 7.289E-029, 1.761E-001, 1.829E-002, 5.609E-005, 2.000E+000
 8.000E+001, 2.775E+002, 2.800E+002, 3.007E+002, 3.383E+002, 3.790E+002, 4.267E+002, 4.510E+002, 5.005E+002, 5.544E+002, 1.822E+001, 8.810E+001, 1.154E+002, 9.665E+001, 6.015E+001, 4.759E+001, 3.902E+001, 3.679E+001, 3.633E+001, 3.685E+001, 3.769E+001, 1.820E+001, 9.004E+001, 9.101E+001, 6.320E+001, 3.402E+001, 3.189E+001, 3.248E+001, 3.440E+001, 3.511E+001, 3.639E+001, 3.782E+001, 1.808E+001, 4.528E+001, 5.063E+001, 3.422E+001, 2.210E+001, 2.086E+001, 2.022E+001, 2.002E+001, 1.992E+001, 1.986E+001, 2.008E+001, 2.537E+002, 2.745E+002, 2.948E+002, 2.970E+002, 2.865E+002, 2.680E+002, 2.444E+002, 9.121E+001, 1.001E+002, 1.028E+002, 9.432E+001, 1.217E+002, 1.532E+002, 1.162E+002, 1.087E+002, 1.244E+002, 1.491E+002, 1.138E+002, 1.100E+002, 8.133E+001, 9.740E+001, 9.593E+001, 9.331E+001, 1.342E+002, 1.350E+002, 9.226E+001, 1.022E+002, 9.230E+001, 1.421E+002, 7.124E+001, 6.936E+001, 6.942E+001, 7.298E+001, 5.555E+001, 5.784E+001, 5.578E+001, 5.851E+001, 2.071E-001, 3.855E-004, 2.749E-014, 1.625E-001, 2.357E-002, 7.267E-005, 2.000E+000
