s,C,C,C,m/s,m/s,C,C,C,
 3.300E+002, 1.514E+002, 8.874E+001, 2.746E+001, 8.488E+000, 6.504E+000, 2.985E+002, 3.119E+002, 3.212E+002, 1.200E+001
 3.400E+002, 1.489E+002, 9.455E+001, 2.695E+001, 8.451E+000, 6.107E+000, 2.933E+002, 3.010E+002, 2.761E+002, 1.200E+001
 3.500E+002, 1.379E+002, 8.945E+001, 2.716E+001, 9.853E+000, 5.681E+000, 2.905E+002, 2.950E+002, 2.710E+002, 1.200E+001
 3.600E+002, 1.500E+002, 9.363E+001, 2.624E+001, 8.105E+000, 6.648E+000, 2.887E+002, 2.912E+002, 2.691E+002, 1.300E+001
 3.700E+002, 1.490E+002, 9.345E+001, 2.666E+001, 1.069E+001, 5.728E+000, 2.881E+002, 2.899E+002, 2.821E+002, 1.300E+001
 3.800E+002, 1.587E+002, 9.452E+001, 2.685E+001, 9.871E+000, 6.590E+000, 2.937E+002, 2.989E+002, 3.175E+002, 1.400E+001
 3.900E+002, 1.653E+002, 1.018E+002, 2.709E+001, 9.068E+000, 6.862E+000, 2.911E+002, 2.936E+002, 2.848E+002, 1.400E+001
 4.000E+002, 1.406E+002, 8.916E+001, 2.626E+001, 9.162E+000, 6.088E+000, 2.898E+002, 2.911E+002, 2.818E+002, 1.400E+001
 4.100E+002, 1.549E+002, 9.034E+001, 2.729E+001, 9.060E+000, 6.453E+000, 2.860E+002, 2.844E+002, 2.630E+002, 1.400E+001
 4.200E+002, 1.401E+002, 8.797E+001, 3.122E+001, 1.000E+001, 5.406E+000, 2.879E+002, 2.880E+002, 2.902E+002, 1.400E+001
 4.300E+002, 1.420E+002, 8.641E+001, 2.691E+001, 1.140E+001, 5.974E+000, 2.919E+002, 2.947E+002, 3.152E+002, 1.400E+001
 4.400E+002, 1.356E+002, 8.211E+001, 2.835E+001, 9.403E+000, 5.540E+000, 2.946E+002, 2.986E+002, 3.124E+002, 1.400E+001
 4.500E+002, 1.517E+002, 9.480E+001, 2.684E+001, 7.765E+000, 5.880E+000, 2.923E+002, 2.940E+002, 2.844E+002, 1.400E+001
 4.600E+002, 1.375E+002, 8.851E+001, 2.858E+001, 8.374E+000, 5.836E+000, 2.854E+002, 2.821E+002, 2.463E+002, 1.400E+001
 4.700E+002, 1.551E+002, 9.472E+001, 3.370E+001, 8.497E+000, 6.463E+000, 2.821E+002, 2.772E+002, 2.501E+002, 1.400E+001
 4.800E+002, 1.579E+002, 9.772E+001, 3.202E+001, 8.316E+000, 6.771E+000, 2.772E+002, 2.697E+002, 2.372E+002, 1.400E+001
 4.900E+002, 1.704E+002, 9.685E+001, 3.310E+001, 8.189E+000, 7.052E+000, 2.719E+002, 2.619E+002, 2.278E+002, 1.400E+001
 5.000E+002, 1.611E+002, 1.041E+002, 3.325E+001, 8.172E+000, 6.585E+000, 2.668E+002, 2.548E+002, 2.207E+002, 1.400E+001
 5.100E+002, 1.557E+002, 9.885E+001, 3.708E+001, 9.627E+000, 6.269E+000, 2.646E+002, 2.531E+002, 2.383E+002, 1.400E+001
 5.200E+002, 1.634E+002, 1.008E+002, 3.334E+001, 9.439E+000, 6.894E+000, 2.657E+002, 2.570E+002, 2.610E+002, 1.400E+001
 5.300E+002, 1.661E+002, 9.935E+001, 3.516E+001, 9.744E+000, 6.402E+000, 2.665E+002, 2.599E+002, 2.697E+002, 1.400E+001
 5.400E+002, 1.275E+002, 7.970E+001, 3.432E+001, 8.590E+000, 5.391E+000, 2.665E+002, 2.608E+002, 2.655E+002, 1.400E+001
 5.500E+002, 1.644E+002, 9.574E+001, 3.583E+001, 9.672E+000, 6.541E+000, 2.683E+002, 2.649E+002, 2.787E+002, 1.400E+001
 5.600E+002, 1.316E+002, 8.526E+001, 3.410E+001, 9.562E+000, 5.277E+000, 2.694E+002, 2.673E+002, 2.785E+002, 1.400E+001
 5.700E+002, 1.471E+002, 9.125E+001, 3.431E+001, 8.063E+000, 6.379E+000, 2.669E+002, 2.635E+002, 2.555E+002, 1.400E+001
 5.800E+002, 1.576E+002, 1.017E+002, 3.586E+001, 8.269E+000, 6.613E+000, 2.641E+002, 2.592E+002, 2.442E+002, 1.400E+001
 5.900E+002, 1.624E+002, 1.040E+002, 3.533E+001, 8.213E+000, 6.023E+000, 2.602E+002, 2.534E+002, 2.321E+002, 1.400E+001
 6.000E+002, 1.504E+002, 8.795E+001, 3.956E+001, 8.522E+000, 6.379E+000, 2.569E+002, 2.489E+002, 2.280E+002, 1.400E+001
