s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,
Time,"TC_001","TC_002","TC_003","TC_004","TC_005","TC_006","TC_007","TC_008","TC_009","TC_010","TC_011","TC_012","TC_013","TC_014","TC_015","TC_016","TC_017","TC_018","TC_019","TC_020","TC_021","TC_022","TC_023","TC_024","TC_025","TC_026","TC_027","TC_028","TC_029","TC_030","TC_031","TC_032","TC_033","TC_034","TC_035","TC_036","TC_037","TC_038","TC_039","TC_040","TC_041","TC_042","TC_043","TC_044","TC_045","TC_046","TC_047","TC_048","TC_049","TC_050","TC_051","TC_052","TC_053","TC_054","TC_055","TC_056","TC_057","TC_058","TC_059","TC_060","TC_061","TC_062","TC_063","TC_064","TC_065","TC_066","TC_067","TC_068","TC_069","TC_070","TC_071","TC_072","TC_073","TC_074","TC_075","TC_076","TC_077","TC_078","TC_079","TC_080","TC_081","TC_082","TC_083","TC_084","TC_085","TC_086","TC_087","TC_088","TC_089","TC_090","TC_091","TC_092","TC_093","TC_094","TC_095","TC_096","TC_097","TC_098","TC_099","TC_100","TC_101","TC_102","TC_103","TC_104","O2_FLOOR","CO2_FLOOR","CO_FLOOR","O2_VENT","CO2_VENT","CO_VENT","Acts"
 0.000E+000, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 2.078E-001, 3.868E-004, 0.000E+000, 2.078E-001, 3.868E-004, 0.000E+000, 0.000E+000
 1.000E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.802E+001, 1.802E+001, 1.800E+001, 1.811E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.800E+001, 1.803E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.802E+001, 1.808E+001, 1.823E+001, 1.836E+001, 1.865E+001, 1.908E+001, 1.800E+001, 1.803E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.802E+001, 1.802E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.802E+001, 1.801E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 2.078E-001, 3.868E-004, 1.213E-089, 2.078E-001, 3.868E-004, 2.003E-034, 0.000E+000
 2.001E+001, 2.059E+001, 1.896E+001, 1.815E+001, 1.818E+001, 1.823E+001, 1.827E+001, 1.830E+001, 1.835E+001, 1.841E+001, 1.800E+001, 2.053E+001, 1.993E+001, 1.860E+001, 1.821E+001, 1.821E+001, 1.821E+001, 1.822E+001, 1.823E+001, 1.826E+001, 1.830E+001, 1.800E+001, 2.318E+001, 4.598E+001, 4.748E+001, 5.161E+001, 5.578E+001, 6.057E+001, 6.608E+001, 6.910E+001, 7.554E+001, 8.219E+001, 1.800E+001, 1.839E+001, 1.806E+001, 1.806E+001, 1.805E+001, 1.804E+001, 1.803E+001, 1.802E+001, 1.802E+001, 1.802E+001, 1.802E+001, 2.316E+001, 2.378E+001, 2.285E+001, 2.253E+001, 2.284E+001, 2.268E+001, 2.256E+001, 2.181E+001, 2.829E+001, 2.904E+001, 2.164E+001, 2.304E+001, 3.013E+001, 2.886E+001, 2.175E+001, 1.987E+001, 2.149E+001, 2.266E+001, 1.956E+001, 1.817E+001, 1.852E+001, 1.876E+001, 1.836E+001, 2.575E+001, 2.043E+001, 1.821E+001, 1.841E+001, 1.841E+001, 2.493E+001, 1.801E+001, 1.808E+001, 1.865E+001, 1.802E+001, 1.809E+001, 1.862E+001, 1.800E+001, 1.802E+001, 1.835E+001, 1.800E+001, 1.802E+001, 1.803E+001, 1.800E+001, 1.800E+001, 1.802E+001, 1.802E+001, 1.809E+001, 1.808E+001, 1.802E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.802E+001, 1.801E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 2.078E-001, 3.868E-004, 4.419E-077, 2.064E-001, 1.207E-003, 2.570E-006, 0.000E+000
 3.001E+001, 3.295E+001, 2.498E+001, 1.875E+001, 1.884E+001, 1.901E+001, 1.921E+001, 1.931E+001, 1.955E+001, 1.983E+001, 1.800E+001, 2.930E+001, 2.723E+001, 2.085E+001, 1.893E+001, 1.893E+001, 1.895E+001, 1.901E+001, 1.905E+001, 1.918E+001, 1.936E+001, 1.800E+001, 4.037E+001, 9.452E+001, 9.205E+001, 9.252E+001, 9.668E+001, 1.028E+002, 1.100E+002, 1.141E+002, 1.235E+002, 1.351E+002, 1.800E+001, 2.028E+001, 2.149E+001, 1.951E+001, 1.820E+001, 1.816E+001, 1.813E+001, 1.810E+001, 1.810E+001, 1.810E+001, 1.813E+001, 4.737E+001, 4.923E+001, 4.992E+001, 4.954E+001, 4.624E+001, 4.522E+001, 4.605E+001, 4.443E+001, 5.835E+001, 6.041E+001, 4.427E+001, 4.246E+001, 6.555E+001, 6.244E+001, 4.006E+001, 3.722E+001, 4.174E+001, 4.366E+001, 3.470E+001, 2.784E+001, 3.098E+001, 3.120E+001, 2.789E+001, 5.113E+001, 3.959E+001, 2.927E+001, 3.104E+001, 2.987E+001, 4.892E+001, 2.094E+001, 2.641E+001, 3.464E+001, 1.984E+001, 2.316E+001, 3.004E+001, 1.861E+001, 2.215E+001, 2.897E+001, 1.823E+001, 1.990E+001, 2.541E+001, 1.803E+001, 1.864E+001, 1.953E+001, 2.155E+001, 2.268E+001, 2.220E+001, 2.106E+001, 1.801E+001, 1.801E+001, 1.840E+001, 1.893E+001, 1.928E+001, 1.877E+001, 1.852E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.804E+001, 1.801E+001, 2.078E-001, 3.868E-004, 8.250E-061, 2.031E-001, 3.119E-003, 8.560E-006, 0.000E+000
 4.001E+001, 4.654E+001, 3.262E+001, 2.102E+001, 2.116E+001, 2.153E+001, 2.202E+001, 2.226E+001, 2.289E+001, 2.365E+001, 1.800E+001, 4.521E+001, 4.926E+001, 3.514E+001, 2.410E+001, 2.195E+001, 2.061E+001, 2.081E+001, 2.097E+001, 2.134E+001, 2.175E+001, 1.800E+001, 6.787E+001, 1.335E+002, 1.248E+002, 1.181E+002, 1.185E+002, 1.219E+002, 1.291E+002, 1.330E+002, 1.418E+002, 1.519E+002, 1.800E+001, 2.460E+001, 3.097E+001, 2.292E+001, 1.856E+001, 1.843E+001, 1.838E+001, 1.835E+001, 1.835E+001, 1.838E+001, 1.846E+001, 7.898E+001, 8.127E+001, 7.994E+001, 7.638E+001, 7.345E+001, 7.286E+001, 7.559E+001, 6.577E+001, 8.921E+001, 9.124E+001, 6.810E+001, 6.557E+001, 9.938E+001, 1.016E+002, 6.718E+001, 5.786E+001, 6.441E+001, 6.946E+001, 6.001E+001, 4.386E+001, 4.764E+001, 5.306E+001, 4.708E+001, 7.579E+001, 5.955E+001, 4.610E+001, 4.801E+001, 5.028E+001, 8.115E+001, 3.651E+001, 4.455E+001, 5.601E+001, 3.557E+001, 4.161E+001, 5.129E+001, 3.233E+001, 3.828E+001, 4.388E+001, 2.968E+001, 3.289E+001, 4.062E+001, 2.449E+001, 2.974E+001, 3.329E+001, 3.663E+001, 3.719E+001, 3.987E+001, 3.900E+001, 2.218E+001, 2.441E+001, 2.722E+001, 3.034E+001, 3.049E+001, 3.045E+001, 3.192E+001, 1.925E+001, 2.087E+001, 2.245E+001, 2.504E+001, 2.495E+001, 2.544E+001, 2.544E+001, 2.078E-001, 3.868E-004, 6.219E-042, 2.016E-001, 4.033E-003, 1.142E-005, 0.000E+000
 5.000E+001, 5.140E+001, 3.615E+001, 2.631E+001, 2.639E+001, 2.682E+001, 2.747E+001, 2.773E+001, 2.867E+001, 2.981E+001, 1.801E+001, 6.424E+001, 7.174E+001, 5.745E+001, 4.288E+001, 3.219E+001, 2.504E+001, 2.431E+001, 2.446E+001, 2.482E+001, 2.519E+001, 1.802E+001, 9.806E+001, 1.620E+002, 1.518E+002, 1.469E+002, 1.487E+002, 1.527E+002, 1.631E+002, 1.699E+002, 1.895E+002, 2.151E+002, 1.800E+001, 3.018E+001, 4.114E+001, 2.996E+001, 2.085E+001, 1.955E+001, 1.892E+001, 1.879E+001, 1.881E+001, 1.888E+001, 1.902E+001, 1.112E+002, 1.104E+002, 1.037E+002, 1.019E+002, 1.040E+002, 1.043E+002, 1.056E+002, 9.494E+001, 1.176E+002, 1.175E+002, 9.202E+001, 8.753E+001, 1.540E+002, 1.415E+002, 8.945E+001, 7.993E+001, 8.663E+001, 9.310E+001, 8.220E+001, 5.573E+001, 6.009E+001, 6.851E+001, 6.845E+001, 1.063E+002, 7.694E+001, 5.864E+001, 5.852E+001, 6.891E+001, 1.069E+002, 5.594E+001, 6.642E+001, 7.861E+001, 5.266E+001, 5.765E+001, 6.511E+001, 4.665E+001, 5.160E+001, 6.367E+001, 4.234E+001, 4.717E+001, 5.610E+001, 3.776E+001, 4.121E+001, 4.375E+001, 4.615E+001, 4.852E+001, 5.828E+001, 5.800E+001, 3.413E+001, 3.537E+001, 3.918E+001, 4.118E+001, 4.402E+001, 4.983E+001, 5.256E+001, 2.891E+001, 3.116E+001, 3.347E+001, 3.663E+001, 4.014E+001, 4.314E+001, 4.655E+001, 2.078E-001, 3.868E-004, 3.279E-034, 1.997E-001, 5.133E-003, 1.487E-005, 0.000E+000
 6.001E+001, 6.957E+001, 4.734E+001, 3.147E+001, 3.161E+001, 3.220E+001, 3.310E+001, 3.342E+001, 3.473E+001, 3.630E+001, 1.804E+001, 8.552E+001, 1.012E+002, 8.418E+001, 5.491E+001, 3.331E+001, 2.857E+001, 2.845E+001, 2.853E+001, 2.872E+001, 2.897E+001, 1.807E+001, 1.377E+002, 2.066E+002, 1.951E+002, 1.923E+002, 1.971E+002, 2.110E+002, 2.306E+002, 2.433E+002, 2.719E+002, 3.102E+002, 1.801E+001, 3.506E+001, 5.252E+001, 4.196E+001, 2.948E+001, 2.515E+001, 2.284E+001, 2.138E+001, 2.099E+001, 2.058E+001, 2.081E+001, 1.429E+002, 1.443E+002, 1.402E+002, 1.396E+002, 1.413E+002, 1.404E+002, 1.370E+002, 1.199E+002, 1.472E+002, 1.461E+002, 1.163E+002, 1.058E+002, 1.735E+002, 1.864E+002, 1.205E+002, 9.076E+001, 1.060E+002, 1.182E+002, 1.073E+002, 6.612E+001, 7.334E+001, 8.351E+001, 8.915E+001, 1.315E+002, 8.994E+001, 6.946E+001, 7.676E+001, 8.489E+001, 1.389E+002, 7.946E+001, 9.001E+001, 1.035E+002, 7.003E+001, 7.484E+001, 8.252E+001, 6.231E+001, 6.631E+001, 7.442E+001, 5.642E+001, 6.106E+001, 6.787E+001, 5.347E+001, 5.695E+001, 5.490E+001, 5.660E+001, 5.870E+001, 6.931E+001, 7.645E+001, 4.988E+001, 4.964E+001, 4.856E+001, 5.005E+001, 5.486E+001, 6.331E+001, 6.853E+001, 4.286E+001, 4.362E+001, 4.415E+001, 4.695E+001, 5.176E+001, 5.729E+001, 6.197E+001, 2.078E-001, 3.868E-004, 1.771E-024, 1.974E-001, 6.433E-003, 1.894E-005, 2.000E+000
 7.001E+001, 7.362E+001, 5.603E+001, 3.616E+001, 3.392E+001, 3.387E+001, 3.432E+001, 3.464E+001, 3.627E+001, 3.807E+001, 1.811E+001, 8.313E+001, 1.002E+002, 8.653E+001, 6.742E+001, 4.457E+001, 3.650E+001, 3.054E+001, 2.969E+001, 2.950E+001, 2.969E+001, 1.821E+001, 1.690E+002, 2.468E+002, 2.361E+002, 2.370E+002, 2.500E+002, 2.715E+002, 3.047E+002, 3.243E+002, 3.739E+002, 4.368E+002, 1.803E+001, 3.801E+001, 6.174E+001, 5.392E+001, 4.060E+001, 3.673E+001, 3.512E+001, 2.897E+001, 2.769E+001, 2.626E+001, 2.597E+001, 1.388E+002, 1.361E+002, 1.306E+002, 1.312E+002, 1.383E+002, 1.432E+002, 1.505E+002, 1.194E+002, 1.615E+002, 1.593E+002, 1.251E+002, 1.034E+002, 1.320E+002, 1.317E+002, 1.270E+002, 9.385E+001, 1.228E+002, 1.146E+002, 1.047E+002, 7.729E+001, 8.044E+001, 8.901E+001, 9.577E+001, 1.160E+002, 1.033E+002, 8.219E+001, 7.718E+001, 9.231E+001, 1.368E+002, 8.555E+001, 9.225E+001, 1.058E+002, 8.185E+001, 8.467E+001, 9.075E+001, 7.485E+001, 7.319E+001, 7.688E+001, 6.759E+001, 6.816E+001, 7.387E+001, 6.359E+001, 6.567E+001, 6.187E+001, 6.459E+001, 6.425E+001, 7.809E+001, 8.924E+001, 5.973E+001, 5.692E+001, 5.531E+001, 5.806E+001, 5.707E+001, 7.540E+001, 8.432E+001, 5.364E+001, 5.037E+001, 5.147E+001, 5.295E+001, 6.120E+001, 7.012E+001, 7.921E+001, 2.078E-001, 3.868E-004, 2.257E-021, 1.935E-001, 7.224E-003, 2.143E-005, 4.000E+000
 8.000E+001, 8.474E+001, 6.792E+001, 4.808E+001, 4.004E+001, 3.585E+001, 3.487E+001, 3.486E+001, 3.525E+001, 3.662E+001, 1.826E+001, 7.851E+001, 1.035E+002, 9.122E+001, 6.766E+001, 4.984E+001, 4.119E+001, 3.593E+001, 3.463E+001, 3.327E+001, 3.114E+001, 1.848E+001, 1.743E+002, 2.580E+002, 2.531E+002, 2.607E+002, 2.826E+002, 3.135E+002, 3.527E+002, 3.753E+002, 4.279E+002, 4.859E+002, 1.806E+001, 3.967E+001, 7.458E+001, 6.696E+001, 5.545E+001, 4.923E+001, 4.414E+001, 3.176E+001, 2.657E+001, 2.461E+001, 2.403E+001, 1.348E+002, 1.343E+002, 1.320E+002, 1.323E+002, 1.292E+002, 1.319E+002, 1.352E+002, 1.112E+002, 1.321E+002, 1.268E+002, 1.224E+002, 1.048E+002, 1.084E+002, 1.160E+002, 1.227E+002, 9.694E+001, 1.205E+002, 1.157E+002, 1.065E+002, 8.491E+001, 9.157E+001, 9.434E+001, 9.568E+001, 1.177E+002, 1.036E+002, 9.460E+001, 9.077E+001, 9.277E+001, 1.332E+002, 8.361E+001, 9.221E+001, 9.990E+001, 8.258E+001, 8.507E+001, 9.005E+001, 7.735E+001, 7.580E+001, 7.988E+001, 7.075E+001, 7.000E+001, 7.814E+001, 6.611E+001, 6.833E+001, 7.048E+001, 7.785E+001, 7.892E+001, 8.295E+001, 8.872E+001, 6.388E+001, 6.485E+001, 6.267E+001, 6.994E+001, 7.047E+001, 7.683E+001, 8.372E+001, 6.052E+001, 5.813E+001, 5.802E+001, 6.156E+001, 6.749E+001, 7.312E+001, 8.105E+001, 2.074E-001, 3.862E-004, 2.558E-014, 1.844E-001, 1.011E-002, 3.051E-005, 4.000E+000
