s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,
Time,TC_001,TC_002,TC_003,TC_004,TC_005,TC_006,TC_007,TC_008,TC_009,TC_010,TC_011,TC_012,TC_013,TC_014,TC_015,TC_016,TC_017,TC_018,TC_019,TC_020,TC_021,TC_022,TC_023,TC_024,TC_025,TC_026,TC_027,TC_028,TC_029,TC_030,TC_031,TC_032,TC_033,TC_034,TC_035,TC_036,TC_037,TC_038,TC_039,TC_040,TC_041,TC_042,TC_043,TC_044,TC_045,TC_046,TC_047,TC_048,TC_049,TC_050,TC_051,TC_052,TC_053,TC_054,TC_055,TC_056,TC_057,TC_058,TC_059,TC_060,TC_061,TC_062,TC_063,TC_064,TC_065,TC_066,TC_067,TC_068,TC_069,TC_070,TC_071,TC_072,TC_073,TC_074,TC_075,TC_076,TC_077,TC_078,TC_079,TC_080,TC_081,TC_082,TC_083,TC_084,TC_085,TC_086,TC_087,TC_088,TC_089,TC_090,TC_091,TC_092,TC_093,TC_094,TC_095,TC_096,TC_097,TC_098,TC_099,TC_100,TC_101,TC_102,TC_103,TC_104,O2_FLOOR,CO2_FLOOR,CO_FLOOR,O2_VENT,CO2_VENT,CO_VENT,Acts
 0.000E+000, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 2.078E-001, 3.868E-004, 0.000E+000, 2.078E-001, 3.868E-004, 0.000E+000, 0.000E+000
 1.001E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.802E+001, 1.803E+001, 1.811E+001, 1.829E+001, 1.800E+001, 1.805E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.802E+001, 1.802E+001, 1.802E+001, 1.800E+001, 1.805E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.802E+001, 1.802E+001, 1.802E+001, 1.800E+001, 1.802E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.800E+001, 1.801E+001, 1.802E+001, 1.802E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.802E+001, 1.801E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 2.078E-001, 3.868E-004, 2.268E-054, 2.078E-001, 3.868E-004, 7.386E-016, 0.000E+000
 2.002E+001, 4.604E+001, 4.758E+001, 5.094E+001, 5.446E+001, 5.826E+001, 6.236E+001, 6.443E+001, 6.858E+001, 7.318E+001, 1.800E+001, 1.958E+001, 2.136E+001, 2.037E+001, 1.978E+001, 1.851E+001, 1.828E+001, 1.831E+001, 1.834E+001, 1.840E+001, 1.847E+001, 1.800E+001, 1.966E+001, 2.115E+001, 1.918E+001, 1.818E+001, 1.821E+001, 1.825E+001, 1.829E+001, 1.832E+001, 1.838E+001, 1.845E+001, 1.800E+001, 1.834E+001, 1.806E+001, 1.806E+001, 1.806E+001, 1.806E+001, 1.806E+001, 1.805E+001, 1.805E+001, 1.805E+001, 1.805E+001, 3.601E+001, 3.709E+001, 3.974E+001, 4.067E+001, 3.859E+001, 3.605E+001, 3.382E+001, 1.840E+001, 1.971E+001, 1.953E+001, 1.831E+001, 2.029E+001, 2.382E+001, 2.420E+001, 1.973E+001, 2.010E+001, 2.425E+001, 2.438E+001, 1.985E+001, 1.828E+001, 1.994E+001, 1.968E+001, 1.837E+001, 2.162E+001, 2.159E+001, 1.919E+001, 1.932E+001, 1.897E+001, 2.191E+001, 1.800E+001, 1.801E+001, 1.808E+001, 1.801E+001, 1.807E+001, 1.814E+001, 1.801E+001, 1.808E+001, 1.824E+001, 1.800E+001, 1.801E+001, 1.808E+001, 1.800E+001, 1.802E+001, 1.803E+001, 1.808E+001, 1.814E+001, 1.813E+001, 1.808E+001, 1.800E+001, 1.800E+001, 1.802E+001, 1.801E+001, 1.808E+001, 1.807E+001, 1.802E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.800E+001, 2.078E-001, 3.868E-004, 5.139E-050, 2.033E-001, 3.024E-003, 8.262E-006, 0.000E+000
 3.000E+001, 1.024E+002, 1.052E+002, 1.128E+002, 1.215E+002, 1.314E+002, 1.439E+002, 1.507E+002, 1.659E+002, 1.826E+002, 1.800E+001, 2.614E+001, 4.093E+001, 3.647E+001, 3.031E+001, 2.274E+001, 1.969E+001, 1.946E+001, 1.958E+001, 1.985E+001, 2.017E+001, 1.800E+001, 2.528E+001, 3.388E+001, 2.548E+001, 1.903E+001, 1.906E+001, 1.922E+001, 1.944E+001, 1.957E+001, 1.982E+001, 2.011E+001, 1.800E+001, 2.003E+001, 2.199E+001, 2.064E+001, 1.836E+001, 1.826E+001, 1.826E+001, 1.825E+001, 1.825E+001, 1.824E+001, 1.826E+001, 7.978E+001, 8.493E+001, 9.411E+001, 9.715E+001, 9.307E+001, 8.313E+001, 7.585E+001, 3.007E+001, 3.213E+001, 3.190E+001, 2.919E+001, 3.926E+001, 4.946E+001, 4.952E+001, 3.964E+001, 3.487E+001, 4.684E+001, 4.817E+001, 3.850E+001, 2.896E+001, 3.276E+001, 3.215E+001, 2.936E+001, 4.458E+001, 4.271E+001, 3.086E+001, 3.045E+001, 3.057E+001, 4.633E+001, 1.802E+001, 1.948E+001, 2.423E+001, 1.816E+001, 2.130E+001, 2.858E+001, 1.815E+001, 2.207E+001, 2.888E+001, 1.804E+001, 1.914E+001, 2.389E+001, 1.803E+001, 1.808E+001, 2.002E+001, 2.285E+001, 2.381E+001, 2.345E+001, 2.261E+001, 1.801E+001, 1.802E+001, 1.850E+001, 1.935E+001, 1.962E+001, 1.931E+001, 1.904E+001, 1.803E+001, 1.801E+001, 1.803E+001, 1.802E+001, 1.821E+001, 1.806E+001, 1.802E+001, 2.078E-001, 3.868E-004, 3.143E-047, 1.969E-001, 6.725E-003, 1.986E-005, 0.000E+000
 4.001E+001, 1.435E+002, 1.457E+002, 1.539E+002, 1.657E+002, 1.796E+002, 1.956E+002, 2.047E+002, 2.257E+002, 2.517E+002, 1.800E+001, 3.786E+001, 6.951E+001, 6.037E+001, 4.916E+001, 3.439E+001, 2.478E+001, 2.270E+001, 2.258E+001, 2.298E+001, 2.357E+001, 1.800E+001, 3.601E+001, 5.227E+001, 4.012E+001, 2.829E+001, 2.333E+001, 2.150E+001, 2.206E+001, 2.235E+001, 2.291E+001, 2.344E+001, 1.800E+001, 2.491E+001, 3.434E+001, 2.652E+001, 1.893E+001, 1.875E+001, 1.873E+001, 1.870E+001, 1.869E+001, 1.868E+001, 1.871E+001, 1.261E+002, 1.351E+002, 1.493E+002, 1.523E+002, 1.513E+002, 1.365E+002, 1.235E+002, 4.804E+001, 5.385E+001, 5.177E+001, 4.781E+001, 6.821E+001, 7.670E+001, 7.272E+001, 6.204E+001, 6.383E+001, 7.808E+001, 7.656E+001, 6.342E+001, 4.792E+001, 5.002E+001, 4.858E+001, 4.680E+001, 7.663E+001, 6.648E+001, 5.164E+001, 4.622E+001, 4.871E+001, 6.839E+001, 2.719E+001, 3.661E+001, 4.610E+001, 2.837E+001, 3.845E+001, 4.982E+001, 3.114E+001, 4.121E+001, 5.105E+001, 2.825E+001, 3.357E+001, 4.048E+001, 2.339E+001, 2.948E+001, 3.483E+001, 3.861E+001, 3.530E+001, 3.696E+001, 3.768E+001, 2.121E+001, 2.380E+001, 2.923E+001, 3.105E+001, 2.959E+001, 2.994E+001, 3.184E+001, 1.846E+001, 2.103E+001, 2.258E+001, 2.381E+001, 2.454E+001, 2.373E+001, 2.521E+001, 2.078E-001, 3.868E-004, 6.980E-038, 1.918E-001, 9.709E-003, 2.920E-005, 0.000E+000
 5.001E+001, 1.764E+002, 1.792E+002, 1.919E+002, 2.093E+002, 2.298E+002, 2.545E+002, 2.703E+002, 3.025E+002, 3.404E+002, 1.801E+001, 4.919E+001, 6.660E+001, 6.025E+001, 4.677E+001, 3.947E+001, 2.977E+001, 2.755E+001, 2.726E+001, 2.763E+001, 2.832E+001, 1.801E+001, 4.803E+001, 6.726E+001, 5.681E+001, 4.332E+001, 3.270E+001, 2.641E+001, 2.665E+001, 2.691E+001, 2.746E+001, 2.819E+001, 1.800E+001, 3.003E+001, 4.103E+001, 3.172E+001, 2.024E+001, 1.957E+001, 1.952E+001, 1.945E+001, 1.943E+001, 1.941E+001, 1.948E+001, 1.040E+002, 1.210E+002, 1.588E+002, 1.783E+002, 1.766E+002, 1.521E+002, 1.123E+002, 6.407E+001, 6.522E+001, 6.407E+001, 6.143E+001, 6.800E+001, 7.511E+001, 7.411E+001, 7.214E+001, 5.943E+001, 9.537E+001, 8.854E+001, 6.661E+001, 5.551E+001, 5.998E+001, 6.046E+001, 5.736E+001, 7.093E+001, 6.513E+001, 5.989E+001, 5.619E+001, 6.449E+001, 7.578E+001, 4.617E+001, 5.535E+001, 6.006E+001, 4.704E+001, 5.482E+001, 6.237E+001, 5.164E+001, 5.343E+001, 5.363E+001, 4.254E+001, 4.463E+001, 4.880E+001, 3.811E+001, 3.968E+001, 4.271E+001, 4.573E+001, 4.405E+001, 4.767E+001, 5.352E+001, 3.353E+001, 3.571E+001, 3.780E+001, 3.798E+001, 3.835E+001, 4.304E+001, 4.793E+001, 2.856E+001, 3.126E+001, 3.248E+001, 3.224E+001, 3.420E+001, 3.858E+001, 4.104E+001, 2.078E-001, 3.868E-004, 4.296E-027, 1.891E-001, 1.133E-002, 3.429E-005, 0.000E+000
 6.001E+001, 2.431E+002, 2.492E+002, 2.687E+002, 2.926E+002, 3.214E+002, 3.544E+002, 3.749E+002, 4.166E+002, 4.666E+002, 1.803E+001, 6.305E+001, 5.905E+001, 5.346E+001, 4.139E+001, 3.385E+001, 3.202E+001, 3.187E+001, 3.199E+001, 3.255E+001, 3.336E+001, 1.803E+001, 6.339E+001, 6.680E+001, 5.947E+001, 4.617E+001, 3.321E+001, 3.237E+001, 3.274E+001, 3.311E+001, 3.377E+001, 3.462E+001, 1.801E+001, 3.607E+001, 4.741E+001, 3.777E+001, 2.718E+001, 2.525E+001, 2.444E+001, 2.322E+001, 2.252E+001, 2.137E+001, 2.098E+001, 1.057E+002, 1.342E+002, 1.992E+002, 2.342E+002, 2.465E+002, 2.200E+002, 1.553E+002, 5.885E+001, 6.674E+001, 6.807E+001, 6.160E+001, 5.447E+001, 7.452E+001, 7.031E+001, 6.396E+001, 5.744E+001, 1.221E+002, 1.054E+002, 6.032E+001, 6.510E+001, 6.962E+001, 7.055E+001, 6.277E+001, 5.883E+001, 7.378E+001, 7.030E+001, 6.413E+001, 7.146E+001, 6.387E+001, 5.191E+001, 5.328E+001, 5.586E+001, 5.369E+001, 5.189E+001, 5.258E+001, 5.169E+001, 4.628E+001, 4.485E+001, 4.598E+001, 4.174E+001, 4.974E+001, 4.099E+001, 4.330E+001, 4.980E+001, 5.274E+001, 4.965E+001, 5.169E+001, 5.868E+001, 3.932E+001, 4.187E+001, 4.202E+001, 4.441E+001, 4.331E+001, 4.708E+001, 5.257E+001, 3.562E+001, 3.690E+001, 3.822E+001, 3.920E+001, 4.055E+001, 4.429E+001, 4.859E+001, 2.078E-001, 3.868E-004, 1.591E-019, 1.797E-001, 1.680E-002, 5.143E-005, 0.000E+000
 7.000E+001, 2.797E+002, 2.809E+002, 2.947E+002, 3.143E+002, 3.386E+002, 3.702E+002, 3.903E+002, 4.313E+002, 4.824E+002, 1.808E+001, 8.163E+001, 6.114E+001, 5.585E+001, 4.542E+001, 3.730E+001, 3.741E+001, 3.755E+001, 3.767E+001, 3.825E+001, 3.923E+001, 1.807E+001, 7.946E+001, 7.387E+001, 6.354E+001, 4.468E+001, 3.746E+001, 3.775E+001, 3.810E+001, 3.848E+001, 3.928E+001, 4.035E+001, 1.802E+001, 4.329E+001, 5.917E+001, 4.764E+001, 3.299E+001, 3.006E+001, 2.952E+001, 2.874E+001, 2.814E+001, 2.745E+001, 2.663E+001, 1.251E+002, 1.557E+002, 2.392E+002, 2.790E+002, 3.014E+002, 2.715E+002, 1.888E+002, 6.468E+001, 7.533E+001, 7.633E+001, 6.528E+001, 6.513E+001, 9.203E+001, 7.989E+001, 6.527E+001, 6.979E+001, 1.540E+002, 1.390E+002, 7.183E+001, 7.928E+001, 8.396E+001, 9.058E+001, 8.047E+001, 7.457E+001, 9.603E+001, 8.843E+001, 8.529E+001, 9.094E+001, 6.783E+001, 4.809E+001, 5.316E+001, 5.776E+001, 4.976E+001, 4.856E+001, 5.245E+001, 4.662E+001, 4.600E+001, 5.174E+001, 4.508E+001, 4.790E+001, 5.998E+001, 4.543E+001, 5.119E+001, 6.045E+001, 6.389E+001, 5.936E+001, 6.247E+001, 6.752E+001, 4.582E+001, 5.031E+001, 5.118E+001, 5.322E+001, 5.214E+001, 5.309E+001, 5.628E+001, 4.347E+001, 4.460E+001, 4.363E+001, 4.560E+001, 4.643E+001, 4.826E+001, 5.112E+001, 2.078E-001, 3.868E-004, 4.887E-017, 1.782E-001, 1.766E-002, 5.412E-005, 0.000E+000
 8.000E+001, 2.467E+002, 2.458E+002, 2.538E+002, 2.699E+002, 2.906E+002, 3.161E+002, 3.334E+002, 3.687E+002, 4.108E+002, 1.818E+001, 9.376E+001, 7.099E+001, 6.443E+001, 5.426E+001, 4.151E+001, 4.046E+001, 4.052E+001, 4.059E+001, 4.108E+001, 4.192E+001, 1.817E+001, 8.588E+001, 7.388E+001, 6.471E+001, 4.589E+001, 4.023E+001, 4.051E+001, 4.059E+001, 4.095E+001, 4.146E+001, 4.251E+001, 1.806E+001, 4.715E+001, 6.384E+001, 5.176E+001, 3.427E+001, 2.996E+001, 2.917E+001, 2.875E+001, 2.865E+001, 2.814E+001, 2.742E+001, 1.234E+002, 1.478E+002, 2.199E+002, 2.558E+002, 2.718E+002, 2.520E+002, 1.981E+002, 6.552E+001, 7.533E+001, 7.865E+001, 7.142E+001, 7.151E+001, 9.484E+001, 8.714E+001, 7.291E+001, 8.879E+001, 1.541E+002, 1.463E+002, 8.579E+001, 8.458E+001, 9.341E+001, 1.031E+002, 9.196E+001, 8.170E+001, 1.071E+002, 9.370E+001, 9.033E+001, 1.038E+002, 7.860E+001, 5.217E+001, 5.577E+001, 5.947E+001, 5.007E+001, 5.421E+001, 5.970E+001, 5.164E+001, 5.761E+001, 6.967E+001, 5.267E+001, 6.048E+001, 6.928E+001, 5.311E+001, 5.939E+001, 6.672E+001, 7.234E+001, 6.634E+001, 6.921E+001, 7.918E+001, 5.410E+001, 5.746E+001, 6.151E+001, 6.210E+001, 5.708E+001, 5.935E+001, 6.674E+001, 5.081E+001, 5.387E+001, 5.473E+001, 5.294E+001, 5.193E+001, 5.363E+001, 5.827E+001, 2.078E-001, 3.868E-004, 4.681E-014, 1.803E-001, 1.630E-002, 4.986E-005, 1.000E+000
