s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,
Time,TC_001,TC_002,TC_003,TC_004,TC_005,TC_006,TC_007,TC_008,TC_009,TC_010,TC_011,TC_012,TC_013,TC_014,TC_015,TC_016,TC_017,TC_018,TC_019,TC_020,TC_021,TC_022,TC_023,TC_024,TC_025,TC_026,TC_027,TC_028,TC_029,TC_030,TC_031,TC_032,TC_033,TC_034,TC_035,TC_036,TC_037,TC_038,TC_039,TC_040,TC_041,TC_042,TC_043,TC_044,TC_045,TC_046,TC_047,TC_048,TC_049,TC_050,TC_051,TC_052,TC_053,TC_054,TC_055,TC_056,TC_057,TC_058,TC_059,TC_060,TC_061,TC_062,TC_063,TC_064,TC_065,TC_066,TC_067,TC_068,TC_069,TC_070,TC_071,TC_087,TC_088,TC_089,TC_090,TC_094,TC_095,TC_096,TC_097,O2_FLOOR,CO2_FLOOR,CO_FLOOR,O2_VENT,CO2_VENT,CO_VENT,Acts
 0.000E+000, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 2.078E-001, 3.868E-004, 0.000E+000, 2.078E-001, 3.868E-004, 0.000E+000, 0.000E+000
 1.003E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.802E+001, 1.802E+001, 1.802E+001, 1.802E+001, 1.803E+001, 1.800E+001, 1.816E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.802E+001, 1.802E+001, 1.802E+001, 1.800E+001, 1.806E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.806E+001, 1.819E+001, 1.830E+001, 1.858E+001, 1.895E+001, 1.800E+001, 1.804E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.802E+001, 1.802E+001, 1.801E+001, 1.801E+001, 1.802E+001, 1.802E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 2.078E-001, 3.868E-004, 4.353E-085, 2.078E-001, 3.868E-004, 1.024E-034, 0.000E+000
 2.002E+001, 2.089E+001, 1.897E+001, 1.820E+001, 1.824E+001, 1.829E+001, 1.835E+001, 1.838E+001, 1.845E+001, 1.853E+001, 1.800E+001, 2.109E+001, 1.997E+001, 1.868E+001, 1.826E+001, 1.827E+001, 1.828E+001, 1.829E+001, 1.831E+001, 1.834E+001, 1.839E+001, 1.800E+001, 2.367E+001, 4.968E+001, 5.183E+001, 5.648E+001, 6.123E+001, 6.599E+001, 7.070E+001, 7.305E+001, 7.779E+001, 8.262E+001, 1.800E+001, 1.855E+001, 1.808E+001, 1.807E+001, 1.806E+001, 1.805E+001, 1.804E+001, 1.803E+001, 1.803E+001, 1.803E+001, 1.804E+001, 2.253E+001, 2.252E+001, 2.216E+001, 2.226E+001, 2.367E+001, 2.351E+001, 2.376E+001, 2.209E+001, 2.800E+001, 2.825E+001, 2.209E+001, 2.259E+001, 2.854E+001, 2.856E+001, 2.148E+001, 1.968E+001, 2.056E+001, 2.105E+001, 1.969E+001, 1.811E+001, 1.818E+001, 1.817E+001, 1.820E+001, 2.494E+001, 2.047E+001, 1.805E+001, 1.802E+001, 1.815E+001, 2.419E+001, 1.802E+001, 1.812E+001, 1.811E+001, 1.802E+001, 1.800E+001, 1.802E+001, 1.802E+001, 1.800E+001, 2.078E-001, 3.868E-004, 4.603E-077, 2.062E-001, 1.344E-003, 2.998E-006, 0.000E+000
 3.000E+001, 4.149E+001, 2.790E+001, 1.902E+001, 1.908E+001, 1.928E+001, 1.952E+001, 1.965E+001, 1.995E+001, 2.029E+001, 1.800E+001, 3.081E+001, 2.795E+001, 2.144E+001, 1.915E+001, 1.918E+001, 1.921E+001, 1.927E+001, 1.932E+001, 1.947E+001, 1.967E+001, 1.800E+001, 3.907E+001, 1.029E+002, 1.053E+002, 1.122E+002, 1.204E+002, 1.301E+002, 1.415E+002, 1.479E+002, 1.627E+002, 1.808E+002, 1.800E+001, 2.040E+001, 2.076E+001, 1.934E+001, 1.825E+001, 1.820E+001, 1.816E+001, 1.814E+001, 1.814E+001, 1.815E+001, 1.819E+001, 4.522E+001, 4.603E+001, 4.929E+001, 5.006E+001, 4.753E+001, 4.507E+001, 4.496E+001, 3.926E+001, 5.863E+001, 5.952E+001, 4.155E+001, 4.139E+001, 5.908E+001, 6.045E+001, 3.919E+001, 3.445E+001, 3.715E+001, 3.560E+001, 3.455E+001, 2.637E+001, 2.826E+001, 2.987E+001, 2.723E+001, 4.822E+001, 3.677E+001, 2.681E+001, 3.248E+001, 2.698E+001, 4.770E+001, 2.022E+001, 2.154E+001, 2.274E+001, 2.046E+001, 1.813E+001, 1.831E+001, 1.885E+001, 1.802E+001, 2.078E-001, 3.868E-004, 2.480E-060, 2.026E-001, 3.398E-003, 9.434E-006, 0.000E+000
 4.001E+001, 4.803E+001, 3.443E+001, 2.128E+001, 2.143E+001, 2.193E+001, 2.250E+001, 2.276E+001, 2.345E+001, 2.422E+001, 1.800E+001, 4.828E+001, 4.729E+001, 3.087E+001, 2.104E+001, 2.107E+001, 2.122E+001, 2.144E+001, 2.158E+001, 2.195E+001, 2.235E+001, 1.800E+001, 7.256E+001, 1.699E+002, 1.711E+002, 1.819E+002, 1.974E+002, 2.163E+002, 2.396E+002, 2.528E+002, 2.840E+002, 3.177E+002, 1.800E+001, 2.450E+001, 2.708E+001, 2.046E+001, 1.848E+001, 1.841E+001, 1.838E+001, 1.837E+001, 1.837E+001, 1.842E+001, 1.852E+001, 7.030E+001, 6.947E+001, 7.058E+001, 6.986E+001, 7.024E+001, 6.888E+001, 6.956E+001, 5.982E+001, 9.034E+001, 9.333E+001, 6.189E+001, 6.486E+001, 9.420E+001, 1.015E+002, 6.161E+001, 5.413E+001, 5.547E+001, 5.406E+001, 5.741E+001, 4.211E+001, 4.905E+001, 4.774E+001, 4.472E+001, 7.657E+001, 5.894E+001, 4.331E+001, 5.025E+001, 4.403E+001, 8.048E+001, 3.419E+001, 4.076E+001, 4.003E+001, 3.482E+001, 2.773E+001, 3.146E+001, 3.180E+001, 2.580E+001, 2.078E-001, 3.868E-004, 2.121E-049, 2.010E-001, 4.352E-003, 1.242E-005, 0.000E+000
 5.001E+001, 6.481E+001, 4.460E+001, 2.645E+001, 2.666E+001, 2.729E+001, 2.809E+001, 2.851E+001, 2.953E+001, 3.069E+001, 1.801E+001, 7.140E+001, 6.410E+001, 3.989E+001, 2.478E+001, 2.466E+001, 2.485E+001, 2.519E+001, 2.543E+001, 2.586E+001, 2.631E+001, 1.802E+001, 1.374E+002, 2.213E+002, 2.171E+002, 2.250E+002, 2.434E+002, 2.663E+002, 2.977E+002, 3.156E+002, 3.550E+002, 4.007E+002, 1.800E+001, 2.997E+001, 3.628E+001, 2.369E+001, 1.891E+001, 1.880E+001, 1.879E+001, 1.882E+001, 1.886E+001, 1.895E+001, 1.903E+001, 1.063E+002, 1.055E+002, 1.045E+002, 1.031E+002, 1.015E+002, 1.013E+002, 1.027E+002, 8.107E+001, 1.237E+002, 1.429E+002, 8.667E+001, 8.078E+001, 1.336E+002, 1.551E+002, 8.616E+001, 7.401E+001, 8.332E+001, 7.295E+001, 7.916E+001, 5.782E+001, 7.056E+001, 6.629E+001, 5.792E+001, 9.989E+001, 7.786E+001, 6.074E+001, 6.993E+001, 5.609E+001, 1.168E+002, 4.724E+001, 5.887E+001, 5.662E+001, 4.742E+001, 4.006E+001, 4.696E+001, 4.496E+001, 3.950E+001, 2.078E-001, 3.868E-004, 3.918E-034, 1.974E-001, 6.476E-003, 1.908E-005, 0.000E+000
 6.001E+001, 9.075E+001, 5.666E+001, 3.220E+001, 3.253E+001, 3.329E+001, 3.426E+001, 3.487E+001, 3.618E+001, 3.773E+001, 1.805E+001, 9.123E+001, 8.079E+001, 5.031E+001, 2.940E+001, 2.898E+001, 2.903E+001, 2.932E+001, 2.954E+001, 2.996E+001, 3.041E+001, 1.808E+001, 2.262E+002, 2.863E+002, 2.777E+002, 2.789E+002, 2.943E+002, 3.176E+002, 3.478E+002, 3.665E+002, 4.070E+002, 4.579E+002, 1.801E+001, 3.616E+001, 4.586E+001, 2.834E+001, 1.963E+001, 1.950E+001, 1.944E+001, 1.935E+001, 1.929E+001, 1.931E+001, 1.939E+001, 1.350E+002, 1.347E+002, 1.400E+002, 1.421E+002, 1.462E+002, 1.439E+002, 1.374E+002, 9.805E+001, 1.598E+002, 1.875E+002, 1.122E+002, 1.023E+002, 1.708E+002, 1.888E+002, 1.065E+002, 9.319E+001, 1.122E+002, 8.546E+001, 9.188E+001, 7.431E+001, 9.332E+001, 7.104E+001, 7.018E+001, 1.280E+002, 9.899E+001, 8.306E+001, 9.127E+001, 6.408E+001, 1.367E+002, 6.382E+001, 7.712E+001, 6.399E+001, 5.445E+001, 5.671E+001, 6.460E+001, 5.503E+001, 4.758E+001, 2.078E-001, 3.868E-004, 9.807E-027, 1.927E-001, 9.120E-003, 2.736E-005, 2.000E+000
 7.000E+001, 1.060E+002, 7.618E+001, 3.598E+001, 3.365E+001, 3.445E+001, 3.495E+001, 3.567E+001, 3.698E+001, 3.917E+001, 1.813E+001, 8.302E+001, 7.612E+001, 4.977E+001, 3.009E+001, 2.871E+001, 2.861E+001, 2.900E+001, 2.933E+001, 2.996E+001, 3.085E+001, 1.824E+001, 2.398E+002, 2.746E+002, 2.724E+002, 2.826E+002, 3.062E+002, 3.387E+002, 3.796E+002, 4.056E+002, 4.609E+002, 5.242E+002, 1.803E+001, 3.762E+001, 4.710E+001, 3.107E+001, 2.071E+001, 2.015E+001, 1.952E+001, 1.916E+001, 1.915E+001, 1.925E+001, 1.936E+001, 1.432E+002, 1.439E+002, 1.508E+002, 1.503E+002, 1.417E+002, 1.395E+002, 1.335E+002, 9.921E+001, 1.517E+002, 1.391E+002, 1.112E+002, 1.035E+002, 1.418E+002, 1.353E+002, 1.040E+002, 9.004E+001, 1.094E+002, 9.912E+001, 8.072E+001, 7.053E+001, 9.544E+001, 8.545E+001, 6.350E+001, 1.225E+002, 9.548E+001, 8.176E+001, 9.843E+001, 6.672E+001, 1.144E+002, 6.641E+001, 7.955E+001, 6.731E+001, 5.498E+001, 6.398E+001, 6.557E+001, 5.664E+001, 4.835E+001, 2.078E-001, 3.868E-004, 4.195E-024, 1.884E-001, 9.748E-003, 2.934E-005, 3.000E+000
 8.001E+001, 8.403E+001, 6.062E+001, 3.643E+001, 2.942E+001, 3.040E+001, 3.131E+001, 3.178E+001, 3.319E+001, 3.500E+001, 1.830E+001, 7.516E+001, 8.053E+001, 6.052E+001, 3.653E+001, 2.828E+001, 2.623E+001, 2.649E+001, 2.665E+001, 2.708E+001, 2.748E+001, 1.859E+001, 2.185E+002, 2.323E+002, 2.243E+002, 2.236E+002, 2.360E+002, 2.570E+002, 2.860E+002, 3.039E+002, 3.472E+002, 3.938E+002, 1.806E+001, 3.752E+001, 4.645E+001, 2.991E+001, 2.118E+001, 2.049E+001, 1.920E+001, 1.886E+001, 1.888E+001, 1.900E+001, 1.908E+001, 1.309E+002, 1.308E+002, 1.324E+002, 1.328E+002, 1.296E+002, 1.308E+002, 1.296E+002, 9.585E+001, 1.228E+002, 1.254E+002, 9.713E+001, 1.106E+002, 1.202E+002, 1.020E+002, 9.247E+001, 9.045E+001, 1.031E+002, 1.075E+002, 8.159E+001, 7.047E+001, 9.249E+001, 8.620E+001, 6.787E+001, 1.255E+002, 9.285E+001, 7.680E+001, 9.194E+001, 7.866E+001, 1.095E+002, 6.004E+001, 7.363E+001, 6.715E+001, 6.242E+001, 5.512E+001, 5.881E+001, 5.416E+001, 5.260E+001, 2.073E-001, 3.860E-004, 1.173E-016, 1.844E-001, 9.808E-003, 2.956E-005, 4.000E+000
