s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,
 4.100E+002, 3.495E+001, 2.523E+001, 2.058E+001, 2.006E+001, 1.988E+001, 1.981E+001, 1.982E+001, 1.979E+001, 1.983E+001, 2.372E+001, 4.012E+001, 3.883E+001, 2.971E+001, 2.084E+001, 1.943E+001, 1.918E+001, 1.905E+001, 1.901E+001, 1.902E+001, 1.909E+001, 2.357E+001, 4.175E+001, 4.468E+001, 3.188E+001, 2.037E+001, 1.961E+001, 1.903E+001, 1.882E+001, 1.880E+001, 1.881E+001, 1.887E+001, 4.955E+001, 1.445E+002, 1.497E+002, 1.308E+002, 1.227E+002, 1.259E+002, 1.333E+002, 1.442E+002, 1.529E+002, 1.680E+002, 1.848E+002, 5.353E+001, 5.292E+001, 5.459E+001, 5.599E+001, 5.860E+001, 6.037E+001, 6.331E+001, 6.935E+001, 6.469E+001, 4.812E+001, 4.338E+001, 9.187E+001, 7.075E+001, 4.844E+001, 4.383E+001, 1.088E+002, 8.000E+001, 5.414E+001, 4.471E+001, 6.832E+001, 8.599E+001, 1.068E+002, 6.289E+001, 4.878E+001, 4.801E+001, 6.208E+001, 7.542E+001, 7.389E+001, 6.289E+001, 8.225E+001, 7.937E+001, 6.341E+001, 5.827E+001, 1.103E+002, 6.179E+001, 8.259E+001, 8.545E+001, 9.857E+001, 9.432E+001, 6.798E+001, 5.319E+001, 6.094E+001, 6.505E+001, 7.528E+001, 8.455E+001, 9.086E+001, 6.494E+001, 5.149E+001, 5.004E+001, 5.552E+001, 6.357E+001, 6.423E+001, 7.162E+001, 6.771E+001, 5.027E+001, 2.078E-001, 3.868E-004, 1.586E-011, 2.001E-001, 3.109E-003, 8.545E-006, 6.000E+000
 4.200E+002, 3.837E+001, 3.079E+001, 2.221E+001, 1.990E+001, 1.974E+001, 1.966E+001, 1.966E+001, 1.969E+001, 1.975E+001, 2.383E+001, 4.058E+001, 4.314E+001, 3.169E+001, 2.042E+001, 1.934E+001, 1.903E+001, 1.898E+001, 1.894E+001, 1.895E+001, 1.899E+001, 2.367E+001, 4.049E+001, 4.454E+001, 3.314E+001, 2.040E+001, 1.934E+001, 1.885E+001, 1.872E+001, 1.872E+001, 1.875E+001, 1.881E+001, 4.971E+001, 1.493E+002, 1.608E+002, 1.422E+002, 1.277E+002, 1.309E+002, 1.373E+002, 1.441E+002, 1.494E+002, 1.543E+002, 1.567E+002, 5.714E+001, 5.702E+001, 5.720E+001, 5.754E+001, 5.866E+001, 5.991E+001, 6.147E+001, 6.842E+001, 6.157E+001, 5.086E+001, 4.454E+001, 8.413E+001, 7.319E+001, 5.699E+001, 4.861E+001, 9.256E+001, 9.494E+001, 6.874E+001, 5.240E+001, 6.543E+001, 8.186E+001, 1.087E+002, 7.978E+001, 5.942E+001, 5.072E+001, 5.600E+001, 6.357E+001, 6.320E+001, 5.831E+001, 6.774E+001, 6.786E+001, 6.469E+001, 5.853E+001, 9.379E+001, 6.777E+001, 9.352E+001, 1.110E+002, 1.193E+002, 1.026E+002, 6.948E+001, 5.523E+001, 6.500E+001, 7.818E+001, 9.404E+001, 9.672E+001, 8.248E+001, 6.936E+001, 5.681E+001, 5.530E+001, 6.115E+001, 7.051E+001, 6.965E+001, 6.754E+001, 6.006E+001, 5.071E+001, 2.078E-001, 3.868E-004, 4.558E-016, 1.985E-001, 3.723E-003, 1.047E-005, 6.000E+000
 4.300E+002, 3.826E+001, 2.596E+001, 2.110E+001, 1.980E+001, 1.971E+001, 1.964E+001, 1.965E+001, 1.966E+001, 1.971E+001, 2.393E+001, 4.100E+001, 4.571E+001, 3.385E+001, 2.070E+001, 1.941E+001, 1.907E+001, 1.898E+001, 1.894E+001, 1.894E+001, 1.896E+001, 2.377E+001, 4.025E+001, 4.454E+001, 3.388E+001, 2.080E+001, 1.923E+001, 1.880E+001, 1.870E+001, 1.869E+001, 1.872E+001, 1.880E+001, 4.983E+001, 1.499E+002, 1.511E+002, 1.332E+002, 1.182E+002, 1.171E+002, 1.251E+002, 1.354E+002, 1.429E+002, 1.645E+002, 1.902E+002, 6.148E+001, 6.170E+001, 6.186E+001, 6.194E+001, 6.196E+001, 6.234E+001, 6.385E+001, 5.921E+001, 6.017E+001, 5.593E+001, 4.875E+001, 7.584E+001, 7.507E+001, 6.203E+001, 5.424E+001, 8.868E+001, 9.232E+001, 7.389E+001, 5.764E+001, 6.413E+001, 7.986E+001, 1.080E+002, 8.069E+001, 6.443E+001, 5.243E+001, 5.198E+001, 6.054E+001, 5.797E+001, 6.178E+001, 7.250E+001, 6.398E+001, 6.644E+001, 5.422E+001, 9.501E+001, 7.415E+001, 9.518E+001, 1.253E+002, 1.245E+002, 9.998E+001, 6.954E+001, 5.533E+001, 6.218E+001, 8.052E+001, 9.639E+001, 9.885E+001, 8.758E+001, 7.221E+001, 6.164E+001, 5.557E+001, 5.711E+001, 7.212E+001, 7.253E+001, 7.222E+001, 6.138E+001, 5.569E+001, 2.078E-001, 3.868E-004, 4.651E-012, 1.972E-001, 4.172E-003, 1.188E-005, 6.000E+000
 4.400E+002, 4.548E+001, 3.397E+001, 2.059E+001, 1.981E+001, 1.968E+001, 1.958E+001, 1.957E+001, 1.956E+001, 1.956E+001, 2.402E+001, 4.192E+001, 4.840E+001, 3.462E+001, 2.019E+001, 1.944E+001, 1.908E+001, 1.895E+001, 1.893E+001, 1.893E+001, 1.896E+001, 2.387E+001, 4.043E+001, 4.648E+001, 3.625E+001, 2.090E+001, 1.921E+001, 1.876E+001, 1.869E+001, 1.867E+001, 1.870E+001, 1.873E+001, 4.994E+001, 1.436E+002, 1.384E+002, 1.196E+002, 1.052E+002, 1.049E+002, 1.073E+002, 1.153E+002, 1.204E+002, 1.314E+002, 1.498E+002, 6.542E+001, 6.458E+001, 6.465E+001, 6.472E+001, 6.566E+001, 6.677E+001, 6.807E+001, 6.109E+001, 5.774E+001, 6.006E+001, 5.355E+001, 7.612E+001, 7.677E+001, 6.677E+001, 5.498E+001, 8.439E+001, 8.367E+001, 6.445E+001, 5.412E+001, 6.198E+001, 7.749E+001, 9.644E+001, 7.226E+001, 5.906E+001, 5.917E+001, 5.731E+001, 5.713E+001, 6.131E+001, 6.277E+001, 7.229E+001, 6.124E+001, 6.579E+001, 6.340E+001, 9.048E+001, 6.911E+001, 8.954E+001, 1.303E+002, 9.927E+001, 8.712E+001, 6.678E+001, 5.402E+001, 6.859E+001, 8.198E+001, 9.965E+001, 8.501E+001, 7.521E+001, 6.498E+001, 5.551E+001, 5.794E+001, 6.705E+001, 7.250E+001, 6.941E+001, 6.463E+001, 5.670E+001, 5.080E+001, 2.075E-001, 3.876E-004, 4.165E-009, 1.962E-001, 4.516E-003, 1.296E-005, 6.000E+000
 4.500E+002, 4.267E+001, 3.189E+001, 2.034E+001, 1.973E+001, 1.961E+001, 1.954E+001, 1.951E+001, 1.948E+001, 1.947E+001, 2.411E+001, 4.068E+001, 4.483E+001, 3.440E+001, 1.998E+001, 1.929E+001, 1.904E+001, 1.892E+001, 1.893E+001, 1.892E+001, 1.900E+001, 2.395E+001, 3.976E+001, 4.380E+001, 3.455E+001, 2.072E+001, 1.897E+001, 1.869E+001, 1.864E+001, 1.862E+001, 1.865E+001, 1.870E+001, 5.004E+001, 1.292E+002, 1.088E+002, 9.514E+001, 8.045E+001, 8.032E+001, 8.489E+001, 9.433E+001, 1.005E+002, 1.160E+002, 1.354E+002, 5.786E+001, 5.866E+001, 5.749E+001, 5.737E+001, 5.891E+001, 5.986E+001, 5.969E+001, 5.577E+001, 5.380E+001, 5.367E+001, 4.833E+001, 6.978E+001, 6.807E+001, 5.814E+001, 4.957E+001, 6.740E+001, 6.558E+001, 5.498E+001, 4.886E+001, 5.483E+001, 6.767E+001, 7.493E+001, 6.016E+001, 5.249E+001, 5.179E+001, 5.424E+001, 6.240E+001, 6.171E+001, 7.131E+001, 7.834E+001, 5.842E+001, 7.348E+001, 7.390E+001, 8.983E+001, 7.619E+001, 1.020E+002, 9.544E+001, 7.417E+001, 7.112E+001, 5.790E+001, 5.003E+001, 6.175E+001, 7.310E+001, 7.701E+001, 7.134E+001, 6.448E+001, 5.890E+001, 5.006E+001, 5.552E+001, 5.954E+001, 6.523E+001, 5.999E+001, 5.483E+001, 5.225E+001, 4.825E+001, 2.069E-001, 3.868E-004, 4.929E-009, 1.981E-001, 3.915E-003, 1.107E-005, 6.000E+000
 4.600E+002, 4.359E+001, 3.175E+001, 2.033E+001, 1.977E+001, 1.964E+001, 1.957E+001, 1.953E+001, 1.951E+001, 1.955E+001, 2.419E+001, 4.030E+001, 4.323E+001, 3.402E+001, 2.004E+001, 1.929E+001, 1.908E+001, 1.896E+001, 1.898E+001, 1.897E+001, 1.900E+001, 2.404E+001, 4.063E+001, 4.744E+001, 3.513E+001, 2.062E+001, 1.888E+001, 1.872E+001, 1.870E+001, 1.871E+001, 1.872E+001, 1.877E+001, 5.014E+001, 1.416E+002, 1.575E+002, 1.433E+002, 1.361E+002, 1.435E+002, 1.610E+002, 1.876E+002, 2.051E+002, 2.438E+002, 2.834E+002, 5.877E+001, 5.876E+001, 5.692E+001, 5.638E+001, 5.602E+001, 5.675E+001, 5.696E+001, 6.267E+001, 6.222E+001, 5.316E+001, 4.697E+001, 8.224E+001, 7.010E+001, 5.890E+001, 4.643E+001, 7.838E+001, 7.788E+001, 4.848E+001, 4.205E+001, 6.374E+001, 7.831E+001, 8.853E+001, 5.987E+001, 4.292E+001, 5.132E+001, 6.160E+001, 6.458E+001, 6.550E+001, 7.522E+001, 8.608E+001, 6.783E+001, 6.806E+001, 7.217E+001, 1.045E+002, 6.286E+001, 8.070E+001, 1.021E+002, 8.545E+001, 7.862E+001, 6.069E+001, 5.231E+001, 5.045E+001, 6.079E+001, 8.057E+001, 8.722E+001, 7.943E+001, 6.316E+001, 4.950E+001, 4.395E+001, 5.180E+001, 6.727E+001, 6.684E+001, 6.363E+001, 5.597E+001, 5.142E+001, 2.069E-001, 3.872E-004, 6.161E-009, 1.959E-001, 4.976E-003, 1.440E-005, 6.000E+000
 4.700E+002, 4.887E+001, 3.718E+001, 2.227E+001, 1.997E+001, 1.977E+001, 1.975E+001, 1.975E+001, 1.973E+001, 1.975E+001, 2.426E+001, 3.951E+001, 4.146E+001, 3.297E+001, 2.164E+001, 1.994E+001, 1.912E+001, 1.907E+001, 1.911E+001, 1.918E+001, 1.919E+001, 2.411E+001, 4.134E+001, 5.020E+001, 3.844E+001, 2.093E+001, 1.909E+001, 1.899E+001, 1.899E+001, 1.896E+001, 1.887E+001, 1.888E+001, 5.024E+001, 1.496E+002, 1.585E+002, 1.369E+002, 1.214E+002, 1.217E+002, 1.271E+002, 1.357E+002, 1.429E+002, 1.571E+002, 1.722E+002, 6.299E+001, 6.227E+001, 6.171E+001, 6.162E+001, 6.308E+001, 6.434E+001, 6.518E+001, 6.308E+001, 6.472E+001, 5.730E+001, 4.841E+001, 7.855E+001, 7.503E+001, 5.205E+001, 3.383E+001, 8.409E+001, 8.061E+001, 5.022E+001, 3.507E+001, 6.333E+001, 8.126E+001, 1.008E+002, 6.522E+001, 4.432E+001, 5.573E+001, 6.179E+001, 6.434E+001, 6.174E+001, 7.187E+001, 7.730E+001, 6.446E+001, 6.698E+001, 6.476E+001, 9.786E+001, 6.169E+001, 7.918E+001, 1.178E+002, 1.015E+002, 7.991E+001, 6.487E+001, 5.570E+001, 5.690E+001, 7.437E+001, 9.569E+001, 1.004E+002, 8.001E+001, 6.644E+001, 5.840E+001, 4.870E+001, 6.348E+001, 7.172E+001, 7.592E+001, 7.339E+001, 6.171E+001, 5.439E+001, 2.069E-001, 3.878E-004, 7.874E-009, 1.973E-001, 4.385E-003, 1.255E-005, 6.000E+000
 4.800E+002, 3.933E+001, 3.032E+001, 2.160E+001, 2.011E+001, 1.986E+001, 1.985E+001, 1.982E+001, 1.973E+001, 1.985E+001, 2.433E+001, 3.738E+001, 3.061E+001, 2.438E+001, 2.074E+001, 1.964E+001, 1.924E+001, 1.920E+001, 1.921E+001, 1.918E+001, 1.914E+001, 2.419E+001, 4.056E+001, 4.746E+001, 4.009E+001, 2.245E+001, 1.929E+001, 1.917E+001, 1.912E+001, 1.905E+001, 1.898E+001, 1.906E+001, 5.033E+001, 1.412E+002, 1.300E+002, 1.082E+002, 8.376E+001, 7.320E+001, 6.904E+001, 7.223E+001, 7.559E+001, 8.904E+001, 1.089E+002, 5.091E+001, 5.142E+001, 5.261E+001, 5.315E+001, 5.518E+001, 5.611E+001, 5.772E+001, 6.811E+001, 5.852E+001, 4.719E+001, 3.537E+001, 8.358E+001, 6.378E+001, 4.800E+001, 4.038E+001, 7.795E+001, 7.614E+001, 5.727E+001, 4.262E+001, 6.456E+001, 7.253E+001, 8.971E+001, 6.718E+001, 5.181E+001, 3.855E+001, 5.202E+001, 6.283E+001, 6.348E+001, 6.107E+001, 6.969E+001, 6.343E+001, 5.952E+001, 5.480E+001, 8.633E+001, 6.763E+001, 8.199E+001, 1.187E+002, 1.203E+002, 8.583E+001, 6.890E+001, 5.640E+001, 5.966E+001, 7.692E+001, 9.685E+001, 1.054E+002, 8.989E+001, 7.210E+001, 5.893E+001, 5.598E+001, 6.448E+001, 6.959E+001, 7.759E+001, 7.654E+001, 6.380E+001, 5.580E+001, 2.074E-001, 3.884E-004, 7.067E-009, 2.021E-001, 2.463E-003, 6.517E-006, 6.000E+000
 4.900E+002, 4.112E+001, 2.756E+001, 2.079E+001, 2.039E+001, 2.016E+001, 2.009E+001, 2.012E+001, 2.020E+001, 2.032E+001, 2.440E+001, 3.936E+001, 3.679E+001, 2.716E+001, 2.009E+001, 1.953E+001, 1.930E+001, 1.929E+001, 1.929E+001, 1.929E+001, 1.923E+001, 2.425E+001, 4.127E+001, 4.676E+001, 3.624E+001, 2.214E+001, 1.942E+001, 1.921E+001, 1.913E+001, 1.909E+001, 1.910E+001, 1.922E+001, 5.041E+001, 1.338E+002, 1.275E+002, 1.163E+002, 1.085E+002, 1.084E+002, 1.146E+002, 1.210E+002, 1.241E+002, 1.351E+002, 1.512E+002, 5.528E+001, 5.486E+001, 5.593E+001, 5.644E+001, 5.901E+001, 5.988E+001, 6.227E+001, 6.169E+001, 5.978E+001, 5.156E+001, 4.112E+001, 7.556E+001, 7.217E+001, 5.808E+001, 4.927E+001, 8.332E+001, 9.024E+001, 6.939E+001, 5.804E+001, 6.365E+001, 7.686E+001, 9.981E+001, 7.662E+001, 6.284E+001, 4.550E+001, 4.993E+001, 5.607E+001, 5.741E+001, 6.052E+001, 6.272E+001, 5.664E+001, 6.587E+001, 5.358E+001, 8.038E+001, 7.019E+001, 7.849E+001, 9.633E+001, 9.321E+001, 9.009E+001, 7.184E+001, 6.098E+001, 6.363E+001, 7.273E+001, 8.205E+001, 8.507E+001, 7.617E+001, 6.312E+001, 5.661E+001, 5.796E+001, 6.049E+001, 5.952E+001, 6.174E+001, 6.497E+001, 5.814E+001, 5.224E+001, 2.077E-001, 3.923E-004, 1.757E-008, 1.985E-001, 3.958E-003, 1.121E-005, 6.000E+000
 5.000E+002, 4.054E+001, 2.652E+001, 2.106E+001, 2.087E+001, 2.068E+001, 2.046E+001, 2.040E+001, 2.037E+001, 2.039E+001, 2.446E+001, 4.114E+001, 4.345E+001, 2.920E+001, 2.008E+001, 1.960E+001, 1.938E+001, 1.934E+001, 1.935E+001, 1.935E+001, 1.936E+001, 2.432E+001, 4.040E+001, 3.944E+001, 2.856E+001, 2.095E+001, 1.956E+001, 1.918E+001, 1.899E+001, 1.896E+001, 1.909E+001, 1.937E+001, 5.049E+001, 1.302E+002, 1.134E+002, 9.452E+001, 8.174E+001, 8.053E+001, 8.496E+001, 9.143E+001, 9.677E+001, 1.046E+002, 1.118E+002, 5.915E+001, 5.881E+001, 5.854E+001, 5.834E+001, 5.836E+001, 5.940E+001, 6.202E+001, 7.158E+001, 6.074E+001, 5.271E+001, 4.656E+001, 8.777E+001, 7.965E+001, 6.445E+001, 5.440E+001, 9.485E+001, 9.870E+001, 7.269E+001, 5.937E+001, 6.983E+001, 8.734E+001, 1.228E+002, 8.084E+001, 6.513E+001, 4.999E+001, 5.690E+001, 6.347E+001, 6.851E+001, 5.644E+001, 6.883E+001, 6.529E+001, 5.718E+001, 4.357E+001, 7.567E+001, 5.508E+001, 6.600E+001, 8.420E+001, 9.693E+001, 9.659E+001, 7.276E+001, 6.160E+001, 5.541E+001, 6.807E+001, 7.669E+001, 9.023E+001, 7.986E+001, 6.203E+001, 5.470E+001, 5.268E+001, 5.750E+001, 6.075E+001, 7.124E+001, 6.501E+001, 5.459E+001, 4.993E+001, 2.077E-001, 3.890E-004, 7.540E-009, 2.000E-001, 3.358E-003, 9.323E-006, 6.000E+000
 5.100E+002, 5.316E+001, 3.600E+001, 2.162E+001, 2.051E+001, 2.027E+001, 2.012E+001, 2.004E+001, 1.999E+001, 2.009E+001, 2.451E+001, 4.311E+001, 4.794E+001, 3.545E+001, 2.018E+001, 1.944E+001, 1.924E+001, 1.919E+001, 1.922E+001, 1.934E+001, 1.949E+001, 2.438E+001, 4.275E+001, 4.871E+001, 3.378E+001, 2.023E+001, 1.941E+001, 1.918E+001, 1.919E+001, 1.934E+001, 1.951E+001, 1.954E+001, 5.056E+001, 1.345E+002, 1.287E+002, 1.092E+002, 8.584E+001, 8.013E+001, 7.961E+001, 8.373E+001, 8.814E+001, 9.868E+001, 1.178E+002, 7.273E+001, 7.247E+001, 7.491E+001, 7.464E+001, 7.232E+001, 7.231E+001, 7.538E+001, 7.783E+001, 7.141E+001, 6.463E+001, 5.020E+001, 8.864E+001, 9.144E+001, 6.916E+001, 5.317E+001, 9.395E+001, 1.015E+002, 6.878E+001, 5.622E+001, 7.408E+001, 9.218E+001, 1.301E+002, 7.769E+001, 6.112E+001, 5.741E+001, 5.287E+001, 5.647E+001, 6.679E+001, 4.951E+001, 6.242E+001, 5.422E+001, 5.404E+001, 4.785E+001, 8.201E+001, 5.840E+001, 7.191E+001, 9.835E+001, 9.127E+001, 9.083E+001, 6.455E+001, 5.037E+001, 6.157E+001, 7.576E+001, 8.313E+001, 8.024E+001, 7.470E+001, 6.089E+001, 4.917E+001, 5.601E+001, 6.247E+001, 7.022E+001, 6.893E+001, 6.393E+001, 5.479E+001, 4.655E+001, 2.078E-001, 3.868E-004, 1.199E-011, 1.956E-001, 5.173E-003, 1.502E-005, 6.000E+000
 5.200E+002, 5.170E+001, 4.080E+001, 2.263E+001, 2.039E+001, 2.029E+001, 2.029E+001, 2.027E+001, 2.019E+001, 2.034E+001, 2.455E+001, 4.581E+001, 5.319E+001, 3.799E+001, 2.108E+001, 1.965E+001, 1.949E+001, 1.941E+001, 1.936E+001, 1.937E+001, 1.946E+001, 2.443E+001, 4.225E+001, 4.842E+001, 4.002E+001, 2.408E+001, 1.976E+001, 1.944E+001, 1.927E+001, 1.932E+001, 1.940E+001, 1.933E+001, 5.062E+001, 1.390E+002, 1.300E+002, 1.050E+002, 7.144E+001, 5.908E+001, 5.099E+001, 5.114E+001, 5.235E+001, 5.693E+001, 6.485E+001, 7.031E+001, 6.907E+001, 6.730E+001, 6.664E+001, 6.672E+001, 6.707E+001, 6.775E+001, 6.278E+001, 6.025E+001, 6.091E+001, 5.611E+001, 7.976E+001, 7.908E+001, 7.360E+001, 5.973E+001, 9.210E+001, 1.021E+002, 7.558E+001, 6.082E+001, 6.498E+001, 7.845E+001, 1.206E+002, 8.385E+001, 6.765E+001, 6.054E+001, 5.347E+001, 5.773E+001, 6.167E+001, 5.408E+001, 6.939E+001, 6.705E+001, 6.659E+001, 5.621E+001, 9.318E+001, 7.110E+001, 8.695E+001, 9.115E+001, 7.559E+001, 8.655E+001, 6.441E+001, 5.340E+001, 7.223E+001, 7.506E+001, 7.327E+001, 7.500E+001, 6.012E+001, 5.239E+001, 4.964E+001, 6.271E+001, 6.071E+001, 5.664E+001, 6.068E+001, 5.052E+001, 4.588E+001, 4.185E+001, 2.078E-001, 3.869E-004, 2.620E-010, 1.972E-001, 4.423E-003, 1.267E-005, 6.000E+000
 5.300E+002, 4.628E+001, 3.330E+001, 2.142E+001, 2.034E+001, 2.033E+001, 2.028E+001, 2.024E+001, 2.019E+001, 2.020E+001, 2.459E+001, 4.525E+001, 5.143E+001, 3.852E+001, 2.160E+001, 1.979E+001, 1.955E+001, 1.935E+001, 1.930E+001, 1.927E+001, 1.930E+001, 2.449E+001, 4.360E+001, 5.085E+001, 4.040E+001, 2.396E+001, 1.964E+001, 1.926E+001, 1.908E+001, 1.913E+001, 1.911E+001, 1.902E+001, 5.066E+001, 1.432E+002, 1.363E+002, 1.129E+002, 9.162E+001, 8.348E+001, 8.014E+001, 8.111E+001, 8.192E+001, 9.253E+001, 1.071E+002, 6.795E+001, 6.709E+001, 6.586E+001, 6.628E+001, 6.689E+001, 6.725E+001, 6.810E+001, 6.622E+001, 6.603E+001, 5.957E+001, 5.452E+001, 8.823E+001, 8.523E+001, 6.904E+001, 6.025E+001, 9.840E+001, 9.494E+001, 7.205E+001, 6.256E+001, 6.842E+001, 8.526E+001, 1.170E+002, 7.949E+001, 6.698E+001, 5.912E+001, 5.436E+001, 6.123E+001, 6.608E+001, 5.763E+001, 7.354E+001, 7.288E+001, 6.847E+001, 5.611E+001, 9.871E+001, 6.711E+001, 8.500E+001, 9.578E+001, 8.415E+001, 7.367E+001, 5.776E+001, 5.390E+001, 6.764E+001, 7.849E+001, 8.393E+001, 8.385E+001, 6.137E+001, 4.804E+001, 4.507E+001, 5.983E+001, 6.350E+001, 6.734E+001, 6.617E+001, 5.092E+001, 4.812E+001, 4.195E+001, 2.078E-001, 3.868E-004, 2.545E-014, 1.975E-001, 4.303E-003, 1.229E-005, 6.000E+000
 5.400E+002, 4.329E+001, 3.040E+001, 2.110E+001, 2.036E+001, 2.018E+001, 2.008E+001, 2.001E+001, 2.000E+001, 2.001E+001, 2.464E+001, 4.417E+001, 4.706E+001, 3.629E+001, 2.182E+001, 1.957E+001, 1.938E+001, 1.917E+001, 1.915E+001, 1.916E+001, 1.920E+001, 2.454E+001, 4.326E+001, 4.747E+001, 3.917E+001, 2.413E+001, 1.918E+001, 1.896E+001, 1.891E+001, 1.892E+001, 1.892E+001, 1.894E+001, 5.069E+001, 1.457E+002, 1.427E+002, 1.148E+002, 8.716E+001, 7.962E+001, 8.319E+001, 8.869E+001, 9.256E+001, 1.003E+002, 1.120E+002, 6.374E+001, 6.307E+001, 6.255E+001, 6.266E+001, 6.308E+001, 6.388E+001, 6.674E+001, 6.818E+001, 6.247E+001, 5.599E+001, 5.093E+001, 8.183E+001, 7.671E+001, 6.467E+001, 5.176E+001, 9.948E+001, 9.429E+001, 6.406E+001, 5.404E+001, 6.732E+001, 8.255E+001, 1.211E+002, 7.369E+001, 5.735E+001, 5.403E+001, 6.155E+001, 6.533E+001, 6.794E+001, 6.212E+001, 7.785E+001, 7.453E+001, 6.661E+001, 5.263E+001, 9.384E+001, 6.462E+001, 7.900E+001, 9.646E+001, 1.031E+002, 9.494E+001, 6.855E+001, 5.270E+001, 6.356E+001, 7.554E+001, 8.283E+001, 9.492E+001, 7.777E+001, 5.842E+001, 4.887E+001, 6.033E+001, 6.678E+001, 6.547E+001, 7.113E+001, 6.582E+001, 5.589E+001, 4.446E+001, 2.078E-001, 3.868E-004, 5.526E-020, 1.987E-001, 3.494E-003, 9.755E-006, 6.000E+000
 5.500E+002, 4.745E+001, 3.679E+001, 2.288E+001, 2.023E+001, 2.005E+001, 1.992E+001, 1.994E+001, 2.000E+001, 2.000E+001, 2.468E+001, 4.638E+001, 5.337E+001, 3.941E+001, 2.154E+001, 1.942E+001, 1.922E+001, 1.912E+001, 1.912E+001, 1.917E+001, 1.920E+001, 2.459E+001, 4.392E+001, 5.148E+001, 4.033E+001, 2.195E+001, 1.905E+001, 1.892E+001, 1.891E+001, 1.888E+001, 1.891E+001, 1.897E+001, 5.071E+001, 1.428E+002, 1.446E+002, 1.255E+002, 1.034E+002, 9.733E+001, 9.490E+001, 9.849E+001, 1.022E+002, 1.066E+002, 1.180E+002, 6.778E+001, 6.730E+001, 6.723E+001, 6.714E+001, 6.645E+001, 6.672E+001, 6.972E+001, 6.546E+001, 6.346E+001, 6.062E+001, 5.562E+001, 8.196E+001, 8.414E+001, 7.453E+001, 5.490E+001, 9.576E+001, 9.655E+001, 7.347E+001, 5.939E+001, 6.690E+001, 8.380E+001, 1.266E+002, 7.922E+001, 6.488E+001, 5.754E+001, 5.595E+001, 5.783E+001, 6.157E+001, 5.812E+001, 7.033E+001, 6.208E+001, 6.338E+001, 5.798E+001, 8.567E+001, 6.360E+001, 8.190E+001, 9.728E+001, 1.075E+002, 9.178E+001, 6.954E+001, 5.572E+001, 6.533E+001, 7.570E+001, 8.138E+001, 9.052E+001, 7.672E+001, 6.025E+001, 5.279E+001, 6.058E+001, 6.303E+001, 6.748E+001, 6.814E+001, 6.827E+001, 5.314E+001, 4.427E+001, 2.078E-001, 3.868E-004, 1.120E-020, 1.968E-001, 4.415E-003, 1.264E-005, 6.000E+000
 5.600E+002, 4.823E+001, 3.512E+001, 2.189E+001, 2.017E+001, 2.008E+001, 1.994E+001, 1.992E+001, 1.990E+001, 1.994E+001, 2.474E+001, 4.620E+001, 5.140E+001, 3.811E+001, 2.111E+001, 1.939E+001, 1.928E+001, 1.913E+001, 1.910E+001, 1.913E+001, 1.917E+001, 2.465E+001, 4.370E+001, 4.851E+001, 3.997E+001, 2.411E+001, 1.913E+001, 1.889E+001, 1.886E+001, 1.886E+001, 1.889E+001, 1.896E+001, 5.072E+001, 1.420E+002, 1.361E+002, 1.163E+002, 9.850E+001, 9.520E+001, 9.813E+001, 1.047E+002, 1.084E+002, 1.239E+002, 1.415E+002, 6.751E+001, 6.714E+001, 6.704E+001, 6.764E+001, 6.874E+001, 6.953E+001, 7.098E+001, 6.436E+001, 6.514E+001, 6.142E+001, 5.386E+001, 8.139E+001, 8.140E+001, 7.022E+001, 5.551E+001, 9.678E+001, 9.675E+001, 7.046E+001, 5.743E+001, 6.394E+001, 7.863E+001, 1.201E+002, 7.908E+001, 6.270E+001, 5.902E+001, 5.079E+001, 6.031E+001, 6.152E+001, 6.098E+001, 6.688E+001, 6.196E+001, 6.011E+001, 5.179E+001, 8.582E+001, 6.472E+001, 8.342E+001, 9.414E+001, 1.055E+002, 9.113E+001, 6.915E+001, 5.832E+001, 6.293E+001, 7.473E+001, 8.775E+001, 8.746E+001, 7.984E+001, 6.563E+001, 5.401E+001, 5.864E+001, 6.518E+001, 6.532E+001, 6.790E+001, 6.418E+001, 5.665E+001, 4.903E+001, 2.078E-001, 3.868E-004, 5.990E-020, 1.968E-001, 4.396E-003, 1.258E-005, 7.000E+000
