s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,
 9.001E+001, 2.019E+002, 2.019E+002, 2.113E+002, 2.271E+002, 2.444E+002, 2.645E+002, 2.786E+002, 3.108E+002, 3.524E+002, 1.841E+001, 6.998E+001, 7.828E+001, 6.821E+001, 5.160E+001, 4.096E+001, 3.476E+001, 3.250E+001, 3.227E+001, 3.206E+001, 3.232E+001, 1.839E+001, 8.142E+001, 7.027E+001, 5.336E+001, 3.203E+001, 2.986E+001, 2.995E+001, 3.183E+001, 3.333E+001, 3.489E+001, 3.669E+001, 1.815E+001, 4.446E+001, 4.954E+001, 3.277E+001, 2.201E+001, 2.124E+001, 2.036E+001, 1.979E+001, 1.965E+001, 1.969E+001, 1.997E+001, 1.273E+002, 1.405E+002, 1.788E+002, 2.011E+002, 2.314E+002, 2.256E+002, 1.855E+002, 6.779E+001, 7.459E+001, 7.569E+001, 8.027E+001, 8.182E+001, 1.142E+002, 6.915E+001, 8.143E+001, 8.277E+001, 1.190E+002, 7.187E+001, 8.065E+001, 7.007E+001, 7.841E+001, 8.125E+001, 7.790E+001, 9.307E+001, 9.891E+001, 7.527E+001, 7.853E+001, 7.260E+001, 9.682E+001, 6.068E+001, 6.071E+001, 6.644E+001, 6.382E+001, 5.120E+001, 5.418E+001, 5.427E+001, 5.518E+001, 2.067E-001, 3.889E-004, 1.293E-008, 1.776E-001, 1.400E-002, 4.269E-005, 2.000E+000
 1.000E+002, 1.424E+002, 1.434E+002, 1.490E+002, 1.613E+002, 1.789E+002, 2.004E+002, 2.137E+002, 2.431E+002, 2.792E+002, 1.872E+001, 6.167E+001, 4.414E+001, 3.714E+001, 3.088E+001, 2.966E+001, 2.884E+001, 2.853E+001, 2.851E+001, 2.861E+001, 2.903E+001, 1.870E+001, 8.379E+001, 7.542E+001, 5.354E+001, 3.090E+001, 2.885E+001, 2.933E+001, 3.069E+001, 3.162E+001, 3.295E+001, 3.410E+001, 1.826E+001, 4.183E+001, 3.674E+001, 2.795E+001, 2.168E+001, 2.115E+001, 2.009E+001, 1.969E+001, 1.961E+001, 1.965E+001, 1.990E+001, 8.843E+001, 1.005E+002, 1.302E+002, 1.491E+002, 1.910E+002, 1.997E+002, 1.867E+002, 6.195E+001, 8.095E+001, 7.281E+001, 5.200E+001, 6.770E+001, 1.310E+002, 5.838E+001, 5.428E+001, 6.071E+001, 9.444E+001, 5.126E+001, 5.259E+001, 5.337E+001, 6.763E+001, 6.832E+001, 5.146E+001, 8.948E+001, 7.558E+001, 6.079E+001, 7.041E+001, 5.941E+001, 5.862E+001, 4.727E+001, 4.978E+001, 5.349E+001, 5.030E+001, 4.254E+001, 4.308E+001, 4.784E+001, 4.390E+001, 2.069E-001, 3.881E-004, 9.315E-009, 1.853E-001, 1.000E-002, 3.015E-005, 2.000E+000
 1.100E+002, 1.374E+002, 1.364E+002, 1.381E+002, 1.443E+002, 1.559E+002, 1.726E+002, 1.817E+002, 2.041E+002, 2.335E+002, 1.914E+001, 5.764E+001, 3.876E+001, 3.029E+001, 2.691E+001, 2.617E+001, 2.667E+001, 2.666E+001, 2.689E+001, 2.767E+001, 2.847E+001, 1.911E+001, 8.422E+001, 7.561E+001, 5.440E+001, 3.119E+001, 3.020E+001, 3.101E+001, 3.140E+001, 3.164E+001, 3.195E+001, 3.330E+001, 1.841E+001, 4.217E+001, 3.492E+001, 2.673E+001, 2.154E+001, 2.090E+001, 2.005E+001, 1.971E+001, 1.959E+001, 1.964E+001, 1.985E+001, 8.443E+001, 9.639E+001, 1.281E+002, 1.458E+002, 1.819E+002, 1.970E+002, 1.964E+002, 6.739E+001, 8.637E+001, 7.631E+001, 5.745E+001, 6.696E+001, 1.337E+002, 6.183E+001, 5.033E+001, 7.665E+001, 1.011E+002, 4.765E+001, 4.532E+001, 5.722E+001, 6.188E+001, 5.549E+001, 4.049E+001, 8.961E+001, 9.351E+001, 5.813E+001, 5.587E+001, 5.044E+001, 5.572E+001, 4.538E+001, 4.353E+001, 4.310E+001, 3.851E+001, 3.882E+001, 3.845E+001, 3.979E+001, 3.851E+001, 2.069E-001, 3.870E-004, 5.372E-009, 1.836E-001, 1.057E-002, 3.192E-005, 2.000E+000
 1.200E+002, 1.598E+002, 1.629E+002, 1.745E+002, 1.933E+002, 2.149E+002, 2.357E+002, 2.463E+002, 2.747E+002, 3.132E+002, 1.962E+001, 5.591E+001, 4.180E+001, 3.491E+001, 2.665E+001, 2.630E+001, 2.725E+001, 2.725E+001, 2.752E+001, 2.836E+001, 2.925E+001, 1.962E+001, 7.965E+001, 6.677E+001, 4.529E+001, 2.875E+001, 2.945E+001, 3.040E+001, 3.123E+001, 3.194E+001, 3.242E+001, 3.373E+001, 1.861E+001, 4.348E+001, 3.958E+001, 2.771E+001, 2.160E+001, 2.114E+001, 2.020E+001, 1.976E+001, 1.964E+001, 1.965E+001, 1.991E+001, 8.436E+001, 9.470E+001, 1.325E+002, 1.571E+002, 1.772E+002, 1.716E+002, 1.641E+002, 6.205E+001, 7.018E+001, 6.701E+001, 4.982E+001, 6.391E+001, 1.061E+002, 5.664E+001, 4.688E+001, 6.712E+001, 1.137E+002, 5.880E+001, 4.170E+001, 6.364E+001, 7.206E+001, 7.635E+001, 5.100E+001, 7.792E+001, 8.380E+001, 6.820E+001, 7.469E+001, 6.638E+001, 5.315E+001, 5.127E+001, 5.250E+001, 5.965E+001, 4.418E+001, 4.266E+001, 4.381E+001, 4.753E+001, 4.453E+001, 2.069E-001, 3.888E-004, 1.105E-008, 1.792E-001, 1.300E-002, 3.954E-005, 2.000E+000
 1.300E+002, 1.722E+002, 1.753E+002, 1.867E+002, 2.036E+002, 2.225E+002, 2.444E+002, 2.588E+002, 2.912E+002, 3.320E+002, 2.015E+001, 5.401E+001, 3.875E+001, 3.339E+001, 3.030E+001, 3.050E+001, 3.094E+001, 3.135E+001, 3.152E+001, 3.159E+001, 3.174E+001, 2.019E+001, 7.995E+001, 6.259E+001, 4.321E+001, 2.897E+001, 3.002E+001, 3.109E+001, 3.235E+001, 3.299E+001, 3.416E+001, 3.622E+001, 1.883E+001, 4.271E+001, 3.553E+001, 2.585E+001, 2.152E+001, 2.100E+001, 2.041E+001, 1.988E+001, 1.969E+001, 1.977E+001, 2.001E+001, 8.975E+001, 1.047E+002, 1.499E+002, 1.675E+002, 2.058E+002, 2.194E+002, 1.944E+002, 5.880E+001, 7.117E+001, 6.098E+001, 4.641E+001, 5.563E+001, 1.042E+002, 4.813E+001, 4.455E+001, 5.830E+001, 1.031E+002, 5.580E+001, 4.289E+001, 5.426E+001, 6.734E+001, 7.223E+001, 5.074E+001, 7.444E+001, 7.244E+001, 6.045E+001, 7.129E+001, 6.095E+001, 4.881E+001, 4.588E+001, 5.169E+001, 5.851E+001, 4.513E+001, 4.023E+001, 4.350E+001, 4.833E+001, 4.416E+001, 2.070E-001, 3.875E-004, 6.787E-009, 1.818E-001, 1.187E-002, 3.602E-005, 2.000E+000
 1.400E+002, 1.533E+002, 1.535E+002, 1.586E+002, 1.669E+002, 1.791E+002, 1.991E+002, 2.126E+002, 2.432E+002, 2.825E+002, 2.069E+001, 5.299E+001, 3.509E+001, 3.267E+001, 3.161E+001, 3.101E+001, 3.090E+001, 3.113E+001, 3.118E+001, 3.124E+001, 3.158E+001, 2.082E+001, 7.726E+001, 5.544E+001, 3.848E+001, 2.778E+001, 2.850E+001, 2.979E+001, 3.150E+001, 3.211E+001, 3.335E+001, 3.485E+001, 1.907E+001, 4.334E+001, 3.632E+001, 2.555E+001, 2.154E+001, 2.116E+001, 2.007E+001, 1.980E+001, 1.978E+001, 1.984E+001, 2.004E+001, 8.613E+001, 9.979E+001, 1.341E+002, 1.533E+002, 1.829E+002, 1.961E+002, 1.878E+002, 5.510E+001, 6.092E+001, 5.714E+001, 4.386E+001, 6.122E+001, 9.559E+001, 4.541E+001, 4.127E+001, 7.190E+001, 1.273E+002, 5.567E+001, 4.274E+001, 5.899E+001, 7.252E+001, 7.795E+001, 5.264E+001, 7.540E+001, 9.266E+001, 6.740E+001, 7.672E+001, 6.563E+001, 4.540E+001, 4.929E+001, 5.168E+001, 5.850E+001, 4.775E+001, 4.205E+001, 4.522E+001, 4.912E+001, 4.300E+001, 2.068E-001, 3.915E-004, 2.059E-008, 1.796E-001, 1.240E-002, 3.768E-005, 2.000E+000
 1.500E+002, 1.684E+002, 1.682E+002, 1.727E+002, 1.816E+002, 1.957E+002, 2.146E+002, 2.255E+002, 2.488E+002, 2.787E+002, 2.121E+001, 5.262E+001, 3.461E+001, 3.062E+001, 3.114E+001, 3.111E+001, 3.083E+001, 3.066E+001, 3.060E+001, 3.062E+001, 3.103E+001, 2.147E+001, 7.945E+001, 5.886E+001, 3.916E+001, 2.883E+001, 2.986E+001, 3.106E+001, 3.145E+001, 3.127E+001, 3.187E+001, 3.348E+001, 1.933E+001, 4.282E+001, 3.387E+001, 2.532E+001, 2.147E+001, 2.104E+001, 1.987E+001, 1.969E+001, 1.969E+001, 1.982E+001, 1.999E+001, 8.435E+001, 9.832E+001, 1.414E+002, 1.711E+002, 2.045E+002, 2.035E+002, 1.864E+002, 5.873E+001, 7.197E+001, 6.261E+001, 4.293E+001, 6.333E+001, 1.122E+002, 4.943E+001, 4.214E+001, 6.947E+001, 1.137E+002, 5.408E+001, 4.455E+001, 5.471E+001, 6.992E+001, 6.775E+001, 5.001E+001, 8.040E+001, 8.521E+001, 6.539E+001, 7.141E+001, 5.772E+001, 5.035E+001, 5.085E+001, 5.359E+001, 5.596E+001, 4.437E+001, 4.154E+001, 4.529E+001, 4.818E+001, 4.274E+001, 2.071E-001, 3.870E-004, 4.532E-009, 1.782E-001, 1.325E-002, 4.034E-005, 2.000E+000
 1.600E+002, 1.784E+002, 1.806E+002, 1.910E+002, 2.072E+002, 2.289E+002, 2.566E+002, 2.747E+002, 3.110E+002, 3.540E+002, 2.172E+001, 5.188E+001, 3.789E+001, 3.235E+001, 3.073E+001, 3.100E+001, 3.106E+001, 3.097E+001, 3.088E+001, 3.090E+001, 3.131E+001, 2.214E+001, 8.255E+001, 6.623E+001, 4.744E+001, 3.100E+001, 3.001E+001, 3.152E+001, 3.201E+001, 3.279E+001, 3.312E+001, 3.478E+001, 1.960E+001, 4.246E+001, 3.289E+001, 2.443E+001, 2.141E+001, 2.119E+001, 2.026E+001, 1.973E+001, 1.968E+001, 1.978E+001, 1.996E+001, 8.610E+001, 1.057E+002, 1.474E+002, 1.746E+002, 2.202E+002, 2.285E+002, 1.992E+002, 6.213E+001, 6.976E+001, 6.883E+001, 4.686E+001, 5.811E+001, 1.121E+002, 5.104E+001, 4.458E+001, 6.292E+001, 1.035E+002, 5.603E+001, 4.335E+001, 5.130E+001, 6.705E+001, 6.113E+001, 4.487E+001, 7.223E+001, 7.673E+001, 5.904E+001, 6.417E+001, 5.213E+001, 4.980E+001, 4.769E+001, 4.917E+001, 4.938E+001, 4.193E+001, 3.850E+001, 3.956E+001, 4.247E+001, 4.008E+001, 2.070E-001, 3.861E-004, 2.089E-009, 1.782E-001, 1.367E-002, 4.166E-005, 2.000E+000
 1.700E+002, 1.737E+002, 1.755E+002, 1.845E+002, 1.974E+002, 2.136E+002, 2.329E+002, 2.459E+002, 2.760E+002, 3.111E+002, 2.219E+001, 5.095E+001, 3.691E+001, 3.194E+001, 3.193E+001, 3.186E+001, 3.149E+001, 3.148E+001, 3.149E+001, 3.159E+001, 3.188E+001, 2.282E+001, 8.534E+001, 6.835E+001, 5.139E+001, 3.046E+001, 2.914E+001, 3.026E+001, 3.182E+001, 3.297E+001, 3.481E+001, 3.618E+001, 1.987E+001, 4.244E+001, 3.229E+001, 2.368E+001, 2.123E+001, 2.108E+001, 2.054E+001, 1.992E+001, 1.973E+001, 1.972E+001, 1.995E+001, 8.822E+001, 1.047E+002, 1.487E+002, 1.699E+002, 2.058E+002, 2.131E+002, 1.935E+002, 5.885E+001, 7.435E+001, 6.935E+001, 5.190E+001, 6.303E+001, 1.148E+002, 6.085E+001, 4.242E+001, 6.082E+001, 9.446E+001, 5.219E+001, 4.149E+001, 5.075E+001, 6.440E+001, 5.944E+001, 4.408E+001, 8.165E+001, 7.445E+001, 5.596E+001, 6.545E+001, 5.551E+001, 4.868E+001, 4.428E+001, 4.905E+001, 4.802E+001, 4.120E+001, 3.785E+001, 4.130E+001, 4.362E+001, 3.926E+001, 2.070E-001, 3.884E-004, 9.687E-009, 1.804E-001, 1.230E-002, 3.735E-005, 2.000E+000
 1.800E+002, 1.389E+002, 1.380E+002, 1.409E+002, 1.502E+002, 1.648E+002, 1.839E+002, 1.954E+002, 2.201E+002, 2.476E+002, 2.263E+001, 5.019E+001, 3.513E+001, 3.231E+001, 3.267E+001, 3.196E+001, 3.099E+001, 3.045E+001, 3.030E+001, 3.045E+001, 3.092E+001, 2.348E+001, 8.498E+001, 5.567E+001, 3.909E+001, 2.791E+001, 2.812E+001, 2.949E+001, 3.181E+001, 3.258E+001, 3.502E+001, 3.616E+001, 2.015E+001, 4.390E+001, 3.609E+001, 2.498E+001, 2.130E+001, 2.116E+001, 2.059E+001, 1.982E+001, 1.968E+001, 1.965E+001, 1.986E+001, 7.629E+001, 8.772E+001, 1.217E+002, 1.429E+002, 1.889E+002, 2.038E+002, 2.055E+002, 6.044E+001, 7.146E+001, 6.803E+001, 5.347E+001, 7.391E+001, 1.158E+002, 5.540E+001, 4.274E+001, 6.703E+001, 1.158E+002, 5.093E+001, 4.140E+001, 6.165E+001, 6.660E+001, 6.217E+001, 4.561E+001, 9.168E+001, 8.699E+001, 6.467E+001, 6.785E+001, 5.628E+001, 5.206E+001, 4.674E+001, 4.977E+001, 5.125E+001, 4.182E+001, 4.000E+001, 4.360E+001, 4.484E+001, 3.788E+001, 2.070E-001, 3.881E-004, 8.192E-009, 1.840E-001, 1.026E-002, 3.097E-005, 3.000E+000
 1.900E+002, 1.342E+002, 1.349E+002, 1.384E+002, 1.485E+002, 1.619E+002, 1.796E+002, 1.896E+002, 2.132E+002, 2.420E+002, 2.304E+001, 5.094E+001, 3.785E+001, 3.370E+001, 3.138E+001, 3.013E+001, 2.946E+001, 2.960E+001, 2.952E+001, 2.955E+001, 3.095E+001, 2.413E+001, 7.611E+001, 5.442E+001, 3.936E+001, 2.654E+001, 2.651E+001, 2.758E+001, 2.846E+001, 2.874E+001, 2.971E+001, 3.055E+001, 2.042E+001, 4.381E+001, 3.682E+001, 2.512E+001, 2.114E+001, 2.126E+001, 2.060E+001, 1.973E+001, 1.966E+001, 1.961E+001, 1.978E+001, 8.131E+001, 9.341E+001, 1.220E+002, 1.407E+002, 1.735E+002, 1.846E+002, 1.842E+002, 6.095E+001, 6.776E+001, 6.053E+001, 4.756E+001, 6.711E+001, 7.037E+001, 5.234E+001, 4.218E+001, 6.859E+001, 1.114E+002, 5.879E+001, 4.449E+001, 5.790E+001, 6.734E+001, 6.345E+001, 4.755E+001, 8.116E+001, 8.585E+001, 6.392E+001, 6.831E+001, 5.388E+001, 5.094E+001, 4.910E+001, 4.568E+001, 5.112E+001, 3.720E+001, 3.751E+001, 4.016E+001, 4.376E+001, 3.592E+001, 2.070E-001, 3.886E-004, 1.008E-008, 1.812E-001, 1.098E-002, 3.322E-005, 3.000E+000
 2.000E+002, 1.442E+002, 1.456E+002, 1.536E+002, 1.687E+002, 1.881E+002, 2.106E+002, 2.240E+002, 2.517E+002, 2.830E+002, 2.340E+001, 5.514E+001, 4.826E+001, 3.810E+001, 2.917E+001, 2.768E+001, 2.748E+001, 2.804E+001, 2.789E+001, 2.792E+001, 2.857E+001, 2.477E+001, 6.803E+001, 4.697E+001, 3.558E+001, 2.634E+001, 2.670E+001, 2.788E+001, 2.801E+001, 2.796E+001, 2.797E+001, 2.806E+001, 2.068E+001, 4.461E+001, 3.938E+001, 2.593E+001, 2.088E+001, 2.050E+001, 2.002E+001, 1.950E+001, 1.947E+001, 1.948E+001, 1.968E+001, 1.085E+002, 1.215E+002, 1.453E+002, 1.496E+002, 1.449E+002, 1.342E+002, 1.173E+002, 5.301E+001, 5.575E+001, 4.797E+001, 4.291E+001, 5.963E+001, 5.753E+001, 5.142E+001, 5.069E+001, 6.541E+001, 1.215E+002, 8.773E+001, 5.961E+001, 6.541E+001, 8.200E+001, 8.906E+001, 6.602E+001, 6.750E+001, 8.042E+001, 7.254E+001, 8.995E+001, 7.598E+001, 5.858E+001, 5.188E+001, 6.262E+001, 6.860E+001, 5.452E+001, 4.509E+001, 5.076E+001, 5.474E+001, 4.986E+001, 2.069E-001, 3.870E-004, 5.991E-009, 1.757E-001, 1.307E-002, 3.980E-005, 3.000E+000
 2.100E+002, 1.218E+002, 1.192E+002, 1.205E+002, 1.274E+002, 1.386E+002, 1.541E+002, 1.635E+002, 1.823E+002, 2.009E+002, 2.374E+001, 5.637E+001, 4.876E+001, 3.578E+001, 2.896E+001, 2.676E+001, 2.665E+001, 2.664E+001, 2.684E+001, 2.727E+001, 2.746E+001, 2.539E+001, 6.520E+001, 4.715E+001, 3.613E+001, 3.013E+001, 3.076E+001, 3.099E+001, 3.084E+001, 3.079E+001, 3.087E+001, 3.092E+001, 2.094E+001, 4.504E+001, 3.791E+001, 2.610E+001, 2.102E+001, 2.059E+001, 1.997E+001, 1.952E+001, 1.945E+001, 1.954E+001, 1.977E+001, 9.952E+001, 1.091E+002, 1.310E+002, 1.334E+002, 1.333E+002, 1.326E+002, 1.278E+002, 5.252E+001, 5.182E+001, 4.758E+001, 4.055E+001, 6.600E+001, 5.344E+001, 5.162E+001, 5.185E+001, 7.186E+001, 1.392E+002, 8.489E+001, 6.354E+001, 6.554E+001, 7.895E+001, 9.065E+001, 7.198E+001, 7.053E+001, 9.236E+001, 6.773E+001, 8.363E+001, 8.189E+001, 5.682E+001, 4.884E+001, 5.882E+001, 6.211E+001, 6.264E+001, 4.153E+001, 4.708E+001, 5.138E+001, 5.434E+001, 2.068E-001, 3.881E-004, 9.509E-009, 1.846E-001, 8.981E-003, 2.697E-005, 3.000E+000
 2.200E+002, 1.070E+002, 1.036E+002, 1.025E+002, 1.109E+002, 1.234E+002, 1.320E+002, 1.381E+002, 1.503E+002, 1.639E+002, 2.405E+001, 5.395E+001, 4.033E+001, 2.995E+001, 2.464E+001, 2.493E+001, 2.565E+001, 2.630E+001, 2.664E+001, 2.716E+001, 2.775E+001, 2.598E+001, 7.180E+001, 6.133E+001, 4.810E+001, 3.484E+001, 3.102E+001, 3.036E+001, 3.074E+001, 3.095E+001, 3.134E+001, 3.200E+001, 2.119E+001, 4.551E+001, 4.130E+001, 2.715E+001, 2.123E+001, 2.083E+001, 1.995E+001, 1.959E+001, 1.952E+001, 1.954E+001, 1.971E+001, 7.441E+001, 8.375E+001, 1.090E+002, 1.229E+002, 1.550E+002, 1.667E+002, 1.795E+002, 6.372E+001, 7.056E+001, 6.806E+001, 4.716E+001, 8.296E+001, 8.801E+001, 5.978E+001, 4.648E+001, 8.495E+001, 1.137E+002, 5.402E+001, 5.805E+001, 6.339E+001, 5.806E+001, 5.975E+001, 5.759E+001, 9.385E+001, 1.007E+002, 6.211E+001, 5.804E+001, 5.834E+001, 5.278E+001, 4.639E+001, 4.579E+001, 4.717E+001, 5.110E+001, 3.902E+001, 4.087E+001, 4.255E+001, 4.439E+001, 2.068E-001, 3.892E-004, 1.293E-008, 1.862E-001, 8.987E-003, 2.698E-005, 3.000E+000
 2.300E+002, 1.204E+002, 1.167E+002, 1.148E+002, 1.248E+002, 1.421E+002, 1.651E+002, 1.784E+002, 2.084E+002, 2.377E+002, 2.433E+001, 5.391E+001, 4.297E+001, 3.543E+001, 2.668E+001, 2.560E+001, 2.617E+001, 2.662E+001, 2.689E+001, 2.776E+001, 2.863E+001, 2.653E+001, 7.478E+001, 7.077E+001, 5.294E+001, 3.468E+001, 3.076E+001, 2.971E+001, 2.917E+001, 2.976E+001, 3.055E+001, 3.120E+001, 2.144E+001, 4.448E+001, 3.691E+001, 2.653E+001, 2.113E+001, 2.086E+001, 1.984E+001, 1.949E+001, 1.946E+001, 1.955E+001, 1.973E+001, 7.811E+001, 8.972E+001, 1.163E+002, 1.343E+002, 1.736E+002, 1.877E+002, 1.794E+002, 6.285E+001, 8.133E+001, 7.034E+001, 5.133E+001, 7.993E+001, 8.452E+001, 5.752E+001, 4.716E+001, 7.945E+001, 1.014E+002, 5.242E+001, 4.339E+001, 5.770E+001, 5.355E+001, 4.242E+001, 4.338E+001, 9.007E+001, 8.981E+001, 5.773E+001, 4.540E+001, 4.467E+001, 5.492E+001, 4.165E+001, 3.680E+001, 3.656E+001, 3.709E+001, 3.195E+001, 3.174E+001, 3.220E+001, 3.309E+001, 2.070E-001, 4.051E-004, 6.179E-008, 1.827E-001, 1.085E-002, 3.281E-005, 3.000E+000
 2.400E+002, 1.877E+002, 1.943E+002, 2.109E+002, 2.339E+002, 2.636E+002, 2.991E+002, 3.194E+002, 3.655E+002, 4.208E+002, 2.460E+001, 5.564E+001, 4.273E+001, 3.207E+001, 2.740E+001, 2.802E+001, 2.892E+001, 2.923E+001, 2.947E+001, 3.016E+001, 3.091E+001, 2.704E+001, 7.493E+001, 6.744E+001, 5.069E+001, 2.915E+001, 2.729E+001, 2.772E+001, 2.838E+001, 2.908E+001, 3.061E+001, 3.161E+001, 2.168E+001, 4.322E+001, 3.311E+001, 2.451E+001, 2.091E+001, 2.040E+001, 1.965E+001, 1.941E+001, 1.941E+001, 1.957E+001, 1.971E+001, 1.034E+002, 1.214E+002, 1.659E+002, 1.809E+002, 1.807E+002, 1.735E+002, 1.330E+002, 6.020E+001, 6.966E+001, 6.784E+001, 4.765E+001, 6.719E+001, 7.365E+001, 5.859E+001, 3.974E+001, 6.139E+001, 9.524E+001, 6.615E+001, 4.872E+001, 5.138E+001, 5.258E+001, 5.384E+001, 4.885E+001, 7.385E+001, 7.193E+001, 5.366E+001, 4.733E+001, 5.126E+001, 5.082E+001, 4.102E+001, 3.987E+001, 3.787E+001, 3.877E+001, 3.419E+001, 3.307E+001, 3.178E+001, 3.323E+001, 2.070E-001, 4.223E-004, 1.151E-007, 1.718E-001, 1.623E-002, 4.968E-005, 3.000E+000
 2.500E+002, 1.596E+002, 1.597E+002, 1.653E+002, 1.764E+002, 1.879E+002, 2.020E+002, 2.123E+002, 2.318E+002, 2.586E+002, 2.485E+001, 6.425E+001, 6.330E+001, 4.929E+001, 3.310E+001, 3.262E+001, 3.272E+001, 3.253E+001, 3.281E+001, 3.352E+001, 3.455E+001, 2.750E+001, 6.881E+001, 5.073E+001, 3.717E+001, 2.828E+001, 2.763E+001, 2.816E+001, 2.890E+001, 2.928E+001, 2.991E+001, 3.000E+001, 2.192E+001, 4.188E+001, 3.045E+001, 2.358E+001, 2.096E+001, 2.056E+001, 1.982E+001, 1.950E+001, 1.941E+001, 1.946E+001, 1.964E+001, 1.378E+002, 1.499E+002, 1.691E+002, 1.606E+002, 1.321E+002, 1.212E+002, 9.437E+001, 5.767E+001, 5.924E+001, 5.598E+001, 5.414E+001, 5.446E+001, 5.900E+001, 5.998E+001, 6.340E+001, 5.594E+001, 9.440E+001, 8.168E+001, 5.887E+001, 4.405E+001, 6.219E+001, 7.208E+001, 6.023E+001, 5.852E+001, 6.858E+001, 4.958E+001, 6.949E+001, 6.349E+001, 7.159E+001, 3.849E+001, 4.507E+001, 5.196E+001, 4.967E+001, 3.244E+001, 3.816E+001, 4.305E+001, 4.262E+001, 2.071E-001, 4.140E-004, 8.875E-008, 1.804E-001, 1.166E-002, 3.535E-005, 3.000E+000
 2.600E+002, 1.411E+002, 1.411E+002, 1.432E+002, 1.525E+002, 1.603E+002, 1.690E+002, 1.752E+002, 1.879E+002, 2.077E+002, 2.509E+001, 6.939E+001, 7.240E+001, 5.507E+001, 3.199E+001, 2.875E+001, 2.923E+001, 3.002E+001, 3.048E+001, 3.186E+001, 3.364E+001, 2.793E+001, 6.526E+001, 4.792E+001, 3.882E+001, 3.486E+001, 3.059E+001, 2.823E+001, 2.760E+001, 2.760E+001, 2.816E+001, 2.871E+001, 2.215E+001, 4.306E+001, 3.537E+001, 2.629E+001, 2.111E+001, 2.001E+001, 1.947E+001, 1.931E+001, 1.933E+001, 1.940E+001, 1.959E+001, 1.448E+002, 1.562E+002, 1.593E+002, 1.493E+002, 1.282E+002, 1.168E+002, 9.308E+001, 4.998E+001, 5.194E+001, 5.324E+001, 5.024E+001, 5.747E+001, 5.197E+001, 5.962E+001, 6.935E+001, 6.902E+001, 1.042E+002, 1.038E+002, 7.892E+001, 5.895E+001, 7.245E+001, 8.639E+001, 7.684E+001, 6.101E+001, 7.951E+001, 6.309E+001, 7.897E+001, 8.442E+001, 7.628E+001, 4.776E+001, 5.154E+001, 5.999E+001, 6.248E+001, 3.820E+001, 4.366E+001, 5.008E+001, 5.391E+001, 2.067E-001, 3.930E-004, 2.534E-008, 1.803E-001, 1.152E-002, 3.493E-005, 3.000E+000
 2.700E+002, 1.465E+002, 1.439E+002, 1.436E+002, 1.508E+002, 1.639E+002, 1.799E+002, 1.918E+002, 2.173E+002, 2.489E+002, 2.533E+001, 6.517E+001, 5.469E+001, 3.993E+001, 2.710E+001, 2.770E+001, 2.917E+001, 2.980E+001, 2.991E+001, 3.041E+001, 3.091E+001, 2.832E+001, 6.256E+001, 4.552E+001, 3.789E+001, 3.206E+001, 3.026E+001, 2.990E+001, 3.006E+001, 3.008E+001, 3.011E+001, 3.023E+001, 2.236E+001, 4.384E+001, 3.771E+001, 2.766E+001, 2.137E+001, 2.027E+001, 1.944E+001, 1.940E+001, 1.946E+001, 1.952E+001, 1.969E+001, 1.167E+002, 1.318E+002, 1.568E+002, 1.572E+002, 1.415E+002, 1.321E+002, 1.133E+002, 4.534E+001, 4.605E+001, 5.000E+001, 4.482E+001, 5.757E+001, 4.951E+001, 5.143E+001, 5.241E+001, 7.480E+001, 1.238E+002, 9.284E+001, 6.222E+001, 5.834E+001, 8.072E+001, 8.489E+001, 7.094E+001, 5.955E+001, 8.750E+001, 6.393E+001, 7.816E+001, 8.512E+001, 6.096E+001, 4.733E+001, 5.051E+001, 5.279E+001, 6.192E+001, 3.814E+001, 4.255E+001, 4.508E+001, 5.257E+001, 2.069E-001, 3.880E-004, 8.606E-009, 1.808E-001, 1.151E-002, 3.491E-005, 3.000E+000
