s,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
Time,O2Rear,CO2Rear,CORear,THCRear,H2ORear,O2Front,CO2Front,COFront,THCFront,H2OFront,HFR,HFF,TRSampA,TFSampA,TR24A,TR80A,TF24A,TF80A,TFloorR,TFloorF,TCeilF,TWallUR,TD79LBB,TD79CBB,TD79RBB,TD70LA,TD70LBB,TD70CA,TD70CBB,TD30LA,TD30LBB,TD60CBB,TD50CA,TD50CBB,TD40CBB,TD30CA,TD30CBB,TD20LBB,TD20CBB,TD20RBB,TD5CBB,VD79L,VD79C,VD79R,VD60C,VD40C,VD20L,VD20C,VD20R,VD5C
 0.000E+00, 2.076E-01, 3.864E-04, 0.000E+00, 0.000E+00, 5.941E-03, 2.076E-01, 3.864E-04, 0.000E+00, 0.000E+00, 5.941E-03,-5.381E-06,-9.375E-06, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01,-7.514E-04,-2.757E-03, 8.964E-03,-9.732E-03,-4.766E-03, 5.018E-04,-3.798E-03, 7.022E-03, 3.432E-03
 8.004E+01, 1.980E-01, 5.674E-03, 1.085E-08, 7.355E-09, 1.256E-02, 1.960E-01, 6.759E-03, 5.031E-09, 2.487E-09, 1.393E-02, 1.185E+00, 8.077E-01, 1.045E+02, 1.194E+02, 2.796E+01, 1.069E+02, 2.938E+01, 9.688E+01, 5.899E+01, 4.686E+01, 7.730E+01, 2.007E+01, 1.073E+02, 9.798E+01, 1.055E+02, 1.137E+02, 1.023E+02, 8.772E+01, 7.790E+01, 2.567E+01, 2.748E+01, 7.027E+01, 7.094E+01, 6.489E+01, 4.847E+01, 2.168E+01, 2.424E+01, 2.198E+01, 2.223E+01, 2.192E+01, 2.154E+01,-7.248E-01,-6.895E-01,-7.483E-01,-3.493E-01,-6.786E-02, 1.772E-01, 1.510E-01, 1.824E-01, 2.144E-01
 1.600E+02, 1.704E-01, 2.088E-02, 1.465E-07, 6.712E-08, 3.171E-02, 1.647E-01, 2.405E-02, 7.242E-08, 4.599E-08, 3.574E-02, 5.549E+00, 3.646E+00, 3.243E+02, 3.778E+02, 5.557E+01, 3.249E+02, 5.987E+01, 3.222E+02, 2.001E+02, 1.498E+02, 2.442E+02, 2.393E+01, 3.484E+02, 3.329E+02, 3.327E+02, 3.500E+02, 3.301E+02, 2.962E+02, 2.820E+02, 2.125E+01, 3.031E+01, 2.464E+02, 1.856E+02, 1.867E+02, 8.564E+01, 2.061E+01, 3.106E+01, 2.778E+01, 2.907E+01, 2.785E+01, 2.713E+01,-1.991E+00,-1.866E+00,-1.986E+00,-8.826E-01, 1.940E-01, 5.802E-01, 5.217E-01, 5.423E-01, 7.110E-01
 2.400E+02, 1.602E-01, 2.648E-02, 4.104E-05, 2.096E-05, 3.893E-02, 1.603E-01, 2.647E-02, 7.649E-07, 2.966E-07, 3.881E-02, 8.177E+00, 5.312E+00, 4.143E+02, 4.246E+02, 7.606E+01, 4.017E+02, 7.737E+01, 3.608E+02, 2.702E+02, 2.004E+02, 3.058E+02, 3.726E+01, 3.965E+02, 3.768E+02, 3.691E+02, 4.115E+02, 3.875E+02, 3.461E+02, 3.301E+02, 2.070E+01, 3.398E+01, 2.900E+02, 2.088E+02, 2.119E+02, 8.510E+01, 2.083E+01, 3.593E+01, 3.146E+01, 3.325E+01, 3.146E+01, 3.047E+01,-2.199E+00,-2.014E+00,-2.094E+00,-1.064E+00, 1.755E-01, 6.194E-01, 5.465E-01, 5.883E-01, 7.842E-01
 3.200E+02, 1.622E-01, 2.539E-02, 1.073E-06, 6.043E-07, 3.744E-02, 1.598E-01, 2.672E-02, 2.028E-07, 7.168E-08, 3.913E-02, 9.553E+00, 6.501E+00, 4.136E+02, 4.474E+02, 9.029E+01, 4.128E+02, 9.109E+01, 3.904E+02, 3.021E+02, 2.335E+02, 3.370E+02, 5.256E+01, 4.214E+02, 4.015E+02, 4.030E+02, 4.340E+02, 4.114E+02, 3.682E+02, 3.535E+02, 2.122E+01, 3.754E+01, 3.114E+02, 2.376E+02, 2.428E+02, 9.217E+01, 2.089E+01, 3.942E+01, 3.437E+01, 3.619E+01, 3.448E+01, 3.345E+01,-2.315E+00,-2.099E+00,-2.166E+00,-1.020E+00, 1.945E-01, 6.342E-01, 5.661E-01, 6.142E-01, 7.908E-01
 4.000E+02, 1.610E-01, 2.606E-02, 4.388E-06, 1.636E-06, 3.830E-02, 1.592E-01, 2.706E-02, 2.807E-07, 1.051E-07, 3.957E-02, 1.128E+01, 7.337E+00, 4.317E+02, 4.598E+02, 9.799E+01, 4.312E+02, 9.373E+01, 4.163E+02, 3.311E+02, 2.521E+02, 3.546E+02, 6.482E+01, 4.281E+02, 4.181E+02, 4.259E+02, 4.347E+02, 4.103E+02, 3.746E+02, 3.597E+02, 2.147E+01, 3.922E+01, 3.140E+02, 2.407E+02, 2.425E+02, 9.253E+01, 2.110E+01, 4.150E+01, 3.589E+01, 3.824E+01, 3.590E+01, 3.489E+01,-2.298E+00,-2.148E+00,-2.293E+00,-1.116E+00, 9.565E-02, 6.247E-01, 5.406E-01, 6.044E-01, 7.768E-01
 4.800E+02, 1.568E-01, 2.840E-02, 5.748E-08, 1.469E-08, 4.126E-02, 1.608E-01, 2.620E-02, 4.632E-07, 1.555E-07, 3.848E-02, 1.264E+01, 8.197E+00, 4.434E+02, 4.573E+02, 1.005E+02, 4.564E+02, 9.965E+01, 4.506E+02, 3.566E+02, 2.728E+02, 3.696E+02, 7.391E+01, 4.365E+02, 4.310E+02, 4.475E+02, 4.381E+02, 4.169E+02, 3.923E+02, 3.759E+02, 2.209E+01, 4.324E+01, 3.328E+02, 2.545E+02, 2.597E+02, 1.131E+02, 2.123E+01, 4.483E+01, 3.861E+01, 4.128E+01, 3.821E+01, 3.725E+01,-2.338E+00,-2.163E+00,-2.366E+00,-1.058E+00, 1.500E-01, 6.470E-01, 5.807E-01, 6.596E-01, 8.403E-01
 5.600E+02, 1.535E-01, 3.022E-02, 5.328E-06, 2.120E-06, 4.360E-02, 1.539E-01, 3.001E-02, 8.900E-07, 2.945E-07, 4.333E-02, 1.540E+01, 9.919E+00, 4.811E+02, 5.093E+02, 1.142E+02, 4.839E+02, 1.119E+02, 4.630E+02, 3.886E+02, 2.984E+02, 3.966E+02, 8.092E+01, 4.701E+02, 4.553E+02, 4.638E+02, 4.800E+02, 4.504E+02, 4.140E+02, 3.952E+02, 2.298E+01, 4.707E+01, 3.485E+02, 2.619E+02, 2.672E+02, 1.302E+02, 2.140E+01, 4.855E+01, 4.163E+01, 4.438E+01, 4.124E+01, 3.983E+01,-2.457E+00,-2.252E+00,-2.414E+00,-1.199E+00,-1.380E-02, 6.369E-01, 5.570E-01, 6.290E-01, 8.164E-01
 6.400E+02, 1.544E-01, 2.972E-02, 1.497E-06, 6.124E-07, 4.296E-02, 1.560E-01, 2.882E-02, 1.189E-07, 6.309E-08, 4.180E-02, 1.538E+01, 9.871E+00, 4.887E+02, 5.063E+02, 1.154E+02, 4.869E+02, 1.160E+02, 4.522E+02, 3.966E+02, 3.048E+02, 4.038E+02, 8.692E+01, 4.716E+02, 4.594E+02, 4.556E+02, 4.797E+02, 4.536E+02, 4.277E+02, 4.095E+02, 2.157E+01, 4.664E+01, 3.641E+02, 2.713E+02, 2.777E+02, 1.321E+02, 2.144E+01, 4.950E+01, 4.228E+01, 4.529E+01, 4.194E+01, 4.091E+01,-2.471E+00,-2.280E+00,-2.403E+00,-1.181E+00, 5.362E-02, 6.898E-01, 5.901E-01, 6.569E-01, 8.542E-01
