s,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
 7.200E+02, 1.221E-01, 3.910E-02, 9.053E-08, 3.377E-08, 5.519E-02, 1.405E-01, 3.072E-02, 1.120E-05, 4.865E-06, 4.443E-02, 1.758E+01, 1.812E+01, 5.510E+02, 6.043E+02, 9.650E+01, 5.305E+02, 1.261E+02, 5.351E+02, 4.145E+02, 4.136E+02, 5.078E+02, 1.043E+02, 5.301E+02, 5.484E+02, 5.377E+02, 4.820E+02, 4.634E+02, 4.488E+02, 4.386E+02, 2.214E+01, 6.342E+01, 3.649E+02, 2.569E+02, 2.797E+02, 1.289E+02, 2.264E+01, 6.892E+01, 5.748E+01, 6.286E+01, 5.686E+01, 5.510E+01,-2.772E+00,-2.556E+00,-2.741E+00,-1.269E+00, 7.349E-02, 6.451E-01, 5.897E-01, 6.386E-01, 8.107E-01
 8.000E+02, 1.270E-01, 3.688E-02, 2.072E-08, 5.226E-09, 5.232E-02, 1.392E-01, 3.130E-02, 1.694E-05, 7.631E-06, 4.520E-02, 1.788E+01, 1.847E+01, 5.417E+02, 6.190E+02, 1.009E+02, 5.461E+02, 1.301E+02, 5.703E+02, 4.182E+02, 4.173E+02, 5.145E+02, 1.069E+02, 5.459E+02, 5.510E+02, 5.483E+02, 4.939E+02, 4.731E+02, 4.338E+02, 4.247E+02, 2.244E+01, 6.473E+01, 3.531E+02, 2.730E+02, 2.922E+02, 1.372E+02, 2.263E+01, 6.991E+01, 5.862E+01, 6.357E+01, 5.785E+01, 5.533E+01,-2.750E+00,-2.573E+00,-2.731E+00,-1.173E+00, 7.234E-02, 6.382E-01, 5.847E-01, 6.523E-01, 7.994E-01
 8.800E+02, 1.252E-01, 3.770E-02, 6.363E-09, 2.982E-09, 5.338E-02, 1.360E-01, 3.278E-02, 2.521E-05, 1.083E-05, 4.713E-02, 1.833E+01, 1.893E+01, 5.397E+02, 6.352E+02, 1.012E+02, 5.428E+02, 1.342E+02, 5.734E+02, 4.226E+02, 4.224E+02, 5.224E+02, 1.086E+02, 5.482E+02, 5.557E+02, 5.502E+02, 4.973E+02, 4.764E+02, 4.429E+02, 4.348E+02, 2.260E+01, 6.606E+01, 3.591E+02, 2.674E+02, 2.871E+02, 1.393E+02, 2.300E+01, 7.125E+01, 5.965E+01, 6.481E+01, 5.856E+01, 5.703E+01,-2.780E+00,-2.591E+00,-2.719E+00,-1.280E+00,-1.651E-03, 6.579E-01, 5.867E-01, 6.422E-01, 8.103E-01
 9.600E+02, 1.213E-01, 3.945E-02, 5.073E-07, 1.745E-07, 5.564E-02, 1.423E-01, 2.992E-02, 6.203E-06, 2.602E-06, 4.340E-02, 1.839E+01, 1.831E+01, 5.505E+02, 5.952E+02, 1.051E+02, 5.425E+02, 1.287E+02, 5.496E+02, 4.246E+02, 4.168E+02, 5.081E+02, 1.097E+02, 5.394E+02, 5.511E+02, 5.449E+02, 5.151E+02, 4.908E+02, 4.365E+02, 4.282E+02, 2.275E+01, 6.444E+01, 3.643E+02, 2.733E+02, 2.944E+02, 1.377E+02, 2.277E+01, 6.963E+01, 5.820E+01, 6.355E+01, 5.772E+01, 5.487E+01,-2.722E+00,-2.556E+00,-2.753E+00,-1.198E+00, 7.472E-02, 6.569E-01, 5.966E-01, 6.470E-01, 8.351E-01
 1.040E+03, 1.258E-01, 3.743E-02, 3.752E-08, 1.479E-08, 5.303E-02, 1.307E-01, 3.498E-02, 1.633E-04, 6.837E-05, 5.028E-02, 1.855E+01, 1.916E+01, 5.540E+02, 6.576E+02, 1.020E+02, 5.381E+02, 1.352E+02, 5.517E+02, 4.255E+02, 4.255E+02, 5.327E+02, 1.108E+02, 5.623E+02, 5.697E+02, 5.442E+02, 5.171E+02, 4.930E+02, 4.576E+02, 4.455E+02, 2.274E+01, 6.661E+01, 3.657E+02, 2.658E+02, 2.864E+02, 1.271E+02, 2.276E+01, 7.220E+01, 5.983E+01, 6.508E+01, 5.915E+01, 5.837E+01,-2.781E+00,-2.583E+00,-2.749E+00,-1.337E+00, 9.616E-02, 6.497E-01, 5.674E-01, 6.502E-01, 7.977E-01
 1.120E+03, 1.248E-01, 3.787E-02, 1.539E-09, 7.163E-10, 5.360E-02, 1.398E-01, 3.106E-02, 1.107E-05, 4.432E-06, 4.486E-02, 1.841E+01, 1.921E+01, 5.303E+02, 6.140E+02, 1.032E+02, 5.517E+02, 1.306E+02, 6.001E+02, 4.254E+02, 4.263E+02, 5.196E+02, 1.116E+02, 5.371E+02, 5.625E+02, 5.671E+02, 4.946E+02, 4.745E+02, 4.513E+02, 4.415E+02, 2.263E+01, 6.686E+01, 3.695E+02, 2.732E+02, 2.953E+02, 1.346E+02, 2.304E+01, 7.272E+01, 5.993E+01, 6.582E+01, 5.970E+01, 5.752E+01,-2.774E+00,-2.607E+00,-2.830E+00,-1.274E+00, 7.524E-02, 6.203E-01, 5.845E-01, 6.654E-01, 7.918E-01
 1.200E+03, 1.201E-01, 3.997E-02, 5.886E-09, 1.601E-09, 5.632E-02, 1.428E-01, 2.968E-02, 7.616E-06, 4.316E-06, 4.309E-02, 1.891E+01, 1.944E+01, 5.310E+02, 5.933E+02, 9.608E+01, 5.607E+02, 1.357E+02, 5.760E+02, 4.296E+02, 4.284E+02, 5.204E+02, 1.120E+02, 5.353E+02, 5.535E+02, 5.692E+02, 4.966E+02, 4.746E+02, 4.474E+02, 4.388E+02, 2.334E+01, 6.785E+01, 3.636E+02, 2.635E+02, 2.865E+02, 1.328E+02, 2.308E+01, 7.285E+01, 6.030E+01, 6.649E+01, 6.062E+01, 5.776E+01,-2.692E+00,-2.544E+00,-2.774E+00,-1.216E+00, 2.567E-02, 6.181E-01, 5.945E-01, 6.801E-01, 8.174E-01
 1.280E+03, 1.234E-01, 3.848E-02, 9.168E-09, 3.311E-09, 5.439E-02, 1.396E-01, 3.113E-02, 2.103E-05, 9.235E-06, 4.500E-02, 1.904E+01, 1.937E+01, 5.340E+02, 6.066E+02, 9.571E+01, 5.749E+02, 1.348E+02, 5.968E+02, 4.316E+02, 4.275E+02, 5.194E+02, 1.121E+02, 5.317E+02, 5.616E+02, 5.668E+02, 4.856E+02, 4.676E+02, 4.461E+02, 4.372E+02, 2.531E+01, 6.905E+01, 3.728E+02, 2.672E+02, 2.898E+02, 1.297E+02, 2.297E+01, 7.252E+01, 6.042E+01, 6.597E+01, 5.978E+01, 5.722E+01,-2.666E+00,-2.542E+00,-2.794E+00,-1.289E+00, 1.054E-01, 6.428E-01, 5.980E-01, 6.451E-01, 8.290E-01
 1.360E+03, 1.190E-01, 4.047E-02, 2.837E-10, 1.050E-10, 5.697E-02, 1.405E-01, 3.075E-02, 1.031E-05, 5.991E-06, 4.447E-02, 1.924E+01, 1.975E+01, 5.361E+02, 5.938E+02, 1.009E+02, 5.681E+02, 1.356E+02, 6.056E+02, 4.337E+02, 4.314E+02, 5.217E+02, 1.123E+02, 5.326E+02, 5.606E+02, 5.770E+02, 4.968E+02, 4.766E+02, 4.485E+02, 4.392E+02, 2.497E+01, 6.995E+01, 3.933E+02, 2.670E+02, 2.888E+02, 1.228E+02, 2.308E+01, 7.367E+01, 6.132E+01, 6.711E+01, 6.059E+01, 5.723E+01,-2.702E+00,-2.574E+00,-2.813E+00,-1.308E+00, 2.084E-01, 6.371E-01, 6.165E-01, 6.335E-01, 8.465E-01
 1.440E+03, 1.252E-01, 3.768E-02, 2.750E-10, 1.025E-10, 5.336E-02, 1.392E-01, 3.131E-02, 3.034E-05, 1.417E-05, 4.524E-02, 1.887E+01, 1.918E+01, 5.295E+02, 6.115E+02, 1.028E+02, 5.624E+02, 1.377E+02, 5.978E+02, 4.301E+02, 4.264E+02, 5.216E+02, 1.124E+02, 5.465E+02, 5.737E+02, 5.674E+02, 4.964E+02, 4.772E+02, 4.640E+02, 4.513E+02, 2.377E+01, 6.809E+01, 3.551E+02, 2.672E+02, 2.896E+02, 1.379E+02, 2.291E+01, 7.255E+01, 6.035E+01, 6.555E+01, 5.942E+01, 5.746E+01,-2.764E+00,-2.599E+00,-2.748E+00,-1.224E+00,-3.528E-02, 6.550E-01, 5.867E-01, 6.471E-01, 8.232E-01
 1.520E+03, 1.201E-01, 4.000E-02, 1.127E-08, 5.128E-09, 5.635E-02, 1.324E-01, 3.439E-02, 3.648E-05, 1.402E-05, 4.923E-02, 1.933E+01, 1.960E+01, 5.693E+02, 6.566E+02, 1.078E+02, 5.424E+02, 1.361E+02, 5.636E+02, 4.343E+02, 4.303E+02, 5.390E+02, 1.123E+02, 5.691E+02, 5.556E+02, 5.469E+02, 5.227E+02, 4.981E+02, 4.486E+02, 4.409E+02, 2.222E+01, 6.747E+01, 3.655E+02, 2.764E+02, 2.979E+02, 1.442E+02, 2.313E+01, 7.348E+01, 6.108E+01, 6.654E+01, 6.028E+01, 5.763E+01,-2.849E+00,-2.551E+00,-2.696E+00,-1.221E+00, 1.206E-04, 6.674E-01, 5.835E-01, 6.202E-01, 8.176E-01
 1.600E+03, 1.251E-01, 3.774E-02, 5.258E-08, 2.422E-08, 5.343E-02, 1.402E-01, 3.088E-02, 7.925E-06, 3.233E-06, 4.464E-02, 1.888E+01, 1.934E+01, 5.567E+02, 6.160E+02, 1.072E+02, 5.377E+02, 1.317E+02, 5.440E+02, 4.306E+02, 4.285E+02, 5.280E+02, 1.128E+02, 5.572E+02, 5.607E+02, 5.384E+02, 5.394E+02, 5.106E+02, 4.572E+02, 4.454E+02, 2.228E+01, 6.691E+01, 3.654E+02, 2.667E+02, 2.875E+02, 1.356E+02, 2.298E+01, 7.287E+01, 6.074E+01, 6.583E+01, 6.021E+01, 5.873E+01,-2.795E+00,-2.585E+00,-2.736E+00,-1.184E+00, 2.634E-02, 6.606E-01, 5.742E-01, 6.497E-01, 8.183E-01
 1.680E+03, 1.286E-01, 3.616E-02, 4.732E-08, 1.156E-08, 5.139E-02, 1.341E-01, 3.360E-02, 3.257E-05, 1.415E-05, 4.819E-02, 1.883E+01, 1.965E+01, 5.634E+02, 6.489E+02, 1.104E+02, 5.409E+02, 1.311E+02, 5.604E+02, 4.294E+02, 4.310E+02, 5.337E+02, 1.135E+02, 5.728E+02, 5.617E+02, 5.475E+02, 5.314E+02, 5.071E+02, 4.555E+02, 4.455E+02, 2.241E+01, 6.743E+01, 3.670E+02, 2.601E+02, 2.851E+02, 1.373E+02, 2.311E+01, 7.366E+01, 6.107E+01, 6.673E+01, 6.053E+01, 5.824E+01,-2.789E+00,-2.556E+00,-2.771E+00,-1.229E+00, 2.840E-02, 6.801E-01, 5.880E-01, 6.416E-01, 8.211E-01
 1.760E+03, 1.264E-01, 3.715E-02, 1.328E-06, 1.842E-07, 5.269E-02, 1.332E-01, 3.404E-02, 1.777E-05, 6.818E-06, 4.873E-02, 1.929E+01, 1.975E+01, 5.698E+02, 6.563E+02, 1.044E+02, 5.469E+02, 1.296E+02, 5.553E+02, 4.341E+02, 4.317E+02, 5.354E+02, 1.138E+02, 5.668E+02, 5.631E+02, 5.408E+02, 5.172E+02, 4.924E+02, 4.528E+02, 4.416E+02, 2.278E+01, 6.780E+01, 3.748E+02, 2.764E+02, 2.960E+02, 1.371E+02, 2.296E+01, 7.392E+01, 6.108E+01, 6.688E+01, 6.096E+01, 5.857E+01,-2.728E+00,-2.574E+00,-2.686E+00,-1.240E+00, 4.365E-03, 6.592E-01, 5.891E-01, 6.369E-01, 8.303E-01
 1.840E+03, 1.250E-01, 3.776E-02, 3.386E-09, 1.246E-09, 5.346E-02, 1.370E-01, 3.230E-02, 1.956E-05, 6.783E-06, 4.648E-02, 1.901E+01, 1.963E+01, 5.447E+02, 6.314E+02, 1.032E+02, 5.577E+02, 1.376E+02, 5.714E+02, 4.322E+02, 4.309E+02, 5.246E+02, 1.141E+02, 5.531E+02, 5.620E+02, 5.588E+02, 5.106E+02, 4.891E+02, 4.470E+02, 4.380E+02, 2.242E+01, 6.748E+01, 3.691E+02, 2.651E+02, 2.875E+02, 1.476E+02, 2.293E+01, 7.307E+01, 6.110E+01, 6.666E+01, 6.015E+01, 5.743E+01,-2.793E+00,-2.579E+00,-2.813E+00,-1.299E+00,-5.606E-02, 6.522E-01, 6.000E-01, 6.455E-01, 8.213E-01
 1.920E+03, 1.199E-01, 4.009E-02, 7.422E-08, 1.951E-08, 5.647E-02, 1.357E-01, 3.286E-02, 5.108E-05, 1.677E-05, 4.731E-02, 1.956E+01, 1.972E+01, 5.722E+02, 6.378E+02, 1.132E+02, 5.396E+02, 1.364E+02, 5.394E+02, 4.361E+02, 4.316E+02, 5.371E+02, 1.143E+02, 5.559E+02, 5.537E+02, 5.351E+02, 5.188E+02, 4.945E+02, 4.472E+02, 4.410E+02, 2.278E+01, 6.756E+01, 3.725E+02, 2.730E+02, 2.939E+02, 1.391E+02, 2.295E+01, 7.347E+01, 6.081E+01, 6.648E+01, 6.039E+01, 5.787E+01,-2.710E+00,-2.574E+00,-2.728E+00,-1.276E+00, 5.677E-02, 6.771E-01, 5.975E-01, 6.268E-01, 8.426E-01
 2.000E+03, 9.262E-02, 5.243E-02, 3.631E-06, 4.962E-07, 7.263E-02, 8.766E-02, 5.244E-02, 1.867E-03, 1.167E-03, 7.669E-02, 3.306E+01, 3.745E+01, 6.708E+02, 8.894E+02, 1.373E+02, 6.237E+02, 1.509E+02, 7.191E+02, 5.328E+02, 5.510E+02, 7.127E+02, 1.148E+02, 7.465E+02, 7.439E+02, 7.088E+02, 6.828E+02, 6.368E+02, 5.898E+02, 5.683E+02, 2.918E+01, 1.151E+02, 4.676E+02, 3.276E+02, 3.675E+02, 2.129E+02, 2.481E+01, 1.181E+02, 9.550E+01, 1.056E+02, 9.582E+01, 9.065E+01,-3.290E+00,-3.072E+00,-3.340E+00,-1.489E+00,-1.786E-01, 6.182E-01, 5.780E-01, 6.278E-01, 8.145E-01
 2.080E+03, 2.874E-02, 8.044E-02, 7.845E-04, 2.640E-04, 1.114E-01, 3.783E-02, 6.831E-02, 7.139E-03, 8.271E-03, 1.094E-01, 5.901E+01, 7.010E+01, 7.940E+02, 1.063E+03, 1.873E+02, 7.839E+02, 2.391E+02, 1.030E+03, 6.853E+02, 7.249E+02, 8.985E+02, 1.202E+02, 9.443E+02, 9.638E+02, 9.617E+02, 9.066E+02, 8.368E+02, 8.192E+02, 7.886E+02, 5.296E+01, 2.283E+02, 6.365E+02, 4.372E+02, 5.127E+02, 3.385E+02, 2.877E+01, 2.175E+02, 1.749E+02, 1.917E+02, 1.736E+02, 1.639E+02,-4.170E+00,-3.853E+00,-4.200E+00,-1.773E+00,-2.118E-01, 6.530E-01, 6.705E-01, 6.819E-01, 8.968E-01
 2.160E+03, 1.249E-02, 8.840E-02, 2.734E-04, 3.659E-05, 1.210E-01, 2.589E-02, 6.885E-02, 1.083E-02, 1.517E-02, 1.184E-01, 6.102E+01, 7.267E+01, 7.857E+02, 1.077E+03, 1.990E+02, 7.937E+02, 2.496E+02, 1.055E+03, 6.995E+02, 7.395E+02, 9.178E+02, 1.338E+02, 9.705E+02, 9.753E+02, 9.716E+02, 9.532E+02, 8.719E+02, 8.618E+02, 8.256E+02, 3.974E+01, 2.285E+02, 6.365E+02, 3.871E+02, 4.905E+02, 3.312E+02, 2.950E+01, 2.302E+02, 1.841E+02, 2.024E+02, 1.836E+02, 1.722E+02,-4.246E+00,-3.918E+00,-4.166E+00,-1.755E+00,-6.821E-02, 6.708E-01, 6.950E-01, 7.139E-01, 9.148E-01
 2.240E+03, 1.004E-02, 8.775E-02, 1.711E-03, 1.292E-03, 1.234E-01, 2.681E-02, 6.865E-02, 1.082E-02, 1.304E-02, 1.181E-01, 6.361E+01, 7.444E+01, 7.941E+02, 1.086E+03, 2.111E+02, 8.025E+02, 2.850E+02, 1.009E+03, 7.119E+02, 7.474E+02, 9.296E+02, 1.482E+02, 9.793E+02, 9.744E+02, 9.607E+02, 9.640E+02, 8.792E+02, 8.656E+02, 8.253E+02, 3.537E+01, 2.258E+02, 6.544E+02, 3.945E+02, 4.953E+02, 3.457E+02, 2.920E+01, 2.337E+02, 1.899E+02, 2.057E+02, 1.858E+02, 1.751E+02,-4.309E+00,-3.929E+00,-4.209E+00,-1.870E+00,-1.675E-01, 6.989E-01, 6.602E-01, 6.887E-01, 9.150E-01
 2.320E+03, 1.297E-02, 8.691E-02, 1.356E-03, 4.903E-04, 1.214E-01, 2.730E-02, 6.758E-02, 1.118E-02, 1.770E-02, 1.177E-01, 6.340E+01, 7.492E+01, 8.130E+02, 1.080E+03, 2.106E+02, 7.856E+02, 2.907E+02, 1.019E+03, 7.121E+02, 7.506E+02, 9.326E+02, 1.585E+02, 9.810E+02, 9.785E+02, 9.575E+02, 9.960E+02, 9.041E+02, 8.932E+02, 8.412E+02, 4.327E+01, 2.345E+02, 6.659E+02, 3.924E+02, 4.949E+02, 3.419E+02, 2.953E+01, 2.361E+02, 1.903E+02, 2.080E+02, 1.887E+02, 1.777E+02,-4.335E+00,-3.836E+00,-4.182E+00,-1.790E+00,-1.675E-01, 7.137E-01, 6.796E-01, 6.910E-01, 9.203E-01
 2.400E+03, 3.885E-03, 8.858E-02, 3.350E-03, 2.221E-03, 1.281E-01, 2.189E-02, 6.830E-02, 1.275E-02, 1.700E-02, 1.220E-01, 6.674E+01, 7.624E+01, 8.269E+02, 1.062E+03, 2.126E+02, 8.055E+02, 2.737E+02, 1.032E+03, 7.260E+02, 7.559E+02, 9.272E+02, 1.656E+02, 9.638E+02, 9.775E+02, 9.731E+02, 9.342E+02, 8.618E+02, 8.752E+02, 8.337E+02, 3.693E+01, 2.337E+02, 6.489E+02, 3.917E+02, 4.962E+02, 3.536E+02, 3.023E+01, 2.410E+02, 1.915E+02, 2.111E+02, 1.916E+02, 1.796E+02,-4.194E+00,-3.906E+00,-4.300E+00,-1.850E+00,-1.848E-01, 7.088E-01, 6.993E-01, 7.126E-01, 9.463E-01
 2.480E+03, 3.033E-03, 8.984E-02, 2.658E-03, 1.359E-03, 1.282E-01, 2.847E-02, 6.898E-02, 9.763E-03, 1.432E-02, 1.163E-01, 6.737E+01, 7.736E+01, 8.275E+02, 1.082E+03, 2.130E+02, 8.018E+02, 2.882E+02, 1.001E+03, 7.292E+02, 7.599E+02, 9.351E+02, 1.704E+02, 9.772E+02, 9.791E+02, 9.560E+02, 9.629E+02, 8.813E+02, 8.909E+02, 8.410E+02, 4.357E+01, 2.422E+02, 6.588E+02, 3.945E+02, 5.009E+02, 3.594E+02, 2.976E+01, 2.409E+02, 1.948E+02, 2.135E+02, 1.927E+02, 1.824E+02,-4.291E+00,-3.911E+00,-4.244E+00,-1.793E+00,-2.409E-01, 6.992E-01, 6.958E-01, 6.832E-01, 9.314E-01
