s,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
 7.200E+02, 1.148E-01, 5.528E-02, 1.267E-06, 3.338E-08, 2.660E-07, 4.526E-02, 1.137E-01, 5.579E-02, 1.109E-04, 4.740E-06, 2.333E-05, 4.576E-02, 2.502E+01, 2.930E+01, 6.215E+02, 7.506E+02, 1.063E+02, 6.115E+02, 1.322E+02, 7.014E+02, 4.634E+02, 4.883E+02, 5.868E+02, 6.358E+01, 6.477E+02, 6.528E+02, 6.458E+02, 6.199E+02, 5.802E+02, 5.847E+02, 5.490E+02, 2.721E+01, 8.808E+01, 4.489E+02, 3.569E+02, 3.718E+02, 2.190E+02, 2.313E+01, 9.193E+01, 7.574E+01, 8.281E+01, 7.534E+01, 7.302E+01,-3.112E+00,-2.884E+00,-3.102E+00,-1.387E+00,-2.095E-01, 6.014E-01, 5.757E-01, 6.210E-01, 7.716E-01
 8.000E+02, 9.213E-02, 6.867E-02, 4.684E-08, 1.704E-09, 9.838E-09, 5.489E-02, 8.252E-02, 7.272E-02, 1.571E-03, 1.126E-04, 3.381E-04, 5.964E-02, 4.005E+01, 5.081E+01, 7.051E+02, 8.967E+02, 1.613E+02, 6.979E+02, 2.079E+02, 9.288E+02, 5.841E+02, 6.361E+02, 7.534E+02, 7.901E+01, 8.041E+02, 8.075E+02, 8.317E+02, 7.936E+02, 7.338E+02, 7.404E+02, 7.009E+02, 3.230E+01, 1.492E+02, 5.679E+02, 4.195E+02, 4.669E+02, 3.099E+02, 2.526E+01, 1.568E+02, 1.271E+02, 1.393E+02, 1.262E+02, 1.181E+02,-3.580E+00,-3.332E+00,-3.709E+00,-1.650E+00,-2.482E-01, 6.802E-01, 6.724E-01, 7.146E-01, 9.072E-01
 8.800E+02, 7.379E-02, 7.951E-02, 1.473E-05, 2.533E-07, 3.104E-06, 6.273E-02, 7.955E-02, 7.480E-02, 1.273E-03, 4.068E-05, 2.729E-04, 6.081E-02, 4.580E+01, 5.558E+01, 7.435E+02, 9.150E+02, 1.783E+02, 7.208E+02, 2.453E+02, 9.346E+02, 6.221E+02, 6.646E+02, 7.766E+02, 9.989E+01, 8.161E+02, 8.131E+02, 8.168E+02, 8.208E+02, 7.575E+02, 8.058E+02, 7.487E+02, 3.606E+01, 1.693E+02, 6.059E+02, 4.335E+02, 4.837E+02, 3.070E+02, 2.591E+01, 1.718E+02, 1.389E+02, 1.531E+02, 1.391E+02, 1.305E+02,-3.637E+00,-3.340E+00,-3.656E+00,-1.771E+00,-2.021E-01, 7.120E-01, 6.824E-01, 7.305E-01, 9.361E-01
 9.600E+02, 7.106E-02, 8.114E-02, 4.470E-07, 7.295E-09, 9.399E-08, 6.389E-02, 7.529E-02, 7.759E-02, 1.007E-03, 2.642E-05, 2.151E-04, 6.251E-02, 4.962E+01, 5.841E+01, 7.377E+02, 9.292E+02, 1.760E+02, 7.519E+02, 2.633E+02, 9.478E+02, 6.443E+02, 6.797E+02, 7.850E+02, 1.188E+02, 8.197E+02, 8.163E+02, 8.430E+02, 8.076E+02, 7.496E+02, 7.805E+02, 7.335E+02, 3.082E+01, 1.711E+02, 6.056E+02, 4.595E+02, 5.011E+02, 3.156E+02, 2.576E+01, 1.785E+02, 1.469E+02, 1.591E+02, 1.442E+02, 1.387E+02,-3.803E+00,-3.362E+00,-3.643E+00,-1.825E+00,-2.225E-01, 7.068E-01, 6.801E-01, 7.509E-01, 9.392E-01
 1.040E+03, 8.309E-02, 7.402E-02, 1.072E-07, 1.757E-09, 2.251E-08, 5.875E-02, 8.489E-02, 7.039E-02, 2.439E-03, 3.543E-04, 5.250E-04, 5.893E-02, 4.996E+01, 5.951E+01, 7.410E+02, 9.151E+02, 1.879E+02, 7.283E+02, 2.613E+02, 9.547E+02, 6.486E+02, 6.864E+02, 7.925E+02, 1.328E+02, 8.229E+02, 8.253E+02, 8.364E+02, 8.377E+02, 7.723E+02, 8.306E+02, 7.693E+02, 2.818E+01, 1.734E+02, 6.410E+02, 4.851E+02, 5.277E+02, 3.539E+02, 2.591E+01, 1.822E+02, 1.509E+02, 1.636E+02, 1.480E+02, 1.422E+02,-3.774E+00,-3.369E+00,-3.661E+00,-1.947E+00,-3.012E-01, 7.263E-01, 6.851E-01, 7.359E-01, 9.281E-01
 1.120E+03, 7.723E-02, 7.748E-02, 6.993E-08, 1.489E-09, 1.470E-08, 6.125E-02, 7.453E-02, 7.800E-02, 1.046E-03, 4.447E-05, 2.241E-04, 6.285E-02, 5.017E+01, 5.940E+01, 7.506E+02, 9.161E+02, 1.873E+02, 7.376E+02, 2.711E+02, 9.565E+02, 6.504E+02, 6.866E+02, 7.886E+02, 1.430E+02, 8.219E+02, 8.079E+02, 8.365E+02, 8.538E+02, 7.817E+02, 8.079E+02, 7.535E+02, 3.127E+01, 1.754E+02, 6.265E+02, 4.394E+02, 4.948E+02, 3.324E+02, 2.650E+01, 1.828E+02, 1.502E+02, 1.630E+02, 1.474E+02, 1.378E+02,-3.620E+00,-3.326E+00,-3.703E+00,-1.913E+00,-2.711E-01, 7.214E-01, 6.861E-01, 7.293E-01, 9.410E-01
 1.200E+03, 7.722E-02, 7.749E-02, 2.230E-06, 1.477E-08, 4.693E-07, 6.126E-02, 7.600E-02, 7.732E-02, 8.662E-04, 3.773E-05, 1.849E-04, 6.214E-02, 5.177E+01, 6.131E+01, 7.615E+02, 9.308E+02, 1.914E+02, 7.348E+02, 2.686E+02, 9.565E+02, 6.582E+02, 6.955E+02, 7.975E+02, 1.498E+02, 8.221E+02, 8.210E+02, 8.505E+02, 8.470E+02, 7.793E+02, 8.007E+02, 7.477E+02, 2.857E+01, 1.764E+02, 6.171E+02, 4.505E+02, 5.011E+02, 3.336E+02, 2.627E+01, 1.869E+02, 1.535E+02, 1.677E+02, 1.509E+02, 1.436E+02,-3.685E+00,-3.354E+00,-3.730E+00,-1.862E+00,-3.433E-01, 7.318E-01, 6.697E-01, 7.124E-01, 9.418E-01
 1.280E+03, 8.346E-02, 7.380E-02, 3.526E-09, 1.468E-10, 7.407E-10, 5.859E-02, 7.374E-02, 7.723E-02, 2.235E-03, 1.397E-04, 4.809E-04, 6.368E-02, 5.088E+01, 6.051E+01, 7.503E+02, 9.320E+02, 1.983E+02, 7.320E+02, 2.783E+02, 9.638E+02, 6.556E+02, 6.928E+02, 7.950E+02, 1.544E+02, 8.241E+02, 8.156E+02, 8.554E+02, 8.595E+02, 7.874E+02, 8.005E+02, 7.502E+02, 2.711E+01, 1.731E+02, 6.323E+02, 4.741E+02, 5.207E+02, 3.379E+02, 2.640E+01, 1.858E+02, 1.526E+02, 1.662E+02, 1.497E+02, 1.423E+02,-3.681E+00,-3.331E+00,-3.788E+00,-1.886E+00,-3.069E-01, 7.467E-01, 6.919E-01, 7.352E-01, 9.711E-01
 1.360E+03, 7.505E-02, 7.877E-02, 1.711E-07, 3.858E-09, 3.595E-08, 6.218E-02, 7.598E-02, 7.682E-02, 1.356E-03, 6.373E-05, 2.910E-04, 6.236E-02, 5.217E+01, 5.959E+01, 7.598E+02, 9.322E+02, 1.781E+02, 7.416E+02, 2.652E+02, 9.634E+02, 6.608E+02, 6.885E+02, 7.917E+02, 1.573E+02, 8.168E+02, 8.056E+02, 8.381E+02, 8.097E+02, 7.532E+02, 7.942E+02, 7.427E+02, 2.973E+01, 1.756E+02, 6.106E+02, 4.621E+02, 5.077E+02, 3.198E+02, 2.677E+01, 1.846E+02, 1.494E+02, 1.646E+02, 1.493E+02, 1.391E+02,-3.668E+00,-3.299E+00,-3.720E+00,-1.846E+00,-2.937E-01, 7.024E-01, 6.883E-01, 7.524E-01, 9.420E-01
 1.440E+03, 7.676E-02, 7.776E-02, 9.092E-08, 1.498E-09, 1.911E-08, 6.145E-02, 7.748E-02, 7.570E-02, 1.571E-03, 8.563E-05, 3.376E-04, 6.180E-02, 5.175E+01, 6.104E+01, 7.491E+02, 9.294E+02, 1.931E+02, 7.408E+02, 2.605E+02, 9.749E+02, 6.595E+02, 6.945E+02, 7.981E+02, 1.590E+02, 8.272E+02, 8.176E+02, 8.586E+02, 8.374E+02, 7.712E+02, 8.055E+02, 7.520E+02, 3.770E+01, 1.834E+02, 6.193E+02, 4.702E+02, 5.171E+02, 3.287E+02, 2.640E+01, 1.863E+02, 1.531E+02, 1.673E+02, 1.527E+02, 1.411E+02,-3.672E+00,-3.328E+00,-3.757E+00,-1.911E+00,-2.425E-01, 7.297E-01, 7.040E-01, 7.437E-01, 9.346E-01
 1.520E+03, 7.485E-02, 7.889E-02, 1.612E-07, 3.739E-09, 3.389E-08, 6.227E-02, 7.939E-02, 7.454E-02, 1.610E-03, 5.081E-05, 3.444E-04, 6.102E-02, 5.322E+01, 6.202E+01, 7.415E+02, 9.388E+02, 1.917E+02, 7.503E+02, 2.641E+02, 9.641E+02, 6.668E+02, 6.996E+02, 8.065E+02, 1.600E+02, 8.263E+02, 8.246E+02, 8.488E+02, 8.388E+02, 7.759E+02, 8.076E+02, 7.544E+02, 3.773E+01, 1.845E+02, 6.168E+02, 4.511E+02, 5.065E+02, 3.306E+02, 2.599E+01, 1.894E+02, 1.548E+02, 1.689E+02, 1.539E+02, 1.445E+02,-3.626E+00,-3.329E+00,-3.839E+00,-1.859E+00,-2.288E-01, 7.185E-01, 6.687E-01, 7.487E-01, 9.405E-01
 1.600E+03, 7.555E-02, 7.848E-02, 5.104E-07, 1.423E-08, 1.073E-07, 6.197E-02, 7.509E-02, 7.773E-02, 9.872E-04, 4.100E-05, 2.103E-04, 6.258E-02, 5.238E+01, 6.040E+01, 7.634E+02, 9.348E+02, 1.797E+02, 7.432E+02, 2.674E+02, 9.499E+02, 6.629E+02, 6.921E+02, 7.963E+02, 1.609E+02, 8.197E+02, 8.118E+02, 8.334E+02, 8.172E+02, 7.569E+02, 8.021E+02, 7.490E+02, 3.537E+01, 1.817E+02, 6.229E+02, 4.486E+02, 4.994E+02, 3.290E+02, 2.591E+01, 1.841E+02, 1.512E+02, 1.657E+02, 1.504E+02, 1.413E+02,-3.655E+00,-3.278E+00,-3.696E+00,-1.828E+00,-2.537E-01, 7.066E-01, 7.084E-01, 7.310E-01, 9.398E-01
 1.680E+03, 8.309E-02, 7.402E-02, 6.843E-08, 1.698E-09, 1.438E-08, 5.875E-02, 8.217E-02, 7.300E-02, 1.508E-03, 6.470E-05, 3.231E-04, 5.978E-02, 5.087E+01, 5.940E+01, 7.559E+02, 9.252E+02, 1.845E+02, 7.323E+02, 2.521E+02, 9.738E+02, 6.559E+02, 6.888E+02, 7.922E+02, 1.615E+02, 8.392E+02, 8.083E+02, 8.227E+02, 8.544E+02, 7.866E+02, 7.924E+02, 7.420E+02, 2.962E+01, 1.744E+02, 6.203E+02, 4.571E+02, 5.052E+02, 3.359E+02, 2.580E+01, 1.820E+02, 1.486E+02, 1.628E+02, 1.480E+02, 1.411E+02,-3.714E+00,-3.277E+00,-3.702E+00,-1.832E+00,-2.339E-01, 7.324E-01, 6.815E-01, 7.477E-01, 9.674E-01
 1.760E+03, 8.311E-02, 7.401E-02, 2.091E-07, 5.883E-09, 4.394E-08, 5.874E-02, 6.433E-02, 8.075E-02, 4.183E-03, 3.959E-04, 9.018E-04, 6.847E-02, 5.519E+01, 6.611E+01, 7.643E+02, 9.695E+02, 1.884E+02, 7.515E+02, 2.751E+02, 1.003E+03, 6.743E+02, 7.134E+02, 8.283E+02, 1.613E+02, 8.707E+02, 8.409E+02, 8.722E+02, 9.007E+02, 8.167E+02, 8.281E+02, 7.703E+02, 3.775E+01, 1.975E+02, 6.413E+02, 4.588E+02, 5.157E+02, 3.525E+02, 2.679E+01, 1.994E+02, 1.644E+02, 1.784E+02, 1.622E+02, 1.515E+02,-3.769E+00,-3.380E+00,-3.834E+00,-1.941E+00,-2.684E-01, 7.187E-01, 7.029E-01, 7.201E-01, 9.333E-01
 1.840E+03, 5.423E-02, 9.109E-02, 2.758E-07, 4.873E-09, 5.803E-08, 7.108E-02, 3.708E-02, 9.394E-02, 7.003E-03, 5.747E-04, 1.506E-03, 8.128E-02, 7.155E+01, 8.876E+01, 8.264E+02, 1.063E+03, 2.316E+02, 8.187E+02, 3.461E+02, 1.061E+03, 7.428E+02, 7.954E+02, 9.235E+02, 1.624E+02, 9.622E+02, 9.307E+02, 9.627E+02, 1.039E+03, 9.289E+02, 9.632E+02, 8.808E+02, 3.717E+01, 2.591E+02, 7.440E+02, 5.363E+02, 6.032E+02, 4.169E+02, 2.940E+01, 2.638E+02, 2.162E+02, 2.343E+02, 2.127E+02, 1.976E+02,-4.135E+00,-3.653E+00,-4.123E+00,-2.158E+00,-3.597E-01, 7.219E-01, 6.956E-01, 7.132E-01, 9.537E-01
 1.920E+03, 3.609E-02, 1.013E-01, 4.989E-04, 3.705E-05, 1.062E-04, 7.905E-02, 2.674E-02, 1.002E-01, 6.824E-03, 7.117E-04, 1.461E-03, 8.557E-02, 8.297E+01, 1.027E+02, 8.720E+02, 1.086E+03, 2.489E+02, 8.497E+02, 3.665E+02, 1.105E+03, 7.857E+02, 8.419E+02, 9.670E+02, 1.683E+02, 1.000E+03, 9.827E+02, 1.003E+03, 1.102E+03, 9.848E+02, 1.032E+03, 9.417E+02, 5.798E+01, 3.160E+02, 8.245E+02, 5.869E+02, 6.596E+02, 4.841E+02, 2.992E+01, 3.066E+02, 2.478E+02, 2.706E+02, 2.482E+02, 2.306E+02,-4.339E+00,-3.863E+00,-4.369E+00,-2.318E+00,-5.682E-01, 7.425E-01, 6.788E-01, 7.368E-01, 9.612E-01
 2.000E+03, 3.143E-02, 1.046E-01, 3.357E-06, 1.048E-07, 7.069E-07, 8.084E-02, 2.548E-02, 9.844E-02, 9.269E-03, 7.747E-04, 1.993E-03, 8.718E-02, 8.872E+01, 1.067E+02, 8.760E+02, 1.099E+03, 2.542E+02, 8.872E+02, 3.674E+02, 1.117E+03, 8.063E+02, 8.541E+02, 9.790E+02, 1.769E+02, 9.968E+02, 1.001E+03, 1.020E+03, 1.076E+03, 9.679E+02, 1.026E+03, 9.413E+02, 3.972E+01, 3.072E+02, 8.014E+02, 5.722E+02, 6.585E+02, 4.793E+02, 3.061E+01, 3.141E+02, 2.599E+02, 2.809E+02, 2.568E+02, 2.389E+02,-4.404E+00,-3.989E+00,-4.506E+00,-2.121E+00,-4.710E-01, 7.484E-01, 7.302E-01, 7.269E-01, 9.719E-01
 2.080E+03, 2.940E-02, 1.057E-01, 5.144E-05, 4.453E-07, 1.085E-05, 8.173E-02, 2.274E-02, 9.580E-02, 1.325E-02, 2.045E-03, 2.848E-03, 8.966E-02, 8.836E+01, 1.088E+02, 8.866E+02, 1.107E+03, 2.616E+02, 8.741E+02, 4.041E+02, 1.106E+03, 8.060E+02, 8.602E+02, 9.925E+02, 1.846E+02, 1.017E+03, 1.006E+03, 1.017E+03, 1.094E+03, 9.828E+02, 1.073E+03, 9.689E+02, 4.831E+01, 3.219E+02, 8.464E+02, 6.181E+02, 6.860E+02, 5.028E+02, 3.149E+01, 3.207E+02, 2.650E+02, 2.854E+02, 2.631E+02, 2.419E+02,-4.416E+00,-3.942E+00,-4.628E+00,-2.421E+00,-5.483E-01, 7.280E-01, 7.165E-01, 7.356E-01, 9.919E-01
 2.160E+03, 2.680E-02, 1.069E-01, 3.957E-04, 1.978E-05, 8.418E-05, 8.298E-02, 2.695E-02, 9.405E-02, 1.257E-02, 1.726E-03, 2.700E-03, 8.766E-02, 9.017E+01, 1.080E+02, 8.915E+02, 1.112E+03, 2.550E+02, 8.799E+02, 3.866E+02, 1.094E+03, 8.122E+02, 8.590E+02, 9.977E+02, 1.896E+02, 1.022E+03, 1.004E+03, 1.007E+03, 1.124E+03, 1.004E+03, 1.052E+03, 9.567E+02, 3.778E+01, 3.122E+02, 8.409E+02, 6.062E+02, 6.807E+02, 4.795E+02, 3.031E+01, 3.184E+02, 2.636E+02, 2.841E+02, 2.607E+02, 2.436E+02,-4.642E+00,-3.957E+00,-4.371E+00,-2.368E+00,-3.536E-01, 7.456E-01, 7.082E-01, 7.521E-01, 9.853E-01
 2.240E+03, 3.192E-02, 1.039E-01, 3.456E-04, 8.660E-06, 7.351E-05, 8.078E-02, 2.284E-02, 9.553E-02, 1.350E-02, 1.637E-03, 2.906E-03, 8.987E-02, 9.094E+01, 1.081E+02, 8.888E+02, 1.118E+03, 2.639E+02, 8.689E+02, 4.030E+02, 1.078E+03, 8.149E+02, 8.593E+02, 1.005E+03, 1.932E+02, 1.030E+03, 1.013E+03, 1.004E+03, 1.121E+03, 1.004E+03, 1.034E+03, 9.490E+02, 4.427E+01, 3.172E+02, 8.161E+02, 5.927E+02, 6.684E+02, 4.627E+02, 3.066E+01, 3.185E+02, 2.616E+02, 2.826E+02, 2.592E+02, 2.424E+02,-4.623E+00,-4.069E+00,-4.410E+00,-2.186E+00,-2.547E-01, 7.216E-01, 7.123E-01, 7.188E-01, 9.829E-01
 2.320E+03, 2.993E-02, 1.055E-01, 8.795E-06, 7.691E-08, 1.852E-06, 8.148E-02, 2.419E-02, 9.635E-02, 1.197E-02, 1.338E-03, 2.576E-03, 8.872E-02, 9.208E+01, 1.097E+02, 8.879E+02, 1.125E+03, 2.650E+02, 8.776E+02, 3.759E+02, 1.110E+03, 8.188E+02, 8.633E+02, 1.001E+03, 1.957E+02, 1.030E+03, 1.020E+03, 1.025E+03, 1.118E+03, 9.991E+02, 1.064E+03, 9.666E+02, 4.524E+01, 3.231E+02, 8.198E+02, 5.577E+02, 6.491E+02, 4.731E+02, 3.053E+01, 3.211E+02, 2.652E+02, 2.882E+02, 2.640E+02, 2.453E+02,-4.491E+00,-3.958E+00,-4.518E+00,-2.174E+00,-3.946E-01, 7.414E-01, 7.017E-01, 7.137E-01, 9.574E-01
 2.400E+03, 2.368E-02, 1.087E-01, 4.679E-04, 2.655E-05, 9.997E-05, 8.435E-02, 2.287E-02, 9.690E-02, 1.220E-02, 1.291E-03, 2.626E-03, 8.941E-02, 9.119E+01, 1.083E+02, 8.984E+02, 1.098E+03, 2.608E+02, 8.776E+02, 3.748E+02, 1.079E+03, 8.158E+02, 8.594E+02, 9.934E+02, 1.972E+02, 1.005E+03, 1.010E+03, 1.018E+03, 1.122E+03, 1.001E+03, 1.074E+03, 9.703E+02, 4.954E+01, 3.187E+02, 8.309E+02, 5.729E+02, 6.573E+02, 4.579E+02, 3.028E+01, 3.192E+02, 2.619E+02, 2.854E+02, 2.610E+02, 2.411E+02,-4.341E+00,-4.013E+00,-4.422E+00,-2.303E+00,-2.779E-01, 7.231E-01, 7.193E-01, 7.157E-01, 9.793E-01
