s,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
 2.560E+03, 3.264E-02, 7.901E-02, 4.916E-04, 1.721E-04, 1.089E-01, 3.328E-02, 6.803E-02, 9.039E-03, 1.013E-02, 1.133E-01, 6.334E+01, 7.445E+01, 8.109E+02, 1.091E+03, 1.889E+02, 7.776E+02, 2.567E+02, 9.747E+02, 7.130E+02, 7.514E+02, 9.300E+02, 1.836E+02, 9.823E+02, 9.854E+02, 9.671E+02, 9.263E+02, 8.574E+02, 8.201E+02, 7.941E+02, 3.263E+01, 2.279E+02, 6.035E+02, 3.288E+02, 4.512E+02, 3.299E+02, 2.966E+01, 2.367E+02, 1.944E+02, 2.073E+02, 1.913E+02, 1.743E+02,-6.028E+00,-5.398E+00,-5.864E+00,-1.846E+00,-1.347E-01, 6.620E-01, 6.549E-01, 6.267E-01, 9.513E-01
 2.640E+03, 2.205E-02, 8.421E-02, 1.553E-04, 1.652E-05, 1.151E-01, 3.644E-02, 6.576E-02, 9.505E-03, 1.338E-02, 1.114E-01, 6.324E+01, 7.343E+01, 8.021E+02, 1.079E+03, 1.859E+02, 7.773E+02, 2.740E+02, 9.600E+02, 7.124E+02, 7.478E+02, 9.292E+02, 1.800E+02, 9.689E+02, 9.895E+02, 9.489E+02, 9.503E+02, 8.730E+02, 7.984E+02, 7.814E+02, 3.752E+01, 2.294E+02, 6.162E+02, 3.434E+02, 4.550E+02, 3.284E+02, 2.941E+01, 2.329E+02, 1.905E+02, 2.047E+02, 1.887E+02, 1.721E+02,-5.974E+00,-5.439E+00,-5.689E+00,-1.785E+00,-1.027E-01, 6.539E-01, 6.757E-01, 6.173E-01, 9.761E-01
 2.720E+03, 1.892E-02, 8.571E-02, 7.978E-05, 3.180E-05, 1.170E-01, 3.718E-02, 6.869E-02, 7.157E-03, 7.148E-03, 1.099E-01, 6.330E+01, 7.354E+01, 7.897E+02, 1.072E+03, 1.852E+02, 7.796E+02, 2.721E+02, 9.914E+02, 7.120E+02, 7.473E+02, 9.154E+02, 1.778E+02, 9.722E+02, 9.698E+02, 9.506E+02, 9.307E+02, 8.558E+02, 8.333E+02, 7.972E+02, 4.521E+01, 2.287E+02, 6.057E+02, 3.805E+02, 4.819E+02, 3.344E+02, 2.966E+01, 2.325E+02, 1.895E+02, 2.025E+02, 1.866E+02, 1.703E+02,-5.958E+00,-5.395E+00,-5.850E+00,-1.757E+00,-2.233E-01, 6.589E-01, 6.733E-01, 6.881E-01, 9.591E-01
 2.800E+03, 2.003E-02, 8.525E-02, 4.082E-05, 8.359E-06, 1.163E-01, 3.316E-02, 6.856E-02, 8.732E-03, 8.775E-03, 1.132E-01, 6.251E+01, 7.336E+01, 7.900E+02, 1.075E+03, 1.886E+02, 7.909E+02, 2.769E+02, 1.030E+03, 7.090E+02, 7.473E+02, 9.190E+02, 1.762E+02, 9.667E+02, 9.774E+02, 9.886E+02, 9.122E+02, 8.461E+02, 8.144E+02, 7.915E+02, 3.793E+01, 2.350E+02, 5.891E+02, 3.216E+02, 4.446E+02, 3.277E+02, 2.937E+01, 2.331E+02, 1.928E+02, 2.054E+02, 1.894E+02, 1.723E+02,-5.908E+00,-5.359E+00,-5.970E+00,-1.704E+00,-4.878E-02, 6.459E-01, 6.679E-01, 6.357E-01, 9.577E-01
 2.880E+03, 3.473E-02, 7.865E-02, 5.050E-07, 8.350E-08, 1.073E-01, 4.809E-02, 6.512E-02, 5.977E-03, 6.925E-03, 1.026E-01, 5.945E+01, 7.027E+01, 7.676E+02, 1.037E+03, 1.758E+02, 7.713E+02, 2.616E+02, 9.947E+02, 6.961E+02, 7.358E+02, 9.002E+02, 1.748E+02, 9.442E+02, 9.839E+02, 9.762E+02, 8.976E+02, 8.335E+02, 8.064E+02, 7.875E+02, 4.596E+01, 2.314E+02, 5.781E+02, 3.249E+02, 4.403E+02, 3.273E+02, 2.879E+01, 2.243E+02, 1.828E+02, 1.969E+02, 1.836E+02, 1.655E+02,-5.804E+00,-5.419E+00,-5.879E+00,-1.720E+00,-1.322E-01, 6.477E-01, 6.791E-01, 6.746E-01, 9.646E-01
 2.960E+03, 2.140E-02, 8.435E-02, 2.810E-04, 5.257E-05, 1.156E-01, 4.636E-02, 6.522E-02, 6.560E-03, 7.127E-03, 1.040E-01, 5.987E+01, 7.059E+01, 7.682E+02, 1.044E+03, 1.699E+02, 7.755E+02, 2.652E+02, 1.037E+03, 6.975E+02, 7.368E+02, 9.037E+02, 1.728E+02, 9.481E+02, 9.783E+02, 9.761E+02, 8.754E+02, 8.167E+02, 8.014E+02, 7.830E+02, 8.305E+01, 2.563E+02, 5.879E+02, 3.237E+02, 4.408E+02, 3.306E+02, 2.932E+01, 2.224E+02, 1.825E+02, 1.960E+02, 1.820E+02, 1.652E+02,-5.741E+00,-5.404E+00,-5.826E+00,-1.743E+00,-1.172E-01, 6.254E-01, 6.841E-01, 6.798E-01, 9.677E-01
 3.040E+03, 1.829E-02, 8.562E-02, 4.074E-04, 8.211E-05, 1.176E-01, 4.881E-02, 6.527E-02, 5.624E-03, 6.160E-03, 1.019E-01, 6.046E+01, 7.045E+01, 7.989E+02, 1.055E+03, 1.787E+02, 7.692E+02, 2.567E+02, 9.912E+02, 6.998E+02, 7.360E+02, 9.019E+02, 1.713E+02, 9.405E+02, 9.763E+02, 9.552E+02, 8.851E+02, 8.248E+02, 7.693E+02, 7.571E+02, 4.752E+01, 2.306E+02, 5.778E+02, 3.432E+02, 4.484E+02, 3.158E+02, 2.911E+01, 2.248E+02, 1.830E+02, 1.978E+02, 1.837E+02, 1.660E+02,-5.945E+00,-5.472E+00,-5.804E+00,-1.685E+00,-1.592E-01, 6.341E-01, 6.737E-01, 6.488E-01, 9.546E-01
 3.120E+03, 2.330E-02, 8.289E-02, 7.943E-04, 2.498E-04, 1.148E-01, 4.039E-02, 6.621E-02, 7.890E-03, 9.178E-03, 1.082E-01, 6.091E+01, 7.168E+01, 7.948E+02, 1.067E+03, 1.858E+02, 7.699E+02, 2.550E+02, 9.741E+02, 7.014E+02, 7.396E+02, 9.116E+02, 1.711E+02, 9.626E+02, 9.831E+02, 9.560E+02, 8.873E+02, 8.269E+02, 7.856E+02, 7.663E+02, 7.679E+01, 2.522E+02, 5.847E+02, 3.312E+02, 4.434E+02, 3.310E+02, 2.925E+01, 2.278E+02, 1.819E+02, 1.995E+02, 1.854E+02, 1.678E+02,-5.885E+00,-5.410E+00,-5.873E+00,-1.806E+00,-2.010E-01, 6.460E-01, 6.544E-01, 7.092E-01, 9.455E-01
 3.200E+03, 3.225E-02, 7.970E-02, 6.266E-05, 6.584E-06, 1.089E-01, 4.137E-02, 6.911E-02, 5.369E-03, 4.266E-03, 1.064E-01, 6.015E+01, 7.073E+01, 7.826E+02, 1.067E+03, 1.775E+02, 7.797E+02, 2.479E+02, 1.015E+03, 6.984E+02, 7.372E+02, 9.009E+02, 1.715E+02, 9.453E+02, 9.675E+02, 9.540E+02, 8.604E+02, 8.094E+02, 8.003E+02, 7.807E+02, 6.226E+01, 2.449E+02, 5.897E+02, 3.486E+02, 4.554E+02, 3.300E+02, 2.927E+01, 2.244E+02, 1.823E+02, 1.972E+02, 1.832E+02, 1.654E+02,-5.828E+00,-5.319E+00,-5.886E+00,-1.775E+00,-1.232E-01, 6.506E-01, 6.803E-01, 7.290E-01, 9.743E-01
 3.280E+03, 2.076E-02, 8.462E-02, 3.000E-04, 6.024E-05, 1.160E-01, 3.487E-02, 6.679E-02, 9.338E-03, 1.201E-02, 1.123E-01, 6.183E+01, 7.105E+01, 7.997E+02, 1.078E+03, 1.775E+02, 7.871E+02, 2.604E+02, 9.404E+02, 7.053E+02, 7.385E+02, 9.142E+02, 1.710E+02, 9.572E+02, 9.843E+02, 9.398E+02, 8.813E+02, 8.205E+02, 7.761E+02, 7.585E+02, 4.735E+01, 2.267E+02, 5.904E+02, 3.413E+02, 4.498E+02, 3.273E+02, 2.930E+01, 2.230E+02, 1.833E+02, 1.976E+02, 1.843E+02, 1.650E+02,-5.830E+00,-5.353E+00,-5.735E+00,-1.773E+00,-1.686E-01, 6.594E-01, 6.716E-01, 6.619E-01, 9.759E-01
 3.360E+03, 2.248E-02, 8.399E-02, 1.737E-04, 2.822E-05, 1.149E-01, 4.502E-02, 6.708E-02, 5.622E-03, 5.173E-03, 1.043E-01, 6.297E+01, 7.293E+01, 7.992E+02, 1.064E+03, 1.862E+02, 7.820E+02, 2.678E+02, 1.018E+03, 7.106E+02, 7.446E+02, 9.070E+02, 1.713E+02, 9.480E+02, 9.795E+02, 9.623E+02, 8.849E+02, 8.241E+02, 8.063E+02, 7.819E+02, 5.255E+01, 2.316E+02, 6.043E+02, 3.384E+02, 4.506E+02, 3.303E+02, 2.923E+01, 2.275E+02, 1.880E+02, 2.018E+02, 1.871E+02, 1.706E+02,-5.693E+00,-5.462E+00,-5.994E+00,-1.780E+00,-1.310E-01, 6.392E-01, 6.855E-01, 6.683E-01, 9.334E-01
 3.440E+03, 4.284E-02, 7.496E-02, 1.134E-05, 1.459E-06, 1.024E-01, 4.518E-02, 6.743E-02, 5.236E-03, 5.323E-03, 1.039E-01, 5.923E+01, 6.970E+01, 7.680E+02, 1.055E+03, 1.746E+02, 7.619E+02, 2.504E+02, 9.965E+02, 6.945E+02, 7.328E+02, 8.988E+02, 1.719E+02, 9.498E+02, 9.719E+02, 9.559E+02, 8.748E+02, 8.171E+02, 7.798E+02, 7.631E+02, 3.835E+01, 2.190E+02, 5.928E+02, 3.407E+02, 4.473E+02, 3.123E+02, 2.910E+01, 2.222E+02, 1.811E+02, 1.950E+02, 1.810E+02, 1.639E+02,-5.780E+00,-5.308E+00,-5.830E+00,-1.789E+00,-1.694E-02, 6.428E-01, 6.651E-01, 6.564E-01, 9.377E-01
 3.520E+03, 4.597E-02, 7.353E-02, 2.417E-05, 3.222E-06, 1.005E-01, 6.405E-02, 6.142E-02, 3.235E-03, 2.708E-03, 9.153E-02, 5.265E+01, 5.952E+01, 7.531E+02, 9.895E+02, 1.717E+02, 7.392E+02, 2.354E+02, 8.862E+02, 6.648E+02, 6.908E+02, 8.416E+02, 1.712E+02, 8.636E+02, 8.814E+02, 8.603E+02, 8.067E+02, 7.570E+02, 7.161E+02, 7.032E+02, 3.020E+01, 1.857E+02, 5.513E+02, 3.176E+02, 4.128E+02, 2.833E+02, 2.764E+01, 1.957E+02, 1.589E+02, 1.717E+02, 1.577E+02, 1.444E+02,-5.435E+00,-4.975E+00,-5.485E+00,-1.688E+00,-5.721E-02, 6.872E-01, 6.624E-01, 6.633E-01, 9.593E-01
 3.600E+03, 8.396E-02, 5.635E-02, 8.116E-07, 1.887E-07, 7.770E-02, 9.839E-02, 4.914E-02, 5.771E-04, 2.218E-04, 6.956E-02, 3.867E+01, 4.219E+01, 6.935E+02, 8.619E+02, 1.442E+02, 6.636E+02, 2.040E+02, 7.371E+02, 5.906E+02, 6.064E+02, 7.336E+02, 1.683E+02, 7.542E+02, 7.589E+02, 7.286E+02, 6.648E+02, 6.391E+02, 5.982E+02, 5.927E+02, 2.451E+01, 1.309E+02, 4.668E+02, 2.779E+02, 3.423E+02, 2.208E+02, 2.681E+01, 1.414E+02, 1.153E+02, 1.251E+02, 1.147E+02, 1.049E+02,-4.909E+00,-4.392E+00,-4.809E+00,-1.571E+00, 7.598E-03, 7.096E-01, 6.299E-01, 6.716E-01, 9.195E-01
 3.680E+03, 9.014E-02, 5.356E-02, 6.133E-07, 1.427E-07, 7.405E-02, 1.022E-01, 4.723E-02, 7.119E-04, 3.982E-04, 6.735E-02, 3.655E+01, 4.029E+01, 6.687E+02, 8.401E+02, 1.404E+02, 6.463E+02, 1.882E+02, 7.448E+02, 5.764E+02, 5.934E+02, 7.191E+02, 1.616E+02, 7.342E+02, 7.529E+02, 7.249E+02, 6.681E+02, 6.391E+02, 5.521E+02, 5.542E+02, 2.536E+01, 1.239E+02, 4.503E+02, 2.812E+02, 3.416E+02, 2.328E+02, 2.583E+01, 1.339E+02, 1.100E+02, 1.198E+02, 1.095E+02, 9.973E+01,-4.748E+00,-4.394E+00,-4.854E+00,-1.496E+00,-1.513E-01, 6.729E-01, 6.255E-01, 6.476E-01, 9.242E-01
 3.760E+03, 9.458E-02, 5.155E-02, 3.808E-07, 8.960E-08, 7.140E-02, 1.009E-01, 4.731E-02, 1.120E-03, 8.860E-04, 6.839E-02, 3.624E+01, 3.896E+01, 6.670E+02, 8.338E+02, 1.374E+02, 6.530E+02, 1.790E+02, 7.570E+02, 5.728E+02, 5.847E+02, 7.029E+02, 1.552E+02, 7.185E+02, 7.295E+02, 7.230E+02, 6.414E+02, 6.132E+02, 5.554E+02, 5.529E+02, 2.629E+01, 1.211E+02, 4.511E+02, 2.931E+02, 3.478E+02, 2.061E+02, 2.600E+01, 1.308E+02, 1.062E+02, 1.164E+02, 1.065E+02, 9.733E+01,-4.712E+00,-4.320E+00,-4.693E+00,-1.550E+00, 4.208E-02, 6.773E-01, 6.341E-01, 6.699E-01, 9.246E-01
 3.840E+03, 8.854E-02, 5.428E-02, 2.168E-07, 7.510E-08, 7.498E-02, 9.098E-02, 5.144E-02, 1.440E-03, 9.662E-04, 7.449E-02, 3.458E+01, 3.944E+01, 6.596E+02, 8.778E+02, 1.373E+02, 6.396E+02, 1.780E+02, 7.387E+02, 5.617E+02, 5.857E+02, 7.249E+02, 1.501E+02, 7.566E+02, 7.538E+02, 7.315E+02, 6.677E+02, 6.355E+02, 5.441E+02, 5.475E+02, 3.216E+01, 1.267E+02, 4.273E+02, 2.640E+02, 3.251E+02, 2.022E+02, 2.563E+01, 1.334E+02, 1.071E+02, 1.170E+02, 1.080E+02, 9.800E+01,-4.945E+00,-4.487E+00,-4.771E+00,-1.477E+00, 1.658E-02, 6.486E-01, 6.092E-01, 6.505E-01, 8.838E-01
 3.920E+03, 8.429E-02, 5.621E-02, 2.062E-07, 6.417E-08, 7.750E-02, 9.817E-02, 4.930E-02, 5.224E-04, 2.368E-04, 6.966E-02, 3.534E+01, 3.876E+01, 6.680E+02, 8.544E+02, 1.340E+02, 6.401E+02, 1.777E+02, 7.290E+02, 5.660E+02, 5.825E+02, 7.112E+02, 1.465E+02, 7.319E+02, 7.277E+02, 7.011E+02, 6.674E+02, 6.351E+02, 5.602E+02, 5.578E+02, 2.467E+01, 1.216E+02, 4.439E+02, 2.908E+02, 3.444E+02, 2.004E+02, 2.534E+01, 1.307E+02, 1.054E+02, 1.153E+02, 1.062E+02, 9.669E+01,-4.852E+00,-4.261E+00,-4.555E+00,-1.519E+00, 2.801E-02, 6.657E-01, 6.203E-01, 6.740E-01, 9.133E-01
 4.000E+03, 9.072E-02, 5.329E-02, 2.001E-08, 8.302E-09, 7.368E-02, 1.030E-01, 4.664E-02, 9.234E-04, 6.362E-04, 6.706E-02, 3.427E+01, 3.824E+01, 6.540E+02, 8.177E+02, 1.278E+02, 6.593E+02, 1.741E+02, 7.766E+02, 5.590E+02, 5.787E+02, 6.957E+02, 1.444E+02, 7.061E+02, 7.269E+02, 7.241E+02, 6.320E+02, 6.049E+02, 5.491E+02, 5.456E+02, 2.634E+01, 1.186E+02, 4.302E+02, 2.903E+02, 3.461E+02, 2.190E+02, 2.555E+01, 1.270E+02, 1.049E+02, 1.136E+02, 1.042E+02, 9.513E+01,-4.600E+00,-4.254E+00,-4.742E+00,-1.429E+00,-8.074E-02, 6.437E-01, 6.324E-01, 6.488E-01, 9.152E-01
 4.080E+03, 9.463E-02, 5.152E-02, 3.056E-06, 7.551E-07, 7.136E-02, 1.030E-01, 4.653E-02, 1.025E-03, 5.308E-04, 6.714E-02, 3.171E+01, 3.460E+01, 6.482E+02, 8.178E+02, 1.320E+02, 6.291E+02, 1.801E+02, 6.961E+02, 5.424E+02, 5.566E+02, 6.857E+02, 1.423E+02, 7.058E+02, 7.052E+02, 6.789E+02, 6.240E+02, 5.980E+02, 5.323E+02, 5.321E+02, 2.350E+01, 1.084E+02, 4.146E+02, 2.563E+02, 3.120E+02, 1.987E+02, 2.516E+01, 1.186E+02, 9.725E+01, 1.064E+02, 9.611E+01, 8.942E+01,-4.699E+00,-4.193E+00,-4.419E+00,-1.448E+00,-2.475E-02, 6.950E-01, 6.304E-01, 6.378E-01, 9.015E-01
 4.160E+03, 1.187E-01, 4.064E-02, 5.994E-08, 1.755E-08, 5.719E-02, 1.356E-01, 3.293E-02, 2.611E-05, 1.051E-05, 4.732E-02, 2.201E+01, 2.214E+01, 5.868E+02, 6.513E+02, 1.137E+02, 5.533E+02, 1.462E+02, 5.629E+02, 4.676E+02, 4.650E+02, 5.589E+02, 1.400E+02, 5.724E+02, 5.569E+02, 5.449E+02, 5.246E+02, 5.052E+02, 4.404E+02, 4.395E+02, 2.223E+01, 7.531E+01, 3.651E+02, 2.270E+02, 2.613E+02, 1.482E+02, 2.351E+01, 8.198E+01, 6.874E+01, 7.471E+01, 6.902E+01, 6.363E+01,-4.003E+00,-3.505E+00,-3.736E+00,-1.379E+00, 3.308E-02, 6.605E-01, 6.019E-01, 6.388E-01, 8.663E-01
 4.240E+03, 1.302E-01, 3.543E-02, 2.033E-09, 9.017E-10, 5.045E-02, 1.439E-01, 2.919E-02, 2.908E-05, 1.480E-05, 4.251E-02, 1.933E+01, 1.978E+01, 5.375E+02, 6.027E+02, 9.963E+01, 5.500E+02, 1.339E+02, 5.568E+02, 4.395E+02, 4.386E+02, 5.228E+02, 1.347E+02, 5.369E+02, 5.414E+02, 5.438E+02, 4.731E+02, 4.580E+02, 4.160E+02, 4.137E+02, 2.211E+01, 6.823E+01, 3.275E+02, 2.279E+02, 2.555E+02, 1.415E+02, 2.316E+01, 7.432E+01, 6.230E+01, 6.788E+01, 6.215E+01, 5.782E+01,-3.723E+00,-3.545E+00,-3.820E+00,-1.211E+00, 2.940E-02, 6.535E-01, 6.051E-01, 6.351E-01, 8.587E-01
 4.320E+03, 1.244E-01, 3.803E-02, 1.781E-08, 5.727E-09, 5.381E-02, 1.431E-01, 2.956E-02, 2.457E-05, 1.165E-05, 4.299E-02, 1.860E+01, 1.905E+01, 5.471E+02, 6.020E+02, 1.052E+02, 5.356E+02, 1.243E+02, 5.216E+02, 4.306E+02, 4.298E+02, 5.237E+02, 1.285E+02, 5.367E+02, 5.405E+02, 5.235E+02, 4.865E+02, 4.678E+02, 4.135E+02, 4.098E+02, 2.239E+01, 6.698E+01, 3.334E+02, 2.018E+02, 2.339E+02, 1.251E+02, 2.315E+01, 7.219E+01, 6.099E+01, 6.579E+01, 6.070E+01, 5.642E+01,-3.761E+00,-3.438E+00,-3.666E+00,-1.247E+00, 6.596E-02, 6.443E-01, 5.745E-01, 6.271E-01, 8.346E-01
 4.400E+03, 1.313E-01, 3.493E-02, 2.886E-09, 1.009E-09, 4.981E-02, 1.444E-01, 2.892E-02, 3.911E-05, 1.457E-05, 4.218E-02, 1.766E+01, 1.847E+01, 5.352E+02, 5.979E+02, 9.456E+01, 5.205E+02, 1.368E+02, 5.428E+02, 4.196E+02, 4.227E+02, 5.098E+02, 1.235E+02, 5.289E+02, 5.274E+02, 5.235E+02, 4.926E+02, 4.740E+02, 4.174E+02, 4.125E+02, 2.235E+01, 6.492E+01, 3.305E+02, 2.363E+02, 2.603E+02, 1.412E+02, 2.295E+01, 6.955E+01, 5.926E+01, 6.406E+01, 5.912E+01, 5.448E+01,-3.730E+00,-3.382E+00,-3.707E+00,-1.254E+00,-9.098E-03, 6.412E-01, 5.924E-01, 6.249E-01, 8.504E-01
 4.480E+03, 1.281E-01, 3.635E-02, 7.063E-08, 2.866E-08, 5.164E-02, 1.496E-01, 2.661E-02, 3.044E-06, 1.858E-06, 3.913E-02, 1.777E+01, 1.796E+01, 5.271E+02, 5.584E+02, 8.640E+01, 5.531E+02, 1.228E+02, 5.468E+02, 4.192E+02, 4.168E+02, 4.942E+02, 1.195E+02, 5.020E+02, 5.225E+02, 5.321E+02, 4.491E+02, 4.377E+02, 4.141E+02, 4.084E+02, 2.351E+01, 6.442E+01, 3.379E+02, 2.271E+02, 2.501E+02, 1.258E+02, 2.290E+01, 6.853E+01, 5.804E+01, 6.306E+01, 5.782E+01, 5.368E+01,-3.573E+00,-3.298E+00,-3.658E+00,-1.290E+00, 2.164E-02, 6.088E-01, 5.757E-01, 6.660E-01, 8.224E-01
 4.560E+03, 1.272E-01, 3.678E-02, 1.547E-09, 7.201E-10, 5.219E-02, 1.458E-01, 2.835E-02, 1.417E-05, 6.699E-06, 4.141E-02, 1.739E+01, 1.758E+01, 5.126E+02, 5.762E+02, 9.273E+01, 5.411E+02, 1.234E+02, 5.523E+02, 4.153E+02, 4.124E+02, 4.979E+02, 1.164E+02, 5.181E+02, 5.420E+02, 5.337E+02, 4.604E+02, 4.440E+02, 4.193E+02, 4.110E+02, 2.229E+01, 6.358E+01, 3.320E+02, 2.083E+02, 2.387E+02, 1.166E+02, 2.278E+01, 6.770E+01, 5.760E+01, 6.197E+01, 5.711E+01, 5.308E+01,-3.573E+00,-3.424E+00,-3.767E+00,-1.245E+00, 8.351E-02, 6.087E-01, 5.752E-01, 6.255E-01, 8.226E-01
 4.640E+03, 1.307E-01, 3.517E-02, 2.547E-09, 9.815E-10, 5.011E-02, 1.429E-01, 2.953E-02, 1.075E-04, 4.615E-05, 4.314E-02, 1.699E+01, 1.751E+01, 5.256E+02, 5.972E+02, 8.975E+01, 5.375E+02, 1.181E+02, 5.123E+02, 4.103E+02, 4.103E+02, 5.006E+02, 1.139E+02, 5.239E+02, 5.328E+02, 5.164E+02, 4.603E+02, 4.446E+02, 4.068E+02, 4.013E+02, 2.204E+01, 6.297E+01, 3.308E+02, 2.283E+02, 2.492E+02, 1.295E+02, 2.282E+01, 6.702E+01, 5.702E+01, 6.112E+01, 5.626E+01, 5.260E+01,-3.740E+00,-3.355E+00,-3.665E+00,-1.224E+00,-2.240E-02, 6.404E-01, 5.782E-01, 6.117E-01, 8.287E-01
 4.720E+03, 1.306E-01, 3.525E-02, 3.307E-09, 1.105E-09, 5.021E-02, 1.451E-01, 2.864E-02, 1.976E-05, 8.201E-06, 4.178E-02, 1.696E+01, 1.733E+01, 5.148E+02, 5.820E+02, 8.666E+01, 5.380E+02, 1.193E+02, 5.247E+02, 4.087E+02, 4.078E+02, 4.964E+02, 1.121E+02, 5.117E+02, 5.260E+02, 5.185E+02, 4.589E+02, 4.437E+02, 4.053E+02, 4.021E+02, 2.212E+01, 6.215E+01, 3.296E+02, 2.007E+02, 2.313E+02, 1.267E+02, 2.279E+01, 6.658E+01, 5.655E+01, 6.127E+01, 5.577E+01, 5.227E+01,-3.631E+00,-3.356E+00,-3.663E+00,-1.181E+00,-1.458E-02, 6.214E-01, 5.854E-01, 6.233E-01, 8.223E-01
 4.800E+03, 1.279E-01, 3.647E-02, 1.361E-08, 4.290E-09, 5.179E-02, 1.491E-01, 2.687E-02, 7.551E-06, 3.655E-06, 3.948E-02, 1.718E+01, 1.696E+01, 5.168E+02, 5.567E+02, 8.325E+01, 5.526E+02, 1.188E+02, 5.432E+02, 4.108E+02, 4.047E+02, 4.850E+02, 1.108E+02, 4.980E+02, 5.054E+02, 5.178E+02, 4.571E+02, 4.404E+02, 4.041E+02, 3.998E+02, 2.226E+01, 6.196E+01, 3.272E+02, 2.201E+02, 2.410E+02, 1.221E+02, 2.274E+01, 6.623E+01, 5.648E+01, 6.083E+01, 5.601E+01, 5.210E+01,-3.526E+00,-3.286E+00,-3.678E+00,-1.276E+00, 1.174E-02, 6.094E-01, 5.715E-01, 6.426E-01, 8.148E-01
 4.880E+03, 1.277E-01, 3.653E-02, 1.132E-08, 5.871E-09, 5.187E-02, 1.442E-01, 2.905E-02, 6.433E-06, 2.789E-06, 4.228E-02, 1.705E+01, 1.694E+01, 5.331E+02, 5.910E+02, 8.323E+01, 5.351E+02, 1.232E+02, 5.389E+02, 4.096E+02, 4.032E+02, 4.917E+02, 1.099E+02, 5.236E+02, 5.258E+02, 5.207E+02, 4.651E+02, 4.487E+02, 4.068E+02, 4.007E+02, 2.196E+01, 6.151E+01, 3.283E+02, 2.206E+02, 2.454E+02, 1.183E+02, 2.268E+01, 6.558E+01, 5.598E+01, 6.012E+01, 5.543E+01, 5.143E+01,-3.662E+00,-3.269E+00,-3.495E+00,-1.214E+00, 5.144E-02, 6.404E-01, 5.731E-01, 6.175E-01, 8.236E-01
 4.960E+03, 1.323E-01, 3.445E-02, 6.631E-09, 2.427E-09, 4.919E-02, 1.425E-01, 2.981E-02, 2.590E-05, 1.031E-05, 4.330E-02, 1.697E+01, 1.727E+01, 5.257E+02, 5.990E+02, 9.392E+01, 5.258E+02, 1.219E+02, 5.097E+02, 4.093E+02, 4.067E+02, 5.003E+02, 1.094E+02, 5.225E+02, 5.259E+02, 5.167E+02, 4.731E+02, 4.547E+02, 3.958E+02, 3.931E+02, 2.257E+01, 6.170E+01, 3.285E+02, 2.083E+02, 2.331E+02, 1.257E+02, 2.266E+01, 6.655E+01, 5.649E+01, 6.117E+01, 5.631E+01, 5.243E+01,-3.658E+00,-3.297E+00,-3.659E+00,-1.240E+00, 5.784E-02, 6.098E-01, 5.816E-01, 6.031E-01, 8.215E-01
 5.040E+03, 1.335E-01, 3.390E-02, 1.704E-09, 4.600E-10, 4.848E-02, 1.522E-01, 2.546E-02, 3.852E-06, 2.235E-06, 3.766E-02, 1.604E+01, 1.620E+01, 5.065E+02, 5.460E+02, 8.059E+01, 5.311E+02, 1.216E+02, 5.500E+02, 3.987E+02, 3.952E+02, 4.707E+02, 1.093E+02, 4.852E+02, 5.092E+02, 5.160E+02, 4.402E+02, 4.266E+02, 4.025E+02, 3.959E+02, 2.206E+01, 5.895E+01, 3.224E+02, 2.246E+02, 2.471E+02, 1.281E+02, 2.253E+01, 6.322E+01, 5.423E+01, 5.814E+01, 5.328E+01, 4.989E+01,-3.491E+00,-3.366E+00,-3.686E+00,-1.185E+00, 2.079E-02, 6.311E-01, 5.876E-01, 6.426E-01, 8.226E-01
 5.120E+03, 1.299E-01, 3.557E-02, 1.634E-08, 8.216E-09, 5.062E-02, 1.413E-01, 3.033E-02, 6.345E-05, 2.729E-05, 4.406E-02, 1.640E+01, 1.655E+01, 5.497E+02, 6.035E+02, 9.223E+01, 5.140E+02, 1.101E+02, 4.844E+02, 4.019E+02, 3.988E+02, 4.933E+02, 1.086E+02, 5.303E+02, 5.085E+02, 4.927E+02, 4.909E+02, 4.692E+02, 3.920E+02, 3.868E+02, 2.194E+01, 5.890E+01, 3.205E+02, 2.189E+02, 2.403E+02, 1.168E+02, 2.264E+01, 6.417E+01, 5.429E+01, 5.890E+01, 5.440E+01, 5.048E+01,-3.665E+00,-3.282E+00,-3.548E+00,-1.207E+00, 7.176E-02, 6.315E-01, 5.892E-01, 6.190E-01, 8.340E-01
