s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.000E+00, 0.000E+00,-4.657E-06,-1.630E-09, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-4.659E-06, 0.000E+00, 0.000E+00
 8.001E+01, 4.832E+01,-1.358E+01,-1.051E+01,-1.600E+00, 4.098E-02, 0.000E+00, 0.000E+00, 2.265E+01, 2.267E+01, 1.015E-03, 1.015E-03
 1.600E+02, 7.521E+01,-3.275E+01,-4.011E+01, 2.647E+00, 4.977E-02, 0.000E+00, 0.000E+00, 5.359E+00, 5.046E+00, 1.487E-03, 1.487E-03
 2.400E+02, 7.397E+01,-3.343E+01,-4.551E+01, 5.938E+00, 4.445E-02, 0.000E+00, 0.000E+00, 1.394E+00, 1.005E+00, 1.483E-03, 1.483E-03
 3.200E+02, 7.365E+01,-3.297E+01,-4.824E+01, 7.378E+00, 4.207E-02, 0.000E+00, 0.000E+00, 4.908E-01,-1.400E-01, 1.480E-03, 1.480E-03
 4.000E+02, 7.436E+01,-3.281E+01,-4.997E+01, 8.322E+00, 4.038E-02, 0.000E+00, 0.000E+00, 5.004E-01,-5.811E-02, 1.476E-03, 1.476E-03
 4.800E+02, 7.358E+01,-3.211E+01,-5.093E+01, 9.026E+00, 4.023E-02, 0.000E+00, 0.000E+00, 3.397E-01,-3.955E-01, 1.472E-03, 1.472E-03
 5.600E+02, 7.361E+01,-3.153E+01,-5.163E+01, 9.202E+00, 3.978E-02, 0.000E+00, 0.000E+00, 1.877E-01,-3.017E-01, 1.469E-03, 1.469E-03
 6.400E+02, 7.302E+01,-3.090E+01,-5.301E+01, 9.697E+00, 4.004E-02, 0.000E+00, 0.000E+00,-2.361E-01,-1.139E+00, 1.465E-03, 1.465E-03
 7.200E+02, 7.312E+01,-3.093E+01,-5.272E+01, 9.889E+00, 3.821E-02, 0.000E+00, 0.000E+00, 2.321E-01,-6.031E-01, 1.461E-03, 1.461E-03
 8.000E+02, 7.318E+01,-3.097E+01,-5.296E+01, 1.000E+01, 3.883E-02, 0.000E+00, 0.000E+00, 6.315E-02,-7.197E-01, 1.458E-03, 1.458E-03
 8.800E+02, 7.300E+01,-3.078E+01,-5.315E+01, 1.021E+01, 4.022E-02, 0.000E+00, 0.000E+00,-1.105E-02,-6.933E-01, 1.454E-03, 1.454E-03
 9.600E+02, 7.214E+01,-3.033E+01,-5.304E+01, 1.029E+01, 3.883E-02, 0.000E+00, 0.000E+00,-3.946E-02,-9.113E-01, 1.450E-03, 1.450E-03
 1.040E+03, 7.237E+01,-3.015E+01,-5.345E+01, 1.037E+01, 4.032E-02, 0.000E+00, 0.000E+00,-8.528E-02,-8.134E-01, 1.447E-03, 1.447E-03
 1.120E+03, 7.230E+01,-3.037E+01,-5.305E+01, 1.043E+01, 3.698E-02, 0.000E+00, 0.000E+00, 1.269E-01,-6.570E-01, 1.443E-03, 1.443E-03
 1.200E+03, 7.194E+01,-3.040E+01,-5.290E+01, 1.060E+01, 3.875E-02, 0.000E+00, 0.000E+00,-3.126E-02,-7.166E-01, 1.440E-03, 1.440E-03
 1.280E+03, 7.226E+01,-2.983E+01,-5.377E+01, 1.058E+01, 3.938E-02, 0.000E+00, 0.000E+00,-2.667E-02,-7.312E-01, 1.436E-03, 1.436E-03
 1.360E+03, 7.125E+01,-2.977E+01,-5.273E+01, 1.035E+01, 3.844E-02, 0.000E+00, 0.000E+00,-5.085E-02,-8.703E-01, 1.432E-03, 1.432E-03
 1.440E+03, 7.178E+01,-2.965E+01,-5.329E+01, 1.049E+01, 3.960E-02, 0.000E+00, 0.000E+00, 8.429E-02,-6.266E-01, 1.429E-03, 1.429E-03
 1.520E+03, 7.112E+01,-2.924E+01,-5.308E+01, 1.039E+01, 3.986E-02, 0.000E+00, 0.000E+00,-3.011E-02,-7.752E-01, 1.425E-03, 1.425E-03
 1.600E+03, 7.181E+01,-2.944E+01,-5.316E+01, 1.028E+01, 4.118E-02, 0.000E+00, 0.000E+00, 2.797E-01,-4.642E-01, 1.441E-03, 1.441E-03
 1.680E+03, 1.370E+02,-6.096E+01,-8.407E+01, 1.313E+01, 2.103E-02, 0.000E+00, 0.000E+00, 6.519E+00, 5.161E+00, 2.910E-03, 2.910E-03
 1.760E+03, 1.625E+02,-7.339E+01,-1.074E+02, 1.687E+01, 1.233E-02, 0.000E+00, 0.000E+00, 2.580E-01,-1.364E+00, 3.295E-03, 3.295E-03
 1.840E+03, 1.646E+02,-7.267E+01,-1.107E+02, 1.764E+01, 1.119E-02, 0.000E+00, 0.000E+00, 5.530E-01,-1.101E+00, 3.301E-03, 3.301E-03
 1.920E+03, 1.652E+02,-7.338E+01,-1.115E+02, 1.821E+01, 1.109E-02, 0.000E+00, 0.000E+00, 2.680E-01,-1.422E+00, 3.306E-03, 3.306E-03
 2.000E+03, 1.661E+02,-7.273E+01,-1.135E+02, 1.861E+01, 1.117E-02, 0.000E+00, 0.000E+00,-8.872E-02,-1.474E+00, 3.311E-03, 3.311E-03
 2.080E+03, 1.644E+02,-7.145E+01,-1.134E+02, 1.861E+01, 1.066E-02, 0.000E+00, 0.000E+00,-2.711E-01,-1.882E+00, 3.317E-03, 3.317E-03
 2.160E+03, 1.653E+02,-7.216E+01,-1.136E+02, 1.890E+01, 1.111E-02, 0.000E+00, 0.000E+00, 1.196E-01,-1.579E+00, 3.322E-03, 3.322E-03
 2.240E+03, 1.675E+02,-7.277E+01,-1.150E+02, 1.910E+01, 1.065E-02, 0.000E+00, 0.000E+00, 6.745E-01,-1.100E+00, 3.327E-03, 3.327E-03
 2.320E+03, 1.667E+02,-7.230E+01,-1.158E+02, 1.902E+01, 1.011E-02, 0.000E+00, 0.000E+00,-7.720E-01,-2.313E+00, 3.333E-03, 3.333E-03
 2.400E+03, 1.655E+02,-7.233E+01,-1.136E+02, 1.925E+01, 9.933E-03, 0.000E+00, 0.000E+00, 4.465E-01,-1.173E+00, 3.338E-03, 3.338E-03
 2.480E+03, 1.680E+02,-7.412E+01,-1.143E+02, 1.936E+01, 9.824E-03, 0.000E+00, 0.000E+00, 5.520E-01,-1.072E+00, 3.343E-03, 3.343E-03
 2.560E+03, 1.669E+02,-7.281E+01,-1.156E+02, 1.930E+01, 1.058E-02, 0.000E+00, 0.000E+00,-4.506E-01,-2.169E+00, 3.349E-03, 3.349E-03
 2.640E+03, 1.658E+02,-7.272E+01,-1.137E+02, 1.923E+01, 1.051E-02, 0.000E+00, 0.000E+00, 4.333E-01,-1.378E+00, 3.354E-03, 3.354E-03
 2.720E+03, 1.681E+02,-7.449E+01,-1.157E+02, 1.956E+01, 8.675E-03, 0.000E+00, 0.000E+00,-7.213E-01,-2.558E+00, 3.359E-03, 3.359E-03
 2.800E+03, 1.677E+02,-7.483E+01,-1.134E+02, 1.971E+01, 8.500E-03, 0.000E+00, 0.000E+00, 7.769E-01,-8.597E-01, 3.365E-03, 3.365E-03
 2.880E+03, 1.710E+02,-7.404E+01,-1.189E+02, 1.963E+01, 9.317E-03, 0.000E+00, 0.000E+00,-6.991E-01,-2.306E+00, 3.370E-03, 3.370E-03
 2.960E+03, 1.671E+02,-7.296E+01,-1.151E+02, 1.943E+01, 9.666E-03, 0.000E+00, 0.000E+00, 6.479E-02,-1.508E+00, 3.375E-03, 3.375E-03
 3.040E+03, 1.702E+02,-7.437E+01,-1.170E+02, 1.961E+01, 9.559E-03, 0.000E+00, 0.000E+00, 3.524E-01,-1.574E+00, 3.381E-03, 3.381E-03
 3.120E+03, 1.669E+02,-7.352E+01,-1.153E+02, 1.953E+01, 1.008E-02, 0.000E+00, 0.000E+00,-3.477E-01,-2.319E+00, 3.386E-03, 3.386E-03
 3.200E+03, 1.686E+02,-7.303E+01,-1.161E+02, 1.950E+01, 9.385E-03, 0.000E+00, 0.000E+00, 4.900E-01,-1.057E+00, 3.391E-03, 3.391E-03
 3.280E+03, 1.687E+02,-7.420E+01,-1.160E+02, 1.959E+01, 9.748E-03, 0.000E+00, 0.000E+00,-5.419E-01,-1.957E+00, 3.397E-03, 3.397E-03
 3.360E+03, 1.714E+02,-7.386E+01,-1.187E+02, 1.968E+01, 1.006E-02, 0.000E+00, 0.000E+00, 1.724E-01,-1.455E+00, 3.402E-03, 3.402E-03
 3.440E+03, 1.693E+02,-7.460E+01,-1.160E+02, 1.974E+01, 1.003E-02, 0.000E+00, 0.000E+00, 1.299E-01,-1.580E+00, 3.408E-03, 3.408E-03
 3.520E+03, 1.717E+02,-7.414E+01,-1.186E+02, 1.946E+01, 9.476E-03, 0.000E+00, 0.000E+00,-1.460E-01,-1.568E+00, 3.413E-03, 3.413E-03
 3.600E+03, 1.694E+02,-7.350E+01,-1.175E+02, 1.950E+01, 9.429E-03, 0.000E+00, 0.000E+00,-3.418E-01,-2.048E+00, 3.418E-03, 3.418E-03
 3.680E+03, 1.699E+02,-7.463E+01,-1.164E+02, 1.958E+01, 9.373E-03, 0.000E+00, 0.000E+00, 3.590E-01,-1.552E+00, 3.424E-03, 3.424E-03
 3.760E+03, 1.725E+02,-7.452E+01,-1.191E+02, 1.960E+01, 9.803E-03, 0.000E+00, 0.000E+00, 1.514E-01,-1.584E+00, 3.429E-03, 3.429E-03
 3.840E+03, 1.717E+02,-7.537E+01,-1.178E+02, 1.973E+01, 9.992E-03, 0.000E+00, 0.000E+00, 4.783E-02,-1.710E+00, 3.434E-03, 3.434E-03
 3.920E+03, 1.718E+02,-7.418E+01,-1.191E+02, 1.972E+01, 9.490E-03, 0.000E+00, 0.000E+00,-3.817E-01,-1.741E+00, 3.440E-03, 3.440E-03
 4.000E+03, 1.705E+02,-7.393E+01,-1.174E+02, 1.959E+01, 9.798E-03, 0.000E+00, 0.000E+00, 2.962E-01,-1.223E+00, 3.445E-03, 3.445E-03
 4.080E+03, 1.701E+02,-7.519E+01,-1.164E+02, 1.978E+01, 9.048E-03, 0.000E+00, 0.000E+00,-1.571E-02,-1.645E+00, 3.450E-03, 3.450E-03
 4.160E+03, 1.740E+02,-7.514E+01,-1.205E+02, 1.983E+01, 1.007E-02, 0.000E+00, 0.000E+00,-1.317E-01,-1.784E+00, 3.456E-03, 3.456E-03
 4.240E+03, 2.007E+02,-8.356E+01,-1.366E+02, 2.000E+01, 6.528E-03, 0.000E+00, 0.000E+00, 1.978E+00, 5.265E-01, 4.308E-03, 4.308E-03
 4.320E+03, 2.501E+02,-9.699E+01,-1.747E+02, 2.087E+01, 3.031E-03, 0.000E+00, 0.000E+00, 5.396E-01,-7.636E-01, 5.379E-03, 5.379E-03
 4.400E+03, 2.625E+02,-1.034E+02,-1.822E+02, 2.183E+01, 2.945E-03, 0.000E+00, 0.000E+00,-2.065E-01,-1.288E+00, 5.390E-03, 5.390E-03
 4.480E+03, 2.636E+02,-1.035E+02,-1.829E+02, 2.190E+01, 2.748E-03, 0.000E+00, 0.000E+00, 4.976E-01,-8.862E-01, 5.402E-03, 5.402E-03
