Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,Total T_USED (s)
    0, 1.745E+02, 2.334E+04, 1.064E+04, 1.272E+04, 9.400E+03, 4.434E+03, 9.411E+02, 0.000E+00, 8.313E+03, 6.718E+03, 7.869E+02, 0.000E+00, 0.000E+00, 7.747E+04
    1, 1.816E+02, 2.049E+04, 1.005E+04, 1.011E+04, 8.934E+03, 2.506E+03, 1.604E+03, 0.000E+00, 6.809E+03, 3.055E+03, 1.373E+04, 0.000E+00, 0.000E+00, 7.747E+04
