s,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
 7.200E+02, 1.441E-01, 3.756E-02, 9.244E-07, 1.969E-07, 4.098E-02, 1.466E-01, 3.606E-02, 8.740E-07, 1.616E-07, 3.956E-02, 2.131E+01, 1.426E+01, 5.389E+02, 5.765E+02, 1.466E+02, 5.388E+02, 1.362E+02, 5.520E+02, 4.603E+02, 3.662E+02, 4.641E+02, 9.528E+01, 5.313E+02, 5.252E+02, 5.378E+02, 5.469E+02, 5.115E+02, 4.861E+02, 4.632E+02, 2.248E+01, 5.753E+01, 3.997E+02, 3.034E+02, 3.158E+02, 1.636E+02, 2.195E+01, 6.207E+01, 5.167E+01, 5.603E+01, 5.153E+01, 4.992E+01,-2.671E+00,-2.499E+00,-2.682E+00,-1.246E+00,-4.524E-03, 6.837E-01, 5.937E-01, 6.907E-01, 8.822E-01
 8.000E+02, 1.404E-01, 3.969E-02, 3.648E-08, 8.598E-09, 4.300E-02, 1.494E-01, 3.446E-02, 2.065E-07, 4.067E-08, 3.804E-02, 2.212E+01, 1.420E+01, 5.469E+02, 5.595E+02, 1.383E+02, 5.649E+02, 1.348E+02, 5.377E+02, 4.702E+02, 3.692E+02, 4.593E+02, 1.012E+02, 5.184E+02, 5.172E+02, 5.291E+02, 5.308E+02, 4.992E+02, 4.860E+02, 4.624E+02, 2.263E+01, 5.771E+01, 4.008E+02, 3.165E+02, 3.184E+02, 1.590E+02, 2.190E+01, 6.192E+01, 5.182E+01, 5.603E+01, 5.150E+01, 5.022E+01,-2.639E+00,-2.481E+00,-2.682E+00,-1.266E+00,-9.237E-02, 7.060E-01, 6.066E-01, 7.210E-01, 8.546E-01
 8.800E+02, 1.455E-01, 3.673E-02, 1.828E-07, 5.157E-08, 4.019E-02, 1.528E-01, 3.245E-02, 2.430E-07, 5.924E-08, 3.614E-02, 2.073E+01, 1.407E+01, 5.373E+02, 5.415E+02, 1.374E+02, 5.482E+02, 1.401E+02, 5.425E+02, 4.583E+02, 3.661E+02, 4.533E+02, 1.059E+02, 5.076E+02, 5.146E+02, 5.303E+02, 5.130E+02, 4.849E+02, 4.812E+02, 4.568E+02, 2.201E+01, 5.646E+01, 3.985E+02, 3.127E+02, 3.204E+02, 1.714E+02, 2.197E+01, 6.104E+01, 5.117E+01, 5.535E+01, 5.081E+01, 4.943E+01,-2.590E+00,-2.478E+00,-2.666E+00,-1.290E+00,-8.604E-02, 7.253E-01, 6.029E-01, 6.990E-01, 8.749E-01
 9.600E+02, 1.508E-01, 3.360E-02, 1.880E-08, 5.036E-09, 3.722E-02, 1.560E-01, 3.054E-02, 2.087E-07, 4.487E-08, 3.433E-02, 1.932E+01, 1.277E+01, 5.082E+02, 5.200E+02, 1.374E+02, 5.260E+02, 1.320E+02, 5.312E+02, 4.453E+02, 3.528E+02, 4.397E+02, 1.084E+02, 4.905E+02, 4.974E+02, 5.078E+02, 4.904E+02, 4.662E+02, 4.667E+02, 4.454E+02, 2.161E+01, 5.355E+01, 3.967E+02, 2.954E+02, 3.035E+02, 1.389E+02, 2.164E+01, 5.815E+01, 4.890E+01, 5.296E+01, 4.864E+01, 4.776E+01,-2.547E+00,-2.436E+00,-2.626E+00,-1.233E+00, 9.481E-02, 6.912E-01, 5.997E-01, 7.123E-01, 8.722E-01
 1.040E+03, 1.488E-01, 3.477E-02, 2.701E-07, 5.387E-08, 3.833E-02, 1.575E-01, 2.972E-02, 1.863E-07, 3.814E-08, 3.355E-02, 1.911E+01, 1.255E+01, 5.246E+02, 5.087E+02, 1.327E+02, 5.210E+02, 1.340E+02, 5.153E+02, 4.431E+02, 3.486E+02, 4.321E+02, 1.090E+02, 4.776E+02, 4.866E+02, 5.019E+02, 4.810E+02, 4.561E+02, 4.624E+02, 4.413E+02, 2.194E+01, 5.275E+01, 3.838E+02, 3.018E+02, 3.070E+02, 1.558E+02, 2.168E+01, 5.706E+01, 4.797E+01, 5.177E+01, 4.772E+01, 4.653E+01,-2.487E+00,-2.408E+00,-2.650E+00,-1.248E+00,-7.991E-02, 6.867E-01, 6.044E-01, 7.046E-01, 8.787E-01
 1.120E+03, 1.492E-01, 3.456E-02, 2.744E-06, 6.443E-07, 3.813E-02, 1.507E-01, 3.366E-02, 9.318E-06, 1.036E-06, 3.730E-02, 2.180E+01, 1.471E+01, 5.266E+02, 5.527E+02, 1.394E+02, 5.361E+02, 1.389E+02, 5.489E+02, 4.634E+02, 3.700E+02, 4.551E+02, 1.086E+02, 5.102E+02, 5.182E+02, 5.333E+02, 5.124E+02, 4.807E+02, 4.769E+02, 4.536E+02, 2.294E+01, 5.754E+01, 3.946E+02, 3.010E+02, 3.076E+02, 1.774E+02, 2.189E+01, 6.136E+01, 5.156E+01, 5.546E+01, 5.126E+01, 5.026E+01,-2.625E+00,-2.521E+00,-2.658E+00,-1.222E+00,-1.536E-01, 6.745E-01, 5.980E-01, 6.873E-01, 8.485E-01
 1.200E+03, 1.172E-01, 5.320E-02, 7.211E-05, 5.843E-06, 5.600E-02, 1.104E-01, 5.704E-02, 2.209E-04, 3.461E-05, 5.994E-02, 4.056E+01, 2.976E+01, 7.162E+02, 7.705E+02, 1.919E+02, 6.728E+02, 1.718E+02, 6.588E+02, 5.955E+02, 5.055E+02, 6.175E+02, 1.094E+02, 6.854E+02, 6.567E+02, 6.463E+02, 7.180E+02, 6.564E+02, 6.297E+02, 5.884E+02, 2.444E+01, 9.586E+01, 4.921E+02, 4.177E+02, 4.255E+02, 2.683E+02, 2.341E+01, 1.014E+02, 8.447E+01, 9.070E+01, 8.257E+01, 7.999E+01,-3.196E+00,-2.926E+00,-3.084E+00,-1.547E+00,-2.719E-01, 7.065E-01, 6.087E-01, 6.907E-01, 8.630E-01
 1.280E+03, 1.051E-01, 5.946E-02, 8.671E-04, 2.200E-04, 6.324E-02, 9.730E-02, 6.435E-02, 5.513E-04, 1.145E-04, 6.746E-02, 5.282E+01, 4.147E+01, 7.745E+02, 8.512E+02, 2.691E+02, 7.485E+02, 2.409E+02, 7.939E+02, 6.708E+02, 5.915E+02, 7.066E+02, 1.180E+02, 7.515E+02, 7.306E+02, 7.250E+02, 7.843E+02, 7.188E+02, 7.419E+02, 6.871E+02, 2.563E+01, 1.284E+02, 5.974E+02, 5.100E+02, 5.194E+02, 3.237E+02, 2.431E+01, 1.354E+02, 1.126E+02, 1.208E+02, 1.097E+02, 1.074E+02,-3.593E+00,-3.257E+00,-3.435E+00,-1.774E+00,-2.662E-01, 7.542E-01, 6.579E-01, 7.556E-01, 9.462E-01
 1.360E+03, 1.149E-01, 5.455E-02, 4.392E-05, 5.436E-06, 5.726E-02, 9.682E-02, 6.497E-02, 2.335E-04, 1.821E-05, 6.755E-02, 5.756E+01, 4.491E+01, 7.920E+02, 8.615E+02, 2.882E+02, 7.640E+02, 2.246E+02, 8.060E+02, 6.957E+02, 6.140E+02, 7.263E+02, 1.321E+02, 7.634E+02, 7.384E+02, 7.334E+02, 8.040E+02, 7.362E+02, 7.613E+02, 7.049E+02, 3.080E+01, 1.427E+02, 6.315E+02, 5.008E+02, 5.181E+02, 3.612E+02, 2.463E+01, 1.466E+02, 1.212E+02, 1.306E+02, 1.191E+02, 1.145E+02,-3.507E+00,-3.229E+00,-3.416E+00,-1.883E+00,-4.365E-01, 7.767E-01, 6.612E-01, 7.694E-01, 9.630E-01
 1.440E+03, 1.080E-01, 5.867E-02, 1.445E-05, 2.647E-06, 6.114E-02, 1.026E-01, 6.169E-02, 1.215E-04, 1.027E-05, 6.423E-02, 5.850E+01, 4.619E+01, 7.916E+02, 8.507E+02, 3.244E+02, 7.632E+02, 2.313E+02, 8.027E+02, 7.025E+02, 6.218E+02, 7.293E+02, 1.456E+02, 7.571E+02, 7.450E+02, 7.395E+02, 7.907E+02, 7.265E+02, 7.748E+02, 7.151E+02, 2.776E+01, 1.441E+02, 6.477E+02, 5.252E+02, 5.365E+02, 3.608E+02, 2.538E+01, 1.505E+02, 1.244E+02, 1.351E+02, 1.222E+02, 1.182E+02,-3.511E+00,-3.271E+00,-3.437E+00,-2.015E+00,-2.945E-01, 7.777E-01, 6.758E-01, 7.832E-01, 9.741E-01
 1.520E+03, 1.049E-01, 6.045E-02, 3.949E-05, 6.509E-06, 6.288E-02, 8.918E-02, 6.921E-02, 4.551E-04, 2.859E-05, 7.199E-02, 6.117E+01, 4.942E+01, 8.004E+02, 8.860E+02, 3.141E+02, 7.725E+02, 2.411E+02, 8.233E+02, 7.144E+02, 6.393E+02, 7.476E+02, 1.552E+02, 7.745E+02, 7.572E+02, 7.522E+02, 8.181E+02, 7.482E+02, 7.829E+02, 7.244E+02, 3.133E+01, 1.530E+02, 6.496E+02, 5.385E+02, 5.464E+02, 3.607E+02, 2.584E+01, 1.595E+02, 1.311E+02, 1.424E+02, 1.302E+02, 1.252E+02,-3.517E+00,-3.280E+00,-3.472E+00,-1.960E+00,-3.601E-01, 7.658E-01, 6.683E-01, 7.724E-01, 9.653E-01
 1.600E+03, 1.013E-01, 6.258E-02, 9.381E-06, 1.244E-06, 6.487E-02, 1.005E-01, 6.297E-02, 8.619E-05, 9.656E-06, 6.539E-02, 6.160E+01, 4.968E+01, 7.982E+02, 8.590E+02, 3.376E+02, 7.738E+02, 2.443E+02, 8.424E+02, 7.172E+02, 6.409E+02, 7.438E+02, 1.622E+02, 7.654E+02, 7.596E+02, 7.598E+02, 8.018E+02, 7.390E+02, 7.868E+02, 7.272E+02, 2.821E+01, 1.513E+02, 6.573E+02, 5.472E+02, 5.581E+02, 3.701E+02, 2.555E+01, 1.616E+02, 1.325E+02, 1.444E+02, 1.320E+02, 1.245E+02,-3.568E+00,-3.267E+00,-3.429E+00,-2.030E+00,-4.201E-01, 7.546E-01, 6.710E-01, 7.613E-01, 1.007E+00
 1.680E+03, 1.033E-01, 6.137E-02, 3.676E-05, 3.599E-06, 6.376E-02, 9.454E-02, 6.633E-02, 2.020E-04, 2.132E-05, 6.881E-02, 6.299E+01, 5.152E+01, 7.880E+02, 8.825E+02, 3.352E+02, 7.738E+02, 2.337E+02, 8.526E+02, 7.232E+02, 6.518E+02, 7.535E+02, 1.664E+02, 7.756E+02, 7.697E+02, 7.639E+02, 8.237E+02, 7.546E+02, 7.959E+02, 7.344E+02, 2.947E+01, 1.572E+02, 6.665E+02, 5.432E+02, 5.554E+02, 3.879E+02, 2.659E+01, 1.662E+02, 1.363E+02, 1.478E+02, 1.349E+02, 1.307E+02,-3.463E+00,-3.278E+00,-3.459E+00,-1.916E+00,-3.939E-01, 7.783E-01, 6.769E-01, 7.510E-01, 9.934E-01
 1.760E+03, 1.025E-01, 6.189E-02, 7.960E-06, 1.399E-06, 6.421E-02, 9.869E-02, 6.394E-02, 1.687E-04, 1.323E-05, 6.647E-02, 6.468E+01, 5.250E+01, 8.084E+02, 8.695E+02, 3.227E+02, 7.865E+02, 2.378E+02, 8.651E+02, 7.311E+02, 6.569E+02, 7.540E+02, 1.687E+02, 7.709E+02, 7.747E+02, 7.803E+02, 8.151E+02, 7.489E+02, 7.979E+02, 7.365E+02, 3.354E+01, 1.621E+02, 6.630E+02, 5.332E+02, 5.483E+02, 3.739E+02, 2.564E+01, 1.681E+02, 1.384E+02, 1.500E+02, 1.370E+02, 1.328E+02,-3.528E+00,-3.366E+00,-3.634E+00,-1.951E+00,-3.888E-01, 7.635E-01, 6.708E-01, 7.637E-01, 9.721E-01
 1.840E+03, 1.100E-01, 5.732E-02, 1.492E-04, 1.694E-05, 6.006E-02, 1.034E-01, 6.117E-02, 1.638E-04, 1.519E-05, 6.379E-02, 6.514E+01, 5.319E+01, 7.955E+02, 8.573E+02, 3.619E+02, 7.692E+02, 2.433E+02, 8.558E+02, 7.328E+02, 6.591E+02, 7.540E+02, 1.705E+02, 7.684E+02, 7.723E+02, 7.790E+02, 8.188E+02, 7.524E+02, 8.109E+02, 7.466E+02, 3.150E+01, 1.629E+02, 6.774E+02, 5.672E+02, 5.754E+02, 4.010E+02, 2.559E+01, 1.710E+02, 1.399E+02, 1.521E+02, 1.392E+02, 1.315E+02,-3.590E+00,-3.348E+00,-3.622E+00,-2.041E+00,-4.246E-01, 7.703E-01, 6.740E-01, 7.918E-01, 1.010E+00
 1.920E+03, 9.386E-02, 6.650E-02, 4.188E-04, 6.786E-05, 6.930E-02, 8.580E-02, 6.988E-02, 1.635E-03, 7.404E-04, 7.444E-02, 8.685E+01, 6.971E+01, 8.893E+02, 9.271E+02, 4.128E+02, 8.581E+02, 2.717E+02, 9.624E+02, 8.077E+02, 7.268E+02, 8.212E+02, 1.721E+02, 8.306E+02, 8.355E+02, 8.563E+02, 8.865E+02, 8.102E+02, 8.755E+02, 8.033E+02, 4.998E+01, 2.141E+02, 7.280E+02, 6.053E+02, 6.175E+02, 4.367E+02, 2.692E+01, 2.115E+02, 1.733E+02, 1.890E+02, 1.737E+02, 1.640E+02,-3.700E+00,-3.514E+00,-3.825E+00,-2.130E+00,-4.836E-01, 7.598E-01, 6.664E-01, 7.934E-01, 9.788E-01
 2.000E+03, 6.874E-02, 7.968E-02, 1.857E-03, 3.896E-04, 8.429E-02, 5.530E-02, 8.680E-02, 2.560E-03, 5.310E-04, 9.229E-02, 1.253E+02, 9.833E+01, 1.016E+03, 1.028E+03, 5.526E+02, 9.832E+02, 3.260E+02, 1.051E+03, 9.189E+02, 8.264E+02, 9.230E+02, 1.795E+02, 9.179E+02, 9.199E+02, 9.379E+02, 9.878E+02, 8.981E+02, 9.858E+02, 8.976E+02, 6.215E+01, 2.970E+02, 8.195E+02, 7.049E+02, 7.133E+02, 5.351E+02, 3.210E+01, 2.912E+02, 2.368E+02, 2.586E+02, 2.384E+02, 2.260E+02,-4.005E+00,-3.696E+00,-4.118E+00,-2.407E+00,-6.886E-01, 7.684E-01, 6.663E-01, 7.430E-01, 9.983E-01
 2.080E+03, 5.406E-02, 8.382E-02, 5.968E-03, 1.939E-03, 9.472E-02, 5.305E-02, 8.966E-02, 1.126E-03, 1.205E-04, 9.279E-02, 1.784E+02, 1.137E+02, 1.126E+03, 1.050E+03, 9.148E+02, 1.147E+03, 4.047E+02, 1.061E+03, 1.035E+03, 8.737E+02, 9.648E+02, 1.960E+02, 9.361E+02, 9.400E+02, 9.411E+02, 1.027E+03, 9.330E+02, 1.022E+03, 9.304E+02, 5.657E+01, 3.296E+02, 8.772E+02, 7.586E+02, 7.657E+02, 5.832E+02, 3.190E+01, 3.331E+02, 2.753E+02, 2.967E+02, 2.729E+02, 2.606E+02,-4.023E+00,-3.819E+00,-4.088E+00,-2.564E+00,-7.105E-01, 7.930E-01, 6.853E-01, 8.099E-01, 1.004E+00
 2.160E+03, 4.357E-02, 8.502E-02, 1.041E-02, 4.748E-03, 1.027E-01, 6.130E-02, 8.521E-02, 7.536E-04, 1.607E-04, 8.788E-02, 2.066E+02, 1.190E+02, 1.157E+03, 1.047E+03, 9.904E+02, 1.176E+03, 4.055E+02, 1.068E+03, 1.088E+03, 8.890E+02, 9.728E+02, 2.188E+02, 9.385E+02, 9.401E+02, 9.487E+02, 1.026E+03, 9.355E+02, 1.021E+03, 9.323E+02, 6.550E+01, 3.572E+02, 8.963E+02, 7.983E+02, 7.931E+02, 6.067E+02, 3.281E+01, 3.433E+02, 2.880E+02, 3.092E+02, 2.846E+02, 2.698E+02,-4.093E+00,-3.805E+00,-4.104E+00,-2.703E+00,-6.346E-01, 8.040E-01, 7.115E-01, 8.118E-01, 1.083E+00
 2.240E+03, 4.810E-02, 8.199E-02, 1.057E-02, 6.475E-03, 9.986E-02, 5.384E-02, 8.877E-02, 1.517E-03, 2.506E-04, 9.254E-02, 1.974E+02, 1.260E+02, 1.176E+03, 1.078E+03, 1.017E+03, 1.202E+03, 4.331E+02, 1.075E+03, 1.075E+03, 9.072E+02, 9.937E+02, 2.373E+02, 9.606E+02, 9.590E+02, 9.556E+02, 1.048E+03, 9.520E+02, 1.051E+03, 9.550E+02, 5.452E+01, 3.609E+02, 9.055E+02, 8.281E+02, 8.139E+02, 6.301E+02, 3.263E+01, 3.604E+02, 3.013E+02, 3.236E+02, 2.986E+02, 2.844E+02,-4.192E+00,-3.815E+00,-4.119E+00,-2.708E+00,-7.610E-01, 8.335E-01, 6.834E-01, 7.985E-01, 1.007E+00
 2.320E+03, 3.435E-02, 9.522E-02, 6.113E-03, 1.891E-03, 1.060E-01, 4.318E-02, 9.474E-02, 1.782E-03, 2.591E-04, 9.876E-02, 2.119E+02, 1.284E+02, 1.196E+03, 1.080E+03, 1.114E+03, 1.212E+03, 4.309E+02, 1.089E+03, 1.099E+03, 9.142E+02, 1.001E+03, 2.501E+02, 9.642E+02, 9.607E+02, 9.611E+02, 1.056E+03, 9.604E+02, 1.040E+03, 9.495E+02, 5.984E+01, 3.673E+02, 9.059E+02, 8.121E+02, 8.096E+02, 6.352E+02, 3.504E+01, 3.664E+02, 3.091E+02, 3.274E+02, 3.031E+02, 2.888E+02,-4.130E+00,-3.890E+00,-4.186E+00,-2.643E+00,-7.335E-01, 8.018E-01, 7.177E-01, 8.074E-01, 1.039E+00
 2.400E+03, 4.480E-02, 8.735E-02, 7.721E-03, 2.597E-03, 1.009E-01, 4.664E-02, 9.380E-02, 7.533E-04, 6.140E-05, 9.621E-02, 2.285E+02, 1.308E+02, 1.180E+03, 1.090E+03, 9.936E+02, 1.199E+03, 4.464E+02, 1.092E+03, 1.125E+03, 9.197E+02, 1.006E+03, 2.572E+02, 9.660E+02, 9.684E+02, 9.668E+02, 1.055E+03, 9.606E+02, 1.053E+03, 9.589E+02, 6.624E+01, 3.766E+02, 9.106E+02, 8.048E+02, 8.087E+02, 6.199E+02, 3.333E+01, 3.744E+02, 3.127E+02, 3.367E+02, 3.096E+02, 2.930E+02,-4.269E+00,-3.896E+00,-4.216E+00,-2.669E+00,-6.748E-01, 8.136E-01, 6.981E-01, 8.228E-01, 1.052E+00
 2.480E+03, 5.952E-02, 8.050E-02, 5.973E-03, 2.973E-03, 9.139E-02, 3.454E-02, 9.632E-02, 5.026E-03, 1.145E-03, 1.054E-01, 2.287E+02, 1.348E+02, 1.183E+03, 1.108E+03, 1.071E+03, 1.156E+03, 4.363E+02, 1.107E+03, 1.126E+03, 9.294E+02, 1.022E+03, 2.612E+02, 9.913E+02, 9.834E+02, 9.855E+02, 1.085E+03, 9.825E+02, 1.065E+03, 9.702E+02, 9.630E+01, 4.113E+02, 9.173E+02, 8.121E+02, 8.162E+02, 6.355E+02, 3.587E+01, 3.824E+02, 3.189E+02, 3.433E+02, 3.193E+02, 3.005E+02,-4.285E+00,-3.927E+00,-4.321E+00,-2.584E+00,-7.393E-01, 7.924E-01, 7.174E-01, 8.133E-01, 1.057E+00
