s,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
 1.040E+03, 8.758E-02, 6.935E-02, 1.940E-03, 1.090E-04, 4.154E-04, 5.765E-02, 1.045E-01, 6.134E-02, 3.816E-05, 1.142E-06, 8.033E-06, 4.967E-02, 7.068E+01, 4.384E+01, 9.094E+02, 8.071E+02, 4.416E+02, 8.717E+02, 2.031E+02, 7.917E+02, 7.500E+02, 6.063E+02, 7.098E+02, 1.307E+02, 7.282E+02, 7.252E+02, 7.272E+02, 7.696E+02, 7.105E+02, 7.575E+02, 7.014E+02, 2.683E+01, 1.431E+02, 6.443E+02, 5.440E+02, 5.464E+02, 3.624E+02, 2.514E+01, 1.506E+02, 1.230E+02, 1.336E+02, 1.217E+02, 1.170E+02,-3.333E+00,-3.168E+00,-3.338E+00,-1.996E+00,-3.902E-01, 7.515E-01, 6.843E-01, 7.267E-01, 1.006E+00
 1.120E+03, 9.022E-02, 6.889E-02, 8.784E-04, 5.266E-05, 1.881E-04, 5.608E-02, 1.067E-01, 6.007E-02, 4.263E-06, 9.082E-08, 8.956E-07, 4.871E-02, 7.627E+01, 4.830E+01, 9.182E+02, 8.140E+02, 4.453E+02, 8.729E+02, 2.217E+02, 8.221E+02, 7.736E+02, 6.337E+02, 7.304E+02, 1.509E+02, 7.393E+02, 7.468E+02, 7.560E+02, 7.922E+02, 7.315E+02, 8.031E+02, 7.377E+02, 3.066E+01, 1.572E+02, 6.818E+02, 5.244E+02, 5.417E+02, 3.604E+02, 2.599E+01, 1.658E+02, 1.353E+02, 1.474E+02, 1.337E+02, 1.291E+02,-3.385E+00,-3.245E+00,-3.451E+00,-2.123E+00,-3.210E-01, 7.407E-01, 7.059E-01, 7.685E-01, 1.006E+00
 1.200E+03, 1.072E-01, 5.770E-02, 1.980E-03, 1.349E-04, 4.263E-04, 4.931E-02, 1.009E-01, 6.314E-02, 3.337E-04, 1.419E-05, 7.108E-05, 5.131E-02, 7.646E+01, 4.991E+01, 8.790E+02, 8.415E+02, 4.431E+02, 8.288E+02, 2.342E+02, 8.249E+02, 7.758E+02, 6.411E+02, 7.434E+02, 1.677E+02, 7.530E+02, 7.491E+02, 7.485E+02, 7.926E+02, 7.313E+02, 7.894E+02, 7.284E+02, 3.223E+01, 1.625E+02, 6.731E+02, 5.473E+02, 5.601E+02, 3.846E+02, 2.692E+01, 1.689E+02, 1.372E+02, 1.487E+02, 1.357E+02, 1.294E+02,-3.431E+00,-3.213E+00,-3.501E+00,-2.071E+00,-3.858E-01, 7.541E-01, 7.002E-01, 7.785E-01, 1.026E+00
 1.280E+03, 9.020E-02, 6.764E-02, 2.076E-03, 1.953E-04, 4.487E-04, 5.658E-02, 9.691E-02, 6.560E-02, 2.385E-04, 6.583E-06, 5.049E-05, 5.297E-02, 8.823E+01, 5.585E+01, 9.239E+02, 8.662E+02, 5.275E+02, 9.141E+02, 2.497E+02, 8.508E+02, 8.149E+02, 6.710E+02, 7.754E+02, 1.771E+02, 7.801E+02, 7.793E+02, 7.758E+02, 8.256E+02, 7.602E+02, 8.259E+02, 7.605E+02, 3.102E+01, 1.768E+02, 7.023E+02, 5.879E+02, 5.960E+02, 4.061E+02, 2.754E+01, 1.865E+02, 1.523E+02, 1.645E+02, 1.494E+02, 1.449E+02,-3.556E+00,-3.346E+00,-3.516E+00,-2.142E+00,-4.350E-01, 7.443E-01, 6.946E-01, 7.468E-01, 1.006E+00
 1.360E+03, 4.601E-02, 8.339E-02, 1.182E-02, 3.029E-03, 2.512E-03, 7.872E-02, 6.271E-02, 8.512E-02, 9.246E-04, 2.880E-05, 1.963E-04, 6.785E-02, 1.413E+02, 8.336E+01, 1.092E+03, 9.893E+02, 8.431E+02, 1.071E+03, 3.185E+02, 9.789E+02, 9.545E+02, 7.769E+02, 8.821E+02, 1.856E+02, 8.769E+02, 8.715E+02, 8.722E+02, 9.464E+02, 8.604E+02, 9.473E+02, 8.600E+02, 4.347E+01, 2.547E+02, 7.996E+02, 6.946E+02, 6.954E+02, 5.040E+02, 3.018E+01, 2.592E+02, 2.119E+02, 2.309E+02, 2.101E+02, 2.010E+02,-3.765E+00,-3.544E+00,-3.803E+00,-2.411E+00,-5.141E-01, 7.788E-01, 7.062E-01, 7.502E-01, 1.016E+00
 1.440E+03, 5.271E-02, 8.678E-02, 4.984E-03, 5.372E-04, 1.066E-03, 7.373E-02, 5.805E-02, 8.768E-02, 1.111E-03, 5.639E-05, 2.373E-04, 6.992E-02, 2.034E+02, 9.701E+01, 1.126E+03, 1.021E+03, 1.177E+03, 1.164E+03, 3.620E+02, 1.006E+03, 1.082E+03, 8.248E+02, 9.300E+02, 2.033E+02, 9.112E+02, 9.001E+02, 8.930E+02, 9.998E+02, 9.071E+02, 9.857E+02, 8.978E+02, 6.671E+01, 3.107E+02, 8.431E+02, 7.781E+02, 7.655E+02, 5.585E+02, 3.000E+01, 2.995E+02, 2.443E+02, 2.667E+02, 2.453E+02, 2.314E+02,-4.050E+00,-3.736E+00,-3.933E+00,-2.481E+00,-6.129E-01, 7.895E-01, 7.295E-01, 8.053E-01, 1.050E+00
 1.520E+03, 4.272E-02, 8.773E-02, 9.650E-03, 1.755E-03, 2.065E-03, 7.962E-02, 6.343E-02, 8.231E-02, 3.196E-03, 2.959E-04, 6.839E-04, 6.846E-02, 1.971E+02, 9.714E+01, 1.162E+03, 1.016E+03, 1.081E+03, 1.109E+03, 3.610E+02, 9.986E+02, 1.074E+03, 8.273E+02, 9.294E+02, 2.243E+02, 9.092E+02, 9.066E+02, 9.044E+02, 9.941E+02, 9.021E+02, 9.894E+02, 8.977E+02, 6.825E+01, 3.078E+02, 8.348E+02, 7.225E+02, 7.325E+02, 5.324E+02, 3.106E+01, 2.998E+02, 2.455E+02, 2.667E+02, 2.432E+02, 2.322E+02,-3.964E+00,-3.764E+00,-4.109E+00,-2.386E+00,-5.796E-01, 7.991E-01, 7.472E-01, 7.962E-01, 1.059E+00
 1.600E+03, 5.464E-02, 8.319E-02, 7.329E-03, 7.630E-04, 1.572E-03, 7.385E-02, 6.333E-02, 8.523E-02, 4.580E-04, 2.359E-05, 9.743E-05, 6.739E-02, 1.806E+02, 9.802E+01, 1.139E+03, 1.008E+03, 1.080E+03, 1.134E+03, 3.283E+02, 1.008E+03, 1.045E+03, 8.313E+02, 9.263E+02, 2.378E+02, 9.004E+02, 9.038E+02, 9.002E+02, 9.801E+02, 8.949E+02, 9.869E+02, 8.980E+02, 5.535E+01, 3.064E+02, 8.378E+02, 7.123E+02, 7.238E+02, 5.250E+02, 3.093E+01, 3.044E+02, 2.492E+02, 2.718E+02, 2.495E+02, 2.372E+02,-3.981E+00,-3.730E+00,-3.921E+00,-2.527E+00,-5.800E-01, 7.922E-01, 7.403E-01, 7.617E-01, 1.051E+00
 1.680E+03, 4.385E-02, 8.831E-02, 8.499E-03, 1.234E-03, 1.819E-03, 7.881E-02, 5.582E-02, 8.921E-02, 9.106E-04, 3.054E-05, 1.937E-04, 7.080E-02, 1.893E+02, 9.915E+01, 1.162E+03, 1.022E+03, 1.186E+03, 1.170E+03, 3.541E+02, 1.019E+03, 1.061E+03, 8.348E+02, 9.310E+02, 2.449E+02, 9.116E+02, 9.090E+02, 9.063E+02, 9.893E+02, 9.012E+02, 9.845E+02, 8.974E+02, 4.259E+01, 3.005E+02, 8.285E+02, 6.807E+02, 7.117E+02, 5.411E+02, 3.115E+01, 3.056E+02, 2.517E+02, 2.732E+02, 2.495E+02, 2.420E+02,-4.148E+00,-3.795E+00,-3.934E+00,-2.248E+00,-4.269E-01, 8.242E-01, 7.340E-01, 8.036E-01, 1.020E+00
 1.760E+03, 5.098E-02, 8.591E-02, 6.810E-03, 6.414E-04, 1.465E-03, 7.523E-02, 6.714E-02, 8.218E-02, 1.232E-03, 5.283E-05, 2.638E-04, 6.609E-02, 1.941E+02, 9.687E+01, 1.151E+03, 9.964E+02, 1.166E+03, 1.143E+03, 3.329E+02, 1.002E+03, 1.069E+03, 8.280E+02, 9.211E+02, 2.485E+02, 8.945E+02, 8.999E+02, 9.005E+02, 9.756E+02, 8.900E+02, 9.741E+02, 8.884E+02, 5.701E+01, 3.022E+02, 8.342E+02, 7.297E+02, 7.351E+02, 5.489E+02, 3.049E+01, 2.995E+02, 2.456E+02, 2.667E+02, 2.428E+02, 2.310E+02,-3.860E+00,-3.703E+00,-3.930E+00,-2.387E+00,-5.509E-01, 8.009E-01, 7.279E-01, 8.052E-01, 1.051E+00
 1.840E+03, 6.069E-02, 7.814E-02, 8.732E-03, 9.939E-04, 1.885E-03, 7.183E-02, 6.487E-02, 8.228E-02, 2.397E-03, 3.469E-04, 5.119E-04, 6.747E-02, 1.701E+02, 9.764E+01, 1.117E+03, 1.010E+03, 1.029E+03, 1.123E+03, 3.443E+02, 9.991E+02, 1.025E+03, 8.294E+02, 9.276E+02, 2.490E+02, 9.030E+02, 9.022E+02, 9.041E+02, 9.723E+02, 8.889E+02, 9.839E+02, 8.960E+02, 3.951E+01, 2.927E+02, 8.611E+02, 7.534E+02, 7.497E+02, 5.519E+02, 3.048E+01, 3.004E+02, 2.490E+02, 2.661E+02, 2.436E+02, 2.338E+02,-3.858E+00,-3.728E+00,-3.950E+00,-2.685E+00,-6.362E-01, 7.909E-01, 7.016E-01, 8.145E-01, 1.017E+00
 1.920E+03, 4.632E-02, 8.592E-02, 9.435E-03, 9.878E-04, 2.031E-03, 7.827E-02, 6.288E-02, 8.463E-02, 1.295E-03, 1.138E-04, 2.780E-04, 6.792E-02, 1.724E+02, 9.743E+01, 1.138E+03, 1.004E+03, 1.146E+03, 1.156E+03, 3.326E+02, 1.007E+03, 1.030E+03, 8.294E+02, 9.252E+02, 2.477E+02, 9.035E+02, 9.111E+02, 9.020E+02, 9.858E+02, 8.977E+02, 9.848E+02, 8.963E+02, 3.825E+01, 2.919E+02, 8.335E+02, 6.896E+02, 7.128E+02, 5.434E+02, 3.077E+01, 3.000E+02, 2.486E+02, 2.692E+02, 2.457E+02, 2.327E+02,-3.887E+00,-3.757E+00,-3.976E+00,-2.411E+00,-5.485E-01, 7.795E-01, 7.553E-01, 7.828E-01, 1.073E+00
 2.000E+03, 5.103E-02, 8.613E-02, 6.573E-03, 6.429E-04, 1.410E-03, 7.511E-02, 6.365E-02, 8.357E-02, 1.874E-03, 1.092E-04, 4.012E-04, 6.785E-02, 1.858E+02, 9.622E+01, 1.131E+03, 1.013E+03, 1.120E+03, 1.135E+03, 4.050E+02, 1.001E+03, 1.054E+03, 8.256E+02, 9.225E+02, 2.473E+02, 9.020E+02, 8.936E+02, 8.972E+02, 9.865E+02, 8.952E+02, 9.670E+02, 8.823E+02, 5.390E+01, 2.979E+02, 8.280E+02, 7.575E+02, 7.479E+02, 5.488E+02, 3.148E+01, 2.939E+02, 2.429E+02, 2.628E+02, 2.396E+02, 2.286E+02,-4.032E+00,-3.697E+00,-3.952E+00,-2.403E+00,-5.139E-01, 7.850E-01, 7.358E-01, 7.898E-01, 1.077E+00
 2.080E+03, 1.802E-02, 8.900E-02, 2.232E-02, 3.920E-03, 4.796E-03, 9.503E-02, 4.291E-02, 9.285E-02, 4.733E-03, 3.944E-04, 1.015E-03, 7.787E-02, 2.267E+02, 1.173E+02, 1.189E+03, 1.064E+03, 1.239E+03, 1.198E+03, 3.878E+02, 1.069E+03, 1.117E+03, 8.814E+02, 9.815E+02, 2.472E+02, 9.544E+02, 9.518E+02, 9.450E+02, 1.052E+03, 9.517E+02, 1.035E+03, 9.400E+02, 8.225E+01, 3.642E+02, 8.679E+02, 7.291E+02, 7.531E+02, 5.954E+02, 3.498E+01, 3.472E+02, 2.879E+02, 3.084E+02, 2.822E+02, 2.700E+02,-4.128E+00,-3.878E+00,-3.949E+00,-2.354E+00,-5.565E-01, 7.849E-01, 7.099E-01, 7.887E-01, 1.040E+00
 2.160E+03, 1.377E-02, 8.810E-02, 2.546E-02, 5.356E-03, 5.458E-03, 9.773E-02, 2.109E-02, 9.920E-02, 1.101E-02, 1.190E-03, 2.359E-03, 8.968E-02, 2.751E+02, 1.497E+02, 1.240E+03, 1.136E+03, 1.286E+03, 1.257E+03, 4.720E+02, 1.152E+03, 1.193E+03, 9.628E+02, 1.066E+03, 2.549E+02, 1.026E+03, 1.031E+03, 1.033E+03, 1.144E+03, 1.032E+03, 1.124E+03, 1.020E+03, 7.055E+01, 4.386E+02, 9.418E+02, 8.430E+02, 8.544E+02, 6.752E+02, 3.887E+01, 4.313E+02, 3.590E+02, 3.860E+02, 3.527E+02, 3.390E+02,-4.430E+00,-4.209E+00,-4.470E+00,-2.390E+00,-6.469E-01, 7.936E-01, 7.104E-01, 7.902E-01, 1.039E+00
 2.240E+03, 1.847E-02, 9.101E-02, 2.024E-02, 2.940E-03, 4.356E-03, 9.426E-02, 2.175E-02, 1.022E-01, 7.816E-03, 7.489E-04, 1.674E-03, 8.814E-02, 2.885E+02, 1.566E+02, 1.275E+03, 1.159E+03, 1.283E+03, 1.265E+03, 4.776E+02, 1.166E+03, 1.212E+03, 9.789E+02, 1.077E+03, 2.679E+02, 1.041E+03, 1.041E+03, 1.040E+03, 1.144E+03, 1.035E+03, 1.128E+03, 1.027E+03, 7.450E+01, 4.472E+02, 9.574E+02, 8.765E+02, 8.751E+02, 6.897E+02, 3.566E+01, 4.385E+02, 3.719E+02, 3.987E+02, 3.671E+02, 3.502E+02,-4.516E+00,-4.188E+00,-4.480E+00,-2.489E+00,-6.183E-01, 7.974E-01, 7.364E-01, 7.701E-01, 1.070E+00
 2.320E+03, 2.565E-02, 8.401E-02, 2.266E-02, 4.957E-03, 4.857E-03, 9.154E-02, 3.765E-02, 9.585E-02, 4.845E-03, 4.082E-04, 1.038E-03, 8.016E-02, 2.853E+02, 1.558E+02, 1.254E+03, 1.160E+03, 1.301E+03, 1.285E+03, 4.511E+02, 1.167E+03, 1.207E+03, 9.776E+02, 1.075E+03, 2.756E+02, 1.035E+03, 1.040E+03, 1.043E+03, 1.142E+03, 1.030E+03, 1.133E+03, 1.028E+03, 9.177E+01, 4.617E+02, 9.499E+02, 8.644E+02, 8.722E+02, 6.910E+02, 3.598E+01, 4.413E+02, 3.723E+02, 3.982E+02, 3.683E+02, 3.502E+02,-4.263E+00,-4.120E+00,-4.469E+00,-2.379E+00,-6.785E-01, 7.749E-01, 7.353E-01, 7.812E-01, 1.048E+00
 2.400E+03, 2.326E-02, 8.567E-02, 2.241E-02, 5.104E-03, 4.786E-03, 9.239E-02, 2.306E-02, 9.980E-02, 9.285E-03, 1.217E-03, 1.988E-03, 8.807E-02, 2.894E+02, 1.569E+02, 1.265E+03, 1.161E+03, 1.310E+03, 1.273E+03, 4.364E+02, 1.160E+03, 1.213E+03, 9.807E+02, 1.082E+03, 2.789E+02, 1.046E+03, 1.042E+03, 1.035E+03, 1.156E+03, 1.042E+03, 1.145E+03, 1.034E+03, 7.132E+01, 4.532E+02, 9.494E+02, 8.359E+02, 8.539E+02, 7.014E+02, 3.689E+01, 4.425E+02, 3.730E+02, 3.997E+02, 3.692E+02, 3.516E+02,-4.627E+00,-4.213E+00,-4.310E+00,-2.441E+00,-7.437E-01, 8.163E-01, 7.359E-01, 7.923E-01, 1.066E+00
