s,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
Time,O2Rear,CO2Rear,CORear,THCRear,SootRear,H2ORear,O2Front,CO2Front,COFront,THCFront,SootFront,H2OFront,HFR,HFF,TRSampA,TFSampA,TR24A,TR80A,TF24A,TF80A,TFloorR,TFloorF,TCeilF,TWallUR,TD79LBB,TD79CBB,TD79RBB,TD70LA,TD70LBB,TD70CA,TD70CBB,TD30LA,TD30LBB,TD60CBB,TD50CA,TD50CBB,TD40CBB,TD30CA,TD30CBB,TD20LBB,TD20CBB,TD20RBB,TD5CBB,VD79L,VD79C,VD79R,VD60C,VD40C,VD20L,VD20C,VD20R,VD5C
 0.000E+00, 2.076E-01, 3.864E-04, 0.000E+00, 0.000E+00, 0.000E+00, 5.941E-03, 2.076E-01, 3.864E-04, 0.000E+00, 0.000E+00, 0.000E+00, 5.941E-03,-5.811E-06,-1.018E-05, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01,-7.514E-04,-2.757E-03, 8.964E-03,-9.732E-03,-4.766E-03, 5.018E-04,-3.798E-03, 7.022E-03, 3.432E-03
 8.001E+01, 1.935E-01, 1.116E-02, 2.001E-08, 8.248E-10, 4.160E-09, 9.275E-03, 1.939E-01, 1.088E-02, 7.699E-10, 5.184E-11, 1.603E-10, 9.191E-03, 1.351E+00, 8.649E-01, 1.469E+02, 1.495E+02, 6.145E+01, 1.458E+02, 7.320E+01, 1.484E+02, 7.037E+01, 5.388E+01, 9.317E+01, 2.015E+01, 1.342E+02, 1.326E+02, 1.427E+02, 1.352E+02, 1.243E+02, 1.276E+02, 1.173E+02, 3.795E+01, 3.972E+01, 1.061E+02, 1.039E+02, 9.808E+01, 6.134E+01, 3.484E+01, 3.757E+01, 2.725E+01, 2.754E+01, 2.771E+01, 2.181E+01,-1.046E+00,-9.342E-01,-1.001E+00,-4.961E-01, 3.764E-03, 3.000E-01, 2.659E-01, 3.232E-01, 4.309E-01
 1.600E+02, 1.916E-01, 1.261E-02, 9.189E-12, 1.877E-11, 1.914E-12, 9.727E-03, 1.906E-01, 1.338E-02, 8.384E-12, 1.873E-11, 1.746E-12, 9.968E-03, 7.171E-01, 5.291E-01, 1.596E+02, 1.657E+02, 4.870E+01, 1.526E+02, 5.700E+01, 1.528E+02, 7.134E+01, 5.561E+01, 1.073E+02, 2.438E+01, 1.579E+02, 1.626E+02, 1.622E+02, 1.373E+02, 1.380E+02, 1.471E+02, 1.471E+02, 2.015E+01, 2.161E+01, 1.082E+02, 6.752E+01, 7.116E+01, 2.468E+01, 2.017E+01, 2.182E+01, 2.138E+01, 2.153E+01, 2.139E+01, 2.122E+01,-1.200E+00,-1.111E+00,-1.195E+00,-5.421E-01, 3.009E-01, 5.210E-01, 4.697E-01, 4.986E-01, 6.293E-01
 2.400E+02, 1.998E-01, 6.367E-03, 6.822E-11, 1.204E-10, 1.422E-11, 7.796E-03, 1.966E-01, 8.828E-03, 2.890E-12, 2.481E-11, 6.024E-13, 8.559E-03, 5.648E-01, 4.140E-01, 1.086E+02, 1.295E+02, 5.558E+01, 1.151E+02, 5.540E+01, 1.118E+02, 5.890E+01, 4.772E+01, 8.817E+01, 3.074E+01, 1.206E+02, 1.164E+02, 1.128E+02, 1.152E+02, 1.105E+02, 1.062E+02, 1.028E+02, 2.051E+01, 2.159E+01, 9.315E+01, 7.371E+01, 7.151E+01, 3.904E+01, 2.014E+01, 2.146E+01, 2.113E+01, 2.123E+01, 2.113E+01, 2.096E+01,-1.058E+00,-1.006E+00,-1.066E+00,-5.746E-01, 1.463E-01, 4.644E-01, 4.068E-01, 4.344E-01, 5.790E-01
 3.200E+02, 1.851E-01, 1.762E-02, 2.126E-07, 1.061E-08, 4.415E-08, 1.127E-02, 1.820E-01, 2.004E-02, 5.559E-10, 3.054E-11, 1.155E-10, 1.202E-02, 3.114E+00, 1.705E+00, 2.351E+02, 2.560E+02, 8.284E+01, 2.265E+02, 1.053E+02, 2.105E+02, 1.339E+02, 8.967E+01, 1.720E+02, 3.378E+01, 2.401E+02, 2.296E+02, 2.266E+02, 2.455E+02, 2.317E+02, 2.086E+02, 1.966E+02, 2.189E+01, 2.716E+01, 1.773E+02, 1.704E+02, 1.607E+02, 1.054E+02, 2.046E+01, 2.654E+01, 2.502E+01, 2.564E+01, 2.498E+01, 2.338E+01,-1.621E+00,-1.576E+00,-1.609E+00,-7.917E-01, 4.774E-02, 6.462E-01, 5.680E-01, 6.155E-01, 7.927E-01
 4.000E+02, 1.527E-01, 4.253E-02, 1.086E-05, 3.584E-07, 2.239E-06, 1.892E-02, 1.447E-01, 4.866E-02, 2.979E-05, 4.053E-07, 6.099E-06, 2.079E-02, 1.645E+01, 9.562E+00, 4.836E+02, 5.273E+02, 1.539E+02, 4.523E+02, 1.706E+02, 4.551E+02, 3.638E+02, 2.536E+02, 3.714E+02, 3.940E+01, 4.717E+02, 4.603E+02, 4.565E+02, 4.947E+02, 4.556E+02, 4.352E+02, 4.062E+02, 4.666E+01, 6.420E+01, 3.593E+02, 3.232E+02, 3.125E+02, 1.924E+02, 2.239E+01, 4.858E+01, 4.103E+01, 4.426E+01, 4.110E+01, 3.786E+01,-2.586E+00,-2.440E+00,-2.529E+00,-1.270E+00,-1.488E-01, 6.900E-01, 6.226E-01, 6.891E-01, 8.692E-01
 4.800E+02, 9.837E-02, 8.391E-02, 3.831E-04, 1.030E-05, 7.934E-05, 3.161E-02, 6.163E-02, 1.102E-01, 2.498E-03, 6.582E-05, 5.150E-04, 4.048E-02, 8.310E+01, 5.446E+01, 8.481E+02, 9.433E+02, 4.543E+02, 8.032E+02, 3.451E+02, 8.940E+02, 7.528E+02, 6.193E+02, 7.629E+02, 5.533E+01, 8.211E+02, 7.903E+02, 7.874E+02, 8.997E+02, 8.037E+02, 8.472E+02, 7.638E+02, 9.688E+01, 2.260E+02, 6.925E+02, 5.564E+02, 5.626E+02, 4.152E+02, 3.275E+01, 1.746E+02, 1.384E+02, 1.510E+02, 1.371E+02, 1.295E+02,-3.681E+00,-3.440E+00,-3.639E+00,-2.152E+00,-3.407E-01, 7.703E-01, 6.887E-01, 7.613E-01, 9.917E-01
 5.600E+02, 9.991E-03, 1.096E-01, 4.631E-02, 7.463E-03, 9.606E-03, 6.082E-02, 1.011E-02, 1.279E-01, 2.662E-02, 2.608E-03, 5.518E-03, 5.723E-02, 2.368E+02, 1.247E+02, 1.195E+03, 1.092E+03, 1.156E+03, 1.228E+03, 5.166E+02, 1.117E+03, 1.130E+03, 8.927E+02, 1.011E+03, 9.221E+01, 9.895E+02, 9.863E+02, 9.887E+02, 1.103E+03, 1.001E+03, 1.076E+03, 9.808E+02, 1.427E+02, 4.299E+02, 9.124E+02, 7.434E+02, 7.800E+02, 6.302E+02, 3.673E+01, 3.694E+02, 3.031E+02, 3.302E+02, 3.025E+02, 2.849E+02,-4.508E+00,-4.096E+00,-4.329E+00,-2.348E+00,-5.415E-01, 8.052E-01, 7.384E-01, 8.212E-01, 1.056E+00
 6.400E+02, 6.231E-03, 1.130E-01, 4.598E-02, 6.539E-03, 9.557E-03, 6.180E-02, 2.884E-03, 1.253E-01, 3.560E-02, 3.348E-03, 7.392E-03, 6.078E-02, 2.847E+02, 1.537E+02, 1.258E+03, 1.120E+03, 1.277E+03, 1.299E+03, 5.937E+02, 1.160E+03, 1.205E+03, 9.670E+02, 1.070E+03, 1.550E+02, 1.026E+03, 1.033E+03, 1.031E+03, 1.120E+03, 1.034E+03, 1.129E+03, 1.028E+03, 2.082E+02, 5.309E+02, 9.390E+02, 8.187E+02, 8.500E+02, 6.798E+02, 3.728E+01, 4.421E+02, 3.663E+02, 3.957E+02, 3.655E+02, 3.460E+02,-4.788E+00,-4.343E+00,-4.611E+00,-2.125E+00,-4.911E-01, 8.181E-01, 7.463E-01, 8.085E-01, 1.081E+00
