s,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
 7.200E+02, 8.810E-02, 5.448E-02, 5.589E-09, 1.313E-09, 7.523E-02, 9.194E-02, 5.227E-02, 3.977E-04, 1.273E-04, 7.324E-02, 3.288E+01, 4.110E+01, 6.490E+02, 7.968E+02, 2.212E+02, 6.480E+02, 3.193E+02, 7.565E+02, 5.489E+02, 5.932E+02, 6.876E+02, 1.263E+02, 2.000E+01, 7.276E+02, 2.000E+01, 2.000E+01, 2.000E+01, 6.734E+02, 6.353E+02, 2.000E+01, 2.000E+01, 5.684E+02, 5.151E+02, 5.143E+02, 2.832E+02, 2.370E+01, 1.173E+02, 2.000E+01, 1.014E+02, 2.000E+01, 8.632E+01, 8.656E-06,-3.304E+00, 3.532E-06,-1.992E+00,-2.048E-01, 1.274E-06, 7.318E-01, 1.255E-06, 1.099E+00
 8.000E+02, 8.786E-02, 5.459E-02, 1.509E-09, 5.261E-10, 7.538E-02, 8.908E-02, 5.368E-02, 3.012E-04, 1.268E-04, 7.488E-02, 3.292E+01, 4.152E+01, 6.399E+02, 8.155E+02, 2.219E+02, 6.303E+02, 3.013E+02, 7.852E+02, 5.495E+02, 5.953E+02, 6.974E+02, 1.298E+02, 2.000E+01, 7.309E+02, 2.000E+01, 2.000E+01, 2.000E+01, 6.875E+02, 6.495E+02, 2.000E+01, 2.000E+01, 5.720E+02, 4.766E+02, 4.879E+02, 2.878E+02, 2.381E+01, 1.198E+02, 2.000E+01, 1.032E+02, 2.000E+01, 8.747E+01,-6.246E-06,-3.290E+00,-2.010E-06,-2.026E+00,-3.159E-01, 4.806E-07, 7.270E-01, 5.644E-07, 1.118E+00
 8.800E+02, 8.578E-02, 5.553E-02, 3.314E-08, 7.168E-09, 7.661E-02, 9.351E-02, 5.184E-02, 1.593E-04, 5.546E-05, 7.216E-02, 3.360E+01, 4.206E+01, 6.498E+02, 8.033E+02, 2.294E+02, 6.485E+02, 3.056E+02, 7.975E+02, 5.545E+02, 5.988E+02, 6.934E+02, 1.321E+02, 2.000E+01, 7.309E+02, 2.000E+01, 2.000E+01, 2.000E+01, 6.829E+02, 6.431E+02, 2.000E+01, 2.000E+01, 5.700E+02, 5.210E+02, 5.171E+02, 3.157E+02, 2.351E+01, 1.212E+02, 2.000E+01, 1.036E+02, 2.000E+01, 8.818E+01,-4.262E-06,-3.296E+00,-3.952E-06,-1.971E+00,-3.694E-01, 2.383E-07, 7.451E-01, 3.269E-07, 1.091E+00
 9.600E+02, 8.505E-02, 5.586E-02, 6.638E-10, 3.301E-10, 7.705E-02, 9.658E-02, 5.050E-02, 1.136E-04, 5.345E-05, 7.030E-02, 3.415E+01, 4.246E+01, 6.364E+02, 7.788E+02, 2.252E+02, 6.544E+02, 3.020E+02, 8.253E+02, 5.585E+02, 6.015E+02, 6.880E+02, 1.338E+02, 2.000E+01, 7.328E+02, 2.000E+01, 2.000E+01, 2.000E+01, 6.907E+02, 6.492E+02, 2.000E+01, 2.000E+01, 5.766E+02, 5.048E+02, 5.075E+02, 2.848E+02, 2.368E+01, 1.213E+02, 2.000E+01, 1.042E+02, 2.000E+01, 8.878E+01,-3.008E-06,-3.314E+00,-2.134E-06,-1.976E+00,-2.403E-01, 2.158E-06, 7.380E-01, 2.369E-06, 1.108E+00
 1.040E+03, 8.655E-02, 5.518E-02, 5.208E-09, 1.723E-09, 7.616E-02, 1.007E-01, 4.867E-02, 7.963E-05, 3.444E-05, 6.783E-02, 3.495E+01, 4.205E+01, 6.479E+02, 7.732E+02, 2.375E+02, 6.628E+02, 3.132E+02, 7.947E+02, 5.639E+02, 5.995E+02, 6.864E+02, 1.351E+02, 2.000E+01, 7.090E+02, 2.000E+01, 2.000E+01, 2.000E+01, 6.679E+02, 6.325E+02, 2.000E+01, 2.000E+01, 5.831E+02, 5.407E+02, 5.324E+02, 3.114E+02, 2.336E+01, 1.211E+02, 2.000E+01, 1.044E+02, 2.000E+01, 8.835E+01,-2.863E-06,-3.255E+00,-5.715E-07,-1.997E+00,-3.240E-01,-8.918E-07, 7.290E-01,-5.442E-07, 1.106E+00
 1.120E+03, 8.684E-02, 5.505E-02, 5.694E-10, 1.840E-10, 7.598E-02, 9.700E-02, 4.996E-02, 3.912E-04, 3.871E-04, 7.021E-02, 3.471E+01, 4.260E+01, 6.445E+02, 7.906E+02, 2.381E+02, 6.529E+02, 3.409E+02, 8.002E+02, 5.631E+02, 6.018E+02, 6.949E+02, 1.362E+02, 2.000E+01, 7.319E+02, 2.000E+01, 2.000E+01, 2.000E+01, 6.887E+02, 6.490E+02, 2.000E+01, 2.000E+01, 5.824E+02, 5.174E+02, 5.169E+02, 3.082E+02, 2.341E+01, 1.220E+02, 2.000E+01, 1.052E+02, 2.000E+01, 8.908E+01, 1.602E-06,-3.322E+00, 3.679E-06,-2.032E+00,-3.024E-01, 7.407E-07, 7.455E-01, 6.949E-07, 1.125E+00
 1.200E+03, 8.658E-02, 5.517E-02, 1.262E-08, 6.899E-09, 7.614E-02, 9.987E-02, 4.899E-02, 1.306E-04, 4.596E-05, 6.837E-02, 3.469E+01, 4.234E+01, 6.453E+02, 7.723E+02, 2.299E+02, 6.540E+02, 3.021E+02, 8.046E+02, 5.634E+02, 6.019E+02, 6.867E+02, 1.371E+02, 2.000E+01, 7.315E+02, 2.000E+01, 2.000E+01, 2.000E+01, 7.021E+02, 6.565E+02, 2.000E+01, 2.000E+01, 5.745E+02, 5.045E+02, 5.110E+02, 3.182E+02, 2.419E+01, 1.216E+02, 2.000E+01, 1.051E+02, 2.000E+01, 8.893E+01, 5.377E-06,-3.332E+00,-2.730E-06,-1.956E+00,-2.891E-01, 1.425E-07, 7.341E-01, 2.682E-07, 1.114E+00
 1.280E+03, 8.944E-02, 5.387E-02, 2.605E-09, 8.921E-10, 7.444E-02, 9.589E-02, 5.083E-02, 1.064E-04, 3.862E-05, 7.071E-02, 3.437E+01, 4.224E+01, 6.483E+02, 7.902E+02, 2.290E+02, 6.526E+02, 3.279E+02, 7.879E+02, 5.609E+02, 6.003E+02, 6.902E+02, 1.376E+02, 2.000E+01, 7.218E+02, 2.000E+01, 2.000E+01, 2.000E+01, 6.850E+02, 6.475E+02, 2.000E+01, 2.000E+01, 5.833E+02, 5.055E+02, 5.064E+02, 2.860E+02, 2.361E+01, 1.217E+02, 2.000E+01, 1.044E+02, 2.000E+01, 8.828E+01,-1.402E-06,-3.260E+00, 2.767E-06,-2.074E+00,-2.335E-01, 1.832E-06, 7.367E-01, 1.865E-06, 1.132E+00
 1.360E+03, 9.216E-02, 5.264E-02, 1.609E-09, 7.131E-10, 7.283E-02, 9.926E-02, 4.924E-02, 1.636E-04, 4.906E-05, 6.876E-02, 3.442E+01, 4.222E+01, 6.455E+02, 7.846E+02, 2.305E+02, 6.483E+02, 3.012E+02, 8.087E+02, 5.610E+02, 6.002E+02, 6.893E+02, 1.377E+02, 2.000E+01, 7.290E+02, 2.000E+01, 2.000E+01, 2.000E+01, 6.928E+02, 6.497E+02, 2.000E+01, 2.000E+01, 5.725E+02, 5.189E+02, 5.175E+02, 3.065E+02, 2.361E+01, 1.218E+02, 2.000E+01, 1.045E+02, 2.000E+01, 8.865E+01,-1.570E-06,-3.365E+00,-1.813E-06,-1.974E+00,-2.732E-01, 9.052E-07, 7.457E-01, 4.971E-07, 1.111E+00
 1.440E+03, 8.702E-02, 5.497E-02, 9.739E-09, 3.395E-09, 7.588E-02, 9.603E-02, 5.070E-02, 1.562E-04, 6.317E-05, 7.067E-02, 3.434E+01, 4.221E+01, 6.454E+02, 8.021E+02, 2.318E+02, 6.505E+02, 3.060E+02, 7.921E+02, 5.603E+02, 6.000E+02, 6.952E+02, 1.378E+02, 2.000E+01, 7.315E+02, 2.000E+01, 2.000E+01, 2.000E+01, 6.813E+02, 6.441E+02, 2.000E+01, 2.000E+01, 5.806E+02, 5.142E+02, 5.146E+02, 3.034E+02, 2.373E+01, 1.207E+02, 2.000E+01, 1.043E+02, 2.000E+01, 8.827E+01, 5.025E-06,-3.327E+00,-8.407E-06,-2.024E+00,-3.014E-01,-9.657E-07, 7.224E-01,-7.887E-07, 1.134E+00
 1.520E+03, 8.762E-02, 5.470E-02, 4.293E-10, 1.497E-10, 7.552E-02, 9.315E-02, 5.162E-02, 4.767E-04, 2.410E-04, 7.256E-02, 3.405E+01, 4.169E+01, 6.438E+02, 8.057E+02, 2.254E+02, 6.471E+02, 2.956E+02, 7.858E+02, 5.587E+02, 5.972E+02, 6.910E+02, 1.378E+02, 2.000E+01, 7.226E+02, 2.000E+01, 2.000E+01, 2.000E+01, 7.095E+02, 6.620E+02, 2.000E+01, 2.000E+01, 5.805E+02, 5.065E+02, 5.094E+02, 3.063E+02, 2.351E+01, 1.197E+02, 2.000E+01, 1.035E+02, 2.000E+01, 8.794E+01, 3.765E-06,-3.285E+00, 2.366E-06,-1.983E+00,-2.612E-01, 1.011E-06, 7.262E-01, 1.177E-06, 1.115E+00
 1.600E+03, 9.030E-02, 5.348E-02, 3.406E-10, 1.086E-10, 7.392E-02, 9.499E-02, 5.075E-02, 5.020E-04, 3.161E-04, 7.148E-02, 3.410E+01, 4.211E+01, 6.383E+02, 7.766E+02, 2.303E+02, 6.518E+02, 3.180E+02, 7.866E+02, 5.589E+02, 5.991E+02, 6.878E+02, 1.377E+02, 2.000E+01, 7.185E+02, 2.000E+01, 2.000E+01, 2.000E+01, 6.999E+02, 6.540E+02, 2.000E+01, 2.000E+01, 5.783E+02, 5.126E+02, 5.152E+02, 3.025E+02, 2.378E+01, 1.200E+02, 2.000E+01, 1.042E+02, 2.000E+01, 8.810E+01,-1.934E-06,-3.295E+00,-5.458E-06,-2.013E+00,-2.879E-01, 4.972E-07, 7.152E-01, 6.158E-07, 1.119E+00
 1.680E+03, 5.389E-02, 6.968E-02, 2.506E-04, 7.468E-05, 9.596E-02, 4.206E-02, 6.730E-02, 6.339E-03, 8.337E-03, 1.064E-01, 5.295E+01, 7.084E+01, 7.539E+02, 9.798E+02, 3.030E+02, 7.348E+02, 4.004E+02, 9.595E+02, 6.555E+02, 7.224E+02, 8.557E+02, 1.378E+02, 2.000E+01, 9.106E+02, 2.000E+01, 2.000E+01, 2.000E+01, 9.365E+02, 8.481E+02, 2.000E+01, 2.000E+01, 7.438E+02, 6.282E+02, 6.301E+02, 4.538E+02, 3.659E+01, 2.050E+02, 2.000E+01, 1.647E+02, 2.000E+01, 1.384E+02, 1.468E-06,-3.971E+00, 1.635E-06,-2.497E+00,-8.034E-01, 3.199E-07, 6.495E-01, 4.696E-07, 1.039E+00
 1.760E+03, 1.882E-04, 8.478E-02, 7.700E-03, 7.593E-03, 1.327E-01, 3.181E-03, 7.648E-02, 1.267E-02, 2.113E-02, 1.330E-01, 7.215E+01, 9.379E+01, 8.159E+02, 1.001E+03, 3.498E+02, 8.192E+02, 5.240E+02, 1.017E+03, 7.463E+02, 8.119E+02, 9.229E+02, 1.435E+02, 2.000E+01, 9.412E+02, 2.000E+01, 2.000E+01, 2.000E+01, 1.091E+03, 9.726E+02, 2.000E+01, 2.000E+01, 8.914E+02, 7.306E+02, 7.335E+02, 5.265E+02, 2.890E+01, 2.680E+02, 2.000E+01, 2.214E+02, 2.000E+01, 1.853E+02, 3.746E-06,-4.145E+00,-3.234E-07,-2.706E+00,-7.448E-01, 1.164E-06, 7.360E-01, 1.269E-06, 1.125E+00
 1.840E+03, 2.413E-05, 8.177E-02, 1.006E-02, 1.173E-02, 1.340E-01, 3.356E-03, 7.472E-02, 1.407E-02, 2.186E-02, 1.338E-01, 7.803E+01, 9.944E+01, 8.306E+02, 9.892E+02, 3.743E+02, 8.240E+02, 5.522E+02, 1.018E+03, 7.705E+02, 8.304E+02, 9.303E+02, 1.562E+02, 2.000E+01, 9.468E+02, 2.000E+01, 2.000E+01, 2.000E+01, 1.089E+03, 9.773E+02, 2.000E+01, 2.000E+01, 9.272E+02, 7.794E+02, 7.704E+02, 5.639E+02, 3.160E+01, 2.805E+02, 2.000E+01, 2.328E+02, 2.000E+01, 1.955E+02, 4.865E-06,-4.224E+00, 2.454E-06,-2.866E+00,-1.003E+00, 1.484E-06, 7.298E-01, 1.381E-06, 1.139E+00
 1.920E+03, 1.341E-08, 8.293E-02, 9.246E-03, 9.426E-03, 1.336E-01, 4.192E-03, 7.594E-02, 1.284E-02, 1.990E-02, 1.326E-01, 8.410E+01, 1.047E+02, 8.459E+02, 1.026E+03, 3.793E+02, 8.431E+02, 5.774E+02, 1.027E+03, 7.923E+02, 8.465E+02, 9.505E+02, 1.677E+02, 2.000E+01, 9.518E+02, 2.000E+01, 2.000E+01, 2.000E+01, 1.100E+03, 9.847E+02, 2.000E+01, 2.000E+01, 9.184E+02, 8.004E+02, 7.879E+02, 5.655E+02, 3.209E+01, 2.999E+02, 2.000E+01, 2.474E+02, 2.000E+01, 2.053E+02, 4.977E-07,-4.178E+00, 7.262E-07,-2.768E+00,-7.110E-01, 1.878E-06, 7.353E-01, 2.012E-06, 1.189E+00
 2.000E+03, 1.578E-06, 8.048E-02, 1.098E-02, 1.441E-02, 1.344E-01, 1.442E-03, 7.437E-02, 1.500E-02, 2.363E-02, 1.354E-01, 8.405E+01, 1.046E+02, 8.485E+02, 1.002E+03, 3.753E+02, 8.457E+02, 5.587E+02, 1.033E+03, 7.930E+02, 8.473E+02, 9.503E+02, 1.767E+02, 2.000E+01, 9.443E+02, 2.000E+01, 2.000E+01, 2.000E+01, 1.107E+03, 9.878E+02, 2.000E+01, 2.000E+01, 9.127E+02, 7.884E+02, 7.807E+02, 5.639E+02, 3.098E+01, 2.926E+02, 2.000E+01, 2.465E+02, 2.000E+01, 2.061E+02, 3.180E-06,-4.167E+00, 8.599E-07,-2.692E+00,-8.151E-01, 1.380E-06, 7.348E-01, 1.492E-06, 1.178E+00
 2.080E+03, 1.424E-09, 7.833E-02, 1.257E-02, 1.792E-02, 1.351E-01, 9.794E-04, 7.193E-02, 1.660E-02, 3.221E-02, 1.361E-01, 8.436E+01, 1.055E+02, 8.427E+02, 9.943E+02, 3.726E+02, 8.416E+02, 5.387E+02, 1.002E+03, 7.944E+02, 8.504E+02, 9.469E+02, 1.825E+02, 2.000E+01, 9.399E+02, 2.000E+01, 2.000E+01, 2.000E+01, 1.100E+03, 9.853E+02, 2.000E+01, 2.000E+01, 9.158E+02, 7.619E+02, 7.637E+02, 5.544E+02, 3.044E+01, 2.993E+02, 2.000E+01, 2.475E+02, 2.000E+01, 2.080E+02, 8.391E-09,-4.142E+00, 1.021E-06,-2.789E+00,-7.865E-01, 1.690E-06, 7.388E-01, 1.736E-06, 1.138E+00
 2.160E+03, 1.405E-05, 7.930E-02, 1.190E-02, 1.565E-02, 1.348E-01, 4.678E-03, 7.609E-02, 1.266E-02, 1.816E-02, 1.323E-01, 8.651E+01, 1.066E+02, 8.531E+02, 1.018E+03, 3.810E+02, 8.434E+02, 5.593E+02, 1.011E+03, 8.016E+02, 8.535E+02, 9.522E+02, 1.858E+02, 2.000E+01, 9.396E+02, 2.000E+01, 2.000E+01, 2.000E+01, 1.097E+03, 9.883E+02, 2.000E+01, 2.000E+01, 9.428E+02, 7.942E+02, 7.868E+02, 5.513E+02, 3.108E+01, 3.019E+02, 2.000E+01, 2.500E+02, 2.000E+01, 2.106E+02, 7.452E-07,-4.143E+00,-1.836E-06,-2.838E+00,-7.537E-01, 1.181E-06, 7.417E-01, 1.048E-06, 1.135E+00
 2.240E+03, 2.658E-08, 8.100E-02, 1.073E-02, 1.198E-02, 1.344E-01, 2.106E-03, 7.630E-02, 1.347E-02, 1.842E-02, 1.344E-01, 8.842E+01, 1.088E+02, 8.560E+02, 1.013E+03, 3.868E+02, 8.528E+02, 5.809E+02, 1.031E+03, 8.082E+02, 8.596E+02, 9.584E+02, 1.881E+02, 2.000E+01, 9.595E+02, 2.000E+01, 2.000E+01, 2.000E+01, 1.112E+03, 9.948E+02, 2.000E+01, 2.000E+01, 9.567E+02, 8.527E+02, 8.248E+02, 5.560E+02, 3.136E+01, 3.072E+02, 2.000E+01, 2.547E+02, 2.000E+01, 2.129E+02, 3.486E-06,-4.187E+00, 1.295E-06,-2.924E+00,-7.504E-01, 1.663E-06, 7.400E-01, 1.610E-06, 1.175E+00
 2.320E+03, 1.290E-08, 7.935E-02, 1.191E-02, 1.514E-02, 1.349E-01, 1.226E-03, 7.664E-02, 1.362E-02, 1.721E-02, 1.351E-01, 8.977E+01, 1.109E+02, 8.625E+02, 1.008E+03, 3.914E+02, 8.587E+02, 5.902E+02, 1.026E+03, 8.129E+02, 8.655E+02, 9.578E+02, 1.902E+02, 2.000E+01, 9.631E+02, 2.000E+01, 2.000E+01, 2.000E+01, 1.139E+03, 1.013E+03, 2.000E+01, 2.000E+01, 9.658E+02, 8.268E+02, 8.087E+02, 5.677E+02, 3.195E+01, 3.125E+02, 2.000E+01, 2.609E+02, 2.000E+01, 2.176E+02,-7.195E-07,-4.220E+00,-6.284E-07,-2.880E+00,-6.290E-01, 5.046E-07, 7.389E-01, 4.942E-07, 1.202E+00
 2.400E+03, 6.692E-07, 7.998E-02, 1.150E-02, 1.343E-02, 1.348E-01, 2.544E-03, 7.619E-02, 1.342E-02, 1.817E-02, 1.341E-01, 9.016E+01, 1.119E+02, 8.668E+02, 1.034E+03, 3.934E+02, 8.582E+02, 5.964E+02, 1.019E+03, 8.141E+02, 8.681E+02, 9.694E+02, 1.919E+02, 2.000E+01, 9.591E+02, 2.000E+01, 2.000E+01, 2.000E+01, 1.123E+03, 1.006E+03, 2.000E+01, 2.000E+01, 9.709E+02, 8.141E+02, 8.056E+02, 5.894E+02, 3.253E+01, 3.194E+02, 2.000E+01, 2.638E+02, 2.000E+01, 2.203E+02, 4.181E-06,-4.226E+00, 2.356E-06,-2.916E+00,-8.761E-01, 1.430E-06, 7.119E-01, 1.354E-06, 1.154E+00
 2.480E+03, 2.604E-08, 8.108E-02, 1.061E-02, 1.251E-02, 1.343E-01, 4.043E-03, 7.663E-02, 1.235E-02, 1.924E-02, 1.324E-01, 8.848E+01, 1.093E+02, 8.625E+02, 1.034E+03, 3.796E+02, 8.532E+02, 5.831E+02, 1.034E+03, 8.090E+02, 8.620E+02, 9.656E+02, 1.933E+02, 2.000E+01, 9.483E+02, 2.000E+01, 2.000E+01, 2.000E+01, 1.106E+03, 9.930E+02, 2.000E+01, 2.000E+01, 9.475E+02, 8.149E+02, 8.024E+02, 5.765E+02, 3.557E+01, 3.130E+02, 2.000E+01, 2.602E+02, 2.000E+01, 2.171E+02, 9.231E-07,-4.154E+00, 3.015E-06,-2.825E+00,-8.911E-01, 1.327E-06, 7.013E-01, 1.476E-06, 1.141E+00
