s,kg
Time,"Fuel Load"
 0.0000000E+000, 0.0000000E+000
 1.9364917E-001, 7.4579732E+000
 3.8729833E-001, 7.4579390E+000
 5.8094750E-001, 7.4579045E+000
 7.7459667E-001, 7.4578693E+000
 9.5450664E-001, 7.4578337E+000
 1.1275470E+000, 7.4577979E+000
 1.2803120E+000, 7.4577609E+000
 1.4768831E+000, 7.4577161E+000
 1.6429561E+000, 7.4576612E+000
 1.8191705E+000, 7.4576010E+000
 1.9821320E+000, 7.4575328E+000
 2.1628030E+000, 7.4574522E+000
 2.3434739E+000, 7.4573538E+000
 2.5241449E+000, 7.4572387E+000
 2.7048159E+000, 7.4571052E+000
 2.8854868E+000, 7.4569525E+000
 3.0661578E+000, 7.4567795E+000
 3.2468287E+000, 7.4565853E+000
 3.4305109E+000, 7.4563669E+000
 3.6292490E+000, 7.4561129E+000
 3.7906318E+000, 7.4558471E+000
 3.9639768E+000, 7.4555751E+000
 4.1662125E+000, 7.4552471E+000
 4.3395575E+000, 7.4548921E+000
 4.5065216E+000, 7.4545438E+000
 4.6864247E+000, 7.4541610E+000
 4.8663277E+000, 7.4537376E+000
 5.0462308E+000, 7.4532843E+000
 5.2306682E+000, 7.4527902E+000
 5.4151056E+000, 7.4522600E+000
 5.5995429E+000, 7.4516950E+000
 5.7609256E+000, 7.4511329E+000
 5.9453630E+000, 7.4505374E+000
 6.1298004E+000, 7.4498647E+000
 6.3142378E+000, 7.4491497E+000
 6.4986751E+000, 7.4483885E+000
 6.6600578E+000, 7.4476298E+000
 6.8444952E+000, 7.4468226E+000
 7.0289326E+000, 7.4459053E+000
 7.2133700E+000, 7.4449222E+000
 7.3978073E+000, 7.4438613E+000
 7.5715230E+000, 7.4427370E+000
 7.7548912E+000, 7.4415029E+000
 7.9382593E+000, 7.4400925E+000
 8.1012533E+000, 7.4385781E+000
 8.2846215E+000, 7.4368060E+000
 8.4679896E+000, 7.4345434E+000
 8.6513578E+000, 7.4317724E+000
 8.8297040E+000, 7.4283482E+000
 9.0080501E+000, 7.4242056E+000
 9.1801790E+000, 7.4192843E+000
 9.3693252E+000, 7.4132304E+000
 9.5464608E+000, 7.4059411E+000
 9.7287023E+000, 7.3975891E+000
 9.9041796E+000, 7.3882191E+000
 1.0081448E+001, 7.3779519E+000
 1.0266526E+001, 7.3666412E+000
 1.0444603E+001, 7.3546343E+000
 1.0622346E+001, 7.3424309E+000
 1.0800088E+001, 7.3301315E+000
 1.0986034E+001, 7.3168913E+000
 1.1166511E+001, 7.3026045E+000
 1.1346988E+001, 7.2868575E+000
 1.1523518E+001, 7.2690595E+000
 1.1702134E+001, 7.2495922E+000
 1.1884299E+001, 7.2284622E+000
 1.2061248E+001, 7.2066729E+000
 1.2242158E+001, 7.1841698E+000
 1.2423069E+001, 7.1613238E+000
 1.2603980E+001, 7.1390875E+000
 1.2781580E+001, 7.1160279E+000
 1.2963493E+001, 7.0914262E+000
 1.3140856E+001, 7.0643481E+000
 1.3324070E+001, 7.0370923E+000
 1.3500190E+001, 7.0094084E+000
 1.3683244E+001, 6.9804885E+000
 1.3861522E+001, 6.9493419E+000
 1.4042515E+001, 6.9166741E+000
 1.4220859E+001, 6.8822005E+000
 1.4404552E+001, 6.8463245E+000
 1.4581295E+001, 6.8111512E+000
 1.4761513E+001, 6.7769959E+000
 1.4940968E+001, 6.7434062E+000
 1.5121154E+001, 6.7088454E+000
 1.5304734E+001, 6.6744365E+000
 1.5483997E+001, 6.6405289E+000
 1.5664959E+001, 6.6075188E+000
 1.5844269E+001, 6.5768670E+000
 1.6020406E+001, 6.5477630E+000
 1.6200443E+001, 6.5193200E+000
 1.6382109E+001, 6.4930992E+000
 1.6562433E+001, 6.4660141E+000
 1.6744383E+001, 6.4408241E+000
 1.6920365E+001, 6.4160684E+000
 1.7102416E+001, 6.3904357E+000
 1.7281066E+001, 6.3654764E+000
 1.7461737E+001, 6.3415625E+000
 1.7645645E+001, 6.3181953E+000
 1.7825992E+001, 6.2947086E+000
 1.8004727E+001, 6.2713374E+000
 1.8181343E+001, 6.2464285E+000
 1.8360009E+001, 6.2219210E+000
 1.8545934E+001, 6.1970447E+000
 1.8724042E+001, 6.1708973E+000
 1.8902149E+001, 6.1445748E+000
 1.9081225E+001, 6.1175639E+000
 1.9264257E+001, 6.0897564E+000
 1.9440073E+001, 6.0622869E+000
 1.9622405E+001, 6.0346894E+000
 1.9804738E+001, 6.0061897E+000
 1.9981707E+001, 5.9787959E+000
 2.0162140E+001, 5.9528327E+000
 2.0344780E+001, 5.9267946E+000
 2.0521246E+001, 5.9005674E+000
 2.0700254E+001, 5.8737295E+000
 2.0884857E+001, 5.8470263E+000
 2.1063306E+001, 5.8200331E+000
 2.1243182E+001, 5.7928770E+000
 2.1422876E+001, 5.7650638E+000
 2.1603402E+001, 5.7377197E+000
 2.1780426E+001, 5.7106852E+000
 2.1962348E+001, 5.6825440E+000
 2.2142497E+001, 5.6536427E+000
 2.2320250E+001, 5.6242145E+000
 2.2502377E+001, 5.5938365E+000
 2.2680991E+001, 5.5628457E+000
 2.2860756E+001, 5.5329205E+000
 2.3043330E+001, 5.5033539E+000
 2.3220661E+001, 5.4731725E+000
 2.3400624E+001, 5.4423261E+000
 2.3580588E+001, 5.4116289E+000
 2.3760552E+001, 5.3814481E+000
