s,kg
Time,"Fuel Load"
 0.0000000E+000, 0.0000000E+000
 1.9364917E-001, 1.2201008E+001
 3.8729833E-001, 1.2200968E+001
 5.8094750E-001, 1.2200928E+001
 7.7459667E-001, 1.2200888E+001
 9.5381930E-001, 1.2200848E+001
 1.1258287E+000, 1.2200808E+001
 1.2830560E+000, 1.2200769E+001
 1.4828379E+000, 1.2200723E+001
 1.6557348E+000, 1.2200668E+001
 1.8094086E+000, 1.2200615E+001
 1.9881087E+000, 1.2200555E+001
 2.1918352E+000, 1.2200477E+001
 2.3616073E+000, 1.2200390E+001
 2.5313794E+000, 1.2200300E+001
 2.7011515E+000, 1.2200198E+001
 2.8845054E+000, 1.2200079E+001
 3.0712547E+000, 1.2199939E+001
 3.2580040E+000, 1.2199781E+001
 3.4447533E+000, 1.2199604E+001
 3.6315026E+000, 1.2199409E+001
 3.7958420E+000, 1.2199210E+001
 3.9722307E+000, 1.2198993E+001
 4.1486194E+000, 1.2198752E+001
 4.3250081E+000, 1.2198490E+001
 4.5013969E+000, 1.2198206E+001
 4.7130633E+000, 1.2197868E+001
 4.8894521E+000, 1.2197502E+001
 5.0540572E+000, 1.2197154E+001
 5.2387944E+000, 1.2196770E+001
 5.4067209E+000, 1.2196354E+001
 5.6026350E+000, 1.2195896E+001
 5.7705615E+000, 1.2195404E+001
 5.9664756E+000, 1.2194875E+001
 6.1344021E+000, 1.2194307E+001
 6.3023285E+000, 1.2193744E+001
 6.4874375E+000, 1.2193106E+001
 6.6825255E+000, 1.2192363E+001
 6.8532275E+000, 1.2191592E+001
 7.0239296E+000, 1.2190811E+001
 7.2190176E+000, 1.2189898E+001
 7.3897197E+000, 1.2188897E+001
 7.5604217E+000, 1.2187862E+001
 7.7555097E+000, 1.2186619E+001
 7.9262118E+000, 1.2185197E+001
 8.1212998E+000, 1.2183518E+001
 8.2920019E+000, 1.2181485E+001
 8.4815731E+000, 1.2178940E+001
 8.6545939E+000, 1.2175601E+001
 8.8276147E+000, 1.2171526E+001
 9.0006355E+000, 1.2166442E+001
 9.1965088E+000, 1.2159815E+001
 9.3696311E+000, 1.2152050E+001
 9.5506993E+000, 1.2143645E+001
 9.7220908E+000, 1.2134346E+001
 9.9104456E+000, 1.2123817E+001
 1.0080182E+001, 1.2112180E+001
 1.0263031E+001, 1.2099175E+001
 1.0441355E+001, 1.2083776E+001
 1.0627137E+001, 1.2065417E+001
 1.0801890E+001, 1.2044253E+001
 1.0985115E+001, 1.2020139E+001
 1.1160262E+001, 1.1992655E+001
 1.1342145E+001, 1.1962762E+001
 1.1520540E+001, 1.1930319E+001
 1.1705469E+001, 1.1896042E+001
 1.1884433E+001, 1.1859965E+001
 1.2063397E+001, 1.1822381E+001
 1.2243189E+001, 1.1782765E+001
 1.2420382E+001, 1.1741156E+001
 1.2602263E+001, 1.1698570E+001
 1.2782638E+001, 1.1655093E+001
 1.2961435E+001, 1.1611098E+001
 1.3143864E+001, 1.1565805E+001
 1.3322839E+001, 1.1516742E+001
 1.3502273E+001, 1.1465465E+001
 1.3684001E+001, 1.1411481E+001
 1.3860372E+001, 1.1354558E+001
 1.4044373E+001, 1.1296515E+001
 1.4225071E+001, 1.1236696E+001
 1.4402129E+001, 1.1175996E+001
 1.4583563E+001, 1.1113694E+001
 1.4764200E+001, 1.1051437E+001
 1.4940642E+001, 1.0990400E+001
 1.5121262E+001, 1.0931149E+001
 1.5303708E+001, 1.0876094E+001
 1.5482760E+001, 1.0822169E+001
 1.5660302E+001, 1.0770126E+001
 1.5843256E+001, 1.0720289E+001
 1.6022867E+001, 1.0670116E+001
 1.6201579E+001, 1.0624945E+001
 1.6380873E+001, 1.0581089E+001
 1.6563124E+001, 1.0538611E+001
 1.6741018E+001, 1.0498053E+001
 1.6920464E+001, 1.0458522E+001
 1.7100948E+001, 1.0419044E+001
 1.7280482E+001, 1.0380799E+001
 1.7462984E+001, 1.0344789E+001
 1.7642204E+001, 1.0306779E+001
 1.7821875E+001, 1.0270034E+001
 1.8004488E+001, 1.0234016E+001
 1.8182165E+001, 1.0196501E+001
 1.8364285E+001, 1.0160872E+001
 1.8544625E+001, 1.0129988E+001
 1.8724498E+001, 1.0100466E+001
 1.8904089E+001, 1.0073119E+001
 1.9081909E+001, 1.0043938E+001
 1.9262639E+001, 1.0013998E+001
 1.9442658E+001, 9.9844681E+000
 1.9624747E+001, 9.9553283E+000
 1.9802402E+001, 9.9256688E+000
 1.9980719E+001, 9.8957528E+000
 2.0160054E+001, 9.8661671E+000
 2.0340358E+001, 9.8358824E+000
 2.0521179E+001, 9.8048051E+000
 2.0701041E+001, 9.7737666E+000
 2.0882645E+001, 9.7427614E+000
 2.1064275E+001, 9.7107744E+000
 2.1240859E+001, 9.6805994E+000
 2.1421358E+001, 9.6504869E+000
 2.1601390E+001, 9.6200689E+000
 2.1780957E+001, 9.5894149E+000
 2.1964785E+001, 9.5589721E+000
 2.2143299E+001, 9.5313725E+000
 2.2323736E+001, 9.5056300E+000
 2.2502380E+001, 9.4775006E+000
 2.2681874E+001, 9.4490814E+000
 2.2863747E+001, 9.4208588E+000
 2.3044391E+001, 9.3922684E+000
 2.3220757E+001, 9.3639193E+000
 2.3404001E+001, 9.3368766E+000
 2.3582292E+001, 9.3104875E+000
 2.3763554E+001, 9.2840416E+000
