s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_FUEL VAPOR,MLR_PRODUCTS,MLR_WATER VAPOR
 0.0000000E+000, 3.6000000E+001,-1.0766707E-001, 3.2636870E-008, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5892333E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.9364917E-001, 3.6054418E+001,-3.9610085E-002, 2.6712466E-002,-4.4802742E-002, 0.0000000E+000, 0.0000000E+000,-3.8552874E+000, 2.2609974E+001, 3.2141430E+001,-5.1615246E-009, 9.9653133E-006, 5.8526074E-009, 1.0482064E-004
 3.8729835E-001, 3.6140638E+001,-9.2239277E-002, 1.0523561E-001,-2.3558591E-001, 0.0000000E+000, 0.0000000E+000,-1.0119378E+001, 2.7381907E+001, 2.5798670E+001,-7.7069384E-009, 1.0014334E-005, 8.7388297E-009, 1.0519857E-004
 5.8094752E-001, 3.6164029E+001,-2.0371117E-001, 2.0502023E-001,-4.2110248E-001, 0.0000000E+000, 0.0000000E+000,-1.3049329E+001, 2.3718908E+001, 2.2694906E+001,-7.8122875E-009, 1.0172878E-005, 8.8582841E-009, 1.0628740E-004
 7.7459669E-001, 3.6173154E+001,-3.2634395E-001, 2.6512704E-001,-5.2022818E-001, 0.0000000E+000, 0.0000000E+000,-1.6350405E+001, 2.0500040E+001, 1.9241304E+001,-8.3742573E-009, 1.0561476E-005, 9.4954968E-009, 1.0852114E-004
 9.5161188E-001, 3.6185272E+001,-4.5999278E-001, 2.4601370E-001,-5.2699683E-001, 0.0000000E+000, 0.0000000E+000,-2.0386825E+001, 1.6163952E+001, 1.5057471E+001,-1.0103433E-008, 1.1494829E-005, 1.1456194E-008, 1.1287900E-004
 1.1144571E+000, 3.6203689E+001,-5.9563191E-001, 1.5160780E-001,-4.6872269E-001, 0.0000000E+000, 0.0000000E+000,-2.2341566E+001, 1.3128913E+001, 1.2949377E+001,-1.4703762E-008, 1.3459528E-005, 1.6672466E-008, 1.2030816E-004
 1.2655962E+000, 3.6238003E+001,-6.8990308E-001, 2.7635101E-002,-3.9417319E-001, 0.0000000E+000, 0.0000000E+000,-2.3037075E+001, 1.2255410E+001, 1.2144488E+001,-2.3900814E-008, 1.6680497E-005, 2.7100923E-008, 1.3055857E-004
 1.4671149E+000, 3.6302289E+001,-7.6337866E-001,-6.6639478E-002,-3.4919995E-001, 0.0000000E+000, 0.0000000E+000,-2.2603197E+001, 1.2256863E+001, 1.2519875E+001,-4.3383037E-008, 2.2243177E-005, 4.9191644E-008, 1.4571992E-004
 1.6410754E+000, 3.6408433E+001,-8.0764000E-001,-3.1837899E-002,-3.6037841E-001, 0.0000000E+000, 0.0000000E+000,-2.1339352E+001, 1.3717094E+001, 1.3869225E+001,-7.2798115E-008, 2.9965626E-005, 8.2545143E-008, 1.6484360E-004
 1.8287796E+000, 3.6541202E+001,-8.3470882E-001, 8.1713303E-002,-3.8931119E-001, 0.0000000E+000, 0.0000000E+000,-2.0931436E+001, 1.4323652E+001, 1.4467460E+001,-1.0925947E-007, 3.9311146E-005, 1.2388836E-007, 1.8614101E-004
 1.9969445E+000, 3.6710264E+001,-8.4182214E-001, 1.3688076E-001,-4.0561932E-001, 0.0000000E+000, 0.0000000E+000,-2.0272658E+001, 1.5066061E+001, 1.5327045E+001,-1.5923552E-007, 5.1301294E-005, 1.8055576E-007, 2.1113571E-004
 2.1651096E+000, 3.6912527E+001,-8.5291766E-001, 9.6636144E-002,-4.0661646E-001, 0.0000000E+000, 0.0000000E+000,-1.9945132E+001, 1.5738851E+001, 1.5804497E+001,-2.2373939E-007, 6.5598586E-005, 2.5369613E-007, 2.3851972E-004
 2.3669076E+000, 3.7192580E+001,-9.2514096E-001, 6.0865467E-002,-3.9891997E-001, 0.0000000E+000, 0.0000000E+000,-2.0440358E+001, 1.5567356E+001, 1.5489027E+001,-3.1613981E-007, 8.4771519E-005, 3.5846816E-007, 2.7268891E-004
 2.5350726E+000, 3.7527036E+001,-1.0025037E+000, 1.0276264E-001,-3.9056163E-001, 0.0000000E+000, 0.0000000E+000,-2.1284837E+001, 1.5043523E+001, 1.4951897E+001,-4.2633912E-007, 1.0680627E-004, 4.8342218E-007, 3.0986977E-004
 2.7032375E+000, 3.7869711E+001,-1.0820553E+000, 1.4058058E-001,-3.8716483E-001, 0.0000000E+000, 0.0000000E+000,-2.1976698E+001, 1.4578726E+001, 1.4564374E+001,-5.3968881E-007, 1.2898717E-004, 6.1194840E-007, 3.4562634E-004
 2.9050355E+000, 3.8284561E+001,-1.2022500E+000, 1.2924962E-001,-3.8876928E-001, 0.0000000E+000, 0.0000000E+000,-2.2292853E+001, 1.4465652E+001, 1.4529938E+001,-6.7585006E-007, 1.5551547E-004, 7.6634044E-007, 3.8660045E-004
 3.0732005E+000, 3.8746110E+001,-1.3324486E+000, 1.2171941E-001,-3.9361510E-001, 0.0000000E+000, 0.0000000E+000,-2.2294774E+001, 1.4758423E+001, 1.4846992E+001,-8.2726453E-007, 1.8451865E-004, 9.3802798E-007, 4.2932921E-004
 3.2413657E+000, 3.9204932E+001,-1.4151081E+000, 1.4798482E-001,-3.9843354E-001, 0.0000000E+000, 0.0000000E+000,-2.2359703E+001, 1.5074317E+001, 1.5179672E+001,-9.8269744E-007, 2.1356803E-004, 1.1142720E-006, 4.7004955E-004
 3.4431636E+000, 3.9758088E+001,-1.5314619E+000, 1.9112110E-001,-4.0224256E-001, 0.0000000E+000, 0.0000000E+000,-2.2638774E+001, 1.5299984E+001, 1.5376730E+001,-1.1744923E-006, 2.4893944E-004, 1.3317465E-006, 5.1730602E-004
