s,kg
Time,"Fuel Load"
 0.0000000E+000, 0.0000000E+000
 1.9364917E-001, 1.2273040E+001
 3.8729833E-001, 1.2272996E+001
 5.8094750E-001, 1.2272951E+001
 7.7459667E-001, 1.2272907E+001
 9.5270419E-001, 1.2272862E+001
 1.1230409E+000, 1.2272818E+001
 1.2933776E+000, 1.2272773E+001
 1.4422610E+000, 1.2272726E+001
 1.6484495E+000, 1.2272666E+001
 1.8351408E+000, 1.2272593E+001
 1.9805944E+000, 1.2272523E+001
 2.1753577E+000, 1.2272442E+001
 2.3701210E+000, 1.2272335E+001
 2.5324237E+000, 1.2272221E+001
 2.7271870E+000, 1.2272090E+001
 2.9057200E+000, 1.2271936E+001
 3.0842530E+000, 1.2271768E+001
 3.2627860E+000, 1.2271581E+001
 3.4520310E+000, 1.2271369E+001
 3.6091401E+000, 1.2271148E+001
 3.8055264E+000, 1.2270899E+001
 3.9626354E+000, 1.2270626E+001
 4.1714352E+000, 1.2270311E+001
 4.3409578E+000, 1.2269960E+001
 4.5104803E+000, 1.2269618E+001
 4.6800029E+000, 1.2269247E+001
 4.8834299E+000, 1.2268805E+001
 5.0529525E+000, 1.2268324E+001
 5.2224750E+000, 1.2267850E+001
 5.4150388E+000, 1.2267300E+001
 5.5967392E+000, 1.2266685E+001
 5.7784397E+000, 1.2266044E+001
 5.9471249E+000, 1.2265372E+001
 6.1363321E+000, 1.2264633E+001
 6.3255393E+000, 1.2263786E+001
 6.4877169E+000, 1.2262929E+001
 6.6769241E+000, 1.2261986E+001
 6.8661313E+000, 1.2260853E+001
 7.0283089E+000, 1.2259660E+001
 7.2039474E+000, 1.2258325E+001
 7.3984744E+000, 1.2256574E+001
 7.5686855E+000, 1.2254398E+001
 7.7606422E+000, 1.2251605E+001
 7.9346068E+000, 1.2248046E+001
 8.1103621E+000, 1.2243739E+001
 8.2876454E+000, 1.2238430E+001
 8.4687423E+000, 1.2232170E+001
 8.6493929E+000, 1.2225030E+001
 8.8315348E+000, 1.2216951E+001
 9.0016408E+000, 1.2207999E+001
 9.1852955E+000, 1.2197954E+001
 9.3628357E+000, 1.2186492E+001
 9.5405555E+000, 1.2173803E+001
 9.7265768E+000, 1.2159279E+001
 9.9028161E+000, 1.2143068E+001
 1.0080460E+001, 1.2125086E+001
 1.0261551E+001, 1.2104639E+001
 1.0442641E+001, 1.2082183E+001
 1.0622710E+001, 1.2057981E+001
 1.0803765E+001, 1.2031436E+001
 1.0986079E+001, 1.2001658E+001
 1.1162107E+001, 1.1969501E+001
 1.1344421E+001, 1.1934029E+001
 1.1521488E+001, 1.1895859E+001
 1.1704215E+001, 1.1856150E+001
 1.1884556E+001, 1.1814860E+001
 1.2061267E+001, 1.1771205E+001
 1.2241643E+001, 1.1724450E+001
 1.2424013E+001, 1.1672639E+001
 1.2600256E+001, 1.1620193E+001
 1.2782184E+001, 1.1566009E+001
 1.2962772E+001, 1.1509648E+001
 1.3141058E+001, 1.1454248E+001
 1.3323104E+001, 1.1397274E+001
 1.3504592E+001, 1.1335608E+001
 1.3680772E+001, 1.1275482E+001
 1.3863136E+001, 1.1213985E+001
 1.4043690E+001, 1.1147241E+001
 1.4221079E+001, 1.1080837E+001
 1.4402124E+001, 1.1015387E+001
 1.4583806E+001, 1.0951898E+001
 1.4762378E+001, 1.0891142E+001
 1.4943983E+001, 1.0831245E+001
 1.5121926E+001, 1.0771716E+001
 1.5303510E+001, 1.0712346E+001
 1.5482258E+001, 1.0653295E+001
 1.5662152E+001, 1.0599217E+001
 1.5840557E+001, 1.0548268E+001
 1.6023785E+001, 1.0498080E+001
 1.6203286E+001, 1.0450969E+001
 1.6380815E+001, 1.0405250E+001
 1.6564136E+001, 1.0360739E+001
 1.6740601E+001, 1.0318874E+001
 1.6924209E+001, 1.0279519E+001
 1.7102951E+001, 1.0239089E+001
 1.7284705E+001, 1.0190140E+001
 1.7463556E+001, 1.0145238E+001
 1.7644741E+001, 1.0106380E+001
 1.7825161E+001, 1.0068625E+001
 1.8001433E+001, 1.0031696E+001
 1.8180970E+001, 9.9950973E+000
 1.8360507E+001, 9.9589139E+000
 1.8541260E+001, 9.9225963E+000
 1.8720202E+001, 9.8855866E+000
 1.8901079E+001, 9.8479624E+000
 1.9081700E+001, 9.8100651E+000
 1.9262403E+001, 9.7722564E+000
 1.9442639E+001, 9.7347988E+000
 1.9624691E+001, 9.6962978E+000
 1.9800149E+001, 9.6575079E+000
 1.9985689E+001, 9.6156293E+000
 2.0162192E+001, 9.5707045E+000
 2.0341550E+001, 9.5249690E+000
 2.0521140E+001, 9.4772199E+000
 2.0705253E+001, 9.4293979E+000
 2.0884434E+001, 9.3812501E+000
 2.1064908E+001, 9.3346711E+000
 2.1242636E+001, 9.2885211E+000
 2.1423728E+001, 9.2405960E+000
 2.1603654E+001, 9.1932348E+000
 2.1782401E+001, 9.1483722E+000
 2.1960201E+001, 9.1044854E+000
 2.2142603E+001, 9.0590695E+000
 2.2324658E+001, 9.0169633E+000
 2.2501754E+001, 8.9812549E+000
 2.2685099E+001, 8.9458409E+000
 2.2860090E+001, 8.9092097E+000
 2.3041422E+001, 8.8770363E+000
 2.3224605E+001, 8.8468451E+000
 2.3402700E+001, 8.8171676E+000
 2.3581749E+001, 8.7880371E+000
 2.3762873E+001, 8.7589975E+000
