s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_FUEL VAPOR,MLR_PRODUCTS,MLR_WATER VAPOR
 0.0000000E+000, 3.6000000E+001,-1.1450637E-001, 7.9642087E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5885494E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.9364917E-001, 3.6068740E+001,-4.4387221E-002,-5.6519193E-002,-3.4490468E-002, 0.0000000E+000, 0.0000000E+000,-4.3475760E+000, 2.2062144E+001, 3.1585767E+001,-6.9251551E-009, 1.2587215E-005, 7.8523725E-009, 2.3379063E-004
 3.8729835E-001, 3.6177665E+001,-1.1756605E-001,-2.4171938E-001,-1.6706385E-001, 0.0000000E+000, 0.0000000E+000,-1.1283577E+001, 2.5988591E+001, 2.4367739E+001,-1.0329144E-008, 1.2648708E-005, 1.1712126E-008, 2.3463273E-004
 5.8094752E-001, 3.6207163E+001,-2.4416027E-001,-4.9980261E-001,-2.5111171E-001, 0.0000000E+000, 0.0000000E+000,-1.4837187E+001, 2.1909786E+001, 2.0374901E+001,-1.0476699E-008, 1.2834868E-005, 1.1879437E-008, 2.3696443E-004
 7.7459669E-001, 3.6218199E+001,-3.6379671E-001,-6.8947139E-001,-2.4180707E-001, 0.0000000E+000, 0.0000000E+000,-1.8154401E+001, 1.8440701E+001, 1.6768723E+001,-1.1098206E-008, 1.3232629E-005, 1.2584159E-008, 2.4132919E-004
 9.4572514E-001, 3.6231500E+001,-4.7353815E-001,-6.7216229E-001,-2.0760056E-001, 0.0000000E+000, 0.0000000E+000,-2.0530255E+001, 1.5443840E+001, 1.4347944E+001,-1.2486676E-008, 1.3986184E-005, 1.4158532E-008, 2.4848279E-004
 1.0942725E+000, 3.6245789E+001,-5.5955406E-001,-4.6682707E-001,-1.9208193E-001, 0.0000000E+000, 0.0000000E+000,-2.1409372E+001, 1.4010382E+001, 1.3617954E+001,-1.4875250E-008, 1.5111131E-005, 1.6866915E-008, 2.5782379E-004
 1.2923357E+000, 3.6263648E+001,-6.0982699E-001,-1.0181711E-001,-1.9578691E-001, 0.0000000E+000, 0.0000000E+000,-2.1658516E+001, 1.3601029E+001, 1.3697700E+001,-1.8978557E-008, 1.6855320E-005, 2.1519619E-008, 2.7072803E-004
 1.4408832E+000, 3.6292751E+001,-6.4414945E-001, 1.7323738E-001,-2.1156607E-001, 0.0000000E+000, 0.0000000E+000,-2.1687718E+001, 1.3544223E+001, 1.3922555E+001,-2.4890732E-008, 1.9214198E-005, 2.8223382E-008, 2.8654047E-004
 1.6576922E+000, 3.6342222E+001,-6.8036045E-001, 9.2662480E-002,-2.2953561E-001, 0.0000000E+000, 0.0000000E+000,-2.1699956E+001, 1.3548921E+001, 1.3825032E+001,-3.4574286E-008, 2.2802619E-005, 3.9203480E-008, 3.0801697E-004
 1.8142465E+000, 3.6408161E+001,-7.2273632E-001,-1.9462851E-001,-2.4065462E-001, 0.0000000E+000, 0.0000000E+000,-2.1372173E+001, 1.3711844E+001, 1.3877968E+001,-4.9310266E-008, 2.7804084E-005, 5.5912478E-008, 3.3509861E-004
 1.9849555E+000, 3.6489929E+001,-7.2575361E-001,-2.9893802E-001,-2.4299779E-001, 0.0000000E+000, 0.0000000E+000,-2.0574708E+001, 1.4596468E+001, 1.4647532E+001,-6.8378848E-008, 3.3697704E-005, 7.7534174E-008, 3.6411739E-004
 2.1709495E+000, 3.6603116E+001,-7.1807274E-001,-1.6069740E-001,-2.4185289E-001, 0.0000000E+000, 0.0000000E+000,-2.0202687E+001, 1.5207540E+001, 1.5279806E+001,-9.6365702E-008, 4.1722848E-005, 1.0926822E-007, 4.0073114E-004
 2.3622828E+000, 3.6747246E+001,-7.3421972E-001,-5.7994400E-002,-2.3993468E-001, 0.0000000E+000, 0.0000000E+000,-2.0434642E+001, 1.5203318E+001, 1.5280455E+001,-1.3406559E-007, 5.1883485E-005, 1.5201580E-007, 4.4427048E-004
 2.5257173E+000, 3.6914492E+001,-7.7784406E-001,-1.3423414E-001,-2.3841961E-001, 0.0000000E+000, 0.0000000E+000,-2.0953398E+001, 1.4850733E+001, 1.4810597E+001,-1.7701772E-007, 6.3026854E-005, 2.0071884E-007, 4.8972390E-004
 2.7045460E+000, 3.7107600E+001,-8.4260483E-001,-1.5330734E-001,-2.3733339E-001, 0.0000000E+000, 0.0000000E+000,-2.1417488E+001, 1.4519539E+001, 1.4456866E+001,-2.2558951E-007, 7.5420726E-005, 2.5579396E-007, 5.3819147E-004
