s,kg
Time,"Fuel Load"
 0.0000000E+000, 0.0000000E+000
 1.9364917E-001, 9.9225556E+000
 3.8729833E-001, 9.9225228E+000
 5.8094750E-001, 9.9224898E+000
 7.7459667E-001, 9.9224561E+000
 9.5031056E-001, 9.9224222E+000
 1.1170568E+000, 9.9223893E+000
 1.2602966E+000, 9.9223568E+000
 1.4414559E+000, 9.9223205E+000
 1.6556210E+000, 9.9222712E+000
 1.8018204E+000, 9.9222196E+000
 2.0063168E+000, 9.9221618E+000
 2.1705628E+000, 9.9220915E+000
 2.3532346E+000, 9.9220131E+000
 2.5286947E+000, 9.9219189E+000
 2.7041548E+000, 9.9218122E+000
 2.9088582E+000, 9.9216785E+000
 3.0843183E+000, 9.9215252E+000
 3.2597784E+000, 9.9213639E+000
 3.4352385E+000, 9.9211820E+000
 3.6106986E+000, 9.9209778E+000
 3.7861587E+000, 9.9207494E+000
 3.9616188E+000, 9.9204951E+000
 4.1663222E+000, 9.9201879E+000
 4.3417823E+000, 9.9198466E+000
 4.5172424E+000, 9.9194977E+000
 4.6927025E+000, 9.9191144E+000
 4.8681626E+000, 9.9186938E+000
 5.0436227E+000, 9.9182327E+000
 5.2307802E+000, 9.9177122E+000
 5.4237863E+000, 9.9171093E+000
 5.5846247E+000, 9.9164914E+000
 5.7702833E+000, 9.9158238E+000
 5.9412469E+000, 9.9150661E+000
 6.1407045E+000, 9.9141967E+000
 6.3116681E+000, 9.9132247E+000
 6.4955003E+000, 9.9121604E+000
 6.6629348E+000, 9.9109630E+000
 6.8582750E+000, 9.9094857E+000
 7.0257096E+000, 9.9076779E+000
 7.2018230E+000, 9.9055395E+000
 7.3994332E+000, 9.9026704E+000
 7.5696991E+000, 9.8991534E+000
 7.7461651E+000, 9.8950555E+000
 7.9202552E+000, 9.8900767E+000
 8.1089992E+000, 9.8839068E+000
 8.2938714E+000, 9.8763441E+000
 8.4625406E+000, 9.8677828E+000
 8.6433827E+000, 9.8578149E+000
 8.8294707E+000, 9.8454927E+000
 9.0007649E+000, 9.8318318E+000
 9.1800037E+000, 9.8171084E+000
 9.3611222E+000, 9.8005705E+000
 9.5437239E+000, 9.7820748E+000
 9.7263255E+000, 9.7616544E+000
 9.9033763E+000, 9.7401344E+000
 1.0082559E+001, 9.7174955E+000
 1.0260050E+001, 9.6937716E+000
 1.0444115E+001, 9.6693193E+000
 1.0622139E+001, 9.6440696E+000
 1.0800317E+001, 9.6188313E+000
 1.0981786E+001, 9.5927064E+000
 1.1160095E+001, 9.5658414E+000
 1.1345312E+001, 9.5376505E+000
 1.1521156E+001, 9.5096808E+000
 1.1702772E+001, 9.4818862E+000
 1.1883408E+001, 9.4541098E+000
 1.2062703E+001, 9.4239802E+000
 1.2242926E+001, 9.3927235E+000
 1.2425077E+001, 9.3604052E+000
 1.2602264E+001, 9.3292917E+000
 1.2784981E+001, 9.3002731E+000
 1.2962634E+001, 9.2713572E+000
 1.3141244E+001, 9.2428791E+000
 1.3321785E+001, 9.2121572E+000
 1.3502326E+001, 9.1836205E+000
 1.3680149E+001, 9.1565341E+000
 1.3862871E+001, 9.1301121E+000
 1.4040586E+001, 9.1062600E+000
 1.4221478E+001, 9.0835058E+000
 1.4400407E+001, 9.0614372E+000
 1.4584929E+001, 9.0388924E+000
 1.4762055E+001, 9.0167308E+000
 1.4943244E+001, 8.9953534E+000
 1.5121289E+001, 8.9736980E+000
 1.5302931E+001, 8.9521264E+000
 1.5484573E+001, 8.9292140E+000
 1.5660538E+001, 8.9069719E+000
 1.5841612E+001, 8.8857960E+000
 1.6020056E+001, 8.8650772E+000
 1.6203851E+001, 8.8434922E+000
 1.6380236E+001, 8.8207573E+000
 1.6561227E+001, 8.7986665E+000
 1.6743165E+001, 8.7766911E+000
 1.6921967E+001, 8.7543055E+000
 1.7101794E+001, 8.7314951E+000
 1.7286028E+001, 8.7076712E+000
 1.7464793E+001, 8.6828293E+000
 1.7644480E+001, 8.6576105E+000
 1.7824327E+001, 8.6324427E+000
 1.8001056E+001, 8.6071587E+000
 1.8182624E+001, 8.5815532E+000
 1.8363320E+001, 8.5549026E+000
 1.8544017E+001, 8.5277735E+000
 1.8724713E+001, 8.5009758E+000
 1.8905409E+001, 8.4738363E+000
 1.9080696E+001, 8.4467779E+000
 1.9265252E+001, 8.4182337E+000
 1.9443169E+001, 8.3906376E+000
 1.9624638E+001, 8.3636912E+000
 1.9804173E+001, 8.3374277E+000
 1.9980205E+001, 8.3110606E+000
 2.0162531E+001, 8.2836490E+000
 2.0345008E+001, 8.2564304E+000
 2.0522592E+001, 8.2306738E+000
 2.0700177E+001, 8.2062560E+000
 2.0885150E+001, 8.1812652E+000
 2.1063035E+001, 8.1560886E+000
 2.1243423E+001, 8.1310924E+000
 2.1422427E+001, 8.1059568E+000
 2.1600990E+001, 8.0810164E+000
 2.1780535E+001, 8.0560836E+000
 2.1961593E+001, 8.0314337E+000
 2.2141297E+001, 8.0061671E+000
 2.2322355E+001, 7.9810417E+000
 2.2503171E+001, 7.9567981E+000
 2.2681540E+001, 7.9340758E+000
 2.2864240E+001, 7.9112887E+000
 2.3044948E+001, 7.8890817E+000
 2.3225079E+001, 7.8667517E+000
 2.3404729E+001, 7.8438267E+000
 2.3581737E+001, 7.8207091E+000
 2.3761916E+001, 7.7982170E+000
