s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_FUEL VAPOR,MLR_PRODUCTS,MLR_WATER VAPOR
 0.0000000E+000, 3.6000000E+001,-1.1962902E-001,-3.5489071E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5880371E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.9364917E-001, 3.6029517E+001,-4.3848054E-002,-3.0154137E-002,-4.4742665E-002, 0.0000000E+000, 0.0000000E+000,-4.2325498E+000, 2.2287203E+001, 3.1678222E+001,-2.9024667E-009, 5.4056051E-006, 3.2910814E-009, 1.0693444E-004
 3.8729835E-001, 3.6076399E+001,-1.1149594E-001,-1.1725606E-001,-2.3516707E-001, 0.0000000E+000, 0.0000000E+000,-1.1464330E+001, 2.6012315E+001, 2.4148150E+001,-4.3309387E-009, 5.4588559E-006, 4.9108134E-009, 1.0771595E-004
 5.8094752E-001, 3.6089717E+001,-2.3897009E-001,-2.2667273E-001,-4.2175237E-001, 0.0000000E+000, 0.0000000E+000,-1.4991840E+001, 2.1643855E+001, 2.0210481E+001,-4.4747909E-009, 5.6228069E-006, 5.0739260E-009, 1.0989861E-004
 7.7459669E-001, 3.6096192E+001,-3.7182360E-001,-2.9018440E-001,-5.2892697E-001, 0.0000000E+000, 0.0000000E+000,-1.7973565E+001, 1.8286528E+001, 1.6931693E+001,-5.0142721E-009, 5.9875899E-006, 5.6856390E-009, 1.1408342E-004
 9.5397568E-001, 3.6105357E+001,-4.9658770E-001,-2.6404639E-001,-5.4776514E-001, 0.0000000E+000, 0.0000000E+000,-2.0554758E+001, 1.5233538E+001, 1.4242200E+001,-6.3117228E-009, 6.7437037E-006, 7.1568070E-009, 1.2141920E-004
 1.1177083E+000, 3.6119899E+001,-6.0181918E-001,-1.5682406E-001,-4.8902714E-001, 0.0000000E+000, 0.0000000E+000,-2.1598040E+001, 1.3445465E+001, 1.3274189E+001,-9.2819782E-009, 8.2234059E-006, 1.0524754E-008, 1.3327082E-004
 1.2644186E+000, 3.6147105E+001,-6.6030962E-001,-2.2319976E-002,-3.9602037E-001, 0.0000000E+000, 0.0000000E+000,-2.1063550E+001, 1.3476675E+001, 1.4004905E+001,-1.6340688E-008, 1.0972103E-005, 1.8528562E-008, 1.5107987E-004
 1.4475213E+000, 3.6202161E+001,-6.8627198E-001, 8.2247114E-002,-3.4001179E-001, 0.0000000E+000, 0.0000000E+000,-1.9215329E+001, 1.5242018E+001, 1.6042795E+001,-3.2897970E-008, 1.5982415E-005, 3.7302719E-008, 1.7787976E-004
 1.6607610E+000, 3.6306564E+001,-6.9165217E-001, 2.9342073E-002,-3.4674036E-001, 0.0000000E+000, 0.0000000E+000,-1.7763004E+001, 1.7235010E+001, 1.7534509E+001,-6.2948737E-008, 2.4025735E-005, 7.1377020E-008, 2.1554383E-004
 1.8178612E+000, 3.6438380E+001,-7.1818862E-001,-8.7752349E-002,-3.7624450E-001, 0.0000000E+000, 0.0000000E+000,-1.7725975E+001, 1.7582652E+001, 1.7530219E+001,-9.9370156E-008, 3.3463040E-005, 1.1267495E-007, 2.5572495E-004
 1.9940990E+000, 3.6598310E+001,-7.4145282E-001,-9.6360309E-002,-3.9368767E-001, 0.0000000E+000, 0.0000000E+000,-1.8089186E+001, 1.7335674E+001, 1.7277624E+001,-1.4630812E-007, 4.4918524E-005, 1.6589749E-007, 3.0014436E-004
 2.1832051E+000, 3.6830947E+001,-7.7260214E-001,-1.9865660E-003,-3.9985804E-001, 0.0000000E+000, 0.0000000E+000,-1.8221148E+001, 1.7326133E+001, 1.7435352E+001,-2.2105831E-007, 6.1743720E-005, 2.5065608E-007, 3.5957232E-004
 2.3615448E+000, 3.7136622E+001,-8.4327242E-001, 3.4126102E-002,-3.9692973E-001, 0.0000000E+000, 0.0000000E+000,-1.8074935E+001, 1.7697807E+001, 1.7855612E+001,-3.2482338E-007, 8.3361192E-005, 3.6831437E-007, 4.2934820E-004
 2.5398846E+000, 3.7506016E+001,-9.1824673E-001, 5.8996275E-003,-3.9022549E-001, 0.0000000E+000, 0.0000000E+000,-1.7775936E+001, 1.8284236E+001, 1.8427507E+001,-4.5373631E-007, 1.0831552E-004, 5.1448762E-007, 5.0389183E-004
 2.7182243E+000, 3.7936185E+001,-9.8678132E-001, 4.1471557E-002,-3.8444971E-001, 0.0000000E+000, 0.0000000E+000,-1.7410689E+001, 1.9024407E+001, 1.9195737E+001,-6.0486620E-007, 1.3597408E-004, 6.8585247E-007, 5.8180887E-004
 2.8965638E+000, 3.8404938E+001,-1.0522586E+000, 8.7019402E-002,-3.8248014E-001, 0.0000000E+000, 0.0000000E+000,-1.7092447E+001, 1.9773442E+001, 1.9964772E+001,-7.6859125E-007, 1.6525034E-004, 8.7149886E-007, 6.6063271E-004
 3.0610192E+000, 3.8903046E+001,-1.1293170E+000, 9.3878098E-002,-3.8360439E-001, 0.0000000E+000, 0.0000000E+000,-1.6874466E+001, 2.0438699E+001, 2.0609537E+001,-9.3661608E-007, 1.9516546E-004, 1.0620207E-006, 7.3799068E-004
 3.2447846E+000, 3.9424214E+001,-1.2176523E+000, 1.0484219E-001,-3.8651468E-001, 0.0000000E+000, 0.0000000E+000,-1.6729726E+001, 2.1049986E+001, 2.1195163E+001,-1.1200152E-006, 2.2771604E-004, 1.2699754E-006, 8.1850529E-004
 3.4285502E+000, 4.0016295E+001,-1.3104369E+000, 1.3483377E-001,-3.9054440E-001, 0.0000000E+000, 0.0000000E+000,-1.6693544E+001, 2.1628224E+001, 2.1756603E+001,-1.3304014E-006, 2.6490782E-004, 1.5085305E-006, 9.0596348E-004
 3.6123157E+000, 4.0664841E+001,-1.3811235E+000, 1.7782892E-001,-3.9418327E-001, 0.0000000E+000, 0.0000000E+000,-1.6826490E+001, 2.2096490E+001, 2.2240873E+001,-1.5618794E-006, 3.0555297E-004, 1.7710014E-006, 9.9651465E-004
 3.7960811E+000, 4.1373307E+001,-1.4705093E+000, 2.1977477E-001,-3.9575879E-001, 0.0000000E+000, 0.0000000E+000,-1.7065387E+001, 2.2524137E+001, 2.2661426E+001,-1.8176667E-006, 3.4985265E-004, 2.0610363E-006, 1.0903424E-003
 3.9798465E+000, 4.2142561E+001,-1.5996782E+000, 2.4528240E-001,-3.9625214E-001, 0.0000000E+000, 0.0000000E+000,-1.7226570E+001, 2.3074756E+001, 2.3165343E+001,-2.0974090E-006, 3.9755075E-004, 2.3782336E-006, 1.1868285E-003
 4.1636119E+000, 4.2965839E+001,-1.7348717E+000, 2.7287531E-001,-3.9696459E-001, 0.0000000E+000, 0.0000000E+000,-1.7333145E+001, 2.3672366E+001, 2.3773734E+001,-2.3979366E-006, 4.4851360E-004, 2.7189992E-006, 1.2853213E-003
 4.3211250E+000, 4.3786473E+001,-1.8158497E+000, 3.0697877E-001,-3.9808032E-001, 0.0000000E+000, 0.0000000E+000,-1.7462661E+001, 2.4301576E+001, 2.4416861E+001,-2.7008646E-006, 4.9968480E-004, 3.0624866E-006, 1.3792976E-003
 4.5048904E+000, 4.4682698E+001,-1.9501598E+000, 3.4269145E-001,-3.9911103E-001, 0.0000000E+000, 0.0000000E+000,-1.7564310E+001, 2.4997669E+001, 2.5111809E+001,-3.0391031E-006, 5.5620867E-004, 3.4460123E-006, 1.4768296E-003
