s,kg
Time,"Fuel Load"
 0.0000000E+000, 0.0000000E+000
 1.9364917E-001, 1.2240759E+001
 3.8729833E-001, 1.2240720E+001
 5.8094750E-001, 1.2240682E+001
 7.7459667E-001, 1.2240642E+001
 9.5455660E-001, 1.2240603E+001
 1.1276719E+000, 1.2240565E+001
 1.2828085E+000, 1.2240526E+001
 1.4896573E+000, 1.2240480E+001
 1.6297590E+000, 1.2240430E+001
 1.8346066E+000, 1.2240374E+001
 1.9850570E+000, 1.2240309E+001
 2.1890104E+000, 1.2240235E+001
 2.3589715E+000, 1.2240148E+001
 2.5289327E+000, 1.2240056E+001
 2.7328860E+000, 1.2239941E+001
 2.9028472E+000, 1.2239810E+001
 3.0728083E+000, 1.2239677E+001
 3.2427694E+000, 1.2239530E+001
 3.4467228E+000, 1.2239352E+001
 3.6166839E+000, 1.2239156E+001
 3.7934435E+000, 1.2238957E+001
 3.9804007E+000, 1.2238729E+001
 4.1584873E+000, 1.2238477E+001
 4.3232679E+000, 1.2238219E+001
 4.5261109E+000, 1.2237917E+001
 4.6854875E+000, 1.2237601E+001
 4.8767395E+000, 1.2237266E+001
 5.0679914E+000, 1.2236868E+001
 5.2273681E+000, 1.2236474E+001
 5.4114756E+000, 1.2236055E+001
 5.5812944E+000, 1.2235587E+001
 5.7794164E+000, 1.2235064E+001
 5.9492352E+000, 1.2234497E+001
 6.1473571E+000, 1.2233879E+001
 6.3171759E+000, 1.2233204E+001
 6.4869947E+000, 1.2232523E+001
 6.6851167E+000, 1.2231711E+001
 6.8549355E+000, 1.2230810E+001
 7.0318719E+000, 1.2229841E+001
 7.2088082E+000, 1.2228700E+001
 7.3857446E+000, 1.2227319E+001
 7.5626809E+000, 1.2225668E+001
 7.7515669E+000, 1.2223601E+001
 7.9205230E+000, 1.2221094E+001
 8.1133422E+000, 1.2217946E+001
 8.2876839E+000, 1.2214063E+001
 8.4690091E+000, 1.2209639E+001
 8.6515826E+000, 1.2204491E+001
 8.8308409E+000, 1.2198740E+001
 9.0041648E+000, 1.2192536E+001
 9.1833924E+000, 1.2185644E+001
 9.3646341E+000, 1.2177655E+001
 9.5478876E+000, 1.2168638E+001
 9.7207832E+000, 1.2158855E+001
 9.9032842E+000, 1.2148115E+001
 1.0082448E+001, 1.2135641E+001
 1.0264028E+001, 1.2121596E+001
 1.0443513E+001, 1.2105963E+001
 1.0625745E+001, 1.2088390E+001
 1.0806474E+001, 1.2068978E+001
 1.0980513E+001, 1.2048474E+001
 1.1161714E+001, 1.2025731E+001
 1.1344501E+001, 1.1999646E+001
 1.1524784E+001, 1.1970438E+001
 1.1701292E+001, 1.1939583E+001
 1.1881970E+001, 1.1906352E+001
 1.2064119E+001, 1.1870203E+001
 1.2241379E+001, 1.1832106E+001
 1.2424575E+001, 1.1790520E+001
 1.2603247E+001, 1.1747729E+001
 1.2783351E+001, 1.1705009E+001
 1.2961050E+001, 1.1661623E+001
 1.3140922E+001, 1.1617265E+001
 1.3323076E+001, 1.1570035E+001
 1.3503142E+001, 1.1522067E+001
 1.3680900E+001, 1.1473307E+001
 1.3862303E+001, 1.1420819E+001
 1.4042801E+001, 1.1367550E+001
 1.4221451E+001, 1.1311574E+001
 1.4404189E+001, 1.1256786E+001
 1.4581194E+001, 1.1203045E+001
 1.4760614E+001, 1.1149939E+001
 1.4940051E+001, 1.1095979E+001
 1.5123672E+001, 1.1042492E+001
 1.5302366E+001, 1.0994857E+001
 1.5481652E+001, 1.0949878E+001
 1.5661712E+001, 1.0906478E+001
 1.5841684E+001, 1.0865831E+001
 1.6020267E+001, 1.0828344E+001
 1.6202664E+001, 1.0792801E+001
 1.6381493E+001, 1.0757226E+001
 1.6563797E+001, 1.0722621E+001
 1.6743372E+001, 1.0689946E+001
 1.6920864E+001, 1.0657493E+001
 1.7104546E+001, 1.0623654E+001
 1.7280510E+001, 1.0590204E+001
 1.7463115E+001, 1.0558026E+001
 1.7644790E+001, 1.0524748E+001
 1.7821418E+001, 1.0490088E+001
 1.8003747E+001, 1.0456670E+001
 1.8183582E+001, 1.0424413E+001
 1.8363034E+001, 1.0393842E+001
 1.8541540E+001, 1.0365620E+001
 1.8724275E+001, 1.0337966E+001
 1.8905130E+001, 1.0311298E+001
 1.9082884E+001, 1.0286470E+001
 1.9264773E+001, 1.0262653E+001
 1.9440409E+001, 1.0240875E+001
 1.9621729E+001, 1.0219914E+001
 1.9805190E+001, 1.0199174E+001
 1.9983336E+001, 1.0177275E+001
 2.0162077E+001, 1.0155539E+001
 2.0342753E+001, 1.0133269E+001
 2.0521960E+001, 1.0110567E+001
 2.0703580E+001, 1.0087663E+001
 2.0882753E+001, 1.0065188E+001
 2.1063271E+001, 1.0042851E+001
 2.1240018E+001, 1.0020408E+001
 2.1425183E+001, 9.9977099E+000
 2.1600284E+001, 9.9757670E+000
 2.1782712E+001, 9.9533917E+000
 2.1964371E+001, 9.9310148E+000
 2.2142336E+001, 9.9087886E+000
 2.2321827E+001, 9.8857768E+000
 2.2501670E+001, 9.8619235E+000
 2.2681420E+001, 9.8385786E+000
 2.2861170E+001, 9.8176013E+000
 2.3044001E+001, 9.7960873E+000
 2.3225049E+001, 9.7755988E+000
 2.3400611E+001, 9.7557577E+000
 2.3584951E+001, 9.7368201E+000
 2.3766000E+001, 9.7181307E+000
