s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_FUEL VAPOR,MLR_PRODUCTS,MLR_WATER VAPOR
 0.0000000E+000, 3.6000000E+001,-1.3391923E-001, 3.8939915E-008, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5866081E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.9364917E-001, 3.6035397E+001,-4.6320821E-002,-4.6090770E-002,-4.4786761E-002, 0.0000000E+000, 0.0000000E+000,-3.9832398E+000, 2.2322773E+001, 3.1914959E+001,-3.5091433E-009, 6.4821081E-006, 3.9789867E-009, 1.3992895E-004
 3.8729835E-001, 3.6091564E+001,-1.1186866E-001,-1.8251907E-001,-2.3562095E-001, 0.0000000E+000, 0.0000000E+000,-1.0804048E+001, 2.6547411E+001, 2.4757507E+001,-5.2456367E-009, 6.5324370E-006, 5.9479813E-009, 1.4073363E-004
 5.8094752E-001, 3.6107217E+001,-2.3470067E-001,-3.5440705E-001,-4.2181867E-001, 0.0000000E+000, 0.0000000E+000,-1.4143002E+001, 2.2410905E+001, 2.0953289E+001,-5.3695030E-009, 6.6902054E-006, 6.0884322E-009, 1.4302118E-004
 7.7459669E-001, 3.6114206E+001,-3.6370610E-001,-4.4600335E-001,-5.2597973E-001, 0.0000000E+000, 0.0000000E+000,-1.7491444E+001, 1.9003483E+001, 1.7287072E+001,-5.8988440E-009, 7.0511179E-006, 6.6886474E-009, 1.4751379E-004
 9.5520502E-001, 3.6123735E+001,-4.8940625E-001,-4.0142841E-001,-5.3781650E-001, 0.0000000E+000, 0.0000000E+000,-2.1575837E+001, 1.4761557E+001, 1.3119247E+001,-7.2951803E-009, 7.8504437E-006, 8.2719408E-009, 1.5585856E-004
 1.1292930E+000, 3.6139146E+001,-6.0911537E-001,-2.3719833E-001,-4.6507109E-001, 0.0000000E+000, 0.0000000E+000,-2.4032397E+001, 1.1368202E+001, 1.0795364E+001,-1.0866573E-008, 9.5915195E-006, 1.2321512E-008, 1.7062389E-004
 1.2902571E+000, 3.6173568E+001,-6.9897618E-001,-2.0916950E-002,-3.6767239E-001, 0.0000000E+000, 0.0000000E+000,-2.3635137E+001, 1.0782510E+001, 1.1450866E+001,-2.0654133E-008, 1.3201255E-005, 2.3419540E-008, 1.9478383E-004
 1.4446592E+000, 3.6234544E+001,-7.4924477E-001, 1.3514855E-001,-3.3058950E-001, 0.0000000E+000, 0.0000000E+000,-2.1703668E+001, 1.2637214E+001, 1.3586190E+001,-4.0546367E-008, 1.8760224E-005, 4.5975169E-008, 2.2583224E-004
 1.6250832E+000, 3.6333244E+001,-7.7474867E-001, 1.1485284E-001,-3.4792860E-001, 0.0000000E+000, 0.0000000E+000,-2.0406133E+001, 1.4444397E+001, 1.4919286E+001,-6.8421860E-008, 2.5807078E-005, 7.7582946E-008, 2.6161589E-004
 1.8215581E+000, 3.6470749E+001,-7.9172465E-001,-6.3435581E-002,-3.7924432E-001, 0.0000000E+000, 0.0000000E+000,-2.0137048E+001, 1.5040565E+001, 1.5099297E+001,-1.0497462E-007, 3.5012520E-005, 1.1902980E-007, 3.0527362E-004
 1.9935282E+000, 3.6639247E+001,-8.0627432E-001,-1.4896905E-001,-3.9713154E-001, 0.0000000E+000, 0.0000000E+000,-2.0362760E+001, 1.5000255E+001, 1.4924111E+001,-1.5388052E-007, 4.6781358E-005, 1.7448377E-007, 3.5646629E-004
 2.1901302E+000, 3.6853013E+001,-8.3306255E-001,-4.8644143E-002,-4.0131966E-001, 0.0000000E+000, 0.0000000E+000,-2.0712472E+001, 1.4851463E+001, 1.4857515E+001,-2.2299468E-007, 6.2375965E-005, 2.5285171E-007, 4.1828975E-004
 2.3539650E+000, 3.7120582E+001,-8.8774883E-001, 5.6920020E-002,-3.9782851E-001, 0.0000000E+000, 0.0000000E+000,-2.0787870E+001, 1.4899462E+001, 1.5104055E+001,-3.1326730E-007, 8.1241939E-005, 3.5521104E-007, 4.8751947E-004
 2.5505669E+000, 3.7449212E+001,-9.6327638E-001, 2.5205402E-002,-3.9148597E-001, 0.0000000E+000, 0.0000000E+000,-2.0572266E+001, 1.5402468E+001, 1.5547389E+001,-4.2512710E-007, 1.0317124E-004, 4.8204788E-007, 5.6282081E-004
 2.7144020E+000, 3.7825621E+001,-1.0482235E+000,-1.3696848E-002,-3.8519051E-001, 0.0000000E+000, 0.0000000E+000,-2.0532173E+001, 1.5799379E+001, 1.5846337E+001,-5.5144995E-007, 1.2692537E-004, 6.2528425E-007, 6.4065285E-004
 2.9110038E+000, 3.8230891E+001,-1.1450555E+000, 4.7519043E-002,-3.8128263E-001, 0.0000000E+000, 0.0000000E+000,-2.0627512E+001, 1.6035780E+001, 1.6124560E+001,-6.8484145E-007, 1.5159009E-004, 7.7653570E-007, 7.1890862E-004
 3.0748386E+000, 3.8651268E+001,-1.1878382E+000, 1.0825442E-001,-3.8133660E-001, 0.0000000E+000, 0.0000000E+000,-2.0806775E+001, 1.6241324E+001, 1.6383573E+001,-8.1994420E-007, 1.7700132E-004, 9.2972752E-007, 7.9773116E-004
